municipality,group,variable,month,Mujeres puérperas que recibieron dosis única de vitamina A,TOTAL
SUCRE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,460,460
TACACOMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,8,8
TACOBAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,8,8
TACOPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,15,15
TAPACARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,27,27
TARABUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,43,43
TARACO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,3,3
TARATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,8,8
TARIJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,341,341
TARVITA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,21,21
TEOPONTE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,9,9
TIAWANACU,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,13,13
TINGUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,27,27
TIPUANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,6,6
TIQUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,41,41
TIRAQUE (CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,68,68
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,1,1
TOCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,5,5
TOMAVE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,16,16
TOMINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,17,17
TORO TORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,18,18
TOTORA(CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,18,18
TOTORA(ORR),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,7,7
TRIGAL,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,2,2
TRINIDAD,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,33,33
TUPIZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,65,65
TURCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,3,3
UMALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,1,1
UNCIA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,28,28
URIONDO (A. CONCEPCION),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,15,15
URUBICHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,8,8
UYUNI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,47,47
VACAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,12,12
VALLEGRANDE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,22,22
VIACHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,30,30
VILA VILA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,10,10
VILLA MONTES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,60,60
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,3,3
VILLA RIVERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,3,3
VILLA SERRANO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,24,24
VILLA TUNARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,104,104
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,10,10
VILLAZON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,54,54
VINTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,25,25
VITICHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,9,9
WALDO BALLIVIAN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,1,1
WARNES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,72,72
YACO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,6,6
YACUIBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,110,110
YAMPARAEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,10,10
YANACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,7,7
YAPACANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,65,65
YOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,11,11
YOTALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,11,11
YUNCHARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,8,8
ZUDAÑEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-01-01,10,10
ACACIO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,2,2
ACHACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,38,38
ACHOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,11,11
AIQUILE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,37,37
ALALAY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,5,5
ALCALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,3,3
ANCORAIMES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,17,17
ANDAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,4,4
ANTEQUERA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,1,1
ANZALDO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,13,13
APOLO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,15,15
ARAMPAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,9,9
ARANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,13,13
ARBIETO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,7,7
ARQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,17,17
ASCENCION DE GUARAYOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,30,30
ATOCHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,7,7
AUCAPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,2,2
AYATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,10,10
AYO AYO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,33,33
AZURDUY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,21,21
BATALLAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,20,20
BAURES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,4,4
BELEN DE URMIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,2,2
BELLA FLOR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,3,3
BERMEJO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,31,31
BETANZOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,32,32
BOLIVAR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,7,7
BOYUIBE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,2,2
BUENA VISTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,14,14
CABEZAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,19,19
CAIROMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,4,4
"CAIZA ""D""",nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,7,7
CAJUATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,14,14
CALACOTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,2,2
CALAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,9,9
CAMARGO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,23,23
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,1,1
CAMIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,46,46
CAPINOTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,27,27
CAQUIAVIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,10,10
CARACOLLO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,27,27
CARANAVI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,87,87
CARAPARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,9,9
CARIPUYO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,23,23
CARMEN RIVERO TORREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,8,8
CATACORA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,2,2
CHALLAPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,48,48
CHAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,4,4
CHARAGUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,51,51
CHARAÑA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,2,2
CHAYANTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,25,25
CHIMORE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,14,14
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,27,27
CHUMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,5,5
CLIZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,15,15
COBIJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,107,107
COCHABAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,866,866
COIPASA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,1,1
COLCAPIRHUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,39,39
"COLCHA ""K""",nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,13,13
COLLANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,2,2
COLOMI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,17,17
COLPA BELGICA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,11,11
COLQUECHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,40,40
COLQUENCHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,13,13
COLQUIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,23,23
COMARAPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,23,23
COMBAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,2,2
CONCEPCION,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,19,19
COPACABANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,15,15
CORIPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,14,14
CORO CORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,7,7
COROICO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,25,25
CORQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,3,3
COTAGAITA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,20,20
COTOCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,67,67
CUATRO CAÑADAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,22,22
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,1,1
CUEVO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,4,4
CULPINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,25,25
CURAHUARA DE CARANGAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,10,10
CURVA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,1,1
DESAGUADERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,7,7
EL ALTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,756,756
EL CHORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,1,1
EL PUENTE(STC),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,12,12
EL PUENTE(TJA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,11,11
EL TORNO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,55,55
EL VILLAR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,8,8
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,16,16
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,26,26
EUCALIPTUS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-02-01,9,9
