municipality,group,variable,month,Control del niño de 2 años a menor de 5 años NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
COLQUENCHA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,3,3,,
COLQUIRI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,12,12,,
CONCEPCION,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,1,1,,
COPACABANA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,8,8,,
CORIPATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,24,24,,
CORO CORO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,1,1,,
COROICO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,69,69,,
CORQUE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,15,15,,
COTAGAITA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,26,26,,
COTOCA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,3,3,,
CUATRO CAÑADAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,115,115,,
CULPINA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,54,54,,
CURVA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,3,3,,
EL ALTO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,1657,1657,,
EL CHORO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,13,13,,
EL PUENTE(TJA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,32,32,,
EL TORNO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,11,11,,
ENTRE RIOS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,84,84,,
ENTRE RIOS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,58,58,,
ESCARA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,1,1,,
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,11,11,,
EXALTACION,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,3,3,,
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,54,54,,
FILADELFIA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,8,8,,
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,111,111,,
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,1,1,,
GUAYARAMERIN,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,166,166,,
GUTIERREZ,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,217,217,,
HUACARETA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,15,15,,
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,3,3,,
HUACHACALLA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,1,1,,
HUANUNI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,6,6,,
HUAYLLAMARCA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,1,1,,
ICHOCA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,5,5,,
INCAHUASI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,7,7,,
INGAVI (HUMAITA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,7,7,,
INQUISIVI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,9,9,,
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,16,16,,
LA ASUNTA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,79,79,,
LA GUARDIA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,18,18,,
LA PAZ,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,921,921,,
LAGUNILLAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,2,2,,
LAS CARRERAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,1,1,,
LLALLAGUA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,2,2,,
LORETO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,27,27,,
LURIBAY,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,3,3,,
MACHARETI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,2,2,,
MAGDALENA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,3,3,,
MALLA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,4,4,,
MAPIRI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,1,1,,
MECAPACA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,4,4,,
MINEROS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,153,153,,
MIZQUE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,120,120,,
MOCOMOCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,4,4,,
MOJOCOYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,123,123,,
MONTEAGUDO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,35,35,,
MONTERO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,281,281,,
MORO MORO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,9,9,,
MOROCHATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,177,177,,
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,3,3,,
OCURI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,15,15,,
OKINAWA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,45,45,,
ORURO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,306,306,,
PADCAYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,34,34,,
PADILLA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,1,1,,
PAILON,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,25,25,,
PALCA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,1,1,,
PALOS BLANCOS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,45,45,,
PAPEL PAMPA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,9,9,,
PATACAMAYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,40,40,,
PELECHUCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,2,2,,
POCONA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,61,61,,
POJO (CBBA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,48,48,,
POROMA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,16,16,,
PORONGO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,40,40,,
POSTRER VALLE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,2,2,,
POTOSI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,837,837,,
PRESTO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,126,126,,
PUCARA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,7,7,,
PUCARANI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,12,12,,
PUERTO ACOSTA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,23,23,,
PUERTO CARABUCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,16,16,,
PUERTO PEREZ,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,4,4,,
PUERTO QUIJARRO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,5,5,,
PUERTO RICO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,19,19,,
PUERTO SUAREZ,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,40,40,,
PUERTO VILLARROEL,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,104,104,,
PUNA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,43,43,,
PUNATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,96,96,,
QUIABAYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,1,1,,
QUILLACOLLO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,276,276,,
QUIME,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,10,10,,
REYES,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,57,57,,
RIBERALTA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,129,129,,
ROBORE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,8,8,,
RURRENABAQUE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,2,2,,
SABAYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,4,4,,
SACABA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,239,239,,
SACABAMBA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,21,21,,
SACACA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,9,9,,
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,9,9,,
SAN ANDRES,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,57,57,,
SAN BENITO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,12,12,,
SAN BORJA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,6,6,,
SAN BUENA VENTURA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,23,23,,
SAN IGNACIO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,149,149,,
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,90,90,,
SAN JAVIER(BNI),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,30,30,,
SAN JAVIER(STC),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,39,39,,
SAN JOAQUIN,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,41,41,,
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,18,18,,
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,1,1,,
SAN JULIAN,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,200,200,,
SAN LORENZO(PND),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,18,18,,
SAN LORENZO(TJA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,35,35,,
SAN LUCAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,40,40,,
SAN MATIAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,14,14,,
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,19,19,,
SAN PEDRO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,100,100,,
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,4,4,,
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,21,21,,
SAN RAFAEL,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,13,13,,
SAN RAMON,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,1,1,,
SAN RAMON,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,28,28,,
SANTA ANA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,26,26,,
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,1750,1750,,
SANTA ROSA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,63,63,,
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,3,3,,
SANTIVAÑES,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,26,26,,
SAPAHAQUI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,3,3,,
SENA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,22,22,,
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,9,9,,
SICAYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,14,14,,
SIPE SIPE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,47,47,,
SOPACHUY,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,1,1,,
SORACACHI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,4,4,,
SORATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,55,55,,
SUCRE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,366,366,,
TACACHI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,1,1,,
TACACOMA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,13,13,,
TACOBAMBA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,66,66,,
TACOPAYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,3,3,,
TAPACARI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,116,116,,
TARABUCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,3,3,,
TARATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,28,28,,
TARIJA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,482,482,,
TARVITA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,42,42,,
TINGUIPAYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,288,288,,
TIQUIPAYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,179,179,,
TIRAQUE (CBBA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,185,185,,
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,1,1,,
TOCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,6,6,,
TODOS SANTOS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,1,1,,
TOLATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,31,31,,
TOMAVE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,5,5,,
TORO TORO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,1,1,,
TOTORA(CBBA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,55,55,,
TOTORA(ORR),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,18,18,,
TRIGAL,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-08-01,4,4,,
