municipality,group,variable,month,Control del niño menor de 1 año NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
WARNES,control de crecimiento infantil,control del nino menor de 1 ano,2007-08-01,225,225,,
YACO,control de crecimiento infantil,control del nino menor de 1 ano,2007-08-01,10,10,,
YACUIBA,control de crecimiento infantil,control del nino menor de 1 ano,2007-08-01,281,281,,
YAMPARAEZ,control de crecimiento infantil,control del nino menor de 1 ano,2007-08-01,16,16,,
YANACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2007-08-01,14,14,,
YOTALA,control de crecimiento infantil,control del nino menor de 1 ano,2007-08-01,13,13,,
YUNCHARA,control de crecimiento infantil,control del nino menor de 1 ano,2007-08-01,11,11,,
ACACIO,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,14,14,,
ACHACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,115,115,,
ACHOCALLA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,13,13,,
AIQUILE,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,116,116,,
ALALAY,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,13,13,,
ALCALA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,6,6,,
ANCORAIMES,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,23,23,,
ANDAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,4,4,,
ANTEQUERA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,13,13,,
ANZALDO,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,42,42,,
APOLO,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,65,65,,
ARAMPAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,18,18,,
ARANI,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,9,9,,
ARBIETO,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,15,15,,
ARQUE,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,24,24,,
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,4,4,,
ATOCHA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,3,3,,
AUCAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,7,7,,
AYATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,11,11,,
AYO AYO,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,11,11,,
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,58,58,,
AZURDUY,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,25,25,,
BATALLAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,42,42,,
BAURES,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,2,2,,
BELEN DE URMIRI,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,3,3,,
BELLA FLOR,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,6,6,,
BERMEJO,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,56,56,,
BETANZOS,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,54,54,,
BOLIVAR,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,27,27,,
BOLPEBRA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,1,1,,
CABEZAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,29,29,,
CAIROMA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,20,20,,
"CAIZA ""D""",control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,15,15,,
CAJUATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,25,25,,
CALACOTO,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,7,7,,
CALAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,23,23,,
CAMARGO,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,34,34,,
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,3,3,,
CAMIRI,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,54,54,,
CAPINOTA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,454,454,,
CAQUIAVIRI,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,12,12,,
CARACOLLO,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,25,25,,
CARANAVI,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,186,186,,
CARANGAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,4,4,,
CARAPARI,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,14,14,,
CARIPUYO,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,28,28,,
CATACORA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,2,2,,
CHACARILLA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,11,11,,
CHALLAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,36,36,,
CHAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,12,12,,
CHARAGUA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,24,24,,
CHARAÑA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,4,4,,
CHAYANTA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,30,30,,
CHIMORE,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,49,49,,
CHIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,2,2,,
CHOQUE COTA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,1,1,,
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,38,38,,
CHUMA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,26,26,,
CLIZA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,34,34,,
COBIJA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,66,66,,
COCHABAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,2177,2177,,
COIPASA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,1,1,,
COLCAPIRHUA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,206,206,,
"COLCHA ""K""",control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,13,13,,
COLLANA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,4,4,,
COLOMI,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,126,126,,
COLPA BELGICA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,4,4,,
COLQUECHACA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,87,87,,
COLQUENCHA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,16,16,,
COLQUIRI,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,29,29,,
COMANCHE,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,6,6,,
COMARAPA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,39,39,,
COMBAYA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,1,1,,
COPACABANA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,19,19,,
CORIPATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,41,41,,
CORO CORO,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,12,12,,
COROICO,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,27,27,,
CORQUE,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,8,8,,
COTAGAITA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,46,46,,
COTOCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,92,92,,
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,5,5,,
CUEVO,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,3,3,,
CULPINA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,55,55,,
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,13,13,,
CURVA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,3,3,,
DESAGUADERO,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,11,11,,
EL ALTO,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,2684,2684,,
EL CHORO,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,16,16,,
EL PUENTE(STC),control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,18,18,,
EL PUENTE(TJA),control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,15,15,,
EL TORNO,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,203,203,,
EL VILLAR,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,2,2,,
ENTRE RIOS,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,24,24,,
ENTRE RIOS,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,288,288,,
ESCARA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,1,1,,
EUCALIPTUS,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,2,2,,
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,14,14,,
EXALTACION,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,8,8,,
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,44,44,,
FILADELFIA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,8,8,,
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,50,50,,
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,38,38,,
GUANAY,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,21,21,,
GUAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,13,13,,
GUAYARAMERIN,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,51,51,,
GUTIERREZ,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,1,1,,
HUACARETA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,10,10,,
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,6,6,,
HUACHACALLA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,3,3,,
HUANUNI,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,42,42,,
HUARACAJE,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,2,2,,
HUAYLLAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,7,7,,
ICHOCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,10,10,,
ICLA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,18,18,,
INCAHUASI,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,54,54,,
INQUISIVI,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,32,32,,
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,22,22,,
IXIAMAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,20,20,,
JESUS DE MACHACA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,15,15,,
LA ASUNTA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,58,58,,
LA GUARDIA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,79,79,,
LA PAZ,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,1692,1692,,
LAGUNILLAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,13,13,,
LAJA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,60,60,,
LAS CARRERAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,11,11,,
LICOMA PAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,2,2,,
LLALLAGUA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,92,92,,
LLICA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,2,2,,
LORETO,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,16,16,,
LURIBAY,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,10,10,,
MACHACAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,3,3,,
MACHARETI,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,20,20,,
MAGDALENA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,22,22,,
MAIRANA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,16,16,,
MALLA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,5,5,,
MAPIRI,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,23,23,,
MECAPACA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,30,30,,
MINEROS,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,154,154,,
MIZQUE,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,56,56,,
MOCOMOCO,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,32,32,,
MOJINETE,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,1,1,,
MOJOCOYA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,8,8,,
MONTEAGUDO,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,40,40,,
MONTERO,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,181,181,,
MORO MORO,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,2,2,,
MOROCHATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,113,113,,
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,17,17,,
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,2,2,,
OCURI,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,27,27,,
OKINAWA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,24,24,,
OMEREQUE,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,16,16,,
ORURO,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,620,620,,
PADCAYA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,33,33,,
PADILLA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,14,14,,
PAILON,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,23,23,,
PALCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,41,41,,
PALOS BLANCOS,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,75,75,,
PAMPA AULLAGAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,6,6,,
PAMPA GRANDE,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,13,13,,
PAPEL PAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,21,21,,
PASORAPA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,4,4,,
PATACAMAYA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,109,109,,
PAZÑA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,3,3,,
PELECHUCO,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,6,6,,
POCONA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,30,30,,
POJO (CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,85,85,,
POOPO,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,17,17,,
PORCO,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,31,31,,
POROMA,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,48,48,,
PORONGO,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,35,35,,
PORTACHUELO,control de crecimiento infantil,control del nino menor de 1 ano,2007-09-01,23,23,,
