municipality,group,variable,month,Control del niño de 1 año a menor de 2 años NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
ARBIETO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,12,12,,
ARQUE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,12,12,,
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,10,10,,
AUCAPATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,8,8,,
AYATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,15,15,,
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,88,88,,
AZURDUY,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,16,16,,
BATALLAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,5,5,,
BELEN DE URMIRI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,10,10,,
BELLA FLOR,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,9,9,,
BERMEJO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,26,26,,
BOYUIBE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,12,12,,
BUENA VISTA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,31,31,,
CABEZAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,125,125,,
"CAIZA ""D""",control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,3,3,,
CAJUATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,1,1,,
CALACOTO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,7,7,,
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,1,1,,
CAMIRI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,75,75,,
CAPINOTA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,112,112,,
CARACOLLO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,2,2,,
CARANAVI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,33,33,,
CARANGAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,2,2,,
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,48,48,,
CHALLAPATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,2,2,,
CHAQUI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,2,2,,
CHARAGUA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,10,10,,
CHARAÑA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,1,1,,
CHAYANTA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,2,2,,
CHIMORE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,75,75,,
CHUMA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,5,5,,
COBIJA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,164,164,,
COCHABAMBA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,1122,1122,,
COLCAPIRHUA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,129,129,,
COLLANA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,1,1,,
COLOMI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,47,47,,
COLPA BELGICA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,2,2,,
COLQUENCHA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,2,2,,
COMANCHE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,7,7,,
COMBAYA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,15,15,,
CONCEPCION,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,33,33,,
CORIPATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,5,5,,
COROICO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,9,9,,
CORQUE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,1,1,,
COTAGAITA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,39,39,,
COTOCA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,3,3,,
CUATRO CAÑADAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,119,119,,
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,6,6,,
CULPINA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,37,37,,
CURVA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,5,5,,
DESAGUADERO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,1,1,,
EL ALTO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,2159,2159,,
EL CHORO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,13,13,,
EL TORNO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,31,31,,
ENTRE RIOS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,37,37,,
ENTRE RIOS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,17,17,,
ESCARA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,1,1,,
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,15,15,,
EXALTACION,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,8,8,,
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,51,51,,
FILADELFIA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,7,7,,
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,107,107,,
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,7,7,,
GUANAY,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,12,12,,
GUAQUI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,4,4,,
GUAYARAMERIN,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,99,99,,
GUTIERREZ,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,22,22,,
HUACARETA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,18,18,,
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,1,1,,
HUACHACALLA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,4,4,,
HUANUNI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,9,9,,
HUAYLLAMARCA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,9,9,,
ICLA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,92,92,,
INCAHUASI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,10,10,,
INGAVI (HUMAITA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,1,1,,
INQUISIVI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,4,4,,
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,2,2,,
IXIAMAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,7,7,,
LA GUARDIA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,19,19,,
LA PAZ,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,736,736,,
LAGUNILLAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,7,7,,
LAJA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,6,6,,
LICOMA PAMPA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,1,1,,
LLALLAGUA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,23,23,,
LORETO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,22,22,,
LURIBAY,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,1,1,,
MACHARETI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,16,16,,
MAGDALENA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,10,10,,
MAIRANA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,2,2,,
MECAPACA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,12,12,,
MINEROS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,118,118,,
MIZQUE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,32,32,,
MOCOMOCO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,1,1,,
MOJOCOYA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,51,51,,
MONTEAGUDO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,5,5,,
MONTERO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,127,127,,
MOROCHATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,134,134,,
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,6,6,,
OCURI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,18,18,,
OKINAWA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,16,16,,
ORURO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,145,145,,
PADCAYA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,7,7,,
PAILON,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,36,36,,
PALCA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,30,30,,
PALOS BLANCOS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,49,49,,
PAMPA GRANDE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,3,3,,
PAPEL PAMPA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,9,9,,
PATACAMAYA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,39,39,,
PELECHUCO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,9,9,,
POCONA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,29,29,,
POJO (CBBA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,44,44,,
POOPO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,57,57,,
PORCO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,88,88,,
POROMA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,24,24,,
PORONGO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,10,10,,
PORTACHUELO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,4,4,,
PORVENIR,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,19,19,,
POTOSI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,620,620,,
PRESTO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,54,54,,
PUCARANI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,5,5,,
PUERTO ACOSTA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,19,19,,
PUERTO CARABUCO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,19,19,,
PUERTO QUIJARRO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,48,48,,
PUERTO RICO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,22,22,,
PUERTO SUAREZ,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,52,52,,
PUERTO VILLARROEL,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,35,35,,
PUNA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,32,32,,
PUNATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,118,118,,
QUILLACOLLO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,341,341,,
REYES,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,2,2,,
RIBERALTA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,46,46,,
ROBORE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,25,25,,
RURRENABAQUE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,4,4,,
SABAYA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,9,9,,
SACABA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,315,315,,
SACABAMBA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,13,13,,
SACACA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,1,1,,
SAIPINA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,39,39,,
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,7,7,,
SAN ANDRES,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,3,3,,
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,16,16,,
SAN BENITO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,47,47,,
SAN BORJA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,6,6,,
SAN BUENA VENTURA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,15,15,,
SAN IGNACIO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,97,97,,
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,21,21,,
SAN JAVIER(BNI),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,18,18,,
SAN JAVIER(STC),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,60,60,,
SAN JOAQUIN,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,25,25,,
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,10,10,,
SAN JULIAN,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,176,176,,
SAN LORENZO(PND),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,3,3,,
SAN LORENZO(TJA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,34,34,,
SAN LUCAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,78,78,,
SAN MATIAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,24,24,,
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,3,3,,
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,1,1,,
SAN PEDRO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,99,99,,
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,6,6,,
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,7,7,,
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,5,5,,
SAN PEDRO(PND),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,2,2,,
SAN RAFAEL,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,16,16,,
SAN RAMON,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-06-01,17,17,,
