municipality,group,variable,month,Total N° de perros y gatos con vacuna antirrábica,TOTAL
OCURI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,297,297
OMEREQUE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,148,148
ORURO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,2741,2741
PADCAYA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,412,412
PADILLA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,18,18
PAILON,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,798,798
PAMPA AULLAGAS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,90,90
PAMPA GRANDE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,30,30
PAZÑA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,77,77
POCOATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,799,799
POCONA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,82,82
POJO (CBBA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,32,32
POOPO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,103,103
PORCO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,144,144
POROMA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,148,148
PORONGO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,90,90
PORVENIR,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,469,469
POSTRER VALLE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,105,105
POTOSI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,42968,42968
PUERTO ACOSTA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,301,301
PUERTO CARABUCO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,629,629
PUERTO VILLARROEL,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,229,229
PUNA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,1731,1731
PUNATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,515,515
QUILLACOLLO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,13780,13780
QUIME,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,131,131
RAVELO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,104,104
ROBORE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,457,457
SACABA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,2340,2340
SACACA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,1561,1561
SALINAS DE GARCI MENDOZA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,323,323
SAN AGUSTIN,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,71,71
SAN ANDRES DE MACHACA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,230,230
SAN ANTONIO DE ESMORUCO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,112,112
SAN ANTONIO DE LOMERIO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,42,42
SAN BENITO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,66,66
SAN IGNACIO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,5229,5229
SAN IGNACIO DE VELASCO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,325,325
SAN JAVIER(STC),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,314,314
SAN JOSE DE CHIQUITOS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,539,539
SAN JUAN DE YAPACANI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,30,30
SAN JULIAN,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,488,488
SAN LORENZO(TJA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,5688,5688
SAN MATIAS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,10,10
SAN MIGUEL DE VELASCO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,32,32
SAN PABLO DE LIPEZ,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,323,323
SAN PEDRO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,52,52
SAN PEDRO DE BUENA VISTA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,2513,2513
SAN PEDRO DE QUEMES,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,35,35
SAN PEDRO DE TIQUINA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,62,62
SAN RAFAEL,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,4,4
SANTA CRUZ DE LA SIERRA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,9509,9509
SANTA ROSA DEL SARA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,115,115
SANTIAGO DE HUARI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,10,10
SANTIAGO DE HUATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,319,319
SANTIAGO DE MACHACA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,22,22
SANTIVAÑES,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,140,140
SANTUARIO DE QUILLACAS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,104,104
SAPAHAQUI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,271,271
SHINAOTA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,57,57
SICAYA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,63,63
SIPE SIPE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,476,476
SORACACHI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,1374,1374
SORATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,915,915
SUCRE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,82,82
TACACHI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,45,45
TACOBAMBA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,628,628
TAHUA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,51,51
TAPACARI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,1673,1673
TARABUCO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,30,30
TARACO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,119,119
TARATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,30,30
TARIJA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,850,850
TARVITA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,60,60
TEOPONTE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,36,36
TIAWANACU,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,1348,1348
TINGUIPAYA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,2200,2200
TIQUIPAYA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,2011,2011
TIRAQUE (CBBA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,363,363
TITO YUPANQUI (PARQUIPUJIO),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,23,23
TOCO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,18,18
TOLEDO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,275,275
TOMAVE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,489,489
TORO TORO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,1081,1081
TOTORA(CBBA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,90,90
TRINIDAD,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,263,263
TUPIZA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,2652,2652
TURCO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,112,112
UNCIA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,146,146
URIONDO (A. CONCEPCION),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,32,32
URUBICHA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,843,843
UYUNI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,4468,4468
VACAS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,123,123
VALLEGRANDE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,344,344
VILA VILA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,109,109
VILLA MONTES,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,367,367
VILLA RIVERO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,20,20
VILLA TUNARI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,872,872
VILLAZON,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,210,210
VINTO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,350,350
VITICHI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,1499,1499
WALDO BALLIVIAN,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,44,44
WARNES,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,180,180
YACO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,160,160
YACUIBA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,100,100
YANACACHI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,8,8
YAPACANI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,1100,1100
YOCALLA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,931,931
YOTALA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-09-01,236,236
ACHACACHI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,539,539
AIQUILE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,325,325
ALCALA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,22,22
ALTO BENI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,40,40
ANCORAIMES,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,57,57
ANDAMARCA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,8,8
ANTEQUERA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,16,16
ARAMPAMPA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,10,10
ARBIETO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,5404,5404
ARQUE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,140,140
ATOCHA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,275,275
AYOPAYA (V. DE INDEPENDENCIA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,358,358
BATALLAS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,116,116
BELEN DE ANDAMARCA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,20,20
BELEN DE URMIRI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,63,63
BERMEJO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,20,20
BETANZOS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,60,60
BOLIVAR,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,21,21
BOYUIBE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,150,150
CABEZAS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,279,279
"CAIZA ""D""",n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,441,441
CAMARGO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,43,43
CAPINOTA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,197,197
CARACOLLO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,272,272
CARAPARI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,19,19
CARMEN RIVERO TORREZ,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,90,90
CATACORA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,7,7
