,group,variable,month,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,TOTALES,TOTALES,TOTALES
TARVITA,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,230,0,230,0,230
TEOPONTE,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,13,100,13,100,113
TIAWANACU,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,20,61,20,61,81
TINGUIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,40,120,40,120,160
TIPUANI,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,28,126,28,126,154
TIQUIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,238,130,238,130,368
TIRAQUE (CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,200,177,200,177,377
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,3,1,3,1,4
TOCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,39,27,39,27,66
TODOS SANTOS,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,0,3,0,3,3
TOLATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,13,64,13,64,77
TOLEDO,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,2,44,2,44,46
TOMAVE,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,14,65,14,65,79
TOMINA,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,163,0,163,0,163
TORO TORO,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,23,108,23,108,131
TOTORA(CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,71,56,71,56,127
TOTORA(ORR),control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,13,22,13,22,35
TRIGAL,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,2,22,2,22,24
TRINIDAD,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,681,575,681,575,1256
TUPIZA,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,99,456,99,456,555
TURCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,6,50,6,50,56
UMALA,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,10,53,10,53,63
UNCIA,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,68,150,68,150,218
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,32,186,32,186,218
UYUNI,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,35,278,35,278,313
VACAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,14,85,14,85,99
VALLEGRANDE,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,25,151,25,151,176
VIACHA,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,168,375,168,375,543
VILA VILA,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,12,61,12,61,73
VILLA MONTES,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,91,490,91,490,581
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,3,17,3,17,20
VILLA RIVERO,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,19,25,19,25,44
VILLA SERRANO,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,175,0,175,0,175
VILLA TUNARI,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,414,377,414,377,791
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,116,0,116,0,116
VILLAZON,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,93,420,93,420,513
VINTO,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,180,252,180,252,432
VITICHI,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,19,98,19,98,117
WALDO BALLIVIAN,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,1,24,1,24,25
WARNES,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,93,393,93,393,486
YACO,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,12,49,12,49,61
YACUIBA,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,163,634,163,634,797
YAMPARAEZ,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,112,0,112,0,112
YANACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,9,51,9,51,60
YAPACANI,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,74,561,74,561,635
YOCALLA,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,10,57,10,57,67
YOTALA,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,117,0,117,0,117
YUNCHARA,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,14,82,14,82,96
ZUDAÑEZ,control de crecimiento infantil,control del nino menor de 1 ano,2009-01-01,133,0,133,0,133
ACACIO,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,16,74,16,74,90
ACHACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,112,366,112,366,478
ACHOCALLA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,60,45,60,45,105
AIQUILE,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,118,280,118,280,398
ALALAY,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,8,26,8,26,34
ALCALA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,7,44,7,44,51
ANCORAIMES,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,22,100,22,100,122
ANDAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,4,36,4,36,40
ANTEQUERA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,9,21,9,21,30
ANZALDO,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,40,17,40,17,57
APOLO,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,39,145,39,145,184
ARAMPAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,13,77,13,77,90
ARANI,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,29,115,29,115,144
ARBIETO,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,12,80,12,80,92
ARQUE,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,19,137,19,137,156
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,305,0,305,0,305
ATOCHA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,8,102,8,102,110
AUCAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,14,19,14,19,33
AYATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,14,45,14,45,59
AYO AYO,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,19,56,19,56,75
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,63,222,63,222,285
AZURDUY,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,70,128,70,128,198
BATALLAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,30,139,30,139,169
BAURES,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,4,70,4,70,74
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,0,9,0,9,9
BELEN DE URMIRI,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,3,9,3,9,12
BELLA FLOR,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,8,12,8,12,20
BERMEJO,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,29,46,29,46,75
BETANZOS,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,44,350,44,350,394
BOLIVAR,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,22,77,22,77,99
BOLPEBRA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,1,21,1,21,22
BOYUIBE,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,25,19,25,19,44
BUENA VISTA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,14,104,14,104,118
CABEZAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,49,205,49,205,254
CAIROMA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,25,82,25,82,107
"CAIZA ""D""",control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,16,104,16,104,120
CAJUATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,36,105,36,105,141
CALACOTO,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,9,25,9,25,34
CALAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,17,88,17,88,105
CAMARGO,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,47,146,47,146,193
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,9,38,9,38,47
CAMIRI,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,169,314,169,314,483
CAPINOTA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,64,229,64,229,293
CAQUIAVIRI,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,17,79,17,79,96
CARACOLLO,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,45,169,45,169,214
CARANAVI,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,191,450,191,450,641
CARAPARI,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,23,159,23,159,182
CARIPUYO,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,22,110,22,110,132
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,16,37,16,37,53
CATACORA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,4,3,4,3,7
CHACARILLA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,1,3,1,3,4
CHALLAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,79,245,79,245,324
CHAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,10,44,10,44,54
CHARAGUA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,58,259,58,259,317
CHARAÑA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,5,18,5,18,23
CHAYANTA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,27,145,27,145,172
CHIMORE,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,36,94,36,94,130
CHIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,5,17,5,17,22
CHOQUE COTA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,0,10,0,10,10
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,54,87,54,87,141
CHUMA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,17,97,17,97,114
CLIZA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,30,197,30,197,227
COBIJA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,82,521,82,521,603
COCHABAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,2055,2529,2055,2529,4584
COIPASA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,0,5,0,5,5
COLCAPIRHUA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,224,265,224,265,489
"COLCHA ""K""",control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,20,95,20,95,115
COLLANA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,2,16,2,16,18
COLOMI,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,64,124,64,124,188
COLPA BELGICA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,11,53,11,53,64
COLQUECHACA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,57,316,57,316,373
COLQUENCHA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,14,78,14,78,92
COLQUIRI,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,28,58,28,58,86
COMANCHE,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,2,28,2,28,30
COMARAPA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,30,204,30,204,234
COMBAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,4,32,4,32,36
CONCEPCION,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,66,161,66,161,227
COPACABANA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,34,87,34,87,121
CORIPATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,60,60,60,60,120
CORO CORO,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,7,84,7,84,91
COROICO,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,39,100,39,100,139
CORQUE,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,13,56,13,56,69
COTAGAITA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,40,186,40,186,226
COTOCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,136,426,136,426,562
CUATRO CAÑADAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,49,55,49,55,104
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,6,1,6,1,7
CUEVO,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,3,55,3,55,58
CULPINA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,100,157,100,157,257
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,23,62,23,62,85
CURVA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,7,21,7,21,28
DESAGUADERO,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,8,32,8,32,40
EL ALTO,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,2765,5377,2765,5377,8142
EL CHORO,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,6,28,6,28,34
EL PUENTE(STC),control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,92,62,92,62,154
EL PUENTE(TJA),control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,20,114,20,114,134
EL TORNO,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,121,247,121,247,368
EL VILLAR,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,9,57,9,57,66
ENTRE RIOS,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,28,247,28,247,275
ENTRE RIOS,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,196,134,196,134,330
ESCARA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,0,2,0,2,2
EUCALIPTUS,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,13,61,13,61,74
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,5,5,5,5,10
EXALTACION,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,23,14,23,14,37
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,22,62,22,62,84
FILADELFIA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,10,36,10,36,46
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,34,152,34,152,186
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,23,59,23,59,82
GUANAY,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,18,122,18,122,140
GUAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,5,28,5,28,33
GUAYARAMERIN,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,100,495,100,495,595
GUTIERREZ,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,16,212,16,212,228
HUACARETA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,49,38,49,38,87
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,11,25,11,25,36
HUACHACALLA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,3,8,3,8,11
HUANUNI,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,34,194,34,194,228
HUARACAJE,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,4,33,4,33,37
HUAYLLAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-02-01,7,39,7,39,46
