,group,variable,month,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,TOTALES,TOTALES,TOTALES
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,0,25,0,25,25
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,26,199,26,199,225
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,581,0,581,0,581
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,14,66,14,66,80
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,18,44,18,44,62
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,0,39,0,39,39
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,19,103,19,103,122
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,23,169,23,169,192
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,0,35,0,35,35
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,3,0,3,0,3
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,7,17,7,17,24
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,0,6,0,6,6
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,13,60,13,60,73
SAN RAMON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,21,20,21,20,41
SAN RAMON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,15,36,15,36,51
SANTA ANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,105,91,105,91,196
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,1629,3699,1629,3699,5328
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,5,99,5,99,104
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,1,77,1,77,78
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,6,17,6,17,23
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,6,86,6,86,92
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,8,6,8,6,14
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,1,35,1,35,36
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,9,43,9,43,52
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,10,43,10,43,53
SENA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,15,32,15,32,47
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,0,166,0,166,166
SICAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,0,17,0,17,17
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,60,258,60,258,318
SOPACHUY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,150,0,150,0,150
SORACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,14,88,14,88,102
SORATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,33,115,33,115,148
SUCRE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,1078,0,1078,0,1078
TACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,1,3,1,3,4
TACACOMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,12,35,12,35,47
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,0,80,0,80,80
TACOPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,29,141,29,141,170
TAHUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,1,1,1,1,2
TAPACARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,69,209,69,209,278
TARABUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,338,0,338,0,338
TARACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,3,13,3,13,16
TARATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,25,60,25,60,85
TARIJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,641,1171,641,1171,1812
TARVITA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,279,0,279,0,279
TEOPONTE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,6,69,6,69,75
TIAWANACU,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,11,24,11,24,35
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,13,87,13,87,100
TIPUANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,19,60,19,60,79
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,151,93,151,93,244
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,106,144,106,144,250
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,4,7,4,7,11
TOCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,59,34,59,34,93
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,2,1,2,1,3
TOLATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,10,26,10,26,36
TOLEDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,5,45,5,45,50
TOMAVE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,0,63,0,63,63
TOMINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,161,0,161,0,161
TORO TORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,10,132,10,132,142
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,64,57,64,57,121
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,8,22,8,22,30
TRIGAL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,5,20,5,20,25
TRINIDAD,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,302,444,302,444,746
TUPIZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,0,408,0,408,408
TURCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,3,52,3,52,55
UMALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,5,34,5,34,39
UNCIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,51,111,51,111,162
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,41,159,41,159,200
UYUNI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,2,186,2,186,188
VACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,10,119,10,119,129
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,27,71,27,71,98
VIACHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,62,365,62,365,427
VILA VILA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,7,58,7,58,65
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,33,395,33,395,428
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,0,14,0,14,14
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,6,18,6,18,24
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,167,0,167,0,167
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,259,321,259,321,580
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,113,0,113,0,113
VILLAZON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,23,331,23,331,354
VINTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,110,126,110,126,236
VITICHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,19,96,19,96,115
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,0,8,0,8,8
WARNES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,53,375,53,375,428
YACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,12,33,12,33,45
YACUIBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,102,523,102,523,625
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,133,0,133,0,133
YANACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,17,25,17,25,42
YAPACANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,0,272,0,272,272
YOCALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,7,67,7,67,74
YOTALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,112,0,112,0,112
YUNCHARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,5,112,5,112,117
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-01-01,118,0,118,0,118
ACACIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,3,85,3,85,88
ACHACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,51,278,51,278,329
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,51,26,51,26,77
AIQUILE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,73,250,73,250,323
ALALAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,0,12,0,12,12
ALCALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,4,45,4,45,49
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,14,64,14,64,78
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,4,46,4,46,50
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,10,13,10,13,23
ANZALDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,57,16,57,16,73
APOLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,28,83,28,83,111
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,5,52,5,52,57
ARANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,23,51,23,51,74
ARBIETO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,0,84,0,84,84
ARQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,4,118,4,118,122
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,289,0,289,0,289
ATOCHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,0,82,0,82,82
AUCAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,11,15,11,15,26
AYATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,9,53,9,53,62
AYO AYO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,6,51,6,51,57
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,22,216,22,216,238
AZURDUY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,63,141,63,141,204
BATALLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,13,93,13,93,106
BAURES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,0,44,0,44,44
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,1,7,1,7,8
BELEN DE URMIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,0,13,0,13,13
BELLA FLOR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,4,18,4,18,22
BERMEJO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,31,71,31,71,102
BETANZOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,5,429,5,429,434
BOLIVAR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,9,131,9,131,140
BOLPEBRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,1,28,1,28,29
BOYUIBE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,20,10,20,10,30
BUENA VISTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,2,153,2,153,155
CABEZAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,18,145,18,145,163
CAIROMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,14,68,14,68,82
"CAIZA ""D""",control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,11,95,11,95,106
CAJUATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,7,103,7,103,110
CALACOTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,4,28,4,28,32
CALAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,2,87,2,87,89
CAMARGO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,31,164,31,164,195
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,16,30,16,30,46
CAMIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,69,197,69,197,266
CAPINOTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,16,166,16,166,182
CAQUIAVIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,8,48,8,48,56
CARACOLLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,32,119,32,119,151
CARANAVI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,39,397,39,397,436
CARANGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,0,2,0,2,2
CARAPARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,6,230,6,230,236
CARIPUYO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,11,110,11,110,121
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,5,23,5,23,28
CATACORA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,1,17,1,17,18
CHACARILLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,0,9,0,9,9
CHALLAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,21,231,21,231,252
CHAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,0,49,0,49,49
CHARAGUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,8,234,8,234,242
CHARAÑA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,6,6,6,6,12
CHAYANTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,21,117,21,117,138
CHIMORE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,18,95,18,95,113
CHIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,1,15,1,15,16
CHOQUE COTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,2,9,2,9,11
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,29,33,29,33,62
CHUMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,9,98,9,98,107
CLIZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-02-01,8,100,8,100,108
