,group,variable,month,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,TOTALES,TOTALES,TOTALES
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,47,146,47,146,193
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,3,16,3,16,19
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,9,194,9,194,203
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,1060,0,1060,0,1060
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,12,96,12,96,108
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,18,51,18,51,69
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,0,73,0,73,73
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,24,172,24,172,196
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,18,182,18,182,200
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,0,53,0,53,53
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,2,39,2,39,41
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,0,10,0,10,10
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,27,101,27,101,128
SAN RAMON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,31,25,31,25,56
SAN RAMON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,6,62,6,62,68
SANTA ANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,115,19,115,19,134
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,1549,3459,1549,3459,5008
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,5,159,5,159,164
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,0,165,0,165,165
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,6,10,6,10,16
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,7,125,7,125,132
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,5,28,5,28,33
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,4,83,4,83,87
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,15,59,15,59,74
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,12,90,12,90,102
SENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,7,40,7,40,47
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,0,165,0,165,165
SICAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,0,15,0,15,15
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,77,165,77,165,242
SOPACHUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,317,0,317,0,317
SORACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,12,82,12,82,94
SORATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,27,281,27,281,308
SUCRE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,1511,0,1511,0,1511
TACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,1,0,1,0,1
TACACOMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,7,65,7,65,72
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,1,88,1,88,89
TACOPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,34,139,34,139,173
TAHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,1,2,1,2,3
TAPACARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,77,166,77,166,243
TARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,898,0,898,0,898
TARACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,11,29,11,29,40
TARATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,40,59,40,59,99
TARIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,564,923,564,923,1487
TARVITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,605,0,605,0,605
TEOPONTE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,7,115,7,115,122
TIAWANACU,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,4,35,4,35,39
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,2,156,2,156,158
TIPUANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,12,85,12,85,97
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,165,81,165,81,246
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,123,221,123,221,344
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,1,17,1,17,18
TOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,39,20,39,20,59
TOLATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,10,33,10,33,43
TOLEDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,1,28,1,28,29
TOMAVE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,0,91,0,91,91
TOMINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,484,0,484,0,484
TORO TORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,16,168,16,168,184
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,72,26,72,26,98
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,3,39,3,39,42
TRIGAL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,1,24,1,24,25
TRINIDAD,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,390,461,390,461,851
TUPIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,1,649,1,649,650
TURCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,6,35,6,35,41
UMALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,13,45,13,45,58
UNCIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,86,110,86,110,196
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,20,177,20,177,197
UYUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,0,180,0,180,180
VACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,11,34,11,34,45
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,13,137,13,137,150
VIACHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,58,389,58,389,447
VILA VILA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,9,102,9,102,111
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,15,374,15,374,389
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,0,18,0,18,18
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,8,14,8,14,22
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,345,0,345,0,345
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,296,431,296,431,727
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,219,0,219,0,219
VILLAZON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,22,467,22,467,489
VINTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,96,97,96,97,193
VITICHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,9,161,9,161,170
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,0,11,0,11,11
WARNES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,98,461,98,461,559
YACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,16,47,16,47,63
YACUIBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,69,398,69,398,467
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,366,0,366,0,366
YANACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,6,49,6,49,55
YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,0,361,0,361,361
YOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,7,62,7,62,69
YOTALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,275,0,275,0,275
YUNCHARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,3,191,3,191,194
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-01-01,310,0,310,0,310
ACACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,3,152,3,152,155
ACHACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,52,478,52,478,530
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,95,19,95,19,114
AIQUILE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,40,397,40,397,437
ALALAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,4,33,4,33,37
ALCALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,17,159,17,159,176
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,9,219,9,219,228
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,2,95,2,95,97
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,21,22,21,22,43
ANZALDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,72,22,72,22,94
APOLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,28,172,28,172,200
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,10,125,10,125,135
ARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,18,115,18,115,133
ARBIETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,1,139,1,139,140
ARQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,2,178,2,178,180
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,673,0,673,0,673
ATOCHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,0,110,0,110,110
AUCAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,11,29,11,29,40
AYATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,6,50,6,50,56
AYO AYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,13,28,13,28,41
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,13,183,13,183,196
AZURDUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,174,315,174,315,489
BATALLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,14,138,14,138,152
BAURES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,0,71,0,71,71
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,3,24,3,24,27
BELEN DE URMIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,0,20,0,20,20
BELLA FLOR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,11,50,11,50,61
BERMEJO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,20,73,20,73,93
BETANZOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,15,545,15,545,560
BOLIVAR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,6,74,6,74,80
BOLPEBRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,0,48,0,48,48
BOYUIBE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,19,32,19,32,51
BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,5,216,5,216,221
CABEZAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,22,246,22,246,268
CAIROMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,15,174,15,174,189
"CAIZA ""D""",control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,6,87,6,87,93
CAJUATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,18,117,18,117,135
CALACOTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,11,60,11,60,71
CALAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,7,135,7,135,142
CAMARGO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,105,300,105,300,405
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,34,56,34,56,90
CAMIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,98,492,98,492,590
CAPINOTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,33,200,33,200,233
CAQUIAVIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,12,91,12,91,103
CARACOLLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,23,75,23,75,98
CARANAVI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,59,416,59,416,475
CARANGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,0,4,0,4,4
CARAPARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,6,170,6,170,176
CARIPUYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,2,278,2,278,280
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,9,45,9,45,54
CATACORA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,0,25,0,25,25
CHACARILLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,0,22,0,22,22
CHALLAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,22,268,22,268,290
CHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,0,39,0,39,39
CHARAGUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,21,407,21,407,428
CHARAÑA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,6,9,6,9,15
CHAYANTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,8,204,8,204,212
CHIMORE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-02-01,32,174,32,174,206
