,group,variable,month,TOTAL 6.2 CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,TOTAL 6.2 CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,TOTAL 6.2 CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,TOTAL 6.2 CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
TAHUA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,0,0,5,9,5,9,14
TAPACARI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,31,26,253,224,284,250,534
TARABUCO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,11,11,116,105,127,116,243
TARACO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,3,0,25,18,28,18,46
TARATA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,6,0,76,54,82,54,136
TARIJA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,252,257,1030,901,1282,1158,2440
TARVITA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,4,5,115,86,119,91,210
TEOPONTE,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,6,13,77,82,83,95,178
TIAWANACU,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,14,14,52,60,66,74,140
TINGUIPAYA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,22,18,125,133,147,151,298
TIPUANI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,5,2,78,60,83,62,145
TIQUIPAYA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,68,55,430,346,498,401,899
TIRAQUE (CBBA),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,20,13,131,148,151,161,312
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,2,1,7,5,9,6,15
TOCO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,1,2,48,29,49,31,80
TODOS SANTOS,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,0,1,0,0,0,1,1
TOLATA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,4,6,32,24,36,30,66
TOLEDO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,3,1,31,32,34,33,67
TOMAVE,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,10,12,82,67,92,79,171
TOMINA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,3,5,63,61,66,66,132
TORO TORO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,4,5,79,71,83,76,159
TOTORA(CBBA),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,31,29,126,119,157,148,305
TOTORA(ORR),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,3,2,26,29,29,31,60
TRIGAL,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,1,1,8,8,9,9,18
TRINIDAD,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,124,128,413,406,537,534,1071
TUPIZA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,26,29,242,214,268,243,511
TURCO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,1,3,25,45,26,48,74
UMALA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,1,1,52,50,53,51,104
UNCIA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,21,18,159,131,180,149,329
URIONDO (A. CONCEPCION),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,32,30,96,90,128,120,248
URUBICHA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,4,6,55,50,59,56,115
UYUNI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,11,11,134,132,145,143,288
VACAS,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,6,9,71,57,77,66,143
VALLEGRANDE,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,10,10,82,105,92,115,207
VIACHA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,55,41,305,253,360,294,654
VILA VILA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,2,6,35,44,37,50,87
VILLA CHARCAS,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,11,8,122,115,133,123,256
VILLA MONTES,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,20,20,198,220,218,240,458
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,0,4,35,19,35,23,58
VILLA RIVERO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,12,11,77,73,89,84,173
VILLA SERRANO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,5,4,83,76,88,80,168
VILLA TUNARI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,140,127,578,552,718,679,1397
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,7,9,71,53,78,62,140
VILLAZON,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,37,35,248,212,285,247,532
VINTO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,53,48,198,199,251,247,498
VITICHI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,4,5,63,65,67,70,137
WALDO BALLIVIAN,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,2,0,14,17,16,17,33
WARNES,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,138,107,421,389,559,496,1055
YACO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,17,27,37,30,54,57,111
YACUIBA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,179,155,526,467,705,622,1327
YAMPARAEZ,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,3,6,55,44,58,50,108
YANACACHI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,4,1,38,33,42,34,76
YAPACANI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,39,36,303,322,342,358,700
YOCALLA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,2,4,74,60,76,64,140
YOTALA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,4,11,52,63,56,74,130
YUNCHARA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,0,4,52,51,52,55,107
YUNGUYO DE LITORAL,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,0,0,0,5,0,5,5
ZUDAÑEZ,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-02-01,6,4,52,52,58,56,114
ACACIO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,2,2,52,52,54,54,108
ACHACACHI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,32,35,165,158,197,193,390
ACHOCALLA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,12,7,82,89,94,96,190
AIQUILE,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,27,24,217,187,244,211,455
ALALAY,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,4,5,18,15,22,20,42
ALCALA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,1,1,27,33,28,34,62
ALTO BENI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,13,6,69,53,82,59,141
ANCORAIMES,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,14,11,84,82,98,93,191
ANDAMARCA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,1,5,20,32,21,37,58
ANTEQUERA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,5,3,28,38,33,41,74
ANZALDO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,11,6,70,58,81,64,145
APOLO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,13,12,130,127,143,139,282
ARAMPAMPA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,4,8,41,40,45,48,93
ARANI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,10,7,101,80,111,87,198
ARBIETO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,14,16,119,132,133,148,281
ARQUE,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,9,10,127,126,136,136,272
ASCENCION DE GUARAYOS,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,32,29,122,120,154,149,303
ATOCHA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,8,7,88,83,96,90,186
AUCAPATA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,2,1,33,43,35,44,79
AYATA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,6,8,46,50,52,58,110
AYO AYO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,2,5,66,80,68,85,153
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,18,22,234,206,252,228,480
AZURDUY,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,8,10,93,67,101,77,178
BATALLAS,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,15,10,82,112,97,122,219
BAURES,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,3,0,24,32,27,32,59
BELEN DE ANDAMARCA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,0,1,16,14,16,15,31
BELEN DE URMIRI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,0,3,16,14,16,17,33
BELLA FLOR,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,0,2,25,22,25,24,49
BERMEJO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,69,83,161,153,230,236,466
BETANZOS,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,19,20,285,246,304,266,570
BOLIVAR,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,3,6,69,51,72,57,129
BOLPEBRA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,1,0,18,15,19,15,34
BOYUIBE,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,3,3,17,22,20,25,45
BUENA VISTA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,11,8,110,123,121,131,252
CABEZAS,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,18,21,109,90,127,111,238
CAIROMA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,2,2,61,61,63,63,126
"CAIZA ""D""",control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,6,4,63,67,69,71,140
CAJUATA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,6,8,67,69,73,77,150
CALACOTO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,2,1,32,38,34,39,73
CALAMARCA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,4,6,100,77,104,83,187
CAMARGO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,10,10,117,93,127,103,230
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,3,3,19,20,22,23,45
CAMIRI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,28,26,197,187,225,213,438
CAPINOTA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,9,12,194,182,203,194,397
CAQUIAVIRI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,6,1,62,53,68,54,122
CARACOLLO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,15,11,140,129,155,140,295
CARANAVI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,64,56,232,229,296,285,581
CARANGAS,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,0,0,2,4,2,4,6
CARAPARI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,8,7,107,113,115,120,235
CARIPUYO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,7,3,68,61,75,64,139
CARMEN RIVERO TORREZ,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,5,7,10,9,15,16,31
CATACORA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,0,1,6,1,6,2,8
CHACARILLA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,1,0,11,5,12,5,17
CHALLAPATA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,31,18,244,216,275,234,509
CHAQUI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,6,7,59,61,65,68,133
CHARAGUA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,15,15,155,154,170,169,339
CHARAÑA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,1,3,6,9,7,12,19
CHAYANTA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,17,23,85,107,102,130,232
CHIMORE,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,69,27,175,158,244,185,429
CHIPAYA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,4,1,14,14,18,15,33
CHOQUE COTA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,1,2,11,12,12,14,26
CHUA COCANI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,4,4,6,4,10,8,18
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,15,20,77,56,92,76,168
CHUMA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,2,5,70,43,72,48,120
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,11,3,58,32,69,35,104
CKOCHAS,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,10,12,146,141,156,153,309
CLIZA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,18,9,134,92,152,101,253
COBIJA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,66,58,320,275,386,333,719
COCAPATA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,16,15,131,139,147,154,301
COCHABAMBA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,500,417,2496,2218,2996,2635,5631
COIPASA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,0,0,8,5,8,5,13
COLCAPIRHUA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,51,60,301,281,352,341,693
"COLCHA ""K""",control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,12,13,110,111,122,124,246
COLLANA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,2,2,21,6,23,8,31
COLOMI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,8,9,174,162,182,171,353
COLPA BELGICA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,1,2,2,2,3,4,7
COLQUECHACA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,36,32,261,264,297,296,593
COLQUENCHA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,5,6,59,56,64,62,126
COLQUIRI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,3,6,84,87,87,93,180
COMANCHE,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,1,3,21,16,22,19,41
COMARAPA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,9,5,132,108,141,113,254
COMBAYA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,5,2,8,8,13,10,23
CONCEPCION,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,9,14,65,78,74,92,166
COPACABANA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,7,11,51,47,58,58,116
CORIPATA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,16,18,101,90,117,108,225
CORO CORO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,3,2,45,43,48,45,93
COROICO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,10,8,82,71,92,79,171
CORQUE,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,6,7,51,41,57,48,105
COTAGAITA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,10,8,146,157,156,165,321
COTOCA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,52,50,205,175,257,225,482
CRUZ DE MACHACAMARCA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-03-01,0,0,0,3,0,3,3
