municipality,group,variable,month,Total 11.1 Vaginales,TOTAL
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,vaginales,2014-02-01,3,3
HUANUNI,atencion de partos en servicios,vaginales,2014-02-01,17,17
HUARACAJE,atencion de partos en servicios,vaginales,2014-02-01,6,6
HUARINA,atencion de partos en servicios,vaginales,2014-02-01,2,2
ICLA,atencion de partos en servicios,vaginales,2014-02-01,5,5
INCAHUASI,atencion de partos en servicios,vaginales,2014-02-01,4,4
INGAVI (HUMAITA),atencion de partos en servicios,vaginales,2014-02-01,1,1
INQUISIVI,atencion de partos en servicios,vaginales,2014-02-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,vaginales,2014-02-01,11,11
IXIAMAS,atencion de partos en servicios,vaginales,2014-02-01,11,11
JESUS DE MACHACA,atencion de partos en servicios,vaginales,2014-02-01,3,3
LA ASUNTA,atencion de partos en servicios,vaginales,2014-02-01,43,43
LA GUARDIA,atencion de partos en servicios,vaginales,2014-02-01,56,56
LA PAZ,atencion de partos en servicios,vaginales,2014-02-01,855,855
LAGUNILLAS,atencion de partos en servicios,vaginales,2014-02-01,3,3
LAJA,atencion de partos en servicios,vaginales,2014-02-01,9,9
LAS CARRERAS,atencion de partos en servicios,vaginales,2014-02-01,5,5
LICOMA PAMPA,atencion de partos en servicios,vaginales,2014-02-01,1,1
LLALLAGUA,atencion de partos en servicios,vaginales,2014-02-01,57,57
LLICA,atencion de partos en servicios,vaginales,2014-02-01,2,2
LURIBAY,atencion de partos en servicios,vaginales,2014-02-01,2,2
MACHACAMARCA,atencion de partos en servicios,vaginales,2014-02-01,2,2
MACHARETI,atencion de partos en servicios,vaginales,2014-02-01,4,4
MAGDALENA,atencion de partos en servicios,vaginales,2014-02-01,14,14
MAIRANA,atencion de partos en servicios,vaginales,2014-02-01,5,5
MAPIRI,atencion de partos en servicios,vaginales,2014-02-01,19,19
MECAPACA,atencion de partos en servicios,vaginales,2014-02-01,4,4
MINEROS,atencion de partos en servicios,vaginales,2014-02-01,12,12
MIZQUE,atencion de partos en servicios,vaginales,2014-02-01,24,24
MOCOMOCO,atencion de partos en servicios,vaginales,2014-02-01,3,3
MOJINETE,atencion de partos en servicios,vaginales,2014-02-01,1,1
MOJOCOYA,atencion de partos en servicios,vaginales,2014-02-01,7,7
MONTEAGUDO,atencion de partos en servicios,vaginales,2014-02-01,26,26
MONTERO,atencion de partos en servicios,vaginales,2014-02-01,138,138
MOROCHATA,atencion de partos en servicios,vaginales,2014-02-01,1,1
NAZACARA DE PACAJES,atencion de partos en servicios,vaginales,2014-02-01,1,1
OCURI,atencion de partos en servicios,vaginales,2014-02-01,7,7
OKINAWA,atencion de partos en servicios,vaginales,2014-02-01,9,9
OMEREQUE,atencion de partos en servicios,vaginales,2014-02-01,3,3
ORURO,atencion de partos en servicios,vaginales,2014-02-01,320,320
PADCAYA,atencion de partos en servicios,vaginales,2014-02-01,7,7
PADILLA,atencion de partos en servicios,vaginales,2014-02-01,15,15
PAILON,atencion de partos en servicios,vaginales,2014-02-01,23,23
PALCA,atencion de partos en servicios,vaginales,2014-02-01,5,5
PALOS BLANCOS,atencion de partos en servicios,vaginales,2014-02-01,25,25
PAMPA GRANDE,atencion de partos en servicios,vaginales,2014-02-01,10,10
PAPEL PAMPA,atencion de partos en servicios,vaginales,2014-02-01,3,3
PASORAPA,atencion de partos en servicios,vaginales,2014-02-01,1,1
PATACAMAYA,atencion de partos en servicios,vaginales,2014-02-01,29,29
PAZÑA,atencion de partos en servicios,vaginales,2014-02-01,1,1
PELECHUCO,atencion de partos en servicios,vaginales,2014-02-01,2,2
POCOATA,atencion de partos en servicios,vaginales,2014-02-01,4,4
POCONA,atencion de partos en servicios,vaginales,2014-02-01,16,16
POJO (CBBA),atencion de partos en servicios,vaginales,2014-02-01,14,14
POOPO,atencion de partos en servicios,vaginales,2014-02-01,5,5
PORCO,atencion de partos en servicios,vaginales,2014-02-01,12,12
POROMA,atencion de partos en servicios,vaginales,2014-02-01,9,9
PORONGO,atencion de partos en servicios,vaginales,2014-02-01,3,3
PORTACHUELO,atencion de partos en servicios,vaginales,2014-02-01,23,23
PORVENIR,atencion de partos en servicios,vaginales,2014-02-01,2,2
POSTRER VALLE,atencion de partos en servicios,vaginales,2014-02-01,1,1
POTOSI,atencion de partos en servicios,vaginales,2014-02-01,323,323
PRESTO,atencion de partos en servicios,vaginales,2014-02-01,2,2
PUCARANI,atencion de partos en servicios,vaginales,2014-02-01,17,17
PUERTO ACOSTA,atencion de partos en servicios,vaginales,2014-02-01,1,1
PUERTO CARABUCO,atencion de partos en servicios,vaginales,2014-02-01,6,6
PUERTO GONZALO MORENO,atencion de partos en servicios,vaginales,2014-02-01,2,2
PUERTO QUIJARRO,atencion de partos en servicios,vaginales,2014-02-01,20,20
PUERTO RICO,atencion de partos en servicios,vaginales,2014-02-01,10,10
PUERTO SILES,atencion de partos en servicios,vaginales,2014-02-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,vaginales,2014-02-01,26,26
PUERTO VILLARROEL,atencion de partos en servicios,vaginales,2014-02-01,83,83
PUNA,atencion de partos en servicios,vaginales,2014-02-01,15,15
PUNATA,atencion de partos en servicios,vaginales,2014-02-01,40,40
QUIABAYA,atencion de partos en servicios,vaginales,2014-02-01,5,5
QUILLACOLLO,atencion de partos en servicios,vaginales,2014-02-01,111,111
QUIME,atencion de partos en servicios,vaginales,2014-02-01,5,5
QUIRUSILLAS,atencion de partos en servicios,vaginales,2014-02-01,2,2
RAVELO,atencion de partos en servicios,vaginales,2014-02-01,2,2
REYES,atencion de partos en servicios,vaginales,2014-02-01,9,9
RIBERALTA,atencion de partos en servicios,vaginales,2014-02-01,195,195
ROBORE,atencion de partos en servicios,vaginales,2014-02-01,22,22
RURRENABAQUE,atencion de partos en servicios,vaginales,2014-02-01,33,33
SABAYA,atencion de partos en servicios,vaginales,2014-02-01,2,2
SACABA,atencion de partos en servicios,vaginales,2014-02-01,131,131
SACABAMBA,atencion de partos en servicios,vaginales,2014-02-01,5,5
SACACA,atencion de partos en servicios,vaginales,2014-02-01,10,10
SAIPINA,atencion de partos en servicios,vaginales,2014-02-01,4,4
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,vaginales,2014-02-01,10,10
SAMAIPATA,atencion de partos en servicios,vaginales,2014-02-01,3,3
SAN ANDRES,atencion de partos en servicios,vaginales,2014-02-01,7,7
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,vaginales,2014-02-01,7,7
SAN BENITO,atencion de partos en servicios,vaginales,2014-02-01,3,3
SAN BORJA,atencion de partos en servicios,vaginales,2014-02-01,56,56
SAN BUENA VENTURA,atencion de partos en servicios,vaginales,2014-02-01,12,12
SAN CARLOS,atencion de partos en servicios,vaginales,2014-02-01,38,38
SAN IGNACIO,atencion de partos en servicios,vaginales,2014-02-01,26,26
SAN IGNACIO DE VELASCO,atencion de partos en servicios,vaginales,2014-02-01,78,78
SAN JAVIER(BNI),atencion de partos en servicios,vaginales,2014-02-01,4,4
SAN JAVIER(STC),atencion de partos en servicios,vaginales,2014-02-01,25,25
SAN JOAQUIN,atencion de partos en servicios,vaginales,2014-02-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,vaginales,2014-02-01,22,22
SAN JUAN DE YAPACANI,atencion de partos en servicios,vaginales,2014-02-01,6,6
SAN JULIAN,atencion de partos en servicios,vaginales,2014-02-01,52,52
SAN LORENZO(PND),atencion de partos en servicios,vaginales,2014-02-01,3,3
SAN LORENZO(TJA),atencion de partos en servicios,vaginales,2014-02-01,7,7
SAN LUCAS,atencion de partos en servicios,vaginales,2014-02-01,24,24
SAN MATIAS,atencion de partos en servicios,vaginales,2014-02-01,16,16
SAN MIGUEL DE VELASCO,atencion de partos en servicios,vaginales,2014-02-01,14,14
SAN PEDRO,atencion de partos en servicios,vaginales,2014-02-01,14,14
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,vaginales,2014-02-01,8,8
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,vaginales,2014-02-01,4,4
SAN PEDRO DE TIQUINA,atencion de partos en servicios,vaginales,2014-02-01,3,3
SAN RAFAEL,atencion de partos en servicios,vaginales,2014-02-01,6,6
SAN RAMON BENI,atencion de partos en servicios,vaginales,2014-02-01,3,3
SAN RAMON SCZ,atencion de partos en servicios,vaginales,2014-02-01,9,9
SANTA ANA,atencion de partos en servicios,vaginales,2014-02-01,23,23
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,vaginales,2014-02-01,1445,1445
SANTA ROSA,atencion de partos en servicios,vaginales,2014-02-01,15,15
SANTA ROSA DEL SARA,atencion de partos en servicios,vaginales,2014-02-01,8,8
SANTIAGO DE HUARI,atencion de partos en servicios,vaginales,2014-02-01,6,6
SANTIAGO DE MACHACA,atencion de partos en servicios,vaginales,2014-02-01,2,2
SANTIVAÑES,atencion de partos en servicios,vaginales,2014-02-01,3,3
SANTUARIO DE QUILLACAS,atencion de partos en servicios,vaginales,2014-02-01,3,3
SAPAHAQUI,atencion de partos en servicios,vaginales,2014-02-01,5,5
SENA,atencion de partos en servicios,vaginales,2014-02-01,9,9
SHINAOTA,atencion de partos en servicios,vaginales,2014-02-01,31,31
SICA SICA (VILLA AROMA),atencion de partos en servicios,vaginales,2014-02-01,15,15
SICAYA,atencion de partos en servicios,vaginales,2014-02-01,1,1
SIPE SIPE,atencion de partos en servicios,vaginales,2014-02-01,44,44
SOPACHUY,atencion de partos en servicios,vaginales,2014-02-01,4,4
SORACACHI,atencion de partos en servicios,vaginales,2014-02-01,4,4
SORATA,atencion de partos en servicios,vaginales,2014-02-01,7,7
SUCRE,atencion de partos en servicios,vaginales,2014-02-01,318,318
TACACOMA,atencion de partos en servicios,vaginales,2014-02-01,5,5
TACOBAMBA,atencion de partos en servicios,vaginales,2014-02-01,1,1
TACOPAYA,atencion de partos en servicios,vaginales,2014-02-01,3,3
TAPACARI,atencion de partos en servicios,vaginales,2014-02-01,3,3
TARABUCO,atencion de partos en servicios,vaginales,2014-02-01,14,14
TARATA,atencion de partos en servicios,vaginales,2014-02-01,10,10
TARIJA,atencion de partos en servicios,vaginales,2014-02-01,258,258
TARVITA,atencion de partos en servicios,vaginales,2014-02-01,13,13
TEOPONTE,atencion de partos en servicios,vaginales,2014-02-01,8,8
TIAWANACU,atencion de partos en servicios,vaginales,2014-02-01,11,11
TINGUIPAYA,atencion de partos en servicios,vaginales,2014-02-01,3,3
TIPUANI,atencion de partos en servicios,vaginales,2014-02-01,11,11
TIQUIPAYA,atencion de partos en servicios,vaginales,2014-02-01,61,61
TIRAQUE (CBBA),atencion de partos en servicios,vaginales,2014-02-01,15,15
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en servicios,vaginales,2014-02-01,1,1
TOCO,atencion de partos en servicios,vaginales,2014-02-01,2,2
TOLATA,atencion de partos en servicios,vaginales,2014-02-01,4,4
TOLEDO,atencion de partos en servicios,vaginales,2014-02-01,3,3
TOMAVE,atencion de partos en servicios,vaginales,2014-02-01,7,7
TOMINA,atencion de partos en servicios,vaginales,2014-02-01,8,8
TORO TORO,atencion de partos en servicios,vaginales,2014-02-01,8,8
TOTORA(CBBA),atencion de partos en servicios,vaginales,2014-02-01,18,18
TRINIDAD,atencion de partos en servicios,vaginales,2014-02-01,198,198
TUPIZA,atencion de partos en servicios,vaginales,2014-02-01,50,50
UMALA,atencion de partos en servicios,vaginales,2014-02-01,4,4
UNCIA,atencion de partos en servicios,vaginales,2014-02-01,28,28
URIONDO (A. CONCEPCION),atencion de partos en servicios,vaginales,2014-02-01,10,10
URUBICHA,atencion de partos en servicios,vaginales,2014-02-01,14,14
UYUNI,atencion de partos en servicios,vaginales,2014-02-01,40,40
VACAS,atencion de partos en servicios,vaginales,2014-02-01,4,4
VALLEGRANDE,atencion de partos en servicios,vaginales,2014-02-01,10,10
VIACHA,atencion de partos en servicios,vaginales,2014-02-01,36,36
VILA VILA,atencion de partos en servicios,vaginales,2014-02-01,3,3
VILLA CHARCAS,atencion de partos en servicios,vaginales,2014-02-01,12,12
VILLA MONTES,atencion de partos en servicios,vaginales,2014-02-01,46,46
VILLA RIVERO,atencion de partos en servicios,vaginales,2014-02-01,5,5
VILLA SERRANO,atencion de partos en servicios,vaginales,2014-02-01,6,6
VILLA TUNARI,atencion de partos en servicios,vaginales,2014-02-01,101,101
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,vaginales,2014-02-01,5,5
VILLAZON,atencion de partos en servicios,vaginales,2014-02-01,52,52
VINTO,atencion de partos en servicios,vaginales,2014-02-01,41,41
VITICHI,atencion de partos en servicios,vaginales,2014-02-01,5,5
WARNES,atencion de partos en servicios,vaginales,2014-02-01,107,107
YACO,atencion de partos en servicios,vaginales,2014-02-01,5,5
YACUIBA,atencion de partos en servicios,vaginales,2014-02-01,126,126
YAMPARAEZ,atencion de partos en servicios,vaginales,2014-02-01,5,5
YANACACHI,atencion de partos en servicios,vaginales,2014-02-01,3,3
YAPACANI,atencion de partos en servicios,vaginales,2014-02-01,54,54
YOCALLA,atencion de partos en servicios,vaginales,2014-02-01,2,2
YOTALA,atencion de partos en servicios,vaginales,2014-02-01,6,6
YUNCHARA,atencion de partos en servicios,vaginales,2014-02-01,3,3
ZUDAÑEZ,atencion de partos en servicios,vaginales,2014-02-01,3,3
ACACIO,atencion de partos en servicios,vaginales,2014-03-01,3,3
ACHACACHI,atencion de partos en servicios,vaginales,2014-03-01,27,27
ACHOCALLA,atencion de partos en servicios,vaginales,2014-03-01,8,8
AIQUILE,atencion de partos en servicios,vaginales,2014-03-01,24,24
ALALAY,atencion de partos en servicios,vaginales,2014-03-01,1,1
ALCALA,atencion de partos en servicios,vaginales,2014-03-01,1,1
ALTO BENI,atencion de partos en servicios,vaginales,2014-03-01,7,7
ANCORAIMES,atencion de partos en servicios,vaginales,2014-03-01,4,4
ANDAMARCA,atencion de partos en servicios,vaginales,2014-03-01,1,1
ANTEQUERA,atencion de partos en servicios,vaginales,2014-03-01,1,1
ANZALDO,atencion de partos en servicios,vaginales,2014-03-01,3,3
APOLO,atencion de partos en servicios,vaginales,2014-03-01,12,12
ARAMPAMPA,atencion de partos en servicios,vaginales,2014-03-01,1,1
ARANI,atencion de partos en servicios,vaginales,2014-03-01,11,11
ARBIETO,atencion de partos en servicios,vaginales,2014-03-01,8,8
ARQUE,atencion de partos en servicios,vaginales,2014-03-01,5,5
ASCENCION DE GUARAYOS,atencion de partos en servicios,vaginales,2014-03-01,57,57
ATOCHA,atencion de partos en servicios,vaginales,2014-03-01,11,11
AYO AYO,atencion de partos en servicios,vaginales,2014-03-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,vaginales,2014-03-01,22,22
AZURDUY,atencion de partos en servicios,vaginales,2014-03-01,4,4
BATALLAS,atencion de partos en servicios,vaginales,2014-03-01,7,7
BAURES,atencion de partos en servicios,vaginales,2014-03-01,11,11
BELEN DE ANDAMARCA,atencion de partos en servicios,vaginales,2014-03-01,1,1
BELEN DE URMIRI,atencion de partos en servicios,vaginales,2014-03-01,1,1
BELLA FLOR,atencion de partos en servicios,vaginales,2014-03-01,2,2
BERMEJO,atencion de partos en servicios,vaginales,2014-03-01,31,31
BETANZOS,atencion de partos en servicios,vaginales,2014-03-01,24,24
BOLIVAR,atencion de partos en servicios,vaginales,2014-03-01,2,2
BOYUIBE,atencion de partos en servicios,vaginales,2014-03-01,4,4
BUENA VISTA,atencion de partos en servicios,vaginales,2014-03-01,10,10
CABEZAS,atencion de partos en servicios,vaginales,2014-03-01,28,28
CAIROMA,atencion de partos en servicios,vaginales,2014-03-01,9,9
"CAIZA ""D""",atencion de partos en servicios,vaginales,2014-03-01,4,4
CAJUATA,atencion de partos en servicios,vaginales,2014-03-01,7,7
CALAMARCA,atencion de partos en servicios,vaginales,2014-03-01,9,9
CAMARGO,atencion de partos en servicios,vaginales,2014-03-01,17,17
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,vaginales,2014-03-01,2,2
CAMIRI,atencion de partos en servicios,vaginales,2014-03-01,63,63
CAPINOTA,atencion de partos en servicios,vaginales,2014-03-01,22,22
CAQUIAVIRI,atencion de partos en servicios,vaginales,2014-03-01,3,3
CARACOLLO,atencion de partos en servicios,vaginales,2014-03-01,13,13
CARANAVI,atencion de partos en servicios,vaginales,2014-03-01,72,72
CARAPARI,atencion de partos en servicios,vaginales,2014-03-01,10,10
CARIPUYO,atencion de partos en servicios,vaginales,2014-03-01,4,4
CARMEN RIVERO TORREZ,atencion de partos en servicios,vaginales,2014-03-01,3,3
CHACARILLA,atencion de partos en servicios,vaginales,2014-03-01,2,2
CHALLAPATA,atencion de partos en servicios,vaginales,2014-03-01,30,30
CHAQUI,atencion de partos en servicios,vaginales,2014-03-01,7,7
CHARAGUA,atencion de partos en servicios,vaginales,2014-03-01,48,48
CHAYANTA,atencion de partos en servicios,vaginales,2014-03-01,10,10
CHIMORE,atencion de partos en servicios,vaginales,2014-03-01,17,17
CHIPAYA,atencion de partos en servicios,vaginales,2014-03-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,vaginales,2014-03-01,19,19
CHUMA,atencion de partos en servicios,vaginales,2014-03-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,vaginales,2014-03-01,8,8
CKOCHAS,atencion de partos en servicios,vaginales,2014-03-01,8,8
CLIZA,atencion de partos en servicios,vaginales,2014-03-01,15,15
COBIJA,atencion de partos en servicios,vaginales,2014-03-01,91,91
COCAPATA,atencion de partos en servicios,vaginales,2014-03-01,2,2
COCHABAMBA,atencion de partos en servicios,vaginales,2014-03-01,782,782
COIPASA,atencion de partos en servicios,vaginales,2014-03-01,1,1
COLCAPIRHUA,atencion de partos en servicios,vaginales,2014-03-01,29,29
"COLCHA ""K""",atencion de partos en servicios,vaginales,2014-03-01,3,3
COLOMI,atencion de partos en servicios,vaginales,2014-03-01,21,21
COLPA BELGICA,atencion de partos en servicios,vaginales,2014-03-01,4,4
COLQUECHACA,atencion de partos en servicios,vaginales,2014-03-01,10,10
COLQUENCHA,atencion de partos en servicios,vaginales,2014-03-01,10,10
COLQUIRI,atencion de partos en servicios,vaginales,2014-03-01,11,11
COMARAPA,atencion de partos en servicios,vaginales,2014-03-01,21,21
CONCEPCION,atencion de partos en servicios,vaginales,2014-03-01,32,32
COPACABANA,atencion de partos en servicios,vaginales,2014-03-01,7,7
CORIPATA,atencion de partos en servicios,vaginales,2014-03-01,10,10
CORO CORO,atencion de partos en servicios,vaginales,2014-03-01,5,5
COROICO,atencion de partos en servicios,vaginales,2014-03-01,17,17
CORQUE,atencion de partos en servicios,vaginales,2014-03-01,2,2
COTAGAITA,atencion de partos en servicios,vaginales,2014-03-01,24,24
COTOCA,atencion de partos en servicios,vaginales,2014-03-01,65,65
