municipality,group,variable,month,Mujeres embarazadas que reciben Alimento Complementario Nutri Mamá,TOTAL
ACACIO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,2,2
AIQUILE,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,4,4
ALALAY,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,2,2
ANTEQUERA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,4,4
APOLO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,9,9
ARBIETO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,29,29
ATOCHA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,28,28
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,83,83
BELEN DE ANDAMARCA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,3,3
BOLIVAR,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,2,2
CABEZAS,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,54,54
"CAIZA ""D""",micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,7,7
CALACOTO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,9,9
CAMIRI,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,12,12
CAQUIAVIRI,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,10,10
CARACOLLO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,42,42
CARIPUYO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,12,12
CARMEN RIVERO TORREZ,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,11,11
CATACORA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,43,43
CHALLAPATA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,59,59
CHARAGUA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,38,38
CHIMORE,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,25,25
CHIPAYA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,2,2
CHUMA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,6,6
CLIZA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,14,14
COBIJA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,6,6
COCAPATA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,37,37
COIPASA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,1,1
COLCAPIRHUA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,44,44
COLPA BELGICA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,23,23
COLQUECHACA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,49,49
COLQUIRI,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,16,16
CORO CORO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,8,8
COTOCA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,66,66
CRUZ DE MACHACAMARCA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,1,1
CUEVO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,3,3
CURAHUARA DE CARANGAS,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,3,3
EL ALTO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,315,315
ENTRE RIOS CBBA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,25,25
ESCARA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,7,7
EUCALIPTUS,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,4,4
HUACAYA (VILLA DE HUACAYA),micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,2,2
HUACHACALLA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,2,2
HUANUNI,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,23,23
HUMANATA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,9,9
ICHOCA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,7,7
JESUS DE MACHACA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,7,7
LA GUARDIA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,2,2
LICOMA PAMPA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,1,1
LLALLAGUA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,380,380
MACHACAMARCA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,2,2
MAIRANA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,26,26
MIZQUE,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,22,22
MONTEAGUDO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,1,1
MONTERO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,402,402
MOROCHATA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,2,2
NAZACARA DE PACAJES,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,3,3
OCURI,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,19,19
ORURO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,205,205
PADILLA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,41,41
PAILON,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,5,5
PAPEL PAMPA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,14,14
PASORAPA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,4,4
PAZÑA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,9,9
POCOATA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,27,27
POCONA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,15,15
POJO (CBBA),micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,54,54
PORCO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,32,32
POROMA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,30,30
POTOSI,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,453,453
PUERTO GONZALO MORENO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,1,1
PUERTO QUIJARRO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,3,3
PUERTO SUAREZ,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,10,10
PUERTO VILLARROEL,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,96,96
QUILLACOLLO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,89,89
RAQAYPAMPA(ETA),micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,45,45
SABAYA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,5,5
SACACA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,17,17
SALINAS DE GARCI MENDOZA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,7,7
SAN ANDRES DE MACHACA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,4,4
SAN ANTONIO DE ESMORUCO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,2,2
SAN BORJA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,3,3
SAN BUENA VENTURA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,2,2
SAN IGNACIO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,7,7
SAN JOSE DE CHIQUITOS,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,30,30
SAN JULIAN,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,10,10
SAN LUCAS,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,89,89
SANTA CRUZ DE LA SIERRA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,1032,1032
SANTIAGO DE HUARI,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,6,6
SANTIAGO DE MACHACA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,1,1
SANTIVAÑES,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,10,10
SICA SICA (VILLA AROMA),micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,34,34
SICAYA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,8,8
SORACACHI,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,1,1
SORATA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,9,9
TACOBAMBA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,9,9
TACOPAYA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,5,5
TAPACARI,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,13,13
TARATA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,17,17
TARIJA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,193,193
TINGUIPAYA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,36,36
TIQUIPAYA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,26,26
TIRAQUE (CBBA),micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,43,43
TOCO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,11,11
TOLEDO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,19,19
TOMAVE,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,2,2
TOTORA(CBBA),micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,5,5
TOTORA(ORR),micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,7,7
TRINIDAD,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,30,30
TURCO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,3,3
UNCIA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,2,2
UYUNI,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,37,37
VIACHA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,52,52
VILLA SERRANO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,21,21
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,2,2
VINTO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,9,9
VITICHI,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,20,20
YAMPARAEZ,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,6,6
ZUDAÑEZ,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-11-01,12,12
ACACIO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,5,5
AIQUILE,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,4,4
ALALAY,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,2,2
ANDAMARCA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,3,3
ANTEQUERA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,2,2
APOLO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,15,15
ARBIETO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,23,23
ATOCHA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,38,38
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,48,48
BELEN DE ANDAMARCA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,2,2
"CAIZA ""D""",micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,4,4
CALACOTO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,3,3
CAMARGO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,5,5
CARACOLLO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,14,14
CARIPUYO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,8,8
CARMEN RIVERO TORREZ,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,2,2
CHALLAPATA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,43,43
CHARAGUA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,14,14
CHIMORE,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,15,15
CHUMA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,7,7
CLIZA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,9,9
COBIJA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,1,1
COCAPATA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,24,24
COIPASA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,8,8
COLCAPIRHUA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,52,52
COLPA BELGICA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,40,40
COLQUECHACA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,59,59
COLQUIRI,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,10,10
CORO CORO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,11,11
COTOCA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,60,60
CURAHUARA DE CARANGAS,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,2,2
EL ALTO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,286,286
EL CHORO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,3,3
EL PUENTE(STC),micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,16,16
EL TORNO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,88,88
ENTRE RIOS CBBA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,105,105
ESCARA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,1,1
EUCALIPTUS,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,3,3
GAIOC JATUN AYLLU YURA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,1,1
HUACHACALLA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,2,2
HUANUNI,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,14,14
HUAYLLAMARCA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,2,2
HUMANATA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,5,5
ICHOCA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,6,6
ICLA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,1,1
JESUS DE MACHACA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,21,21
LAJA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,13,13
LAS CARRERAS,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,30,30
LLALLAGUA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,54,54
LURIBAY,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,24,24
MACHACAMARCA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,10,10
MACHARETI,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,31,31
MAIRANA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,72,72
MIZQUE,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,19,19
MOJINETE,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,2,2
MONTERO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,66,66
OCURI,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,14,14
ORURO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,242,242
PAILON,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,9,9
PAMPA AULLAGAS,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,6,6
PAPEL PAMPA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,2,2
PASORAPA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,4,4
POCOATA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,23,23
POCONA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,14,14
POJO (CBBA),micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,16,16
PORCO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,22,22
POROMA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,33,33
POTOSI,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,410,410
PUERTO GONZALO MORENO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,4,4
PUERTO QUIJARRO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,50,50
PUERTO VILLARROEL,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,91,91
QUILLACOLLO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,59,59
RAQAYPAMPA(ETA),micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,7,7
REYES,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,2,2
RURRENABAQUE,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,10,10
SABAYA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,4,4
SACABAMBA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,15,15
SACACA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,18,18
SALINAS DE GARCI MENDOZA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,8,8
SAN ANDRES DE MACHACA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,8,8
SAN ANTONIO DE ESMORUCO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,2,2
SAN BORJA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,1,1
SAN IGNACIO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,2,2
SAN JOSE DE CHIQUITOS,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,28,28
SAN JULIAN,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,2,2
SAN LUCAS,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,48,48
SAN PABLO DE LIPEZ,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,1,1
SANTA CRUZ DE LA SIERRA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,1053,1053
SANTIAGO DE CALLAPA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,1,1
SANTIAGO DE HUARI,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,6,6
SANTIAGO DE MACHACA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,1,1
SANTIVAÑES,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,9,9
SANTUARIO DE QUILLACAS,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,2,2
SICA SICA (VILLA AROMA),micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,27,27
SICAYA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,13,13
SORACACHI,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,1,1
SORATA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,13,13
TACOBAMBA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,3,3
TACOPAYA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,4,4
TAPACARI,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,14,14
TARATA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,13,13
TARIJA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,246,246
TINGUIPAYA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,12,12
TIQUIPAYA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,14,14
TIRAQUE (CBBA),micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,32,32
TOCO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,7,7
TODOS SANTOS,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,6,6
TOLEDO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,13,13
TOTORA(ORR),micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,5,5
TRINIDAD,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,1,1
TUPIZA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,1,1
TURCO,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,1,1
URIONDO (A. CONCEPCION),micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,1,1
UYUNI,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,4,4
VIACHA,micronutrientes y lactancia materna,mujeres embarazadas que reciben alimento complementario nutri mama,2024-12-01,214,214
