municipality,group,variable,month,Total 8.3 Niños (as) de 6 meses a menores de 2 años con dosis completa de hierro,TOTAL
PORONGO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,39,39
PORTACHUELO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,49,49
PORVENIR,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,32,32
POSTRER VALLE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,5,5
POTOSI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,889,889
PRESTO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,21,21
PUCARA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,4,4
PUCARANI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,87,87
PUERTO ACOSTA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,59,59
PUERTO CARABUCO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,33,33
PUERTO GONZALO MORENO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,30,30
PUERTO PEREZ,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,13,13
PUERTO QUIJARRO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,90,90
PUERTO RICO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,35,35
PUERTO SILES,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,1,1
PUERTO SUAREZ,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,57,57
PUERTO VILLARROEL,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,109,109
PUNA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,56,56
PUNATA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,82,82
QUIABAYA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,14,14
QUILLACOLLO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,511,511
QUIME,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,43,43
QUIRUSILLAS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,9,9
RAVELO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,65,65
REYES,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,55,55
RIBERALTA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,448,448
ROBORE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,68,68
RURRENABAQUE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,69,69
SACABA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,621,621
SACABAMBA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,25,25
SACACA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,7,7
SAIPINA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,16,16
SALINAS DE GARCI MENDOZA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,36,36
SAMAIPATA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,52,52
SAN AGUSTIN,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,10,10
SAN ANDRES,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,51,51
SAN ANDRES DE MACHACA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,9,9
SAN ANTONIO DE ESMORUCO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,8,8
SAN ANTONIO DE LOMERIO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,26,26
SAN BENITO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,48,48
SAN BORJA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,199,199
SAN BUENA VENTURA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,21,21
SAN CARLOS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,86,86
SAN IGNACIO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,84,84
SAN IGNACIO DE VELASCO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,186,186
SAN JAVIER(BNI),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,18,18
SAN JAVIER(STC),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,63,63
SAN JOAQUIN,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,9,9
SAN JOSE DE CHIQUITOS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,55,55
SAN JUAN DE YAPACANI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,28,28
SAN JULIAN,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,216,216
SAN LORENZO(PND),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,37,37
SAN LORENZO(TJA),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,32,32
SAN LUCAS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,118,118
SAN MATIAS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,28,28
SAN MIGUEL DE VELASCO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,39,39
SAN PABLO DE LIPEZ,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,6,6
SAN PEDRO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,43,43
SAN PEDRO DE BUENA VISTA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,120,120
SAN PEDRO DE CURAHUARA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,11,11
SAN PEDRO DE QUEMES,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,8,8
SAN PEDRO(PND),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,2,2
SAN RAFAEL,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,29,29
SAN RAMON BENI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,41,41
SAN RAMON SCZ,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,44,44
SANTA ANA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,90,90
SANTA CRUZ DE LA SIERRA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,3302,3302
SANTA ROSA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,17,17
SANTA ROSA DEL SARA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,67,67
SANTIAGO DE CALLAPA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,4,4
SANTIAGO DE HUARI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,49,49
SANTIAGO DE HUATA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,15,15
SANTIAGO DE MACHACA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,11,11
SANTIVAÑES,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,24,24
SANTUARIO DE QUILLACAS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,22,22
SAPAHAQUI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,17,17
SENA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,33,33
SHINAOTA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,91,91
SICA SICA (VILLA AROMA),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,64,64
SICAYA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,16,16
SIPE SIPE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,182,182
SOPACHUY,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,19,19
SORACACHI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,25,25
SORATA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,95,95
SUCRE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,1226,1226
TACACOMA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,47,47
TACOBAMBA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,29,29
TACOPAYA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,31,31
TAHUA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,3,3
TAPACARI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,71,71
TARABUCO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,50,50
TARACO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,10,10
TARATA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,38,38
TARIJA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,550,550
TARVITA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,35,35
TEOPONTE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,39,39
TIAWANACU,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,50,50
TINGUIPAYA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,69,69
TIPUANI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,33,33
TIQUIPAYA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,138,138
TIRAQUE (CBBA),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,89,89
TITO YUPANQUI (PARQUIPUJIO),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,3,3
TOCO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,24,24
TODOS SANTOS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,1,1
TOLATA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,16,16
TOLEDO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,12,12
TOMAVE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,37,37
TOMINA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,26,26
TORO TORO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,21,21
TOTORA(CBBA),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,74,74
TOTORA(ORR),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,13,13
TRIGAL,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,4,4
TRINIDAD,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,382,382
TUPIZA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,159,159
TURCO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,7,7
UMALA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,23,23
UNCIA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,76,76
URIONDO (A. CONCEPCION),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,51,51
URUBICHA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,21,21
UYUNI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,83,83
VACAS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,1,1
VALLEGRANDE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,46,46
VIACHA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,148,148
VILA VILA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,12,12
VILLA CHARCAS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,52,52
VILLA MONTES,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,94,94
VILLA NUEVA (LOMA ALTA),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,5,5
VILLA RIVERO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,50,50
VILLA SERRANO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,29,29
VILLA TUNARI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,372,372
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,49,49
VILLAZON,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,145,145
VINTO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,167,167
VITICHI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,37,37
WALDO BALLIVIAN,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,4,4
WARNES,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,456,456
YACO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,34,34
YACUIBA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,329,329
YAMPARAEZ,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,28,28
YANACACHI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,26,26
YAPACANI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,207,207
YOCALLA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,31,31
YOTALA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,20,20
YUNCHARA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,22,22
ZUDAÑEZ,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-04-01,16,16
ACACIO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-05-01,13,13
ACHACACHI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-05-01,134,134
ACHOCALLA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-05-01,11,11
AIQUILE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-05-01,70,70
ALALAY,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-05-01,1,1
