municipality,group,variable,month,Total 8.8 Niños (as) de 1 año a menores de 5 años con 2da dosis vitamina A,TOTAL
SAN CARLOS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,108,108
SAN IGNACIO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,133,133
SAN IGNACIO DE VELASCO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,155,155
SAN JAVIER(BNI),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,7,7
SAN JAVIER(STC),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,62,62
SAN JOAQUIN,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,20,20
SAN JOSE DE CHIQUITOS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,41,41
SAN JUAN DE YAPACANI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,25,25
SAN JULIAN,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,203,203
SAN LORENZO(PND),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,16,16
SAN LORENZO(TJA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,93,93
SAN LUCAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,189,189
SAN MATIAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,30,30
SAN MIGUEL DE VELASCO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,45,45
SAN PABLO DE LIPEZ,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,5,5
SAN PEDRO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,68,68
SAN PEDRO DE BUENA VISTA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,79,79
SAN PEDRO DE CURAHUARA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,8,8
SAN PEDRO DE TIQUINA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,16,16
SAN PEDRO(PND),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,3,3
SAN RAFAEL,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,10,10
SAN RAMON BENI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,35,35
SAN RAMON SCZ,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,59,59
SANTA ANA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,46,46
SANTA CRUZ DE LA SIERRA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,1502,1502
SANTA ROSA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,28,28
SANTA ROSA DEL SARA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,67,67
SANTIAGO DE CALLAPA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,3,3
SANTIAGO DE HUARI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,23,23
SANTIAGO DE HUATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,13,13
SANTIAGO DE MACHACA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,3,3
SANTIVAÑES,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,29,29
SANTUARIO DE QUILLACAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,19,19
SAPAHAQUI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,19,19
SENA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,17,17
SHINAOTA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,61,61
SICA SICA (VILLA AROMA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,43,43
SICAYA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,8,8
SIPE SIPE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,179,179
SOPACHUY,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,29,29
SORACACHI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,41,41
SORATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,81,81
SUCRE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,1148,1148
TACACHI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,2,2
TACACOMA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,17,17
TACOBAMBA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,36,36
TACOPAYA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,24,24
TAHUA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,2,2
TAPACARI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,110,110
TARABUCO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,63,63
TARACO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,11,11
TARATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,47,47
TARIJA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,563,563
TARVITA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,88,88
TEOPONTE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,44,44
TIAWANACU,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,45,45
TINGUIPAYA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,67,67
TIPUANI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,25,25
TIQUIPAYA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,441,441
TIRAQUE (CBBA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,63,63
TITO YUPANQUI (PARQUIPUJIO),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,2,2
TOCO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,22,22
TODOS SANTOS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,1,1
TOLATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,12,12
TOLEDO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,10,10
TOMAVE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,32,32
TOMINA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,48,48
TORO TORO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,46,46
TOTORA(CBBA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,51,51
TOTORA(ORR),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,18,18
TRIGAL,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,1,1
TRINIDAD,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,278,278
TUPIZA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,111,111
TURCO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,14,14
UMALA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,20,20
UNCIA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,74,74
URIONDO (A. CONCEPCION),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,67,67
URUBICHA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,32,32
UYUNI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,51,51
VACAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,43,43
VALLEGRANDE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,60,60
VIACHA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,144,144
VILA VILA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,20,20
VILLA CHARCAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,64,64
VILLA MONTES,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,61,61
VILLA NUEVA (LOMA ALTA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,21,21
VILLA RIVERO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,32,32
VILLA SERRANO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,48,48
VILLA TUNARI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,245,245
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,37,37
VILLAZON,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,151,151
VINTO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,147,147
VITICHI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,33,33
WALDO BALLIVIAN,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,9,9
WARNES,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,183,183
YACO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,11,11
YACUIBA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,218,218
YAMPARAEZ,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,19,19
YANACACHI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,18,18
YAPACANI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,148,148
YOCALLA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,19,19
YOTALA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,22,22
YUNCHARA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,28,28
ZUDAÑEZ,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-01-01,29,29
ACACIO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,31,31
ACHACACHI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,59,59
ACHOCALLA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,25,25
AIQUILE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,52,52
ALALAY,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,9,9
ALCALA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,16,16
ALTO BENI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,31,31
ANCORAIMES,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,60,60
ANDAMARCA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,11,11
ANTEQUERA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,4,4
ANZALDO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,15,15
APOLO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,30,30
ARAMPAMPA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,41,41
ARANI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,29,29
ARBIETO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,93,93
ARQUE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,50,50
ASCENCION DE GUARAYOS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,46,46
ATOCHA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,53,53
AUCAPATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,14,14
AYATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,21,21
AYO AYO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,35,35
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,108,108
AZURDUY,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,59,59
BATALLAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,41,41
BAURES,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,13,13
BELEN DE ANDAMARCA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,7,7
BELEN DE URMIRI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,4,4
BELLA FLOR,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,20,20
BERMEJO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,214,214
BETANZOS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,131,131
BOLIVAR,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,31,31
BOLPEBRA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,15,15
BOYUIBE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,19,19
BUENA VISTA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,52,52
CABEZAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,95,95
CAIROMA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,36,36
"CAIZA ""D""",micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,25,25
CAJUATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,26,26
CALACOTO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,11,11
CALAMARCA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,42,42
CAMARGO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,72,72
CAMATAQUI (C. VILLA ABECIA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,10,10
CAMIRI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,57,57
CAPINOTA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,97,97
CAQUIAVIRI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,25,25
CARACOLLO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,60,60
CARANAVI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,120,120
CARAPARI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,74,74
CARIPUYO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,49,49
CARMEN RIVERO TORREZ,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,4,4
CATACORA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,9,9
CHACARILLA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,8,8
CHALLAPATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,90,90
CHAQUI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,37,37
CHARAGUA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,96,96
CHARAÑA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,6,6
CHAYANTA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,80,80
CHIMORE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,67,67
CHIPAYA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,4,4
CHOQUE COTA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,3,3
CHUA COCANI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,7,7
CHULUMANI (V. DE LA LIBERTAD),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,33,33
CHUMA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,22,22
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,24,24
CKOCHAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,50,50
CLIZA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,41,41
COBIJA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,187,187
COCAPATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,60,60
COCHABAMBA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,651,651
COIPASA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,4,4
COLCAPIRHUA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,215,215
"COLCHA ""K""",micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,37,37
COLLANA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,6,6
COLOMI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,70,70
COLPA BELGICA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,19,19
COLQUECHACA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,145,145
COLQUENCHA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-02-01,68,68
