municipality,group,variable,month,Total 8.5 Mujeres puérperas con dosis única de vitamina A,TOTAL
ASCENCION DE GUARAYOS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,64,64
ATOCHA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,9,9
AUCAPATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,11,11
AYATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,16,16
AYO AYO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,9,9
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,31,31
AZURDUY,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,17,17
BATALLAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,25,25
BAURES,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,6,6
BELEN DE ANDAMARCA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,2,2
BELEN DE URMIRI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,1,1
BELLA FLOR,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,4,4
BERMEJO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,2,2
BETANZOS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,43,43
BOLIVAR,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,4,4
BOLPEBRA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,2,2
BOYUIBE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,4,4
BUENA VISTA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,7,7
CABEZAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,25,25
CAIROMA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,16,16
"CAIZA ""D""",micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,5,5
CAJUATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,13,13
CALACOTO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,8,8
CALAMARCA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,13,13
CAMARGO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,26,26
CAMIRI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,74,74
CAPINOTA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,24,24
CAQUIAVIRI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,13,13
CARACOLLO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,25,25
CARANAVI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,110,110
CARAPARI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,12,12
CARIPUYO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,16,16
CARMEN RIVERO TORREZ,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,4,4
CHALLAPATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,76,76
CHAQUI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,8,8
CHARAGUA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,46,46
CHAYANTA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,20,20
CHIMORE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,13,13
CHIPAYA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,1,1
CHUA COCANI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,23,23
CHUMA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,8,8
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,19,19
CKOCHAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,21,21
CLIZA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,43,43
COBIJA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,192,192
COCAPATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,15,15
COCHABAMBA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,182,182
COIPASA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,1,1
COLCAPIRHUA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,27,27
"COLCHA ""K""",micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,23,23
COLLANA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,2,2
COLOMI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,28,28
COLPA BELGICA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,4,4
COLQUECHACA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,61,61
COLQUENCHA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,5,5
COLQUIRI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,14,14
COMANCHE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,2,2
COMARAPA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,17,17
COMBAYA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,2,2
CONCEPCION,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,26,26
COPACABANA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,10,10
CORIPATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,16,16
CORO CORO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,9,9
COROICO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,41,41
CORQUE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,3,3
COTAGAITA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,28,28
COTOCA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,86,86
CUATRO CAÑADAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,21,21
CUCHUMUELA (V. G. VILLARROEL),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,1,1
CUEVO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,4,4
CULPINA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,24,24
CURAHUARA DE CARANGAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,7,7
CURVA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,5,5
DESAGUADERO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,11,11
EL ALTO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,791,791
EL CHORO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,6,6
EL PUENTE(STC),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,11,11
EL PUENTE(TJA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,19,19
EL TORNO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,91,91
EL VILLAR,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,3,3
ENTRE RIOS TRJ,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,31,31
ENTRE RIOS CBBA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,34,34
ESCARA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,1,1
ESCOMA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,13,13
EUCALIPTUS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,6,6
EXALTACION,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,2,2
FERNANDEZ ALONSO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,15,15
FILADELFIA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,6,6
GENERAL SAAVEDRA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,20,20
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,10,10
GUANAY,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,17,17
GUAQUI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,5,5
GUAYARAMERIN,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,163,163
GUTIERREZ,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,21,21
HUACARETA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,15,15
HUACAYA (VILLA DE HUACAYA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,3,3
HUANUNI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,35,35
HUARACAJE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,4,4
HUARINA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,5,5
HUATAJATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,1,1
HUAYLLAMARCA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,6,6
HUMANATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,4,4
ICHOCA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,3,3
ICLA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,11,11
INCAHUASI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,23,23
INGAVI (HUMAITA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,1,1
INQUISIVI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,17,17
IRUPANA (VILLA DE LANZA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,15,15
IXIAMAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,2,2
JESUS DE MACHACA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,17,17
LA ASUNTA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,75,75
LA GUARDIA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,62,62
LA PAZ,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,1474,1474
LAGUNILLAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,6,6
LAJA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,19,19
LAS CARRERAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,4,4
LICOMA PAMPA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,3,3
LLALLAGUA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,79,79
LLICA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,5,5
LORETO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,1,1
LURIBAY,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,4,4
MACHACAMARCA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,1,1
MACHARETI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,4,4
MAGDALENA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,21,21
MAIRANA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,25,25
MAPIRI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,25,25
MECAPACA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,10,10
MINEROS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,14,14
MIZQUE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,34,34
MOCOMOCO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,24,24
MOJINETE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,2,2
MOJOCOYA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,10,10
MONTEAGUDO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,56,56
MONTERO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,248,248
MORO MORO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,2,2
MOROCHATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,11,11
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,4,4
NAZACARA DE PACAJES,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,5,5
OCURI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,23,23
OKINAWA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,16,16
OMEREQUE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,6,6
ORURO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,454,454
PADCAYA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,22,22
PADILLA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,21,21
PAILON,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,34,34
PALCA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,16,16
PALOS BLANCOS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,41,41
PAMPA AULLAGAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,4,4
PAMPA GRANDE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,3,3
PAPEL PAMPA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,6,6
PASORAPA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,5,5
PATACAMAYA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,23,23
PAZÑA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,6,6
PELECHUCO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,9,9
POCOATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,40,40
POCONA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,11,11
POJO (CBBA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,20,20
POOPO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,1,1
PORCO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,18,18
POROMA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,20,20
PORONGO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,10,10
PORTACHUELO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,39,39
PORVENIR,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,6,6
POSTRER VALLE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,1,1
POTOSI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,187,187
PRESTO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,14,14
PUCARANI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,26,26
PUERTO ACOSTA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,12,12
PUERTO CARABUCO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,14,14
PUERTO GONZALO MORENO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,12,12
PUERTO PEREZ,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,7,7
PUERTO QUIJARRO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,10,10
PUERTO RICO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,15,15
PUERTO SUAREZ,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,35,35
PUERTO VILLARROEL,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,139,139
PUNA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,20,20
PUNATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,70,70
QUIABAYA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,9,9
QUILLACOLLO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,184,184
QUIME,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,6,6
RAVELO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,33,33
REYES,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,22,22
RIBERALTA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,185,185
ROBORE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,16,16
RURRENABAQUE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,54,54
SABAYA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,3,3
SACABA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,198,198
SACABAMBA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,4,4
SACACA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,29,29
SAIPINA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,7,7
SALINAS DE GARCI MENDOZA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,15,15
SAMAIPATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,10,10
SAN ANDRES,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,9,9
SAN ANDRES DE MACHACA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,9,9
SAN ANTONIO DE ESMORUCO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-08-01,7,7
