municipality,group,variable,month,Total 8.4 Niños (as) de 2 años a menores de 5 años con dosis completa de hierro,TOTAL
SAN BORJA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,185,185
SAN BUENA VENTURA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,36,36
SAN CARLOS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,183,183
SAN IGNACIO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,112,112
SAN IGNACIO DE VELASCO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,223,223
SAN JAVIER(BNI),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,25,25
SAN JAVIER(STC),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,69,69
SAN JOAQUIN,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,17,17
SAN JOSE DE CHIQUITOS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,24,24
SAN JUAN DE YAPACANI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,33,33
SAN JULIAN,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,286,286
SAN LORENZO(PND),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,31,31
SAN LORENZO(TJA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,82,82
SAN LUCAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,183,183
SAN MATIAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,13,13
SAN MIGUEL DE VELASCO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,35,35
SAN PABLO DE LIPEZ,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,19,19
SAN PEDRO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,70,70
SAN PEDRO DE BUENA VISTA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,218,218
SAN PEDRO DE CURAHUARA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,17,17
SAN PEDRO DE QUEMES,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,25,25
SAN PEDRO(PND),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,5,5
SAN RAFAEL,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,36,36
SAN RAMON BENI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,68,68
SAN RAMON SCZ,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,103,103
SANTA ANA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,1,1
SANTA CRUZ DE LA SIERRA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,3374,3374
SANTA ROSA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,24,24
SANTA ROSA DEL SARA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,90,90
SANTIAGO DE CALLAPA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,4,4
SANTIAGO DE HUARI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,75,75
SANTIAGO DE HUATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,17,17
SANTIAGO DE MACHACA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,8,8
SANTIVAÑES,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,33,33
SANTUARIO DE QUILLACAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,16,16
SAPAHAQUI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,53,53
SENA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,27,27
SHINAOTA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,88,88
SICA SICA (VILLA AROMA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,93,93
SICAYA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,27,27
SIPE SIPE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,228,228
SOPACHUY,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,52,52
SORACACHI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,43,43
SORATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,105,105
SUCRE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,2354,2354
TACACHI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,3,3
TACACOMA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,52,52
TACOBAMBA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,64,64
TACOPAYA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,68,68
TAPACARI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,106,106
TARABUCO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,82,82
TARACO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,23,23
TARATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,30,30
TARIJA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,544,544
TARVITA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,71,71
TEOPONTE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,73,73
TIAWANACU,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,77,77
TINGUIPAYA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,110,110
TIPUANI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,37,37
TIQUIPAYA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,265,265
TIRAQUE (CBBA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,57,57
TITO YUPANQUI (PARQUIPUJIO),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,6,6
TOCO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,56,56
TOLATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,30,30
TOLEDO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,16,16
TOMAVE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,54,54
TOMINA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,66,66
TORO TORO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,49,49
TOTORA(CBBA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,75,75
TOTORA(ORR),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,27,27
TRIGAL,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,9,9
TRINIDAD,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,306,306
TUPIZA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,366,366
TURCO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,10,10
UMALA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,12,12
UNCIA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,125,125
URIONDO (A. CONCEPCION),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,69,69
URUBICHA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,69,69
UYUNI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,62,62
VACAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,33,33
VALLEGRANDE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,61,61
VIACHA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,216,216
VILA VILA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,12,12
VILLA CHARCAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,83,83
VILLA MONTES,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,188,188
VILLA NUEVA (LOMA ALTA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,11,11
VILLA RIVERO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,38,38
VILLA SERRANO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,47,47
VILLA TUNARI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,415,415
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,45,45
VILLAZON,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,141,141
VINTO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,98,98
VITICHI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,8,8
WALDO BALLIVIAN,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,2,2
WARNES,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,302,302
YACO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,17,17
YACUIBA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,242,242
YAMPARAEZ,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,29,29
YANACACHI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,30,30
YAPACANI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,150,150
YOCALLA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,37,37
YOTALA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,40,40
YUNCHARA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,21,21
ZUDAÑEZ,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-04-01,23,23
ACACIO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,26,26
ACHACACHI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,121,121
ACHOCALLA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,29,29
AIQUILE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,76,76
ALALAY,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,21,21
ALCALA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,23,23
ALTO BENI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,50,50
ANCORAIMES,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,76,76
ANDAMARCA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,12,12
ANTEQUERA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,26,26
ANZALDO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,28,28
APOLO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,84,84
ARAMPAMPA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,27,27
ARANI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,21,21
ARBIETO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,109,109
ARQUE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,91,91
ASCENCION DE GUARAYOS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,72,72
ATOCHA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,40,40
AUCAPATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,33,33
AYATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,33,33
AYO AYO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,19,19
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,133,133
AZURDUY,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,78,78
BATALLAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,61,61
BAURES,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,14,14
BELEN DE ANDAMARCA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,3,3
BELEN DE URMIRI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,13,13
BELLA FLOR,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,35,35
BERMEJO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,180,180
BETANZOS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,140,140
BOLIVAR,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,38,38
BOLPEBRA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,6,6
BOYUIBE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,13,13
BUENA VISTA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,114,114
CABEZAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,127,127
CAIROMA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,75,75
"CAIZA ""D""",micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,43,43
CAJUATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,34,34
CALACOTO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,23,23
CALAMARCA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,41,41
CAMARGO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,59,59
CAMATAQUI (C. VILLA ABECIA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,14,14
CAMIRI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,87,87
CAPINOTA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,118,118
CAQUIAVIRI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,18,18
CARACOLLO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,82,82
CARANAVI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,369,369
CARAPARI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,63,63
CARIPUYO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-05-01,28,28
