municipality,group,variable,month,Total 8.1 Mujeres embarazadas con dosis completa de hierro,TOTAL
CHUA COCANI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,8,8
CHULUMANI (V. DE LA LIBERTAD),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,42,42
CHUMA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,18,18
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,12,12
CKOCHAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,19,19
CLIZA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,19,19
COBIJA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,182,182
COCAPATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,39,39
COCHABAMBA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,808,808
COIPASA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,1,1
COLCAPIRHUA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,64,64
"COLCHA ""K""",micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,23,23
COLLANA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,3,3
COLOMI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,44,44
COLPA BELGICA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,11,11
COLQUECHACA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,81,81
COLQUENCHA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,15,15
COLQUIRI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,32,32
COMANCHE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,4,4
COMARAPA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,39,39
COMBAYA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,3,3
CONCEPCION,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,48,48
COPACABANA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,17,17
CORIPATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,38,38
CORO CORO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,13,13
COROICO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,41,41
CORQUE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,10,10
COTAGAITA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,41,41
COTOCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,112,112
CRUZ DE MACHACAMARCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,3,3
CUATRO CAÑADAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,30,30
CUCHUMUELA (V. G. VILLARROEL),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,1,1
CUEVO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,7,7
CULPINA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,22,22
CURAHUARA DE CARANGAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,3,3
CURVA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,6,6
DESAGUADERO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,19,19
EL ALTO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,1741,1741
EL CHORO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,4,4
EL PUENTE(STC),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,28,28
EL PUENTE(TJA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,18,18
EL TORNO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,192,192
EL VILLAR,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,7,7
ENTRE RIOS TRJ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,36,36
ENTRE RIOS CBBA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,73,73
ESCOMA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,12,12
EUCALIPTUS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,9,9
EUREKA (SANTOS MERCADO),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,6,6
EXALTACION,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,3,3
FERNANDEZ ALONSO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,24,24
FILADELFIA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,12,12
GENERAL SAAVEDRA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,31,31
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,21,21
GUANAY,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,57,57
GUAQUI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,16,16
GUAYARAMERIN,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,124,124
GUTIERREZ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,37,37
HUACARETA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,22,22
HUACAYA (VILLA DE HUACAYA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,5,5
HUANUNI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,51,51
HUARACAJE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,9,9
HUARINA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,5,5
HUATAJATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,1,1
HUAYLLAMARCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,2,2
HUMANATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,3,3
ICHOCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,9,9
ICLA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,12,12
INCAHUASI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,20,20
INGAVI (HUMAITA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,7,7
INQUISIVI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,20,20
IRUPANA (VILLA DE LANZA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,25,25
IXIAMAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,23,23
JESUS DE MACHACA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,22,22
LA ASUNTA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,84,84
LA GUARDIA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,107,107
LA PAZ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,1430,1430
LAGUNILLAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,10,10
LAJA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,44,44
LAS CARRERAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,5,5
LICOMA PAMPA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,5,5
LLALLAGUA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,87,87
LLICA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,7,7
LORETO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,20,20
LURIBAY,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,19,19
MACHACAMARCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,4,4
MACHARETI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,12,12
MAGDALENA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,23,23
MAIRANA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,21,21
MALLA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,6,6
MAPIRI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,44,44
MECAPACA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,17,17
MINEROS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,66,66
MIZQUE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,68,68
MOCOMOCO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,25,25
MOJOCOYA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,10,10
MONTEAGUDO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,69,69
MONTERO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,423,423
MORO MORO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,4,4
MOROCHATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,20,20
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,4,4
NAZACARA DE PACAJES,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,4,4
OCURI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,29,29
OKINAWA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,38,38
OMEREQUE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,11,11
ORURO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,504,504
PADCAYA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,34,34
PADILLA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,15,15
PAILON,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,74,74
PALCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,34,34
PALOS BLANCOS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,57,57
PAMPA AULLAGAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,9,9
PAMPA GRANDE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,21,21
PAPEL PAMPA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,9,9
PASORAPA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,2,2
PATACAMAYA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,40,40
PAZÑA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,6,6
PELECHUCO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,18,18
POCOATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,37,37
POCONA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,19,19
POJO (CBBA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,27,27
POOPO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,6,6
PORCO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,13,13
POROMA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,35,35
PORONGO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,20,20
PORTACHUELO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,37,37
PORVENIR,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,13,13
POSTRER VALLE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,7,7
POTOSI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,398,398
PRESTO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,14,14
PUCARA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,2,2
PUCARANI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,47,47
PUERTO ACOSTA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,21,21
PUERTO CARABUCO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,23,23
PUERTO GONZALO MORENO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,11,11
PUERTO PEREZ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,5,5
PUERTO QUIJARRO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,47,47
PUERTO RICO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,14,14
PUERTO SILES,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,1,1
PUERTO SUAREZ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,11,11
PUERTO VILLARROEL,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,113,113
PUNA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,29,29
PUNATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,38,38
QUIABAYA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,3,3
QUILLACOLLO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,166,166
QUIME,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,17,17
QUIRUSILLAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,4,4
RAVELO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,25,25
REYES,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,32,32
RIBERALTA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,275,275
ROBORE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,40,40
RURRENABAQUE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,64,64
SABAYA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,10,10
SACABA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,306,306
SACABAMBA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,7,7
SACACA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,57,57
SAIPINA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,20,20
SALINAS DE GARCI MENDOZA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,21,21
SAMAIPATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,17,17
SAN AGUSTIN,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,4,4
SAN ANDRES,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,19,19
SAN ANDRES DE MACHACA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,5,5
SAN ANTONIO DE ESMORUCO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,8,8
SAN BENITO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,16,16
SAN BORJA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,137,137
SAN BUENA VENTURA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,30,30
SAN CARLOS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,33,33
SAN IGNACIO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,36,36
SAN IGNACIO DE VELASCO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,158,158
SAN JAVIER(BNI),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,5,5
SAN JAVIER(STC),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,31,31
SAN JOAQUIN,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,13,13
SAN JOSE DE CHIQUITOS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,69,69
SAN JUAN DE YAPACANI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,25,25
SAN JULIAN,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,198,198
SAN LORENZO(PND),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,11,11
SAN LORENZO(TJA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,38,38
SAN LUCAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,59,59
SAN MATIAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,34,34
SAN MIGUEL DE VELASCO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,26,26
SAN PABLO DE LIPEZ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,2,2
SAN PEDRO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-08-01,39,39
