municipality,group,variable,month,Total 8.2 Mujeres puérperas con dosis completa de hierro,TOTAL
SAN ANTONIO DE ESMORUCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,8,8
SAN ANTONIO DE LOMERIO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,5,5
SAN BENITO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,6,6
SAN BORJA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,92,92
SAN BUENA VENTURA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,7,7
SAN CARLOS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,171,171
SAN IGNACIO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,44,44
SAN IGNACIO DE VELASCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,118,118
SAN JAVIER(BNI),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,2,2
SAN JAVIER(STC),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,24,24
SAN JOAQUIN,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,7,7
SAN JOSE DE CHIQUITOS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,31,31
SAN JULIAN,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,88,88
SAN LORENZO(PND),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,4,4
SAN LORENZO(TJA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,14,14
SAN LUCAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,36,36
SAN MATIAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,25,25
SAN MIGUEL DE VELASCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,27,27
SAN PABLO DE LIPEZ,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,2,2
SAN PEDRO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,7,7
SAN PEDRO DE BUENA VISTA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,36,36
SAN PEDRO DE CURAHUARA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,6,6
SAN PEDRO DE QUEMES,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,6,6
SAN PEDRO(PND),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,1,1
SAN RAFAEL,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,3,3
SAN RAMON BENI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,6,6
SAN RAMON SCZ,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,16,16
SANTA ANA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,14,14
SANTA CRUZ DE LA SIERRA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,1275,1275
SANTA ROSA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,11,11
SANTA ROSA DEL SARA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,13,13
SANTIAGO DE HUARI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,8,8
SANTIAGO DE HUATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,4,4
SANTIVAÑES,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,2,2
SANTUARIO DE QUILLACAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,1,1
SAPAHAQUI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,7,7
SENA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,12,12
SHINAOTA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,45,45
SICA SICA (VILLA AROMA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,18,18
SICAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,2,2
SIPE SIPE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,49,49
SOPACHUY,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,6,6
SORACACHI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,7,7
SORATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,8,8
SUCRE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,229,229
TACACOMA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,3,3
TACOBAMBA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,31,31
TACOPAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,17,17
TAHUA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,2,2
TAPACARI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,29,29
TARABUCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,26,26
TARACO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,4,4
TARATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,13,13
TARIJA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,26,26
TARVITA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,22,22
TEOPONTE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,10,10
TIAWANACU,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,18,18
TINGUIPAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,27,27
TIPUANI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,10,10
TIQUIPAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,88,88
TIRAQUE (CBBA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,24,24
TOCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,3,3
TODOS SANTOS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,2,2
TOLATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,3,3
TOLEDO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,4,4
TOMAVE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,17,17
TOMINA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,17,17
TORO TORO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,18,18
TOTORA(CBBA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,23,23
TOTORA(ORR),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,6,6
TRIGAL,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,1,1
TRINIDAD,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,295,295
TUPIZA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,69,69
TURCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,2,2
UMALA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,9,9
UNCIA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,22,22
URIONDO (A. CONCEPCION),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,6,6
URUBICHA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,11,11
UYUNI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,55,55
VACAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,4,4
VALLEGRANDE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,21,21
VIACHA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,50,50
VILA VILA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,11,11
VILLA CHARCAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,27,27
VILLA MONTES,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,13,13
VILLA RIVERO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,5,5
VILLA SERRANO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,8,8
VILLA TUNARI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,141,141
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,9,9
VILLAZON,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,68,68
VINTO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,76,76
VITICHI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,1,1
WALDO BALLIVIAN,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,3,3
WARNES,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,142,142
YACO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,12,12
YACUIBA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,126,126
YAMPARAEZ,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,3,3
YANACACHI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,4,4
YAPACANI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,68,68
YOCALLA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,11,11
YOTALA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,9,9
YUNCHARA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,8,8
ZUDAÑEZ,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-11-01,11,11
ACACIO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,8,8
ACHACACHI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,35,35
ACHOCALLA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,6,6
AIQUILE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,30,30
ALALAY,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,2,2
ALCALA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,2,2
ALTO BENI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,8,8
ANCORAIMES,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,7,7
ANDAMARCA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,5,5
ANTEQUERA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,3,3
ANZALDO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,8,8
APOLO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,24,24
ARAMPAMPA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,3,3
ARANI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,7,7
ARBIETO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,16,16
ARQUE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,18,18
ASCENCION DE GUARAYOS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,50,50
ATOCHA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,5,5
AUCAPATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,7,7
AYATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,12,12
AYO AYO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,23,23
AZURDUY,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,15,15
BATALLAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,12,12
BAURES,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,9,9
BELEN DE URMIRI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,2,2
BELLA FLOR,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,5,5
BERMEJO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,2,2
BETANZOS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,35,35
BOLIVAR,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,8,8
BOYUIBE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,3,3
BUENA VISTA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,6,6
CABEZAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,17,17
CAIROMA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,12,12
"CAIZA ""D""",micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,9,9
CAJUATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,11,11
CALACOTO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,6,6
CALAMARCA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,15,15
CAMARGO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,27,27
CAMATAQUI (C. VILLA ABECIA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,1,1
CAMIRI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,76,76
CAPINOTA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,5,5
CAQUIAVIRI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,10,10
CARACOLLO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,16,16
CARANAVI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,81,81
CARAPARI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,10,10
CARIPUYO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,13,13
CARMEN RIVERO TORREZ,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,6,6
CHALLAPATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,58,58
CHAQUI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,11,11
CHARAGUA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,47,47
CHARAÑA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,3,3
CHAYANTA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,11,11
CHIMORE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,20,20
CHOQUE COTA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,1,1
CHUA COCANI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,7,7
CHULUMANI (V. DE LA LIBERTAD),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,32,32
CHUMA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,8,8
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,1,1
CKOCHAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,28,28
CLIZA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,46,46
COBIJA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,128,128
COCAPATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,17,17
COCHABAMBA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,174,174
COIPASA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,2,2
COLCAPIRHUA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,28,28
"COLCHA ""K""",micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,8,8
COLLANA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,2,2
COLOMI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,21,21
COLPA BELGICA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,1,1
COLQUECHACA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,49,49
COLQUENCHA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,12,12
COLQUIRI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,17,17
COMANCHE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,4,4
COMARAPA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,30,30
COMBAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,3,3
CONCEPCION,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,25,25
COPACABANA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,8,8
CORIPATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,7,7
CORO CORO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,7,7
COROICO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,32,32
CORQUE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,8,8
COTAGAITA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,16,16
COTOCA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,79,79
CUATRO CAÑADAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,18,18
CULPINA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,14,14
CURAHUARA DE CARANGAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-12-01,3,3
