municipality,group,variable,month,Total 1310 Días camas disponibles otros servicios,TOTAL
WARNES,internaciones dias camas,       dias camas disponibles otros servicios,2014-04-01,840,840
YACO,internaciones dias camas,       dias camas disponibles otros servicios,2014-04-01,120,120
YACUIBA,internaciones dias camas,       dias camas disponibles otros servicios,2014-04-01,2458,2458
YAMPARAEZ,internaciones dias camas,       dias camas disponibles otros servicios,2014-04-01,330,330
YAPACANI,internaciones dias camas,       dias camas disponibles otros servicios,2014-04-01,1136,1136
ZUDAÑEZ,internaciones dias camas,       dias camas disponibles otros servicios,2014-04-01,90,90
ACACIO,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,124,124
ACHACACHI,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,496,496
AIQUILE,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,1550,1550
ALALAY,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,93,93
ALCALA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,62,62
ANCORAIMES,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,124,124
ANTEQUERA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,31,31
ANZALDO,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,403,403
APOLO,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,279,279
ARAMPAMPA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,155,155
ARANI,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,62,62
ARBIETO,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,186,186
ARQUE,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,93,93
ASCENCION DE GUARAYOS,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,991,991
ATOCHA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,1364,1364
AYATA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,62,62
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,868,868
AZURDUY,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,396,396
BAURES,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,62,62
BELEN DE ANDAMARCA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,31,31
BELLA FLOR,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,29,29
BERMEJO,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,879,879
BETANZOS,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,248,248
BOLIVAR,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,62,62
BOYUIBE,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,341,341
BUENA VISTA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,228,228
CABEZAS,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,310,310
CAIROMA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,248,248
"CAIZA ""D""",internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,31,31
CALACOTO,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,93,93
CAMARGO,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,899,899
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,93,93
CAMIRI,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,2263,2263
CAPINOTA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,465,465
CARACOLLO,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,155,155
CARANAVI,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,1085,1085
CARMEN RIVERO TORREZ,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,318,318
CHALLAPATA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,775,775
CHAQUI,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,30,30
CHARAGUA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,1017,1017
CHAYANTA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,90,90
CHIMORE,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,31,31
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,713,713
CHUMA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,62,62
CKOCHAS,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,31,31
CLIZA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,403,403
COBIJA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,1437,1437
COCAPATA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,186,186
COCHABAMBA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,51181,51181
COLCAPIRHUA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,1171,1171
"COLCHA ""K""",internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,62,62
COLOMI,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,186,186
COLPA BELGICA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,267,267
COLQUECHACA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,124,124
COLQUIRI,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,217,217
COMARAPA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,606,606
COPACABANA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,248,248
CORO CORO,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,108,108
COROICO,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,992,992
CORQUE,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,62,62
COTAGAITA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,279,279
COTOCA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,651,651
CUATRO CAÑADAS,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,1023,1023
CUEVO,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,186,186
CULPINA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,495,495
CURAHUARA DE CARANGAS,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,248,248
DESAGUADERO,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,120,120
EL ALTO,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,13192,13192
EL CHORO,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,62,62
EL PUENTE(STC),internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,186,186
EL PUENTE(TJA),internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,90,90
EL TORNO,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,2976,2976
EL VILLAR,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,248,248
ENTRE RIOS TRJ,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,432,432
ENTRE RIOS CBBA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,156,156
ESCOMA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,390,390
EUCALIPTUS,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,155,155
EXALTACION,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,62,62
FERNANDEZ ALONSO,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,558,558
FILADELFIA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,61,61
GENERAL SAAVEDRA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,248,248
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,62,62
GUAQUI,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,6,6
GUAYARAMERIN,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,1419,1419
GUTIERREZ,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,640,640
HUACARETA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,308,308
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,143,143
HUACHACALLA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,62,62
HUANUNI,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,1612,1612
HUARACAJE,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,62,62
HUAYLLAMARCA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,124,124
HUMANATA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,62,62
ICHOCA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,30,30
ICLA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,292,292
INCAHUASI,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,190,190
INGAVI (HUMAITA),internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,3,3
IRUPANA (VILLA DE LANZA),internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,372,372
IXIAMAS,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,186,186
JESUS DE MACHACA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,403,403
LA ASUNTA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,341,341
LA GUARDIA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,1147,1147
LA PAZ,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,69898,69898
LAGUNILLAS,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,124,124
LAS CARRERAS,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,186,186
LLALLAGUA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,1023,1023
LLICA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,62,62
LORETO,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,30,30
MACHACAMARCA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,93,93
MACHARETI,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,155,155
MAGDALENA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,248,248
MAIRANA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,155,155
MAPIRI,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,122,122
MINEROS,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,186,186
MIZQUE,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,899,899
MOJINETE,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,31,31
MOJOCOYA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,320,320
MONTEAGUDO,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,1426,1426
MONTERO,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,4160,4160
MORO MORO,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,62,62
MOROCHATA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,186,186
OCURI,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,372,372
OKINAWA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,217,217
OMEREQUE,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,124,124
ORURO,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,14836,14836
PADILLA,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,465,465
PAILON,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,498,498
PALOS BLANCOS,internaciones dias camas,       dias camas disponibles otros servicios,2014-05-01,310,310
