municipality,group,variable,month,l 13.9 Días camas disponibles maternidad,TOTAL
EL PUENTE(TJA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,90,90
EL TORNO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,589,589
EL VILLAR,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,248,248
ENTRE RIOS TRJ,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,114,114
ENTRE RIOS CBBA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,434,434
ESCOMA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,124,124
EUCALIPTUS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,60,60
EXALTACION,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,31,31
FERNANDEZ ALONSO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,279,279
FILADELFIA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,31,31
GENERAL SAAVEDRA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,124,124
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,62,62
GUANAY,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,217,217
GUAQUI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,31,31
GUAYARAMERIN,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,622,622
GUTIERREZ,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,155,155
HUACARETA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,369,369
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,208,208
HUANUNI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,496,496
HUARACAJE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,31,31
HUARINA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,31,31
HUAYLLAMARCA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,124,124
HUMANATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,62,62
ICLA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,279,279
INCAHUASI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,310,310
INQUISIVI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,62,62
IRUPANA (VILLA DE LANZA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,93,93
IXIAMAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,62,62
JESUS DE MACHACA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,124,124
LA ASUNTA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,341,341
LA GUARDIA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,744,744
LA PAZ,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,13107,13107
LAGUNILLAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,62,62
LAJA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,155,155
LAS CARRERAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,217,217
LICOMA PAMPA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,31,31
LLALLAGUA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,372,372
LLICA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,62,62
MACHACAMARCA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,62,62
MACHARETI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,217,217
MAGDALENA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,124,124
MAIRANA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,93,93
MAPIRI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,154,154
MECAPACA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,62,62
MINEROS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,155,155
MIZQUE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,806,806
MOCOMOCO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,31,31
MOJOCOYA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,238,238
MONTEAGUDO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,675,675
MONTERO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,1302,1302
MORO MORO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,93,93
MOROCHATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,279,279
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,60,60
OCURI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,93,93
OKINAWA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,217,217
OMEREQUE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,279,279
ORURO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,3839,3839
PADILLA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,403,403
PAILON,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,400,400
PALOS BLANCOS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,217,217
PAMPA GRANDE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,62,62
PAPEL PAMPA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,62,62
PASORAPA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,155,155
PATACAMAYA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,310,310
PAZÑA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,31,31
POCOATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,93,93
POCONA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,527,527
POJO (CBBA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,310,310
POOPO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,93,93
POROMA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,651,651
PORONGO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,341,341
PORTACHUELO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,558,558
PORVENIR,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,93,93
POSTRER VALLE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,62,62
POTOSI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,2170,2170
PRESTO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,172,172
PUCARA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,31,31
PUCARANI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,155,155
PUERTO ACOSTA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,31,31
PUERTO GONZALO MORENO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,89,89
PUERTO QUIJARRO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,90,90
PUERTO RICO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,128,128
PUERTO SUAREZ,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,370,370
PUERTO VILLARROEL,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,1271,1271
PUNA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,124,124
PUNATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,713,713
QUILLACOLLO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,434,434
QUIME,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,62,62
QUIRUSILLAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,31,31
RAVELO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,62,62
REYES,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,93,93
RIBERALTA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,744,744
ROBORE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,401,401
RURRENABAQUE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,124,124
SABAYA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,31,31
SACABA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,1395,1395
SACABAMBA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,93,93
SACACA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,93,93
SAIPINA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,142,142
SALINAS DE GARCI MENDOZA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,155,155
SAMAIPATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,155,155
SAN ANDRES DE MACHACA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,30,30
SAN ANTONIO DE LOMERIO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,93,93
SAN BENITO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,186,186
SAN BORJA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,434,434
SAN BUENA VENTURA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,124,124
SAN CARLOS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,434,434
SAN IGNACIO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,434,434
SAN IGNACIO DE VELASCO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,1395,1395
SAN JAVIER(STC),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,310,310
SAN JOAQUIN,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,124,124
SAN JOSE DE CHIQUITOS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,806,806
SAN JUAN DE YAPACANI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,114,114
SAN JULIAN,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,589,589
SAN LORENZO(PND),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,27,27
SAN LUCAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,521,521
SAN MATIAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,249,249
SAN MIGUEL DE VELASCO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,155,155
SAN PEDRO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,303,303
SAN PEDRO DE BUENA VISTA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,31,31
SAN PEDRO DE CURAHUARA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,31,31
SAN RAFAEL,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,124,124
SAN RAMON BENI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,93,93
SAN RAMON SCZ,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,155,155
SANTA ANA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,248,248
SANTA CRUZ DE LA SIERRA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,23446,23446
SANTA ROSA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,93,93
SANTA ROSA DEL SARA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,434,434
SANTIAGO DE HUARI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,124,124
SANTIAGO DE MACHACA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,27,27
SANTIVAÑES,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,185,185
SANTUARIO DE QUILLACAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,31,31
SAPAHAQUI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,31,31
SENA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,84,84
SHINAOTA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,432,432
SICA SICA (VILLA AROMA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,124,124
SICAYA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,155,155
SIPE SIPE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,528,528
SOPACHUY,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,184,184
SORACACHI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,93,93
SORATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,124,124
SUCRE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,3947,3947
TACACHI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,62,62
TACOPAYA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,155,155
TAPACARI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,277,277
TARABUCO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,459,459
TARACO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,31,31
TARATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,279,279
TARIJA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,1364,1364
TARVITA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,767,767
TEOPONTE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,93,93
TIAWANACU,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,93,93
TIPUANI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,155,155
TIQUIPAYA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,558,558
