municipality,group,variable,month,l 13.7 Días camas ocupadas maternidad,TOTAL
TITO YUPANQUI (PARQUIPUJIO),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,1,1
TOCO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,4,4
TOLATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,4,4
TOLEDO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,10,10
TOMAVE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,5,5
TOMINA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,29,29
TORO TORO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,8,8
TOTORA(CBBA),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,44,44
TOTORA(ORR),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,8,8
TRIGAL,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,2,2
TRINIDAD,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,917,917
TUPIZA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,1191,1191
UMALA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,6,6
UNCIA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,33,33
URUBICHA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,13,13
UYUNI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,198,198
VACAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,8,8
VALLEGRANDE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,120,120
VIACHA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,86,86
VILA VILA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,5,5
VILLA CHARCAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,21,21
VILLA MONTES,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,155,155
VILLA RIVERO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,12,12
VILLA SERRANO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,25,25
VILLA TUNARI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,608,608
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,9,9
VILLAZON,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,179,179
VINTO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,168,168
VITICHI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,2,2
WARNES,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,248,248
YACO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,14,14
YACUIBA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,351,351
YAMPARAEZ,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,36,36
YANACACHI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,6,6
YAPACANI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,202,202
YOTALA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,57,57
ZUDAÑEZ,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-07-01,12,12
ACACIO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,4,4
ACHACACHI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,40,40
ACHOCALLA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,10,10
AIQUILE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,95,95
ALALAY,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,4,4
ALCALA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,7,7
ALTO BENI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,5,5
ANCORAIMES,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,5,5
ANDAMARCA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,31,31
ANTEQUERA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,4,4
ANZALDO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,1,1
APOLO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,22,22
ARANI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,11,11
ARBIETO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,15,15
ARQUE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,4,4
ASCENCION DE GUARAYOS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,139,139
ATOCHA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,116,116
AYO AYO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,34,34
AZURDUY,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,58,58
BATALLAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,12,12
BAURES,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,29,29
BELEN DE ANDAMARCA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,6,6
BERMEJO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,158,158
BETANZOS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,33,33
BOYUIBE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,10,10
BUENA VISTA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,13,13
CABEZAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,16,16
CAIROMA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,4,4
"CAIZA ""D""",internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,10,10
CAJUATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,28,28
CALAMARCA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,11,11
CAMARGO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,133,133
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,6,6
CAMIRI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,315,315
CAPINOTA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,18,18
CARACOLLO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,18,18
CARANAVI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,176,176
CARAPARI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,9,9
CARMEN RIVERO TORREZ,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,14,14
CHALLAPATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,126,126
CHAQUI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,8,8
CHARAGUA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,74,74
CHAYANTA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,14,14
CHIMORE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,24,24
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,118,118
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,16,16
CLIZA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,62,62
COBIJA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,504,504
COCAPATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,18,18
COCHABAMBA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,5553,5553
COLCAPIRHUA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,103,103
COLOMI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,44,44
COLPA BELGICA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,4,4
COLQUECHACA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,22,22
COLQUENCHA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,10,10
COLQUIRI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,1,1
COMARAPA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,110,110
CONCEPCION,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,86,86
COPACABANA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,10,10
CORIPATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,4,4
CORO CORO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,6,6
COROICO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,48,48
CORQUE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,4,4
COTAGAITA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,19,19
COTOCA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,122,122
CUATRO CAÑADAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,26,26
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,1,1
CUEVO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,6,6
CULPINA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,96,96
CURAHUARA DE CARANGAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,10,10
DESAGUADERO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,12,12
EL ALTO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,3600,3600
EL CHORO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,12,12
EL PUENTE(STC),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,34,34
EL PUENTE(TJA),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,2,2
EL TORNO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,203,203
EL VILLAR,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,9,9
ENTRE RIOS TRJ,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,55,55
ENTRE RIOS CBBA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,27,27
ESCOMA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,15,15
EUCALIPTUS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,10,10
EXALTACION,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,3,3
FERNANDEZ ALONSO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,20,20
FILADELFIA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,2,2
GENERAL SAAVEDRA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,8,8
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,2,2
GUANAY,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,36,36
GUAQUI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,2,2
GUAYARAMERIN,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,380,380
GUTIERREZ,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,24,24
HUACARETA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,24,24
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,3,3
HUACHACALLA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,3,3
HUANUNI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,78,78
HUARINA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,8,8
HUMANATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,2,2
ICHOCA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,3,3
ICLA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,18,18
INCAHUASI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,26,26
INQUISIVI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,8,8
IRUPANA (VILLA DE LANZA),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,19,19
IXIAMAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,8,8
JESUS DE MACHACA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,6,6
LA ASUNTA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,83,83
LA GUARDIA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,94,94
LA PAZ,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,5319,5319
LAGUNILLAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,10,10
LAJA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,6,6
LAS CARRERAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,16,16
LICOMA PAMPA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,4,4
LLALLAGUA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,225,225
LLICA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,6,6
LURIBAY,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,10,10
MACHACAMARCA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,15,15
MACHARETI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,3,3
MAGDALENA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,65,65
MAIRANA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,80,80
MALLA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,2,2
MAPIRI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,27,27
MECAPACA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,2,2
MINEROS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,34,34
MIZQUE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,121,121
MOCOMOCO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,2,2
MOJOCOYA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,9,9
MONTEAGUDO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,153,153
MONTERO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,692,692
MORO MORO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,6,6
MOROCHATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,25,25
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,1,1
OCURI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,35,35
OKINAWA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,34,34
OMEREQUE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,6,6
ORURO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,1589,1589
PADILLA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,79,79
PAILON,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,50,50
PALCA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,4,4
PALOS BLANCOS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,81,81
PAMPA GRANDE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,32,32
PAPEL PAMPA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,9,9
PASORAPA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,2,2
PATACAMAYA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,44,44
PAZÑA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,6,6
PELECHUCO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,4,4
POCOATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-08-01,13,13
