municipality,group,variable,month,l 13.8 Días camas ocupadas otros servicios,TOTAL
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,45,45
AZURDUY,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,71,71
BATALLAS,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,5,5
BAURES,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,32,32
BERMEJO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,815,815
BETANZOS,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,34,34
BOYUIBE,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,65,65
BUENA VISTA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,92,92
CABEZAS,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,23,23
CAMARGO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,579,579
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,1,1
CAMIRI,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,1401,1401
CAPINOTA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,51,51
CARACOLLO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,23,23
CARANAVI,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,522,522
CARAPARI,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,9,9
CARIPUYO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,2,2
CARMEN RIVERO TORREZ,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,14,14
CHALLAPATA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,283,283
CHARAGUA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,257,257
CHAYANTA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,12,12
CHIMORE,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,7,7
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,227,227
CLIZA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,33,33
COBIJA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,1845,1845
COCHABAMBA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,32694,32694
COLCAPIRHUA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,207,207
"COLCHA ""K""",internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,2,2
COLOMI,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,2,2
COLPA BELGICA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,61,61
COLQUIRI,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,5,5
COMARAPA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,138,138
CONCEPCION,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,102,102
COPACABANA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,6,6
CORO CORO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,3,3
COROICO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,331,331
COTAGAITA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,53,53
COTOCA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,207,207
CUATRO CAÑADAS,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,139,139
CUEVO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,6,6
CULPINA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,150,150
EL ALTO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,4697,4697
EL PUENTE(STC),internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,48,48
EL TORNO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,899,899
ENTRE RIOS TRJ,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,76,76
ENTRE RIOS CBBA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,11,11
ESCOMA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,71,71
EUCALIPTUS,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,3,3
EXALTACION,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,2,2
FERNANDEZ ALONSO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,63,63
FILADELFIA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,2,2
GENERAL SAAVEDRA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,17,17
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,4,4
GUANAY,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,6,6
GUAYARAMERIN,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,1603,1603
GUTIERREZ,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,83,83
HUACARETA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,35,35
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,2,2
HUACHACALLA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,7,7
HUANUNI,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,314,314
ICHOCA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,2,2
ICLA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,25,25
INCAHUASI,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,12,12
IRUPANA (VILLA DE LANZA),internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,33,33
IXIAMAS,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,21,21
JESUS DE MACHACA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,20,20
LA ASUNTA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,134,134
LA GUARDIA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,164,164
LA PAZ,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,47946,47946
LAGUNILLAS,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,17,17
LAS CARRERAS,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,3,3
LLALLAGUA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,360,360
LURIBAY,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,1,1
MACHARETI,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,18,18
MAGDALENA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,206,206
MAIRANA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,95,95
MAPIRI,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,35,35
MINEROS,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,141,141
MIZQUE,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,109,109
MOJOCOYA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,10,10
MONTEAGUDO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,441,441
MONTERO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,1601,1601
MOROCHATA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,5,5
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,3,3
OCURI,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,46,46
OKINAWA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,88,88
OMEREQUE,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,4,4
ORURO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,4238,4238
PADILLA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,225,225
PAILON,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,78,78
PALOS BLANCOS,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,208,208
PASORAPA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,3,3
PATACAMAYA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,54,54
PAZÑA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,2,2
PELECHUCO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,2,2
POCOATA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,4,4
POCONA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,1,1
POOPO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,2,2
POROMA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,12,12
PORTACHUELO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,477,477
PORVENIR,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,10,10
POSTRER VALLE,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,12,12
POTOSI,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,7685,7685
PRESTO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,10,10
PUCARA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,1,1
PUCARANI,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,66,66
PUERTO GONZALO MORENO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,18,18
PUERTO QUIJARRO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,109,109
PUERTO RICO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,9,9
PUERTO SILES,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,6,6
PUERTO SUAREZ,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,364,364
PUERTO VILLARROEL,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,388,388
PUNA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,39,39
PUNATA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,662,662
QUIABAYA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,1,1
QUILLACOLLO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,84,84
QUIME,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,12,12
QUIRUSILLAS,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,6,6
REYES,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,36,36
RIBERALTA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,3019,3019
ROBORE,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,140,140
RURRENABAQUE,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,410,410
SACABA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,728,728
SACABAMBA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,10,10
SACACA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,54,54
SAIPINA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,21,21
SALINAS DE GARCI MENDOZA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,5,5
SAMAIPATA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,101,101
SAN ANTONIO DE LOMERIO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,27,27
SAN BENITO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,35,35
SAN BORJA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,307,307
SAN BUENA VENTURA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,95,95
SAN CARLOS,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,1462,1462
SAN IGNACIO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,215,215
SAN IGNACIO DE VELASCO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,1255,1255
SAN JAVIER(STC),internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,74,74
SAN JOAQUIN,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,63,63
SAN JOSE DE CHIQUITOS,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,377,377
SAN JUAN DE YAPACANI,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,525,525
SAN JULIAN,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,423,423
SAN LORENZO(PND),internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,24,24
SAN LUCAS,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,74,74
SAN MATIAS,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,42,42
SAN MIGUEL DE VELASCO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,49,49
SAN PEDRO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,1451,1451
SAN PEDRO DE BUENA VISTA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,38,38
SAN RAFAEL,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,74,74
SAN RAMON BENI,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,61,61
SAN RAMON SCZ,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,52,52
SANTA ANA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,268,268
SANTA CRUZ DE LA SIERRA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,35519,35519
SANTA ROSA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,107,107
SANTA ROSA DEL SARA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,28,28
SENA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,24,24
SHINAOTA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,143,143
SOPACHUY,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,128,128
SORATA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,24,24
SUCRE,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,25997,25997
TAPACARI,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,31,31
TARABUCO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,112,112
TARIJA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-08-01,9424,9424
