municipality,group,variable,month,l 1310 Días camas disponibles otros servicios,TOTAL
INCAHUASI,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,272,272
IRUPANA (VILLA DE LANZA),internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,372,372
IXIAMAS,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,186,186
JESUS DE MACHACA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,403,403
LA ASUNTA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,207,207
LA GUARDIA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,1147,1147
LA PAZ,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,67118,67118
LAGUNILLAS,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,155,155
LAS CARRERAS,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,155,155
LLALLAGUA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,1023,1023
LLICA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,62,62
LURIBAY,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,186,186
MACHACAMARCA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,62,62
MACHARETI,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,465,465
MAGDALENA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,248,248
MAIRANA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,62,62
MALLA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,62,62
MAPIRI,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,124,124
MINEROS,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,310,310
MIZQUE,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,899,899
MOJOCOYA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,331,331
MONTEAGUDO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,1426,1426
MONTERO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,2852,2852
MORO MORO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,93,93
MOROCHATA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,279,279
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,57,57
OCURI,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,124,124
OKINAWA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,420,420
OMEREQUE,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,124,124
ORURO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,11469,11469
PADILLA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,465,465
PAILON,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,322,322
PALOS BLANCOS,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,465,465
PASORAPA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,93,93
PATACAMAYA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,403,403
PAZÑA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,151,151
PELECHUCO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,62,62
POCOATA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,124,124
POCONA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,279,279
POJO (CBBA),internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,217,217
POOPO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,93,93
POROMA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,589,589
PORONGO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,341,341
PORTACHUELO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,1054,1054
PORVENIR,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,93,93
POSTRER VALLE,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,62,62
POTOSI,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,11346,11346
PRESTO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,300,300
PUCARA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,62,62
PUCARANI,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,155,155
PUERTO CARABUCO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,62,62
PUERTO GONZALO MORENO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,43,43
PUERTO RICO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,22,22
PUERTO SILES,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,25,25
PUERTO SUAREZ,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,1457,1457
PUERTO VILLARROEL,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,1178,1178
PUNA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,124,124
PUNATA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,1581,1581
QUIABAYA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,30,30
QUILLACOLLO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,713,713
QUIME,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,186,186
QUIRUSILLAS,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,31,31
RAVELO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,62,62
REYES,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,186,186
RIBERALTA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,3007,3007
ROBORE,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,1411,1411
RURRENABAQUE,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,403,403
SABAYA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,124,124
SACABA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,2139,2139
SACABAMBA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,217,217
SACACA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,310,310
SAIPINA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,134,134
SALINAS DE GARCI MENDOZA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,88,88
SAMAIPATA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,90,90
SAN ANDRES,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,1,1
SAN ANTONIO DE LOMERIO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,124,124
SAN BENITO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,124,124
SAN BORJA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,554,554
SAN BUENA VENTURA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,217,217
SAN CARLOS,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,2604,2604
SAN IGNACIO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,682,682
SAN IGNACIO DE VELASCO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,2945,2945
SAN JAVIER(STC),internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,310,310
SAN JOAQUIN,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,124,124
SAN JOSE DE CHIQUITOS,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,1240,1240
SAN JULIAN,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,1116,1116
SAN LORENZO(PND),internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,69,69
SAN LUCAS,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,644,644
SAN MATIAS,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,620,620
SAN MIGUEL DE VELASCO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,217,217
SAN PEDRO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,577,577
SAN PEDRO DE BUENA VISTA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,155,155
SAN RAFAEL,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,248,248
SAN RAMON BENI,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,124,124
SAN RAMON SCZ,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,93,93
SANTA ANA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,434,434
SANTA CRUZ DE LA SIERRA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,45534,45534
SANTA ROSA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,186,186
SANTA ROSA DEL SARA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,186,186
SANTIAGO DE HUARI,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,217,217
SANTIAGO DE MACHACA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,62,62
SANTIVAÑES,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,310,310
SENA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,100,100
SHINAOTA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,651,651
SICA SICA (VILLA AROMA),internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,31,31
SICAYA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,31,31
SIPE SIPE,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,186,186
SOPACHUY,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,805,805
SORATA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,620,620
SUCRE,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,35723,35723
TACACOMA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,154,154
TACOPAYA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,155,155
TAPACARI,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,93,93
TARABUCO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,527,527
TARATA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,155,155
TARIJA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,12486,12486
TARVITA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,620,620
TEOPONTE,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,62,62
TIPUANI,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,248,248
TIQUIPAYA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,744,744
TIRAQUE (CBBA),internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,93,93
TOCO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,93,93
TOLATA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,62,62
TOLEDO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,124,124
TOMAVE,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,62,62
TOMINA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,620,620
TORO TORO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,31,31
TOTORA(CBBA),internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,682,682
TRIGAL,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-08-01,62,62
