,group,variable,month,TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,TOTALES
SHINAOTA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,41,0,41
SICA SICA (VILLA AROMA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,27,0,27
SICAYA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,3,0,3
SIPE SIPE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,97,0,97
SOPACHUY,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,7,2,9
SORACACHI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,8,0,8
SORATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,26,1,27
SUCRE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,680,11,691
TACACHI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,3,0,3
TACACOMA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,3,0,3
TACOBAMBA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,8,4,12
TACOPAYA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,4,0,4
TAHUA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,0,1,1
TAPACARI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,15,2,17
TARABUCO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,22,10,32
TARACO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,2,0,2
TARATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,9,0,9
TARIJA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,331,4,335
TARVITA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,24,10,34
TEOPONTE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,15,4,19
TIAWANACU,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,9,1,10
TINGUIPAYA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,18,4,22
TIPUANI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,8,0,8
TIQUIPAYA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,97,0,97
TIRAQUE (CBBA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,19,0,19
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,1,0,1
TOCO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,3,0,3
TOLATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,10,0,10
TOLEDO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,5,0,5
TOMAVE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,11,4,15
TOMINA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,8,1,9
TORO TORO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,9,2,11
TOTORA(CBBA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,27,2,29
TOTORA(ORR),consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,2,0,2
TRINIDAD,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,286,3,289
TUPIZA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,44,18,62
TURCO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,4,0,4
UMALA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,5,3,8
UNCIA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,27,1,28
URIONDO (A. CONCEPCION),consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,27,0,27
URUBICHA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,18,0,18
UYUNI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,59,0,59
VACAS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,4,1,5
VALLEGRANDE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,23,1,24
VIACHA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,71,0,71
VILA VILA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,4,0,4
VILLA CHARCAS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,10,7,17
VILLA MONTES,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,78,1,79
VILLA NUEVA (LOMA ALTA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,1,0,1
VILLA RIVERO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,4,3,7
VILLA SERRANO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,17,5,22
VILLA TUNARI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,109,1,110
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,16,1,17
VILLAZON,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,60,2,62
VINTO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,130,0,130
VITICHI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,12,2,14
WALDO BALLIVIAN,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,2,0,2
WARNES,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,185,0,185
YACO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,4,3,7
YACUIBA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,98,0,98
YAMPARAEZ,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,13,0,13
YANACACHI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,4,0,4
YAPACANI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,60,2,62
YOCALLA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,7,1,8
YOTALA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,11,1,12
YUNCHARA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,1,5,6
ZUDAÑEZ,consultas prenatales, mujeres con 4ta consulta prenatal,2014-04-01,10,1,11
ACACIO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,7,2,9
ACHACACHI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,49,1,50
ACHOCALLA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,13,7,20
AIQUILE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,41,0,41
ALALAY,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,4,2,6
ALCALA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,2,0,2
ALTO BENI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,7,0,7
ANCORAIMES,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,15,1,16
ANDAMARCA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,2,2,4
ANTEQUERA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,3,1,4
ANZALDO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,7,0,7
APOLO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,38,5,43
ARAMPAMPA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,1,2,3
ARANI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,12,1,13
ARBIETO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,11,0,11
ARQUE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,6,0,6
ASCENCION DE GUARAYOS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,56,0,56
ATOCHA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,11,1,12
AUCAPATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,3,1,4
AYATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,5,1,6
AYO AYO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,11,0,11
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,25,5,30
AZURDUY,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,11,4,15
BATALLAS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,18,3,21
BAURES,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,6,0,6
BELEN DE ANDAMARCA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,1,0,1
BELLA FLOR,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,4,0,4
BERMEJO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,69,2,71
BETANZOS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,37,4,41
BOLIVAR,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,3,0,3
BOLPEBRA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,2,0,2
BOYUIBE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,1,2,3
BUENA VISTA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,33,0,33
CABEZAS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,28,0,28
CAIROMA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,10,0,10
"CAIZA ""D""",consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,13,1,14
CAJUATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,11,1,12
CALACOTO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,0,1,1
CALAMARCA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,8,0,8
CAMARGO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,30,1,31
CAMATAQUI (C. VILLA ABECIA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,2,0,2
CAMIRI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,52,1,53
CAPINOTA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,27,0,27
CAQUIAVIRI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,3,0,3
CARACOLLO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,22,0,22
CARANAVI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,86,1,87
CARAPARI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,23,2,25
CARIPUYO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,4,1,5
CARMEN RIVERO TORREZ,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,9,0,9
CATACORA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,1,0,1
CHACARILLA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,1,1,2
CHALLAPATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,39,1,40
CHAQUI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,6,0,6
CHARAGUA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,40,1,41
CHAYANTA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,13,5,18
CHIMORE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,55,2,57
CHIPAYA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,27,0,27
CHUMA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,7,2,9
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,8,0,8
CKOCHAS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,13,2,15
CLIZA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,27,2,29
COBIJA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,101,0,101
COCAPATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,6,8,14
COCHABAMBA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,1197,0,1197
COIPASA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,3,0,3
COLCAPIRHUA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,84,0,84
"COLCHA ""K""",consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,15,0,15
COLLANA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,4,0,4
COLOMI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,23,0,23
COLPA BELGICA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,11,0,11
COLQUECHACA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,21,6,27
COLQUENCHA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,13,0,13
COLQUIRI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,7,7,14
COMANCHE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,2,1,3
COMARAPA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,25,0,25
COMBAYA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,2,1,3
CONCEPCION,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,26,3,29
COPACABANA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,7,2,9
CORIPATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,24,0,24
CORO CORO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,4,0,4
COROICO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,26,0,26
CORQUE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,2,1,3
COTAGAITA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,28,7,35
COTOCA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,135,0,135
CUATRO CAÑADAS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,21,0,21
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,1,0,1
CUEVO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,2,0,2
CULPINA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,29,3,32
CURAHUARA DE CARANGAS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,7,0,7
CURVA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,2,0,2
DESAGUADERO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,8,0,8
EL ALTO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,1133,77,1210
EL CHORO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,4,1,5
EL PUENTE(STC),consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,9,0,9
EL PUENTE(TJA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,15,0,15
EL TORNO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,145,0,145
EL VILLAR,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,7,0,7
ENTRE RIOS TRJ,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,28,1,29
ENTRE RIOS CBBA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,98,0,98
ESCOMA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,6,0,6
EUCALIPTUS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,3,0,3
EUREKA (SANTOS MERCADO),consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,1,0,1
FERNANDEZ ALONSO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,14,0,14
FILADELFIA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,4,1,5
GENERAL SAAVEDRA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,23,0,23
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,6,0,6
GUANAY,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,17,2,19
GUAQUI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,3,2,5
GUAYARAMERIN,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,115,0,115
GUTIERREZ,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,15,3,18
HUACARETA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,9,4,13
HUACAYA (VILLA DE HUACAYA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,1,1,2
HUACHACALLA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,1,0,1
HUANUNI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,37,0,37
HUARACAJE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,5,0,5
HUARINA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,4,0,4
HUATAJATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,1,0,1
HUMANATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,0,5,5
ICLA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,15,5,20
INCAHUASI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,6,8,14
INGAVI (HUMAITA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,1,0,1
INQUISIVI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,5,0,5
IRUPANA (VILLA DE LANZA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,19,0,19
IXIAMAS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,5,0,5
JESUS DE MACHACA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,29,0,29
LA ASUNTA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,62,0,62
LA GUARDIA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,81,1,82
LA PAZ,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,1048,1,1049
LAGUNILLAS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,7,0,7
LAJA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,18,0,18
LAS CARRERAS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,7,0,7
LICOMA PAMPA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,1,0,1
LLALLAGUA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,67,0,67
LLICA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,4,1,5
LORETO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,4,0,4
LURIBAY,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,4,0,4
MACHACAMARCA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,2,0,2
MACHARETI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,14,1,15
MAGDALENA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,19,3,22
MAIRANA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,14,0,14
MALLA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,4,1,5
MAPIRI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,31,0,31
MECAPACA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,13,3,16
MINEROS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,42,0,42
MIZQUE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,31,0,31
MOCOMOCO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,7,5,12
MOJOCOYA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,9,3,12
MONTEAGUDO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,45,0,45
MONTERO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,195,0,195
MORO MORO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,2,1,3
MOROCHATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,14,2,16
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,6,0,6
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,4,1,5
OCURI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,8,9,17
OKINAWA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,24,0,24
OMEREQUE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,6,0,6
ORURO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,486,0,486
PADCAYA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,21,1,22
PADILLA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,12,2,14
PAILON,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,7,0,7
PALCA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,18,0,18
PALOS BLANCOS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,46,0,46
PAMPA AULLAGAS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,6,0,6
PAMPA GRANDE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,10,0,10
PAPEL PAMPA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,5,1,6
PASORAPA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,6,0,6
PATACAMAYA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-05-01,51,0,51
