,group,variable,month,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,TOTALES,TOTALES,TOTALES
MACHACAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,22,46,22,46,68
MACHARETI,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,22,68,22,68,90
MAGDALENA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,18,111,18,111,129
MAIRANA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,18,103,18,103,121
MALLA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,2,38,2,38,40
MAPIRI,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,16,198,16,198,214
MECAPACA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,31,73,31,73,104
MINEROS,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,24,183,24,183,207
MIZQUE,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,84,198,84,198,282
MOCOMOCO,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,15,96,15,96,111
MOJINETE,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,1,8,1,8,9
MOJOCOYA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,13,91,13,91,104
MONTEAGUDO,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,57,344,57,344,401
MONTERO,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,187,857,187,857,1044
MORO MORO,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,3,31,3,31,34
MOROCHATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,193,126,193,126,319
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,2,23,2,23,25
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,2,3,2,3,5
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,0,15,0,15,15
OCURI,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,72,606,72,606,678
OKINAWA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,23,140,23,140,163
OMEREQUE,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,8,50,8,50,58
ORURO,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,1118,1847,1118,1847,2965
PADCAYA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,43,141,43,141,184
PADILLA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,19,127,19,127,146
PAILON,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,41,175,41,175,216
PALCA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,37,75,37,75,112
PALOS BLANCOS,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,91,154,91,154,245
PAMPA AULLAGAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,2,26,2,26,28
PAMPA GRANDE,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,8,58,8,58,66
PAPEL PAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,23,40,23,40,63
PASORAPA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,5,34,5,34,39
PATACAMAYA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,37,96,37,96,133
PAZÑA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,10,71,10,71,81
PELECHUCO,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,18,63,18,63,81
POCOATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,41,224,41,224,265
POCONA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,96,32,96,32,128
POJO (CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,47,83,47,83,130
POOPO,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,7,45,7,45,52
PORCO,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,100,46,100,46,146
POROMA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,47,218,47,218,265
PORONGO,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,82,28,82,28,110
PORTACHUELO,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,41,204,41,204,245
PORVENIR,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,14,58,14,58,72
POSTRER VALLE,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,2,19,2,19,21
POTOSI,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,877,1509,877,1509,2386
PRESTO,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,23,148,23,148,171
PUCARA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,1,21,1,21,22
PUCARANI,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,46,220,46,220,266
PUERTO ACOSTA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,73,161,73,161,234
PUERTO CARABUCO,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,32,125,32,125,157
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,14,41,14,41,55
PUERTO PEREZ,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,11,39,11,39,50
PUERTO QUIJARRO,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,52,99,52,99,151
PUERTO RICO,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,25,127,25,127,152
PUERTO SILES,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,18,2,18,2,20
PUERTO SUAREZ,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,21,144,21,144,165
PUERTO VILLARROEL,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,122,394,122,394,516
PUNA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,96,363,96,363,459
PUNATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,269,112,269,112,381
QUIABAYA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,2,9,2,9,11
QUILLACOLLO,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,713,313,713,313,1026
QUIME,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,15,118,15,118,133
QUIRUSILLAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,3,11,3,11,14
RAVELO,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,55,295,55,295,350
REYES,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,13,125,13,125,138
RIBERALTA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,512,1349,512,1349,1861
ROBORE,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,42,94,42,94,136
RURRENABAQUE,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,45,171,45,171,216
SABAYA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,8,32,8,32,40
SACABA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,541,711,541,711,1252
SACABAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,17,27,17,27,44
SACACA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,34,210,34,210,244
SAIPINA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,10,51,10,51,61
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,10,110,10,110,120
SAMAIPATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,10,80,10,80,90
SAN AGUSTIN,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,5,21,5,21,26
SAN ANDRES,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,38,55,38,55,93
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,8,29,8,29,37
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,3,8,3,8,11
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,18,113,18,113,131
SAN BENITO,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,51,62,51,62,113
SAN BORJA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,120,517,120,517,637
SAN BUENA VENTURA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,26,82,26,82,108
SAN CARLOS,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,39,249,39,249,288
SAN IGNACIO,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,70,287,70,287,357
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,161,630,161,630,791
SAN JAVIER(BNI),control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,12,15,12,15,27
SAN JAVIER(STC),control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,26,157,26,157,183
SAN JOAQUIN,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,25,47,25,47,72
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,64,69,64,69,133
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,27,152,27,152,179
SAN JULIAN,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,96,184,96,184,280
SAN LORENZO(PND),control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,7,51,7,51,58
SAN LORENZO(TJA),control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,24,176,24,176,200
SAN LUCAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,93,654,93,654,747
SAN MATIAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,67,108,67,108,175
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,13,91,13,91,104
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,2,24,2,24,26
SAN PEDRO,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,42,164,42,164,206
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,48,277,48,277,325
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,10,60,10,60,70
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,9,0,9,0,9
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,3,26,3,26,29
SAN PEDRO(PND),control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,7,32,7,32,39
SAN RAFAEL,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,9,83,9,83,92
SAN RAMON,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,13,65,13,65,78
SAN RAMON,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,6,58,6,58,64
SANTA ANA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,110,222,110,222,332
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,2673,3341,2673,3341,6014
SANTA ROSA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,36,122,36,122,158
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,24,113,24,113,137
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,12,24,12,24,36
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,11,62,11,62,73
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,6,22,6,22,28
SANTIVAÑES,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,12,40,12,40,52
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,3,30,3,30,33
SAPAHAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,13,79,13,79,92
SENA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,2,24,2,24,26
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,50,214,50,214,264
SICAYA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,6,5,6,5,11
SIPE SIPE,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,145,500,145,500,645
SOPACHUY,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,23,139,23,139,162
SORACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,23,75,23,75,98
SORATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,43,117,43,117,160
SUCRE,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,862,1581,862,1581,2443
TACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,2,7,2,7,9
TACACOMA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,22,51,22,51,73
TACOBAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,18,101,18,101,119
TACOPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,18,73,18,73,91
TAHUA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,2,8,2,8,10
TAPACARI,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,130,293,130,293,423
TARABUCO,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,13,278,13,278,291
TARACO,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,20,32,20,32,52
TARATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,46,58,46,58,104
TARIJA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,1167,1603,1167,1603,2770
TARVITA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,22,307,22,307,329
TEOPONTE,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,26,114,26,114,140
TIAWANACU,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,23,95,23,95,118
TINGUIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,37,123,37,123,160
TIPUANI,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,27,118,27,118,145
TIQUIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,202,121,202,121,323
TIRAQUE (CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,316,200,316,200,516
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,2,11,2,11,13
TOCO,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,14,21,14,21,35
TODOS SANTOS,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,0,1,0,1,1
TOLATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,6,40,6,40,46
TOLEDO,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,5,30,5,30,35
TOMAVE,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,25,95,25,95,120
TOMINA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,22,134,22,134,156
TORO TORO,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,29,184,29,184,213
TOTORA(CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,28,43,28,43,71
TOTORA(ORR),control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,8,36,8,36,44
TRIGAL,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,4,19,4,19,23
TRINIDAD,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,726,550,726,550,1276
TUPIZA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,58,423,58,423,481
TURCO,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,5,50,5,50,55
UMALA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,14,77,14,77,91
UNCIA,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,78,191,78,191,269
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,48,176,48,176,224
UYUNI,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,44,250,44,250,294
VACAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,11,57,11,57,68
VALLEGRANDE,control de crecimiento infantil,control del nino menor de 1 ano,2008-05-01,32,192,32,192,224
