,group,variable,month,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,TOTALES,TOTALES,TOTALES
CUATRO CAÑADAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,51,238,51,238,289
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,10,3,10,3,13
CUEVO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,0,43,0,43,43
CULPINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,75,253,75,253,328
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,0,42,0,42,42
CURVA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,8,15,8,15,23
DESAGUADERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,0,29,0,29,29
EL ALTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,1139,2666,1139,2666,3805
EL CHORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,6,36,6,36,42
EL PUENTE(STC),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,53,72,53,72,125
EL PUENTE(TJA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,4,97,4,97,101
EL TORNO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,145,94,145,94,239
EL VILLAR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,0,91,0,91,91
ENTRE RIOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,176,153,176,153,329
ENTRE RIOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,17,177,17,177,194
EUCALIPTUS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,1,50,1,50,51
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,5,0,5,0,5
EXALTACION,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,2,14,2,14,16
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,0,93,0,93,93
FILADELFIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,32,0,32,0,32
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,29,208,29,208,237
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,1,100,1,100,101
GUANAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,0,135,0,135,135
GUAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,17,40,17,40,57
GUAYARAMERIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,1,317,1,317,318
GUTIERREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,23,298,23,298,321
HUACARETA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,39,105,39,105,144
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,7,15,7,15,22
HUACHACALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,1,13,1,13,14
HUANUNI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,1,143,1,143,144
HUARACAJE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,0,31,0,31,31
HUAYLLAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,4,40,4,40,44
ICHOCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,1,19,1,19,20
ICLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,29,170,29,170,199
INCAHUASI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,80,351,80,351,431
INGAVI (HUMAITA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,8,10,8,10,18
INQUISIVI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,6,82,6,82,88
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,5,183,5,183,188
IXIAMAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,4,59,4,59,63
JESUS DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,27,100,27,100,127
LA ASUNTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,5,136,5,136,141
LA GUARDIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,11,366,11,366,377
LA PAZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,937,2390,937,2390,3327
LAGUNILLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,2,119,2,119,121
LAJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,0,190,0,190,190
LAS CARRERAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,8,51,8,51,59
LICOMA PAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,10,29,10,29,39
LLALLAGUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,49,265,49,265,314
LLICA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,2,27,2,27,29
LORETO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,6,24,6,24,30
LURIBAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,12,88,12,88,100
MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,20,18,20,18,38
MACHARETI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,67,40,67,40,107
MAGDALENA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,3,81,3,81,84
MAIRANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,0,60,0,60,60
MALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,1,23,1,23,24
MAPIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,0,155,0,155,155
MECAPACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,31,38,31,38,69
MINEROS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,10,169,10,169,179
MIZQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,120,93,120,93,213
MOCOMOCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,18,67,18,67,85
MOJOCOYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,17,85,17,85,102
MONTEAGUDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,182,140,182,140,322
MONTERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,244,522,244,522,766
MORO MORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,4,15,4,15,19
MOROCHATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,69,88,69,88,157
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,10,20,10,20,30
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,0,1,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,1,10,1,10,11
OCURI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,25,313,25,313,338
OKINAWA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,29,90,29,90,119
OMEREQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,1,40,1,40,41
ORURO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,298,1321,298,1321,1619
PADCAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,0,114,0,114,114
PADILLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,9,70,9,70,79
PAILON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,4,149,4,149,153
PALCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,31,71,31,71,102
PALOS BLANCOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,19,239,19,239,258
PAMPA AULLAGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,0,37,0,37,37
PAMPA GRANDE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,0,42,0,42,42
PAPEL PAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,4,25,4,25,29
PASORAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,0,35,0,35,35
PATACAMAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,76,150,76,150,226
PAZÑA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,0,64,0,64,64
PELECHUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,4,52,4,52,56
POCOATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,1,216,1,216,217
POCONA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,38,49,38,49,87
POJO (CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,5,46,5,46,51
POOPO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,5,25,5,25,30
PORCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,0,58,0,58,58
POROMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,122,76,122,76,198
PORONGO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,29,18,29,18,47
PORTACHUELO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,0,138,0,138,138
PORVENIR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,44,0,44,0,44
POSTRER VALLE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,0,8,0,8,8
POTOSI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,88,951,88,951,1039
PRESTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,53,88,53,88,141
PUCARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,0,8,0,8,8
PUCARANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,0,135,0,135,135
PUERTO ACOSTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,19,90,19,90,109
PUERTO CARABUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,33,63,33,63,96
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,8,64,8,64,72
PUERTO PEREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,1,43,1,43,44
PUERTO QUIJARRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,5,61,5,61,66
PUERTO RICO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,25,0,25,0,25
PUERTO SILES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,2,0,2,0,2
PUERTO SUAREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,38,51,38,51,89
PUERTO VILLARROEL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,177,240,177,240,417
PUNA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,26,327,26,327,353
PUNATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,149,181,149,181,330
QUIABAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,14,1,14,1,15
QUILLACOLLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,274,209,274,209,483
QUIME,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,10,69,10,69,79
QUIRUSILLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,0,10,0,10,10
RAVELO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,1,413,1,413,414
REYES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,4,90,4,90,94
RIBERALTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,186,977,186,977,1163
ROBORE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,4,123,4,123,127
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,7,143,7,143,150
SABAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,0,21,0,21,21
SACABA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,162,198,162,198,360
SACABAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,3,28,3,28,31
SACACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,13,339,13,339,352
SAIPINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,0,43,0,43,43
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,3,105,3,105,108
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,0,60,0,60,60
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,0,11,0,11,11
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,31,65,31,65,96
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,1,27,1,27,28
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,5,4,5,4,9
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,13,116,13,116,129
SAN BENITO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,19,33,19,33,52
SAN BORJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,5,417,5,417,422
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,5,59,5,59,64
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,0,180,0,180,180
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,138,94,138,94,232
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,142,414,142,414,556
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,13,10,13,10,23
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,48,62,48,62,110
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,11,55,11,55,66
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,26,99,26,99,125
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,0,233,0,233,233
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,182,190,182,190,372
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,60,0,60,0,60
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,8,99,8,99,107
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,124,593,124,593,717
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,18,71,18,71,89
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,12,35,12,35,47
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,0,50,0,50,50
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,21,165,21,165,186
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,6,292,6,292,298
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-03-01,1,39,1,39,40
