,group,variable,month,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,TOTALES,TOTALES,TOTALES
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,10,286,10,286,296
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,1187,0,1187,0,1187
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,25,94,25,94,119
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,5,90,5,90,95
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,2,37,2,37,39
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,18,177,18,177,195
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,5,336,5,336,341
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,0,44,0,44,44
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,0,9,0,9,9
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,0,43,0,43,43
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,25,11,25,11,36
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,9,106,9,106,115
SAN RAMON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,18,23,18,23,41
SAN RAMON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,32,23,32,23,55
SANTA ANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,17,102,17,102,119
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,2243,2877,2243,2877,5120
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,85,1,85,1,86
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,0,179,0,179,179
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,0,7,0,7,7
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,0,114,0,114,114
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,0,15,0,15,15
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,15,62,15,62,77
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,0,76,0,76,76
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,7,197,7,197,204
SENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,7,0,7,0,7
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,0,155,0,155,155
SICAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,4,22,4,22,26
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,68,241,68,241,309
SOPACHUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,233,0,233,0,233
SORACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,22,82,22,82,104
SORATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,9,132,9,132,141
SUCRE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,1522,0,1522,0,1522
TACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,0,9,0,9,9
TACACOMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,34,58,34,58,92
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,0,76,0,76,76
TACOPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,6,184,6,184,190
TAHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,0,4,0,4,4
TAPACARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,80,131,80,131,211
TARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,820,0,820,0,820
TARACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,7,20,7,20,27
TARATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,15,44,15,44,59
TARIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,766,598,766,598,1364
TARVITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,673,0,673,0,673
TEOPONTE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,0,114,0,114,114
TIAWANACU,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,0,73,0,73,73
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,11,99,11,99,110
TIPUANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,0,74,0,74,74
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,160,112,160,112,272
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,195,154,195,154,349
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,0,27,0,27,27
TOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,9,58,9,58,67
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,0,2,0,2,2
TOLATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,0,22,0,22,22
TOLEDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,9,23,9,23,32
TOMAVE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,9,94,9,94,103
TOMINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,391,0,391,0,391
TORO TORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,5,196,5,196,201
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,22,37,22,37,59
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,4,53,4,53,57
TRIGAL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,1,38,1,38,39
TRINIDAD,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,390,454,390,454,844
TUPIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,0,578,0,578,578
TURCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,2,22,2,22,24
UMALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,0,64,0,64,64
UNCIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,52,85,52,85,137
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,36,204,36,204,240
UYUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,0,150,0,150,150
VACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,10,26,10,26,36
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,19,135,19,135,154
VIACHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,97,169,97,169,266
VILA VILA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,10,56,10,56,66
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,31,346,31,346,377
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,2,11,2,11,13
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,8,9,8,9,17
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,262,7,262,7,269
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,239,508,239,508,747
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,213,0,213,0,213
VILLAZON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,0,523,0,523,523
VINTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,150,97,150,97,247
VITICHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,17,0,17,0,17
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,0,16,0,16,16
WARNES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,328,202,328,202,530
YACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,7,91,7,91,98
YACUIBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,33,410,33,410,443
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,377,0,377,0,377
YANACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,8,36,8,36,44
YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,1,321,1,321,322
YOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,16,85,16,85,101
YOTALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,36,0,36,0,36
YUNCHARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,56,109,56,109,165
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-01-01,216,0,216,0,216
ACACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,4,162,4,162,166
ACHACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,41,536,41,536,577
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,43,42,43,42,85
AIQUILE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,22,289,22,289,311
ALALAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,5,33,5,33,38
ALCALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,3,148,3,148,151
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,0,170,0,170,170
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,5,45,5,45,50
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,6,95,6,95,101
ANZALDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,60,44,60,44,104
APOLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,90,166,90,166,256
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,3,118,3,118,121
ARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,17,21,17,21,38
ARBIETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,21,90,21,90,111
ARQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,4,178,4,178,182
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,535,0,535,0,535
ATOCHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,0,174,0,174,174
AUCAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,23,3,23,3,26
AYATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,14,58,14,58,72
AYO AYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,2,57,2,57,59
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,56,221,56,221,277
AZURDUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,203,397,203,397,600
BATALLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,7,132,7,132,139
BAURES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,1,91,1,91,92
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,2,19,2,19,21
BELEN DE URMIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,0,38,0,38,38
BELLA FLOR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,24,0,24,0,24
BERMEJO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,932,72,932,72,1004
BETANZOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,3,476,3,476,479
BOLIVAR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,13,149,13,149,162
BOLPEBRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,19,0,19,0,19
BOYUIBE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,24,37,24,37,61
BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,0,162,0,162,162
CABEZAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,28,258,28,258,286
CAIROMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,0,155,0,155,155
"CAIZA ""D""",control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,10,100,10,100,110
CAJUATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,16,97,16,97,113
CALACOTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,2,38,2,38,40
CALAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,5,163,5,163,168
CAMARGO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,95,182,95,182,277
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,40,48,40,48,88
CAMIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,112,492,112,492,604
CAPINOTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,124,107,124,107,231
CAQUIAVIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,0,57,0,57,57
CARACOLLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,17,57,17,57,74
CARANAVI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,75,531,75,531,606
CARANGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,3,0,3,0,3
CARAPARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,3,214,3,214,217
CARIPUYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,3,285,3,285,288
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,15,44,15,44,59
CATACORA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,3,38,3,38,41
CHALLAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,31,234,31,234,265
CHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,1,112,1,112,113
CHARAGUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,83,390,83,390,473
CHARAÑA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,3,7,3,7,10
CHAYANTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,17,190,17,190,207
CHIMORE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,73,68,73,68,141
CHIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,0,22,0,22,22
CHOQUE COTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,0,14,0,14,14
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-02-01,1,55,1,55,56
