,group,variable,month,13. 2 INGRESOS ESPONTÁNEOS CANTIDAD,13. 2 INGRESOS ESPONTÁNEOS CANTIDAD,TOTALES,TOTALES,TOTALES
SANTA ROSA DEL SARA,internaciones,2      ingresos espontaneos,2014-11-01,22,45,22,45,67
SANTIAGO DE HUARI,internaciones,2      ingresos espontaneos,2014-11-01,0,1,0,1,1
SANTIAGO DE HUATA,internaciones,2      ingresos espontaneos,2014-11-01,0,3,0,3,3
SANTIVAÑES,internaciones,2      ingresos espontaneos,2014-11-01,0,2,0,2,2
SANTUARIO DE QUILLACAS,internaciones,2      ingresos espontaneos,2014-11-01,0,1,0,1,1
SAPAHAQUI,internaciones,2      ingresos espontaneos,2014-11-01,0,3,0,3,3
SENA,internaciones,2      ingresos espontaneos,2014-11-01,9,19,9,19,28
SHINAOTA,internaciones,2      ingresos espontaneos,2014-11-01,26,77,26,77,103
SIPE SIPE,internaciones,2      ingresos espontaneos,2014-11-01,0,44,0,44,44
SOPACHUY,internaciones,2      ingresos espontaneos,2014-11-01,5,13,5,13,18
SORACACHI,internaciones,2      ingresos espontaneos,2014-11-01,0,1,0,1,1
SORATA,internaciones,2      ingresos espontaneos,2014-11-01,4,11,4,11,15
SUCRE,internaciones,2      ingresos espontaneos,2014-11-01,1453,2222,1453,2222,3675
TACACOMA,internaciones,2      ingresos espontaneos,2014-11-01,0,9,0,9,9
TACOPAYA,internaciones,2      ingresos espontaneos,2014-11-01,1,9,1,9,10
TAPACARI,internaciones,2      ingresos espontaneos,2014-11-01,1,5,1,5,6
TARABUCO,internaciones,2      ingresos espontaneos,2014-11-01,17,37,17,37,54
TARACO,internaciones,2      ingresos espontaneos,2014-11-01,0,2,0,2,2
TARATA,internaciones,2      ingresos espontaneos,2014-11-01,1,8,1,8,9
TARIJA,internaciones,2      ingresos espontaneos,2014-11-01,784,1331,784,1331,2115
TARVITA,internaciones,2      ingresos espontaneos,2014-11-01,1,17,1,17,18
TEOPONTE,internaciones,2      ingresos espontaneos,2014-11-01,0,1,0,1,1
TIAWANACU,internaciones,2      ingresos espontaneos,2014-11-01,6,17,6,17,23
TIPUANI,internaciones,2      ingresos espontaneos,2014-11-01,0,2,0,2,2
TIQUIPAYA,internaciones,2      ingresos espontaneos,2014-11-01,24,157,24,157,181
TIRAQUE (CBBA),internaciones,2      ingresos espontaneos,2014-11-01,0,18,0,18,18
TOCO,internaciones,2      ingresos espontaneos,2014-11-01,0,3,0,3,3
TOLATA,internaciones,2      ingresos espontaneos,2014-11-01,1,6,1,6,7
TOMINA,internaciones,2      ingresos espontaneos,2014-11-01,3,19,3,19,22
TORO TORO,internaciones,2      ingresos espontaneos,2014-11-01,0,2,0,2,2
TOTORA(CBBA),internaciones,2      ingresos espontaneos,2014-11-01,4,36,4,36,40
TOTORA(ORR),internaciones,2      ingresos espontaneos,2014-11-01,1,4,1,4,5
TRIGAL,internaciones,2      ingresos espontaneos,2014-11-01,3,6,3,6,9
TRINIDAD,internaciones,2      ingresos espontaneos,2014-11-01,385,826,385,826,1211
TUPIZA,internaciones,2      ingresos espontaneos,2014-11-01,154,193,154,193,347
UNCIA,internaciones,2      ingresos espontaneos,2014-11-01,0,14,0,14,14
URUBICHA,internaciones,2      ingresos espontaneos,2014-11-01,2,22,2,22,24
UYUNI,internaciones,2      ingresos espontaneos,2014-11-01,46,158,46,158,204
VACAS,internaciones,2      ingresos espontaneos,2014-11-01,0,3,0,3,3
VALLEGRANDE,internaciones,2      ingresos espontaneos,2014-11-01,62,130,62,130,192
VIACHA,internaciones,2      ingresos espontaneos,2014-11-01,0,39,0,39,39
VILA VILA,internaciones,2      ingresos espontaneos,2014-11-01,0,8,0,8,8
VILLA CHARCAS,internaciones,2      ingresos espontaneos,2014-11-01,2,20,2,20,22
VILLA MONTES,internaciones,2      ingresos espontaneos,2014-11-01,95,180,95,180,275
VILLA RIVERO,internaciones,2      ingresos espontaneos,2014-11-01,5,7,5,7,12
VILLA TUNARI,internaciones,2      ingresos espontaneos,2014-11-01,125,220,125,220,345
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,2      ingresos espontaneos,2014-11-01,1,7,1,7,8
VILLAZON,internaciones,2      ingresos espontaneos,2014-11-01,69,165,69,165,234
VINTO,internaciones,2      ingresos espontaneos,2014-11-01,49,117,49,117,166
WALDO BALLIVIAN,internaciones,2      ingresos espontaneos,2014-11-01,0,1,0,1,1
WARNES,internaciones,2      ingresos espontaneos,2014-11-01,24,94,24,94,118
YACO,internaciones,2      ingresos espontaneos,2014-11-01,0,2,0,2,2
YACUIBA,internaciones,2      ingresos espontaneos,2014-11-01,207,390,207,390,597
YAMPARAEZ,internaciones,2      ingresos espontaneos,2014-11-01,1,3,1,3,4
YANACACHI,internaciones,2      ingresos espontaneos,2014-11-01,1,4,1,4,5
YAPACANI,internaciones,2      ingresos espontaneos,2014-11-01,99,121,99,121,220
YOTALA,internaciones,2      ingresos espontaneos,2014-11-01,0,9,0,9,9
ZUDAÑEZ,internaciones,2      ingresos espontaneos,2014-11-01,8,18,8,18,26
ACACIO,internaciones,2      ingresos espontaneos,2014-12-01,0,5,0,5,5
ACHACACHI,internaciones,2      ingresos espontaneos,2014-12-01,14,39,14,39,53
AIQUILE,internaciones,2      ingresos espontaneos,2014-12-01,38,67,38,67,105
ALALAY,internaciones,2      ingresos espontaneos,2014-12-01,0,1,0,1,1
ALCALA,internaciones,2      ingresos espontaneos,2014-12-01,0,2,0,2,2
ALTO BENI,internaciones,2      ingresos espontaneos,2014-12-01,0,3,0,3,3
ANCORAIMES,internaciones,2      ingresos espontaneos,2014-12-01,0,1,0,1,1
ANTEQUERA,internaciones,2      ingresos espontaneos,2014-12-01,2,0,2,0,2
ANZALDO,internaciones,2      ingresos espontaneos,2014-12-01,7,51,7,51,58
APOLO,internaciones,2      ingresos espontaneos,2014-12-01,2,13,2,13,15
ARAMPAMPA,internaciones,2      ingresos espontaneos,2014-12-01,0,1,0,1,1
ARANI,internaciones,2      ingresos espontaneos,2014-12-01,0,7,0,7,7
ARBIETO,internaciones,2      ingresos espontaneos,2014-12-01,0,13,0,13,13
ARQUE,internaciones,2      ingresos espontaneos,2014-12-01,0,3,0,3,3
ASCENCION DE GUARAYOS,internaciones,2      ingresos espontaneos,2014-12-01,46,129,46,129,175
ATOCHA,internaciones,2      ingresos espontaneos,2014-12-01,20,20,20,20,40
AUCAPATA,internaciones,2      ingresos espontaneos,2014-12-01,0,1,0,1,1
AYATA,internaciones,2      ingresos espontaneos,2014-12-01,0,1,0,1,1
AYO AYO,internaciones,2      ingresos espontaneos,2014-12-01,0,4,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),internaciones,2      ingresos espontaneos,2014-12-01,24,45,24,45,69
AZURDUY,internaciones,2      ingresos espontaneos,2014-12-01,9,17,9,17,26
BAURES,internaciones,2      ingresos espontaneos,2014-12-01,10,21,10,21,31
BELLA FLOR,internaciones,2      ingresos espontaneos,2014-12-01,1,2,1,2,3
BERMEJO,internaciones,2      ingresos espontaneos,2014-12-01,77,170,77,170,247
BETANZOS,internaciones,2      ingresos espontaneos,2014-12-01,1,38,1,38,39
BOLIVAR,internaciones,2      ingresos espontaneos,2014-12-01,2,2,2,2,4
BOYUIBE,internaciones,2      ingresos espontaneos,2014-12-01,13,18,13,18,31
BUENA VISTA,internaciones,2      ingresos espontaneos,2014-12-01,8,7,8,7,15
CABEZAS,internaciones,2      ingresos espontaneos,2014-12-01,6,23,6,23,29
CAIROMA,internaciones,2      ingresos espontaneos,2014-12-01,2,13,2,13,15
"CAIZA ""D""",internaciones,2      ingresos espontaneos,2014-12-01,0,7,0,7,7
CAJUATA,internaciones,2      ingresos espontaneos,2014-12-01,0,10,0,10,10
CALAMARCA,internaciones,2      ingresos espontaneos,2014-12-01,0,4,0,4,4
CAMARGO,internaciones,2      ingresos espontaneos,2014-12-01,43,87,43,87,130
CAMIRI,internaciones,2      ingresos espontaneos,2014-12-01,103,279,103,279,382
CAPINOTA,internaciones,2      ingresos espontaneos,2014-12-01,10,32,10,32,42
CAQUIAVIRI,internaciones,2      ingresos espontaneos,2014-12-01,0,1,0,1,1
CARACOLLO,internaciones,2      ingresos espontaneos,2014-12-01,6,20,6,20,26
CARANAVI,internaciones,2      ingresos espontaneos,2014-12-01,28,113,28,113,141
CARAPARI,internaciones,2      ingresos espontaneos,2014-12-01,5,11,5,11,16
CARMEN RIVERO TORREZ,internaciones,2      ingresos espontaneos,2014-12-01,5,12,5,12,17
CHALLAPATA,internaciones,2      ingresos espontaneos,2014-12-01,22,117,22,117,139
CHAQUI,internaciones,2      ingresos espontaneos,2014-12-01,0,4,0,4,4
CHARAGUA,internaciones,2      ingresos espontaneos,2014-12-01,26,33,26,33,59
CHARAÑA,internaciones,2      ingresos espontaneos,2014-12-01,0,1,0,1,1
CHAYANTA,internaciones,2      ingresos espontaneos,2014-12-01,0,13,0,13,13
CHIMORE,internaciones,2      ingresos espontaneos,2014-12-01,1,14,1,14,15
CHULUMANI (V. DE LA LIBERTAD),internaciones,2      ingresos espontaneos,2014-12-01,42,80,42,80,122
CKOCHAS,internaciones,2      ingresos espontaneos,2014-12-01,0,4,0,4,4
CLIZA,internaciones,2      ingresos espontaneos,2014-12-01,19,103,19,103,122
COBIJA,internaciones,2      ingresos espontaneos,2014-12-01,146,143,146,143,289
COCAPATA,internaciones,2      ingresos espontaneos,2014-12-01,0,1,0,1,1
COCHABAMBA,internaciones,2      ingresos espontaneos,2014-12-01,3251,5274,3251,5274,8525
COIPASA,internaciones,2      ingresos espontaneos,2014-12-01,0,2,0,2,2
COLCAPIRHUA,internaciones,2      ingresos espontaneos,2014-12-01,49,95,49,95,144
"COLCHA ""K""",internaciones,2      ingresos espontaneos,2014-12-01,1,3,1,3,4
COLLANA,internaciones,2      ingresos espontaneos,2014-12-01,0,1,0,1,1
COLOMI,internaciones,2      ingresos espontaneos,2014-12-01,1,19,1,19,20
COLPA BELGICA,internaciones,2      ingresos espontaneos,2014-12-01,16,16,16,16,32
COLQUECHACA,internaciones,2      ingresos espontaneos,2014-12-01,0,7,0,7,7
COLQUENCHA,internaciones,2      ingresos espontaneos,2014-12-01,0,2,0,2,2
COLQUIRI,internaciones,2      ingresos espontaneos,2014-12-01,0,8,0,8,8
COMANCHE,internaciones,2      ingresos espontaneos,2014-12-01,0,1,0,1,1
COMARAPA,internaciones,2      ingresos espontaneos,2014-12-01,8,37,8,37,45
CONCEPCION,internaciones,2      ingresos espontaneos,2014-12-01,21,47,21,47,68
COPACABANA,internaciones,2      ingresos espontaneos,2014-12-01,1,7,1,7,8
CORIPATA,internaciones,2      ingresos espontaneos,2014-12-01,0,5,0,5,5
CORO CORO,internaciones,2      ingresos espontaneos,2014-12-01,0,1,0,1,1
COROICO,internaciones,2      ingresos espontaneos,2014-12-01,33,61,33,61,94
CORQUE,internaciones,2      ingresos espontaneos,2014-12-01,0,4,0,4,4
COTAGAITA,internaciones,2      ingresos espontaneos,2014-12-01,3,11,3,11,14
COTOCA,internaciones,2      ingresos espontaneos,2014-12-01,18,103,18,103,121
CUATRO CAÑADAS,internaciones,2      ingresos espontaneos,2014-12-01,14,21,14,21,35
CULPINA,internaciones,2      ingresos espontaneos,2014-12-01,12,23,12,23,35
CURAHUARA DE CARANGAS,internaciones,2      ingresos espontaneos,2014-12-01,0,2,0,2,2
DESAGUADERO,internaciones,2      ingresos espontaneos,2014-12-01,0,2,0,2,2
EL ALTO,internaciones,2      ingresos espontaneos,2014-12-01,985,2193,985,2193,3178
EL CHORO,internaciones,2      ingresos espontaneos,2014-12-01,0,1,0,1,1
EL PUENTE(STC),internaciones,2      ingresos espontaneos,2014-12-01,7,19,7,19,26
EL TORNO,internaciones,2      ingresos espontaneos,2014-12-01,197,355,197,355,552
EL VILLAR,internaciones,2      ingresos espontaneos,2014-12-01,0,3,0,3,3
ENTRE RIOS TRJ,internaciones,2      ingresos espontaneos,2014-12-01,9,34,9,34,43
ENTRE RIOS CBBA,internaciones,2      ingresos espontaneos,2014-12-01,10,19,10,19,29
ESCOMA,internaciones,2      ingresos espontaneos,2014-12-01,4,12,4,12,16
EUCALIPTUS,internaciones,2      ingresos espontaneos,2014-12-01,0,5,0,5,5
EXALTACION,internaciones,2      ingresos espontaneos,2014-12-01,2,1,2,1,3
FERNANDEZ ALONSO,internaciones,2      ingresos espontaneos,2014-12-01,6,17,6,17,23
FILADELFIA,internaciones,2      ingresos espontaneos,2014-12-01,2,1,2,1,3
GENERAL SAAVEDRA,internaciones,2      ingresos espontaneos,2014-12-01,0,1,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),internaciones,2      ingresos espontaneos,2014-12-01,0,4,0,4,4
GUANAY,internaciones,2      ingresos espontaneos,2014-12-01,0,13,0,13,13
GUAQUI,internaciones,2      ingresos espontaneos,2014-12-01,1,1,1,1,2
GUAYARAMERIN,internaciones,2      ingresos espontaneos,2014-12-01,110,246,110,246,356
GUTIERREZ,internaciones,2      ingresos espontaneos,2014-12-01,18,30,18,30,48
HUACARETA,internaciones,2      ingresos espontaneos,2014-12-01,29,25,29,25,54
HUACAYA (VILLA DE HUACAYA),internaciones,2      ingresos espontaneos,2014-12-01,1,7,1,7,8
HUANUNI,internaciones,2      ingresos espontaneos,2014-12-01,74,107,74,107,181
HUARACAJE,internaciones,2      ingresos espontaneos,2014-12-01,1,16,1,16,17
HUARINA,internaciones,2      ingresos espontaneos,2014-12-01,0,2,0,2,2
HUAYLLAMARCA,internaciones,2      ingresos espontaneos,2014-12-01,3,5,3,5,8
HUMANATA,internaciones,2      ingresos espontaneos,2014-12-01,0,1,0,1,1
ICLA,internaciones,2      ingresos espontaneos,2014-12-01,0,5,0,5,5
INCAHUASI,internaciones,2      ingresos espontaneos,2014-12-01,1,8,1,8,9
INQUISIVI,internaciones,2      ingresos espontaneos,2014-12-01,1,1,1,1,2
IRUPANA (VILLA DE LANZA),internaciones,2      ingresos espontaneos,2014-12-01,9,21,9,21,30
IXIAMAS,internaciones,2      ingresos espontaneos,2014-12-01,2,31,2,31,33
JESUS DE MACHACA,internaciones,2      ingresos espontaneos,2014-12-01,2,20,2,20,22
LA ASUNTA,internaciones,2      ingresos espontaneos,2014-12-01,23,43,23,43,66
LA GUARDIA,internaciones,2      ingresos espontaneos,2014-12-01,43,84,43,84,127
LA PAZ,internaciones,2      ingresos espontaneos,2014-12-01,2234,4718,2234,4718,6952
LAGUNILLAS,internaciones,2      ingresos espontaneos,2014-12-01,0,10,0,10,10
LAJA,internaciones,2      ingresos espontaneos,2014-12-01,0,5,0,5,5
LAS CARRERAS,internaciones,2      ingresos espontaneos,2014-12-01,0,7,0,7,7
LICOMA PAMPA,internaciones,2      ingresos espontaneos,2014-12-01,0,1,0,1,1
LLALLAGUA,internaciones,2      ingresos espontaneos,2014-12-01,57,207,57,207,264
LLICA,internaciones,2      ingresos espontaneos,2014-12-01,0,1,0,1,1
LORETO,internaciones,2      ingresos espontaneos,2014-12-01,0,1,0,1,1
LURIBAY,internaciones,2      ingresos espontaneos,2014-12-01,0,1,0,1,1
MACHACAMARCA,internaciones,2      ingresos espontaneos,2014-12-01,0,4,0,4,4
MACHARETI,internaciones,2      ingresos espontaneos,2014-12-01,2,4,2,4,6
MAGDALENA,internaciones,2      ingresos espontaneos,2014-12-01,18,53,18,53,71
MAIRANA,internaciones,2      ingresos espontaneos,2014-12-01,9,50,9,50,59
MALLA,internaciones,2      ingresos espontaneos,2014-12-01,0,1,0,1,1
MAPIRI,internaciones,2      ingresos espontaneos,2014-12-01,12,32,12,32,44
MECAPACA,internaciones,2      ingresos espontaneos,2014-12-01,0,1,0,1,1
MINEROS,internaciones,2      ingresos espontaneos,2014-12-01,7,42,7,42,49
MIZQUE,internaciones,2      ingresos espontaneos,2014-12-01,11,60,11,60,71
MOCOMOCO,internaciones,2      ingresos espontaneos,2014-12-01,0,2,0,2,2
MOJOCOYA,internaciones,2      ingresos espontaneos,2014-12-01,2,11,2,11,13
MONTEAGUDO,internaciones,2      ingresos espontaneos,2014-12-01,50,105,50,105,155
MONTERO,internaciones,2      ingresos espontaneos,2014-12-01,124,414,124,414,538
MORO MORO,internaciones,2      ingresos espontaneos,2014-12-01,0,3,0,3,3
MOROCHATA,internaciones,2      ingresos espontaneos,2014-12-01,2,9,2,9,11
OCURI,internaciones,2      ingresos espontaneos,2014-12-01,0,5,0,5,5
OKINAWA,internaciones,2      ingresos espontaneos,2014-12-01,7,37,7,37,44
OMEREQUE,internaciones,2      ingresos espontaneos,2014-12-01,9,13,9,13,22
ORURO,internaciones,2      ingresos espontaneos,2014-12-01,1462,2225,1462,2225,3687
PADILLA,internaciones,2      ingresos espontaneos,2014-12-01,25,50,25,50,75
PAILON,internaciones,2      ingresos espontaneos,2014-12-01,17,80,17,80,97
PALCA,internaciones,2      ingresos espontaneos,2014-12-01,0,2,0,2,2
PALOS BLANCOS,internaciones,2      ingresos espontaneos,2014-12-01,4,48,4,48,52
PAMPA AULLAGAS,internaciones,2      ingresos espontaneos,2014-12-01,0,1,0,1,1
PAMPA GRANDE,internaciones,2      ingresos espontaneos,2014-12-01,8,23,8,23,31
PAPEL PAMPA,internaciones,2      ingresos espontaneos,2014-12-01,0,4,0,4,4
PASORAPA,internaciones,2      ingresos espontaneos,2014-12-01,3,3,3,3,6
PATACAMAYA,internaciones,2      ingresos espontaneos,2014-12-01,0,42,0,42,42
PAZÑA,internaciones,2      ingresos espontaneos,2014-12-01,0,2,0,2,2
PELECHUCO,internaciones,2      ingresos espontaneos,2014-12-01,0,1,0,1,1
POCOATA,internaciones,2      ingresos espontaneos,2014-12-01,0,8,0,8,8
POCONA,internaciones,2      ingresos espontaneos,2014-12-01,0,5,0,5,5
POJO (CBBA),internaciones,2      ingresos espontaneos,2014-12-01,1,16,1,16,17
POOPO,internaciones,2      ingresos espontaneos,2014-12-01,0,3,0,3,3
POROMA,internaciones,2      ingresos espontaneos,2014-12-01,0,1,0,1,1
PORONGO,internaciones,2      ingresos espontaneos,2014-12-01,1,1,1,1,2
PORTACHUELO,internaciones,2      ingresos espontaneos,2014-12-01,57,159,57,159,216
PORVENIR,internaciones,2      ingresos espontaneos,2014-12-01,1,7,1,7,8
POSTRER VALLE,internaciones,2      ingresos espontaneos,2014-12-01,0,1,0,1,1
POTOSI,internaciones,2      ingresos espontaneos,2014-12-01,784,1367,784,1367,2151
PRESTO,internaciones,2      ingresos espontaneos,2014-12-01,1,9,1,9,10
PUCARANI,internaciones,2      ingresos espontaneos,2014-12-01,1,17,1,17,18
PUERTO GONZALO MORENO,internaciones,2      ingresos espontaneos,2014-12-01,3,11,3,11,14
PUERTO PEREZ,internaciones,2      ingresos espontaneos,2014-12-01,0,1,0,1,1
PUERTO QUIJARRO,internaciones,2      ingresos espontaneos,2014-12-01,5,4,5,4,9
PUERTO RICO,internaciones,2      ingresos espontaneos,2014-12-01,5,11,5,11,16
PUERTO SUAREZ,internaciones,2      ingresos espontaneos,2014-12-01,44,88,44,88,132
PUERTO VILLARROEL,internaciones,2      ingresos espontaneos,2014-12-01,78,150,78,150,228
PUNA,internaciones,2      ingresos espontaneos,2014-12-01,1,11,1,11,12
PUNATA,internaciones,2      ingresos espontaneos,2014-12-01,85,159,85,159,244
QUIABAYA,internaciones,2      ingresos espontaneos,2014-12-01,0,2,0,2,2
QUILLACOLLO,internaciones,2      ingresos espontaneos,2014-12-01,46,257,46,257,303
QUIME,internaciones,2      ingresos espontaneos,2014-12-01,0,9,0,9,9
QUIRUSILLAS,internaciones,2      ingresos espontaneos,2014-12-01,1,2,1,2,3
REYES,internaciones,2      ingresos espontaneos,2014-12-01,3,27,3,27,30
RIBERALTA,internaciones,2      ingresos espontaneos,2014-12-01,386,619,386,619,1005
ROBORE,internaciones,2      ingresos espontaneos,2014-12-01,22,55,22,55,77
RURRENABAQUE,internaciones,2      ingresos espontaneos,2014-12-01,45,92,45,92,137
SABAYA,internaciones,2      ingresos espontaneos,2014-12-01,0,3,0,3,3
SACABA,internaciones,2      ingresos espontaneos,2014-12-01,111,424,111,424,535
SACABAMBA,internaciones,2      ingresos espontaneos,2014-12-01,5,9,5,9,14
SACACA,internaciones,2      ingresos espontaneos,2014-12-01,2,18,2,18,20
SAIPINA,internaciones,2      ingresos espontaneos,2014-12-01,0,7,0,7,7
SALINAS DE GARCI MENDOZA,internaciones,2      ingresos espontaneos,2014-12-01,0,4,0,4,4
SAMAIPATA,internaciones,2      ingresos espontaneos,2014-12-01,2,17,2,17,19
SAN AGUSTIN,internaciones,2      ingresos espontaneos,2014-12-01,1,1,1,1,2
SAN ANDRES,internaciones,2      ingresos espontaneos,2014-12-01,0,5,0,5,5
SAN ANDRES DE MACHACA,internaciones,2      ingresos espontaneos,2014-12-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,internaciones,2      ingresos espontaneos,2014-12-01,0,2,0,2,2
SAN BENITO,internaciones,2      ingresos espontaneos,2014-12-01,2,3,2,3,5
SAN BORJA,internaciones,2      ingresos espontaneos,2014-12-01,31,123,31,123,154
SAN BUENA VENTURA,internaciones,2      ingresos espontaneos,2014-12-01,9,22,9,22,31
SAN CARLOS,internaciones,2      ingresos espontaneos,2014-12-01,0,7,0,7,7
SAN IGNACIO,internaciones,2      ingresos espontaneos,2014-12-01,15,37,15,37,52
SAN IGNACIO DE VELASCO,internaciones,2      ingresos espontaneos,2014-12-01,88,216,88,216,304
SAN JAVIER(STC),internaciones,2      ingresos espontaneos,2014-12-01,6,50,6,50,56
SAN JOAQUIN,internaciones,2      ingresos espontaneos,2014-12-01,9,21,9,21,30
SAN JOSE DE CHIQUITOS,internaciones,2      ingresos espontaneos,2014-12-01,40,95,40,95,135
SAN JUAN DE YAPACANI,internaciones,2      ingresos espontaneos,2014-12-01,4,3,4,3,7
SAN JULIAN,internaciones,2      ingresos espontaneos,2014-12-01,48,143,48,143,191
SAN LORENZO(TJA),internaciones,2      ingresos espontaneos,2014-12-01,0,9,0,9,9
SAN LUCAS,internaciones,2      ingresos espontaneos,2014-12-01,4,40,4,40,44
SAN MATIAS,internaciones,2      ingresos espontaneos,2014-12-01,25,50,25,50,75
SAN MIGUEL DE VELASCO,internaciones,2      ingresos espontaneos,2014-12-01,3,20,3,20,23
SAN PEDRO,internaciones,2      ingresos espontaneos,2014-12-01,10,6,10,6,16
SAN PEDRO DE BUENA VISTA,internaciones,2      ingresos espontaneos,2014-12-01,0,8,0,8,8
