,group,variable,month,13. 3 EGRESOS CANTIDAD,13. 3 EGRESOS CANTIDAD,TOTALES,TOTALES,TOTALES
MIZQUE,internaciones,3      egresos,2014-02-01,17,43,17,43,60
MOCOMOCO,internaciones,3      egresos,2014-02-01,0,1,0,1,1
MOJOCOYA,internaciones,3      egresos,2014-02-01,0,9,0,9,9
MONTEAGUDO,internaciones,3      egresos,2014-02-01,89,144,89,144,233
MONTERO,internaciones,3      egresos,2014-02-01,246,547,246,547,793
MORO MORO,internaciones,3      egresos,2014-02-01,1,2,1,2,3
MOROCHATA,internaciones,3      egresos,2014-02-01,3,2,3,2,5
NAZACARA DE PACAJES,internaciones,3      egresos,2014-02-01,0,1,0,1,1
OCURI,internaciones,3      egresos,2014-02-01,3,6,3,6,9
OKINAWA,internaciones,3      egresos,2014-02-01,9,21,9,21,30
OMEREQUE,internaciones,3      egresos,2014-02-01,7,7,7,7,14
ORURO,internaciones,3      egresos,2014-02-01,736,1932,736,1932,2668
PADILLA,internaciones,3      egresos,2014-02-01,40,70,40,70,110
PAILON,internaciones,3      egresos,2014-02-01,8,38,8,38,46
PALCA,internaciones,3      egresos,2014-02-01,0,5,0,5,5
PALOS BLANCOS,internaciones,3      egresos,2014-02-01,5,36,5,36,41
PAMPA GRANDE,internaciones,3      egresos,2014-02-01,1,19,1,19,20
PAPEL PAMPA,internaciones,3      egresos,2014-02-01,0,3,0,3,3
PASORAPA,internaciones,3      egresos,2014-02-01,3,3,3,3,6
PATACAMAYA,internaciones,3      egresos,2014-02-01,0,23,0,23,23
PELECHUCO,internaciones,3      egresos,2014-02-01,0,2,0,2,2
POCOATA,internaciones,3      egresos,2014-02-01,2,6,2,6,8
POCONA,internaciones,3      egresos,2014-02-01,0,17,0,17,17
POJO (CBBA),internaciones,3      egresos,2014-02-01,2,17,2,17,19
POOPO,internaciones,3      egresos,2014-02-01,0,5,0,5,5
POROMA,internaciones,3      egresos,2014-02-01,1,0,1,0,1
PORONGO,internaciones,3      egresos,2014-02-01,1,1,1,1,2
PORTACHUELO,internaciones,3      egresos,2014-02-01,62,157,62,157,219
PORVENIR,internaciones,3      egresos,2014-02-01,3,11,3,11,14
POTOSI,internaciones,3      egresos,2014-02-01,754,1283,754,1283,2037
PUCARANI,internaciones,3      egresos,2014-02-01,1,21,1,21,22
PUERTO CARABUCO,internaciones,3      egresos,2014-02-01,0,6,0,6,6
PUERTO GONZALO MORENO,internaciones,3      egresos,2014-02-01,1,6,1,6,7
PUERTO QUIJARRO,internaciones,3      egresos,2014-02-01,5,7,5,7,12
PUERTO RICO,internaciones,3      egresos,2014-02-01,7,23,7,23,30
PUERTO SUAREZ,internaciones,3      egresos,2014-02-01,54,117,54,117,171
PUERTO VILLARROEL,internaciones,3      egresos,2014-02-01,57,171,57,171,228
PUNA,internaciones,3      egresos,2014-02-01,1,9,1,9,10
PUNATA,internaciones,3      egresos,2014-02-01,173,81,173,81,254
QUIABAYA,internaciones,3      egresos,2014-02-01,0,5,0,5,5
QUILLACOLLO,internaciones,3      egresos,2014-02-01,40,313,40,313,353
QUIME,internaciones,3      egresos,2014-02-01,0,7,0,7,7
QUIRUSILLAS,internaciones,3      egresos,2014-02-01,0,2,0,2,2
REYES,internaciones,3      egresos,2014-02-01,3,25,3,25,28
RIBERALTA,internaciones,3      egresos,2014-02-01,243,570,243,570,813
ROBORE,internaciones,3      egresos,2014-02-01,33,65,33,65,98
RURRENABAQUE,internaciones,3      egresos,2014-02-01,56,122,56,122,178
SABAYA,internaciones,3      egresos,2014-02-01,0,3,0,3,3
SACABA,internaciones,3      egresos,2014-02-01,74,349,74,349,423
SACABAMBA,internaciones,3      egresos,2014-02-01,3,13,3,13,16
SACACA,internaciones,3      egresos,2014-02-01,1,12,1,12,13
SAIPINA,internaciones,3      egresos,2014-02-01,3,8,3,8,11
SALINAS DE GARCI MENDOZA,internaciones,3      egresos,2014-02-01,0,8,0,8,8
SAMAIPATA,internaciones,3      egresos,2014-02-01,2,15,2,15,17
SAN ANDRES,internaciones,3      egresos,2014-02-01,5,0,5,0,5
SAN ANTONIO DE LOMERIO,internaciones,3      egresos,2014-02-01,4,13,4,13,17
SAN BENITO,internaciones,3      egresos,2014-02-01,0,3,0,3,3
SAN BORJA,internaciones,3      egresos,2014-02-01,33,136,33,136,169
SAN BUENA VENTURA,internaciones,3      egresos,2014-02-01,11,39,11,39,50
SAN CARLOS,internaciones,3      egresos,2014-02-01,30,9,30,9,39
SAN IGNACIO,internaciones,3      egresos,2014-02-01,21,64,21,64,85
SAN IGNACIO DE VELASCO,internaciones,3      egresos,2014-02-01,94,236,94,236,330
SAN JAVIER(BNI),internaciones,3      egresos,2014-02-01,1,0,1,0,1
SAN JAVIER(STC),internaciones,3      egresos,2014-02-01,3,50,3,50,53
SAN JOAQUIN,internaciones,3      egresos,2014-02-01,6,5,6,5,11
SAN JOSE DE CHIQUITOS,internaciones,3      egresos,2014-02-01,47,87,47,87,134
SAN JUAN DE YAPACANI,internaciones,3      egresos,2014-02-01,3,7,3,7,10
SAN JULIAN,internaciones,3      egresos,2014-02-01,161,109,161,109,270
SAN LORENZO(TJA),internaciones,3      egresos,2014-02-01,0,12,0,12,12
SAN LUCAS,internaciones,3      egresos,2014-02-01,9,33,9,33,42
SAN MATIAS,internaciones,3      egresos,2014-02-01,21,79,21,79,100
SAN MIGUEL DE VELASCO,internaciones,3      egresos,2014-02-01,5,20,5,20,25
SAN PEDRO,internaciones,3      egresos,2014-02-01,9,15,9,15,24
SAN PEDRO DE BUENA VISTA,internaciones,3      egresos,2014-02-01,1,6,1,6,7
SAN PEDRO DE TIQUINA,internaciones,3      egresos,2014-02-01,0,3,0,3,3
SAN RAFAEL,internaciones,3      egresos,2014-02-01,4,22,4,22,26
SAN RAMON BENI,internaciones,3      egresos,2014-02-01,11,29,11,29,40
SAN RAMON SCZ,internaciones,3      egresos,2014-02-01,4,21,4,21,25
SANTA ANA,internaciones,3      egresos,2014-02-01,33,76,33,76,109
SANTA CRUZ DE LA SIERRA,internaciones,3      egresos,2014-02-01,3019,6319,3019,6319,9338
SANTA ROSA,internaciones,3      egresos,2014-02-01,8,28,8,28,36
SANTA ROSA DEL SARA,internaciones,3      egresos,2014-02-01,10,14,10,14,24
SANTIAGO DE HUARI,internaciones,3      egresos,2014-02-01,0,6,0,6,6
SANTIAGO DE MACHACA,internaciones,3      egresos,2014-02-01,0,2,0,2,2
SANTIVAÑES,internaciones,3      egresos,2014-02-01,0,3,0,3,3
SANTUARIO DE QUILLACAS,internaciones,3      egresos,2014-02-01,1,5,1,5,6
SAPAHAQUI,internaciones,3      egresos,2014-02-01,0,5,0,5,5
SENA,internaciones,3      egresos,2014-02-01,10,24,10,24,34
SHINAOTA,internaciones,3      egresos,2014-02-01,22,70,22,70,92
SICA SICA (VILLA AROMA),internaciones,3      egresos,2014-02-01,0,12,0,12,12
SICAYA,internaciones,3      egresos,2014-02-01,0,2,0,2,2
SIPE SIPE,internaciones,3      egresos,2014-02-01,0,44,0,44,44
SOPACHUY,internaciones,3      egresos,2014-02-01,14,3,14,3,17
SORACACHI,internaciones,3      egresos,2014-02-01,0,3,0,3,3
SORATA,internaciones,3      egresos,2014-02-01,2,12,2,12,14
SUCRE,internaciones,3      egresos,2014-02-01,1563,2208,1563,2208,3771
TACACOMA,internaciones,3      egresos,2014-02-01,0,5,0,5,5
TACOPAYA,internaciones,3      egresos,2014-02-01,0,7,0,7,7
TAPACARI,internaciones,3      egresos,2014-02-01,1,5,1,5,6
TARABUCO,internaciones,3      egresos,2014-02-01,17,45,17,45,62
TARATA,internaciones,3      egresos,2014-02-01,1,10,1,10,11
TARIJA,internaciones,3      egresos,2014-02-01,720,1363,720,1363,2083
TARVITA,internaciones,3      egresos,2014-02-01,1,24,1,24,25
TEOPONTE,internaciones,3      egresos,2014-02-01,0,9,0,9,9
TIAWANACU,internaciones,3      egresos,2014-02-01,0,11,0,11,11
TIPUANI,internaciones,3      egresos,2014-02-01,8,32,8,32,40
TIQUIPAYA,internaciones,3      egresos,2014-02-01,22,139,22,139,161
TIRAQUE (CBBA),internaciones,3      egresos,2014-02-01,0,15,0,15,15
TITO YUPANQUI (PARQUIPUJIO),internaciones,3      egresos,2014-02-01,0,1,0,1,1
TOCO,internaciones,3      egresos,2014-02-01,0,2,0,2,2
TOLEDO,internaciones,3      egresos,2014-02-01,0,3,0,3,3
TOMINA,internaciones,3      egresos,2014-02-01,2,15,2,15,17
TORO TORO,internaciones,3      egresos,2014-02-01,0,5,0,5,5
TOTORA(CBBA),internaciones,3      egresos,2014-02-01,10,39,10,39,49
TRIGAL,internaciones,3      egresos,2014-02-01,2,3,2,3,5
TRINIDAD,internaciones,3      egresos,2014-02-01,332,870,332,870,1202
TUPIZA,internaciones,3      egresos,2014-02-01,154,207,154,207,361
UMALA,internaciones,3      egresos,2014-02-01,0,3,0,3,3
UNCIA,internaciones,3      egresos,2014-02-01,0,23,0,23,23
URUBICHA,internaciones,3      egresos,2014-02-01,2,30,2,30,32
UYUNI,internaciones,3      egresos,2014-02-01,37,131,37,131,168
VACAS,internaciones,3      egresos,2014-02-01,0,4,0,4,4
VALLEGRANDE,internaciones,3      egresos,2014-02-01,41,68,41,68,109
VIACHA,internaciones,3      egresos,2014-02-01,70,78,70,78,148
VILA VILA,internaciones,3      egresos,2014-02-01,0,3,0,3,3
VILLA CHARCAS,internaciones,3      egresos,2014-02-01,0,8,0,8,8
VILLA MONTES,internaciones,3      egresos,2014-02-01,59,185,59,185,244
VILLA RIVERO,internaciones,3      egresos,2014-02-01,4,7,4,7,11
VILLA SERRANO,internaciones,3      egresos,2014-02-01,0,1,0,1,1
VILLA TUNARI,internaciones,3      egresos,2014-02-01,83,245,83,245,328
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,3      egresos,2014-02-01,5,5,5,5,10
VILLAZON,internaciones,3      egresos,2014-02-01,52,160,52,160,212
VINTO,internaciones,3      egresos,2014-02-01,6,71,6,71,77
WARNES,internaciones,3      egresos,2014-02-01,30,118,30,118,148
YACO,internaciones,3      egresos,2014-02-01,0,5,0,5,5
YACUIBA,internaciones,3      egresos,2014-02-01,269,525,269,525,794
YAMPARAEZ,internaciones,3      egresos,2014-02-01,0,5,0,5,5
YANACACHI,internaciones,3      egresos,2014-02-01,0,4,0,4,4
YAPACANI,internaciones,3      egresos,2014-02-01,70,142,70,142,212
YOTALA,internaciones,3      egresos,2014-02-01,2,8,2,8,10
ZUDAÑEZ,internaciones,3      egresos,2014-02-01,3,14,3,14,17
ACACIO,internaciones,3      egresos,2014-03-01,0,3,0,3,3
ACHACACHI,internaciones,3      egresos,2014-03-01,8,55,8,55,63
ACHOCALLA,internaciones,3      egresos,2014-03-01,0,8,0,8,8
AIQUILE,internaciones,3      egresos,2014-03-01,38,98,38,98,136
ALALAY,internaciones,3      egresos,2014-03-01,0,1,0,1,1
ALCALA,internaciones,3      egresos,2014-03-01,0,1,0,1,1
ALTO BENI,internaciones,3      egresos,2014-03-01,0,9,0,9,9
ANCORAIMES,internaciones,3      egresos,2014-03-01,0,4,0,4,4
ANTEQUERA,internaciones,3      egresos,2014-03-01,0,1,0,1,1
ANZALDO,internaciones,3      egresos,2014-03-01,8,13,8,13,21
APOLO,internaciones,3      egresos,2014-03-01,9,18,9,18,27
ARAMPAMPA,internaciones,3      egresos,2014-03-01,0,1,0,1,1
ARANI,internaciones,3      egresos,2014-03-01,0,11,0,11,11
ARBIETO,internaciones,3      egresos,2014-03-01,0,8,0,8,8
ARQUE,internaciones,3      egresos,2014-03-01,0,2,0,2,2
ASCENCION DE GUARAYOS,internaciones,3      egresos,2014-03-01,55,171,55,171,226
ATOCHA,internaciones,3      egresos,2014-03-01,60,80,60,80,140
AYATA,internaciones,3      egresos,2014-03-01,2,0,2,0,2
AYO AYO,internaciones,3      egresos,2014-03-01,0,6,0,6,6
AYOPAYA (V. DE INDEPENDENCIA),internaciones,3      egresos,2014-03-01,11,43,11,43,54
AZURDUY,internaciones,3      egresos,2014-03-01,4,7,4,7,11
BAURES,internaciones,3      egresos,2014-03-01,8,31,8,31,39
BELEN DE ANDAMARCA,internaciones,3      egresos,2014-03-01,0,1,0,1,1
BELLA FLOR,internaciones,3      egresos,2014-03-01,0,4,0,4,4
BERMEJO,internaciones,3      egresos,2014-03-01,98,177,98,177,275
BETANZOS,internaciones,3      egresos,2014-03-01,1,31,1,31,32
BOLIVAR,internaciones,3      egresos,2014-03-01,1,1,1,1,2
BOYUIBE,internaciones,3      egresos,2014-03-01,16,24,16,24,40
BUENA VISTA,internaciones,3      egresos,2014-03-01,0,11,0,11,11
CABEZAS,internaciones,3      egresos,2014-03-01,6,18,6,18,24
CAIROMA,internaciones,3      egresos,2014-03-01,4,15,4,15,19
"CAIZA ""D""",internaciones,3      egresos,2014-03-01,2,4,2,4,6
CAJUATA,internaciones,3      egresos,2014-03-01,0,3,0,3,3
CALACOTO,internaciones,3      egresos,2014-03-01,4,2,4,2,6
CALAMARCA,internaciones,3      egresos,2014-03-01,0,9,0,9,9
CAMARGO,internaciones,3      egresos,2014-03-01,35,73,35,73,108
CAMATAQUI (C. VILLA ABECIA),internaciones,3      egresos,2014-03-01,0,2,0,2,2
CAMIRI,internaciones,3      egresos,2014-03-01,123,258,123,258,381
CAPINOTA,internaciones,3      egresos,2014-03-01,1,34,1,34,35
CAQUIAVIRI,internaciones,3      egresos,2014-03-01,0,3,0,3,3
CARACOLLO,internaciones,3      egresos,2014-03-01,1,15,1,15,16
CARANAVI,internaciones,3      egresos,2014-03-01,37,170,37,170,207
CARAPARI,internaciones,3      egresos,2014-03-01,2,5,2,5,7
CARIPUYO,internaciones,3      egresos,2014-03-01,0,1,0,1,1
CARMEN RIVERO TORREZ,internaciones,3      egresos,2014-03-01,6,7,6,7,13
CHACARILLA,internaciones,3      egresos,2014-03-01,0,2,0,2,2
CHALLAPATA,internaciones,3      egresos,2014-03-01,9,74,9,74,83
CHAQUI,internaciones,3      egresos,2014-03-01,0,6,0,6,6
CHARAGUA,internaciones,3      egresos,2014-03-01,56,139,56,139,195
CHAYANTA,internaciones,3      egresos,2014-03-01,0,15,0,15,15
CHIPAYA,internaciones,3      egresos,2014-03-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,3      egresos,2014-03-01,36,73,36,73,109
CHUMA,internaciones,3      egresos,2014-03-01,2,2,2,2,4
CKOCHAS,internaciones,3      egresos,2014-03-01,0,4,0,4,4
CLIZA,internaciones,3      egresos,2014-03-01,17,49,17,49,66
COBIJA,internaciones,3      egresos,2014-03-01,207,436,207,436,643
COCAPATA,internaciones,3      egresos,2014-03-01,0,2,0,2,2
COCHABAMBA,internaciones,3      egresos,2014-03-01,3090,5183,3090,5183,8273
COLCAPIRHUA,internaciones,3      egresos,2014-03-01,44,96,44,96,140
"COLCHA ""K""",internaciones,3      egresos,2014-03-01,0,1,0,1,1
COLOMI,internaciones,3      egresos,2014-03-01,0,22,0,22,22
COLPA BELGICA,internaciones,3      egresos,2014-03-01,4,10,4,10,14
COLQUECHACA,internaciones,3      egresos,2014-03-01,1,5,1,5,6
COLQUENCHA,internaciones,3      egresos,2014-03-01,0,10,0,10,10
COLQUIRI,internaciones,3      egresos,2014-03-01,1,14,1,14,15
COMARAPA,internaciones,3      egresos,2014-03-01,15,20,15,20,35
CONCEPCION,internaciones,3      egresos,2014-03-01,12,51,12,51,63
COPACABANA,internaciones,3      egresos,2014-03-01,0,7,0,7,7
CORIPATA,internaciones,3      egresos,2014-03-01,0,10,0,10,10
CORO CORO,internaciones,3      egresos,2014-03-01,0,5,0,5,5
COROICO,internaciones,3      egresos,2014-03-01,49,60,49,60,109
COTAGAITA,internaciones,3      egresos,2014-03-01,1,14,1,14,15
COTOCA,internaciones,3      egresos,2014-03-01,13,118,13,118,131
CUATRO CAÑADAS,internaciones,3      egresos,2014-03-01,5,7,5,7,12
CUEVO,internaciones,3      egresos,2014-03-01,2,3,2,3,5
CULPINA,internaciones,3      egresos,2014-03-01,4,14,4,14,18
CURAHUARA DE CARANGAS,internaciones,3      egresos,2014-03-01,0,5,0,5,5
CURVA,internaciones,3      egresos,2014-03-01,0,1,0,1,1
DESAGUADERO,internaciones,3      egresos,2014-03-01,0,3,0,3,3
EL ALTO,internaciones,3      egresos,2014-03-01,1007,2818,1007,2818,3825
EL CHORO,internaciones,3      egresos,2014-03-01,0,1,0,1,1
EL PUENTE(STC),internaciones,3      egresos,2014-03-01,15,31,15,31,46
EL TORNO,internaciones,3      egresos,2014-03-01,355,470,355,470,825
EL VILLAR,internaciones,3      egresos,2014-03-01,0,6,0,6,6
ENTRE RIOS TRJ,internaciones,3      egresos,2014-03-01,0,23,0,23,23
ENTRE RIOS CBBA,internaciones,3      egresos,2014-03-01,6,39,6,39,45
ESCOMA,internaciones,3      egresos,2014-03-01,6,17,6,17,23
EUCALIPTUS,internaciones,3      egresos,2014-03-01,0,6,0,6,6
EXALTACION,internaciones,3      egresos,2014-03-01,0,1,0,1,1
FERNANDEZ ALONSO,internaciones,3      egresos,2014-03-01,20,20,20,20,40
GENERAL SAAVEDRA,internaciones,3      egresos,2014-03-01,0,47,0,47,47
GRAL. J.J. PEREZ (CHARAZANI),internaciones,3      egresos,2014-03-01,0,1,0,1,1
GUANAY,internaciones,3      egresos,2014-03-01,2,23,2,23,25
GUAQUI,internaciones,3      egresos,2014-03-01,0,2,0,2,2
GUAYARAMERIN,internaciones,3      egresos,2014-03-01,164,354,164,354,518
GUTIERREZ,internaciones,3      egresos,2014-03-01,5,39,5,39,44
HUACARETA,internaciones,3      egresos,2014-03-01,13,31,13,31,44
HUACAYA (VILLA DE HUACAYA),internaciones,3      egresos,2014-03-01,1,2,1,2,3
HUACHACALLA,internaciones,3      egresos,2014-03-01,0,1,0,1,1
HUANUNI,internaciones,3      egresos,2014-03-01,38,59,38,59,97
HUARACAJE,internaciones,3      egresos,2014-03-01,4,20,4,20,24
HUARINA,internaciones,3      egresos,2014-03-01,0,2,0,2,2
HUATAJATA,internaciones,3      egresos,2014-03-01,0,3,0,3,3
HUAYLLAMARCA,internaciones,3      egresos,2014-03-01,0,8,0,8,8
HUMANATA,internaciones,3      egresos,2014-03-01,0,1,0,1,1
ICLA,internaciones,3      egresos,2014-03-01,2,10,2,10,12
INCAHUASI,internaciones,3      egresos,2014-03-01,2,12,2,12,14
INQUISIVI,internaciones,3      egresos,2014-03-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),internaciones,3      egresos,2014-03-01,8,21,8,21,29
IXIAMAS,internaciones,3      egresos,2014-03-01,3,24,3,24,27
JESUS DE MACHACA,internaciones,3      egresos,2014-03-01,0,13,0,13,13
LA ASUNTA,internaciones,3      egresos,2014-03-01,0,41,0,41,41
LA GUARDIA,internaciones,3      egresos,2014-03-01,100,193,100,193,293
LA PAZ,internaciones,3      egresos,2014-03-01,4110,6478,4110,6478,10588
LAGUNILLAS,internaciones,3      egresos,2014-03-01,0,4,0,4,4
LAJA,internaciones,3      egresos,2014-03-01,0,5,0,5,5
LAS CARRERAS,internaciones,3      egresos,2014-03-01,0,4,0,4,4
LLALLAGUA,internaciones,3      egresos,2014-03-01,58,149,58,149,207
LURIBAY,internaciones,3      egresos,2014-03-01,0,1,0,1,1
MACHARETI,internaciones,3      egresos,2014-03-01,2,14,2,14,16
MAGDALENA,internaciones,3      egresos,2014-03-01,34,81,34,81,115
MAIRANA,internaciones,3      egresos,2014-03-01,10,51,10,51,61
MAPIRI,internaciones,3      egresos,2014-03-01,6,35,6,35,41
MECAPACA,internaciones,3      egresos,2014-03-01,0,2,0,2,2
MINEROS,internaciones,3      egresos,2014-03-01,4,11,4,11,15
MIZQUE,internaciones,3      egresos,2014-03-01,14,56,14,56,70
MOCOMOCO,internaciones,3      egresos,2014-03-01,0,2,0,2,2
MOJOCOYA,internaciones,3      egresos,2014-03-01,0,19,0,19,19
MONTEAGUDO,internaciones,3      egresos,2014-03-01,63,107,63,107,170
MONTERO,internaciones,3      egresos,2014-03-01,301,698,301,698,999
MORO MORO,internaciones,3      egresos,2014-03-01,1,3,1,3,4
MOROCHATA,internaciones,3      egresos,2014-03-01,0,8,0,8,8
OCURI,internaciones,3      egresos,2014-03-01,1,10,1,10,11
OKINAWA,internaciones,3      egresos,2014-03-01,1,9,1,9,10
OMEREQUE,internaciones,3      egresos,2014-03-01,4,6,4,6,10
ORURO,internaciones,3      egresos,2014-03-01,875,1946,875,1946,2821
PADILLA,internaciones,3      egresos,2014-03-01,37,67,37,67,104
PAILON,internaciones,3      egresos,2014-03-01,18,76,18,76,94
PALCA,internaciones,3      egresos,2014-03-01,0,2,0,2,2
PALOS BLANCOS,internaciones,3      egresos,2014-03-01,7,49,7,49,56
PAMPA GRANDE,internaciones,3      egresos,2014-03-01,2,9,2,9,11
PAPEL PAMPA,internaciones,3      egresos,2014-03-01,0,2,0,2,2
PASORAPA,internaciones,3      egresos,2014-03-01,0,3,0,3,3
PATACAMAYA,internaciones,3      egresos,2014-03-01,4,30,4,30,34
PELECHUCO,internaciones,3      egresos,2014-03-01,0,1,0,1,1
POCOATA,internaciones,3      egresos,2014-03-01,0,6,0,6,6
POCONA,internaciones,3      egresos,2014-03-01,0,13,0,13,13
POJO (CBBA),internaciones,3      egresos,2014-03-01,1,24,1,24,25
POOPO,internaciones,3      egresos,2014-03-01,0,3,0,3,3
POROMA,internaciones,3      egresos,2014-03-01,1,3,1,3,4
PORONGO,internaciones,3      egresos,2014-03-01,0,1,0,1,1
PORTACHUELO,internaciones,3      egresos,2014-03-01,55,83,55,83,138
PORVENIR,internaciones,3      egresos,2014-03-01,2,6,2,6,8
POSTRER VALLE,internaciones,3      egresos,2014-03-01,0,2,0,2,2
POTOSI,internaciones,3      egresos,2014-03-01,776,1322,776,1322,2098
PRESTO,internaciones,3      egresos,2014-03-01,1,1,1,1,2
PUCARA,internaciones,3      egresos,2014-03-01,1,1,1,1,2
PUCARANI,internaciones,3      egresos,2014-03-01,3,12,3,12,15
PUERTO ACOSTA,internaciones,3      egresos,2014-03-01,0,5,0,5,5
PUERTO CARABUCO,internaciones,3      egresos,2014-03-01,0,2,0,2,2
PUERTO GONZALO MORENO,internaciones,3      egresos,2014-03-01,2,5,2,5,7
PUERTO QUIJARRO,internaciones,3      egresos,2014-03-01,14,23,14,23,37
PUERTO RICO,internaciones,3      egresos,2014-03-01,14,36,14,36,50
PUERTO SUAREZ,internaciones,3      egresos,2014-03-01,43,99,43,99,142
PUERTO VILLARROEL,internaciones,3      egresos,2014-03-01,52,197,52,197,249
PUNA,internaciones,3      egresos,2014-03-01,0,8,0,8,8
PUNATA,internaciones,3      egresos,2014-03-01,81,208,81,208,289
QUIABAYA,internaciones,3      egresos,2014-03-01,0,2,0,2,2
QUILLACOLLO,internaciones,3      egresos,2014-03-01,59,360,59,360,419
QUIME,internaciones,3      egresos,2014-03-01,4,15,4,15,19
QUIRUSILLAS,internaciones,3      egresos,2014-03-01,0,1,0,1,1
REYES,internaciones,3      egresos,2014-03-01,4,37,4,37,41
RIBERALTA,internaciones,3      egresos,2014-03-01,283,601,283,601,884
ROBORE,internaciones,3      egresos,2014-03-01,24,87,24,87,111
RURRENABAQUE,internaciones,3      egresos,2014-03-01,60,126,60,126,186
SABAYA,internaciones,3      egresos,2014-03-01,2,3,2,3,5
SACABA,internaciones,3      egresos,2014-03-01,111,412,111,412,523
SACABAMBA,internaciones,3      egresos,2014-03-01,3,19,3,19,22
SACACA,internaciones,3      egresos,2014-03-01,5,12,5,12,17
SAIPINA,internaciones,3      egresos,2014-03-01,2,5,2,5,7
SAMAIPATA,internaciones,3      egresos,2014-03-01,7,29,7,29,36
SAN AGUSTIN,internaciones,3      egresos,2014-03-01,0,1,0,1,1
SAN ANDRES,internaciones,3      egresos,2014-03-01,6,0,6,0,6
SAN ANDRES DE MACHACA,internaciones,3      egresos,2014-03-01,0,1,0,1,1
SAN ANTONIO DE LOMERIO,internaciones,3      egresos,2014-03-01,1,9,1,9,10
SAN BENITO,internaciones,3      egresos,2014-03-01,0,8,0,8,8
SAN BORJA,internaciones,3      egresos,2014-03-01,22,156,22,156,178
