municipality,group,variable,month,Niños de 2 años a menores de 5 años con dosis comp,TOTAL
CHAQUI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,10,10
CHARAGUA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,24,24
CHARAÑA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,16,16
CHIMORE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,39,39
CHIPAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,9,9
CHOQUE COTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,10,10
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,69,69
CHUMA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,9,9
CLIZA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,53,53
COBIJA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,52,52
COCHABAMBA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,315,315
COIPASA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,1,1
COLCAPIRHUA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,97,97
"COLCHA ""K""",nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,17,17
COLOMI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,51,51
COLPA BELGICA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,51,51
COLQUECHACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,97,97
COLQUENCHA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,86,86
COLQUIRI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,42,42
COMANCHE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,19,19
COMARAPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,64,64
COMBAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,6,6
CONCEPCION,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,74,74
COPACABANA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,73,73
CORIPATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,64,64
CORO CORO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,84,84
COROICO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,131,131
CORQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,32,32
COTAGAITA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,99,99
CUATRO CAÑADAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,50,50
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,3,3
CUEVO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,74,74
CULPINA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,202,202
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,4,4
CURVA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,33,33
DESAGUADERO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,2,2
EL ALTO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,1375,1375
EL CHORO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,15,15
EL PUENTE(TJA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,49,49
EL TORNO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,119,119
EL VILLAR,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,79,79
ENTRE RIOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,23,23
ENTRE RIOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,81,81
EUCALIPTUS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,16,16
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,10,10
EXALTACION,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,9,9
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,50,50
FILADELFIA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,21,21
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,9,9
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,66,66
GUANAY,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,24,24
GUAQUI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,44,44
GUAYARAMERIN,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,138,138
GUTIERREZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,4,4
HUACARETA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,208,208
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,2,2
HUACHACALLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,4,4
HUANUNI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,30,30
ICHOCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,18,18
ICLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,171,171
INCAHUASI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,202,202
INGAVI (HUMAITA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,9,9
INQUISIVI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,190,190
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,5,5
IXIAMAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,13,13
JESUS DE MACHACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,124,124
LA ASUNTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,101,101
LA PAZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,1477,1477
LAGUNILLAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,9,9
LAJA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,38,38
LAS CARRERAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,66,66
LICOMA PAMPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,11,11
LLALLAGUA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,34,34
LLICA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,12,12
LORETO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,24,24
LURIBAY,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,12,12
MACHACAMARCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,25,25
MACHARETI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,41,41
MAGDALENA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,3,3
MAIRANA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,35,35
MALLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,6,6
MAPIRI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,1,1
MECAPACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,63,63
MINEROS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,120,120
MIZQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,61,61
MOCOMOCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,69,69
MOJOCOYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,65,65
MONTEAGUDO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,142,142
MONTERO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,119,119
MORO MORO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,23,23
MOROCHATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,37,37
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,15,15
NAZACARA DE PACAJES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,16,16
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,1,1
OCURI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,87,87
OKINAWA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,55,55
OMEREQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,37,37
ORURO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,452,452
PADCAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,107,107
PADILLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,158,158
PAILON,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,27,27
PALCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,31,31
PALOS BLANCOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,34,34
PAMPA GRANDE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,44,44
PASORAPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,37,37
PATACAMAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,30,30
PAZÑA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,37,37
PELECHUCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,6,6
POCOATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,50,50
POCONA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,19,19
POJO (CBBA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,8,8
POOPO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,10,10
POROMA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,221,221
PORTACHUELO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,81,81
PORVENIR,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,33,33
POSTRER VALLE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,13,13
POTOSI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,187,187
PRESTO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,191,191
PUCARA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,7,7
PUCARANI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,99,99
PUERTO ACOSTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,38,38
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,33,33
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,11,11
PUERTO PEREZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,56,56
PUERTO QUIJARRO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,5,5
PUERTO RICO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,15,15
PUERTO SILES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,1,1
PUERTO SUAREZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,10,10
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,54,54
PUNA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,43,43
PUNATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,62,62
QUIABAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,35,35
QUILLACOLLO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,178,178
QUIME,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,50,50
QUIRUSILLAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,8,8
REYES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,61,61
RIBERALTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,159,159
ROBORE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,223,223
RURRENABAQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,59,59
SABAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,21,21
SACABA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,199,199
SACABAMBA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,6,6
SAIPINA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,34,34
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,35,35
SAMAIPATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,77,77
SAN AGUSTIN,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,16,16
SAN ANDRES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,4,4
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,21,21
SAN BENITO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,14,14
SAN BORJA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,108,108
SAN CARLOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,74,74
SAN IGNACIO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,46,46
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,209,209
SAN JAVIER(STC),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,5,5
SAN JOAQUIN,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,4,4
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,43,43
SAN JULIAN,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,107,107
SAN LORENZO(PND),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,4,4
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,111,111
SAN LUCAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,309,309
SAN MATIAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,23,23
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,58,58
SAN PABLO DE LIPEZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,7,7
SAN PEDRO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,74,74
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,33,33
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,3,3
SAN PEDRO(PND),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,5,5
SAN RAFAEL,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,37,37
SAN RAMON,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,2,2
SAN RAMON,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,8,8
SANTA ANA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,21,21
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,574,574
SANTA ROSA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,37,37
SANTA ROSA DEL SARA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,132,132
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-04-01,15,15
