municipality,group,variable,month,Mujeres puérperas que recibieron dosis única d,TOTAL
WARNES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-01-01,81,81
YACO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-01-01,1,1
YACUIBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-01-01,113,113
YAMPARAEZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-01-01,18,18
YAPACANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-01-01,74,74
YOCALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-01-01,8,8
YOTALA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-01-01,15,15
YUNCHARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-01-01,5,5
ZUDAÑEZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-01-01,13,13
ACACIO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,15,15
ACHACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,54,54
ACHOCALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,5,5
AIQUILE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,41,41
ALALAY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,4,4
ALCALA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,6,6
ANCORAIMES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,23,23
ANDAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,2,2
ANTEQUERA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,2,2
ANZALDO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,5,5
APOLO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,18,18
ARAMPAMPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,5,5
ARANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,4,4
ARBIETO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,9,9
ARQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,17,17
ASCENCION DE GUARAYOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,53,53
ATOCHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,6,6
AUCAPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,17,17
AYATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,11,11
AYO AYO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,33,33
AZURDUY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,28,28
BATALLAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,10,10
BAURES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,3,3
BELEN DE ANDAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,2,2
BELLA FLOR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,2,2
BERMEJO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,17,17
BETANZOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,44,44
BOLIVAR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,13,13
BOLPEBRA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,3,3
BOYUIBE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,7,7
BUENA VISTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,21,21
CABEZAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,21,21
CAIROMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,10,10
"CAIZA ""D""",micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,7,7
CAJUATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,87,87
CALACOTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,5,5
CALAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,13,13
CAMARGO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,28,28
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,4,4
CAMIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,52,52
CAPINOTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,26,26
CAQUIAVIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,8,8
CARACOLLO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,17,17
CARANAVI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,72,72
CARAPARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,10,10
CARIPUYO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,22,22
CARMEN RIVERO TORREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,6,6
CATACORA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,1,1
CHALLAPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,36,36
CHAQUI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,10,10
CHARAGUA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,49,49
CHARAÑA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,4,4
CHAYANTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,17,17
CHIMORE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,22,22
CHIPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,22,22
CHUMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,5,5
CLIZA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,23,23
COBIJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,51,51
COCHABAMBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,469,469
COLCAPIRHUA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,21,21
"COLCHA ""K""",micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,3,3
COLLANA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,3,3
COLOMI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,39,39
COLPA BELGICA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,8,8
COLQUECHACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,49,49
COLQUENCHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,8,8
COLQUIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,19,19
COMARAPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,40,40
COMBAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,2,2
COPACABANA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,9,9
CORIPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,19,19
CORO CORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,10,10
COROICO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,19,19
CORQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,5,5
COTAGAITA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,20,20
COTOCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,80,80
CUATRO CAÑADAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,22,22
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,1,1
CUEVO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,2,2
CULPINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,39,39
CURAHUARA DE CARANGAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,2,2
CURVA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,5,5
DESAGUADERO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,7,7
EL ALTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,828,828
EL CHORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,3,3
EL PUENTE(STC),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,13,13
EL PUENTE(TJA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,14,14
EL TORNO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,9,9
EL VILLAR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,10,10
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,32,32
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,19,19
EUCALIPTUS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,7,7
EUREKA (SANTOS MERCADO),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,1,1
EXALTACION,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,10,10
FERNANDEZ ALONSO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,29,29
GENERAL SAAVEDRA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,29,29
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,13,13
GUANAY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,14,14
GUAQUI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,4,4
GUAYARAMERIN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,40,40
GUTIERREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,13,13
HUACARETA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,8,8
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,2,2
HUACHACALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,1,1
HUANUNI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,31,31
HUARACAJE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,3,3
HUAYLLAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,4,4
ICHOCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,4,4
ICLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,14,14
INCAHUASI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,35,35
INQUISIVI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,19,19
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,14,14
IXIAMAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,8,8
JESUS DE MACHACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,2,2
LA ASUNTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,19,19
LA GUARDIA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,36,36
LA PAZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,831,831
LAGUNILLAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,11,11
LAJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,17,17
LAS CARRERAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,4,4
LICOMA PAMPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,1,1
LLALLAGUA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,59,59
LLICA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,5,5
LORETO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,4,4
LURIBAY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,7,7
MACHACAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,1,1
MACHARETI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,7,7
MAGDALENA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,5,5
MAIRANA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,12,12
MALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,3,3
MAPIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,15,15
MECAPACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,11,11
MINEROS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,23,23
MIZQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,26,26
MOCOMOCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,18,18
MOJINETE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,1,1
MOJOCOYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,10,10
MONTEAGUDO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,26,26
MONTERO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,29,29
MORO MORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,3,3
MOROCHATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,25,25
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,1,1
NAZACARA DE PACAJES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,3,3
OCURI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,20,20
OKINAWA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,21,21
OMEREQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,7,7
ORURO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,287,287
PADCAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,18,18
PADILLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,20,20
PAILON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,2,2
PALCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,2,2
PALOS BLANCOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,34,34
PAMPA AULLAGAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,5,5
PAMPA GRANDE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,9,9
PAPEL PAMPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,6,6
PASORAPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,7,7
PATACAMAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,18,18
PAZÑA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,6,6
PELECHUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,10,10
POCOATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,35,35
POCONA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,27,27
POJO (CBBA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,15,15
POOPO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,3,3
PORCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,3,3
POROMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,28,28
PORONGO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,3,3
PORTACHUELO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,24,24
PORVENIR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,4,4
POTOSI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,112,112
PRESTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,17,17
PUCARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,1,1
PUCARANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,20,20
PUERTO ACOSTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,25,25
PUERTO CARABUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,16,16
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,18,18
PUERTO PEREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,3,3
PUERTO QUIJARRO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,12,12
PUERTO RICO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,4,4
PUERTO SILES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,3,3
PUERTO SUAREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,28,28
PUERTO VILLARROEL,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,99,99
PUNA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,38,38
PUNATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,60,60
QUILLACOLLO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,161,161
QUIME,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,9,9
QUIRUSILLAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,5,5
RAVELO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,26,26
REYES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,25,25
RIBERALTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,131,131
ROBORE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,30,30
RURRENABAQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-02-01,29,29
