,group,variable,month,1. NACIDOS VIVOS SERV/DOM,1. NACIDOS VIVOS SERV/DOM,TOTALES,TOTALES,TOTALES
EL CHORO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,1,1,1,1,2
EL PUENTE(STC),recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,2,0,2,0,2
EL PUENTE(TJA),recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,1,0,1,0,1
EL TORNO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,57,1,57,1,58
EL VILLAR,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,2,0,2,0,2
ENTRE RIOS TRJ,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,16,1,16,1,17
ENTRE RIOS CBBA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,22,1,22,1,23
ESCOMA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,0,1,0,1,1
EUCALIPTUS,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,0,1,0,1,1
FERNANDEZ ALONSO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,6,0,6,0,6
FILADELFIA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,1,0,1,0,1
GAIOC JATUN AYLLU YURA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,2,0,2,0,2
GENERAL SAAVEDRA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,6,0,6,0,6
GIA-TIM,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,0,3,0,3,3
GRAL. J.J. PEREZ (CHARAZANI),recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,1,6,1,6,7
GUANAY,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,0,4,0,4,4
GUAQUI,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,3,2,3,2,5
GUAYARAMERIN,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,59,0,59,0,59
GUTIERREZ,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,5,1,5,1,6
HUACARAJE,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,5,0,5,0,5
HUACARETA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,5,1,5,1,6
HUANUNI,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,19,0,19,0,19
HUARINA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,4,3,4,3,7
HUATAJATA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,1,0,1,0,1
HUMANATA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,2,1,2,1,3
ICHOCA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,2,4,2,4,6
ICLA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,1,5,1,5,6
INCAHUASI,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,8,6,8,6,14
INQUISIVI,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,3,13,3,13,16
IRUPANA (VILLA DE LANZA),recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,6,2,6,2,8
IXIAMAS,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,2,0,2,0,2
JESUS DE MACHACA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,4,1,4,1,5
LA ASUNTA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,52,2,52,2,54
LA GUARDIA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,48,0,48,0,48
LA PAZ,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,1021,2,1021,2,1023
LAGUNILLAS,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,3,0,3,0,3
LAJA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,1,12,1,12,13
LICOMA PAMPA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,2,1,2,1,3
LLALLAGUA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,64,3,64,3,67
LLICA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,3,0,3,0,3
LURIBAY,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,11,0,11,0,11
MACHACAMARCA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,2,1,2,1,3
MACHARETI,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,3,0,3,0,3
MAGDALENA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,12,1,12,1,13
MAIRANA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,14,0,14,0,14
MALLA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,0,2,0,2,2
MAPIRI,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,10,0,10,0,10
MECAPACA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,1,2,1,2,3
MINEROS,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,5,0,5,0,5
MIZQUE,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,22,0,22,0,22
MOCOMOCO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,1,7,1,7,8
MOJOCOYA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,6,0,6,0,6
MONTEAGUDO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,24,0,24,0,24
MONTERO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,114,0,114,0,114
MORO MORO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,1,0,1,0,1
MOROCHATA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,2,4,2,4,6
NAZACARA DE PACAJES,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,0,2,0,2,2
OCURI,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,5,7,5,7,12
OKINAWA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,2,0,2,0,2
OMEREQUE,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,3,0,3,0,3
ORURO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,435,14,435,14,449
PADCAYA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,4,0,4,0,4
PADILLA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,14,0,14,0,14
PAILON,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,17,2,17,2,19
PALCA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,2,11,2,11,13
PALOS BLANCOS,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,20,17,20,17,37
PAMPA GRANDE,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,4,0,4,0,4
PAPEL PAMPA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,2,0,2,0,2
PATACAMAYA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,24,5,24,5,29
PAZÑA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,1,3,1,3,4
PELECHUCO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,3,1,3,1,4
POCOATA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,5,14,5,14,19
POCONA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,5,0,5,0,5
POJO (CBBA),recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,7,0,7,0,7
POOPO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,1,0,1,0,1
PORCO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,10,2,10,2,12
POROMA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,2,2,2,2,4
PORONGO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,2,0,2,0,2
PORTACHUELO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,24,0,24,0,24
PORVENIR,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,1,0,1,0,1
POTOSI,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,419,3,419,3,422
PRESTO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,4,5,4,5,9
PUCARANI,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,11,16,11,16,27
PUERTO ACOSTA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,2,9,2,9,11
PUERTO CARABUCO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,3,4,3,4,7
PUERTO GONZALO MORENO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,4,0,4,0,4
PUERTO PEREZ,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,1,3,1,3,4
PUERTO QUIJARRO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,12,0,12,0,12
PUERTO RICO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,6,0,6,0,6
PUERTO SUAREZ,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,19,0,19,0,19
PUERTO VILLARROEL,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,106,1,106,1,107
PUNA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,5,0,5,0,5
PUNATA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,84,0,84,0,84
QUIABAYA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,0,1,0,1,1
QUILLACOLLO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,166,3,166,3,169
QUIME,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,4,1,4,1,5
RAQAYPAMPA(ETA),recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,3,4,3,4,7
RAVELO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,1,0,1,0,1
REYES,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,5,0,5,0,5
RIBERALTA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,194,2,194,2,196
ROBORE,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,16,0,16,0,16
RURRENABAQUE,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,22,2,22,2,24
SACABA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,199,1,199,1,200
SACABAMBA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,0,1,0,1,1
SACACA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,11,7,11,7,18
SAIPINA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,1,0,1,0,1
SALINAS DE GARCI MENDOZA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,5,1,5,1,6
SAMAIPATA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,8,0,8,0,8
SAN ANDRES DE MACHACA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,0,4,0,4,4
SAN ANTONIO DE LOMERIO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,2,0,2,0,2
SAN BENITO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,3,0,3,0,3
SAN BORJA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,54,18,54,18,72
SAN BUENA VENTURA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,7,2,7,2,9
SAN CARLOS,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,24,0,24,0,24
SAN IGNACIO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,34,4,34,4,38
SAN IGNACIO DE VELASCO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,89,2,89,2,91
SAN JAVIER(STC),recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,13,0,13,0,13
SAN JOAQUIN,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,5,0,5,0,5
SAN JOSE DE CHIQUITOS,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,16,1,16,1,17
SAN JUAN DE YAPACANI,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,3,0,3,0,3
SAN JULIAN,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,51,1,51,1,52
SAN LORENZO(PND),recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,3,1,3,1,4
SAN LORENZO(TJA),recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,6,0,6,0,6
SAN LUCAS,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,25,9,25,9,34
SAN MATIAS,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,13,0,13,0,13
SAN MIGUEL DE VELASCO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,7,0,7,0,7
SAN PABLO DE LIPEZ,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,0,2,0,2,2
SAN PEDRO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,5,0,5,0,5
SAN PEDRO DE BUENA VISTA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,16,15,16,15,31
SAN PEDRO DE CURAHUARA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,0,2,0,2,2
SAN PEDRO DE MACHA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,7,6,7,6,13
SAN PEDRO DE TIQUINA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,0,1,0,1,1
SAN RAFAEL,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,3,0,3,0,3
SAN RAMON BENI,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,3,0,3,0,3
SAN RAMON SCZ,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,2,1,2,1,3
SANTA ANA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,22,0,22,0,22
SANTA CRUZ DE LA SIERRA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,1433,4,1433,4,1437
SANTA ROSA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,9,0,9,0,9
SANTA ROSA DEL SARA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,3,0,3,0,3
SANTIAGO DE CALLAPA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,0,2,0,2,2
SANTIAGO DE HUARI,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,1,3,1,3,4
SANTIAGO DE HUATA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,0,3,0,3,3
SANTIAGO DE MACHACA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,1,1,1,1,2
SANTIVAÑES,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,2,0,2,0,2
SANTUARIO DE QUILLACAS,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,1,1,1,1,2
SAPAHAQUI,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,4,4,4,4,8
SENA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,3,1,3,1,4
SHINAOTA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,39,0,39,0,39
SICA SICA (VILLA AROMA),recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,11,5,11,5,16
SICAYA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,1,0,1,0,1
SIPE SIPE,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,30,6,30,6,36
SOPACHUY,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,5,0,5,0,5
SORACACHI,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,0,1,0,1,1
SORATA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,8,4,8,4,12
SUCRE,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,340,3,340,3,343
TACACOMA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,5,2,5,2,7
TACOBAMBA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,1,6,1,6,7
TACOPAYA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,1,4,1,4,5
TAPACARI,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,4,13,4,13,17
TARABUCO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,15,0,15,0,15
TARACO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,1,3,1,3,4
TARATA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,6,0,6,0,6
TARIJA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,264,2,264,2,266
TARVITA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,10,0,10,0,10
TEOPONTE,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,4,1,4,1,5
TIAHUANACU,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,3,1,3,1,4
TINGUIPAYA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,2,5,2,5,7
TIPUANI,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,1,0,1,0,1
TIQUIPAYA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,49,4,49,4,53
TIRAQUE (CBBA),recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,3,0,3,0,3
TOCO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,5,0,5,0,5
TOMAVE,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,2,0,2,0,2
TOMINA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,6,1,6,1,7
TORO TORO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,5,6,5,6,11
TOTORA(CBBA),recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,17,4,17,4,21
TOTORA(ORR),recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,0,1,0,1,1
TRINIDAD,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,156,0,156,0,156
TUPIZA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,54,1,54,1,55
TURCO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,2,0,2,0,2
UMALA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,0,3,0,3,3
UNCIA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,17,5,17,5,22
URIONDO (A. CONCEPCION),recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,13,0,13,0,13
URUBICHA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,1,0,1,0,1
UYUNI,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,32,6,32,6,38
VACAS,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,3,0,3,0,3
VALLEGRANDE,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,8,0,8,0,8
VIACHA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,74,2,74,2,76
VILA VILA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,2,1,2,1,3
VILLA CHARCAS,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,8,4,8,4,12
VILLA MONTES,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,48,0,48,0,48
VILLA NUEVA (LOMA ALTA),recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,0,2,0,2,2
VILLA RIVERO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,3,0,3,0,3
VILLA SERRANO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,3,1,3,1,4
VILLA TUNARI,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,151,7,151,7,158
VILLA VACA GUZMAN (MUYUPAMPA),recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,4,3,4,3,7
VILLAZON,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,39,0,39,0,39
VINTO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,69,0,69,0,69
VITICHI,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,2,0,2,0,2
WALDO BALLIVIAN,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,0,1,0,1,1
WARNES,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,107,1,107,1,108
YACO,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,1,4,1,4,5
YACUIBA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,87,3,87,3,90
YAMPARAEZ,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,5,0,5,0,5
YANACACHI,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,2,0,2,0,2
YAPACANI,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,57,2,57,2,59
YOCALLA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,0,1,0,1,1
YOTALA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,3,0,3,0,3
YUNCHARA,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,2,0,2,0,2
ZUDAÑEZ,recien nacidos en servicio y domicilio,nacidos vivos,2024-08-01,6,0,6,0,6
ACACIO,recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,2,2,2,2,4
ACHACACHI,recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,35,11,35,11,46
ACHOCALLA,recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,12,4,12,4,16
AIQUILE,recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,23,2,23,2,25
ALCALA,recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,2,0,2,0,2
ALTO BENI,recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,5,0,5,0,5
ANCORAIMES,recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,0,3,0,3,3
ANZALDO,recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,1,0,1,0,1
APOLO,recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,14,13,14,13,27
ARAMPAMPA,recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,0,4,0,4,4
ARANI,recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,6,0,6,0,6
ARBIETO,recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,10,0,10,0,10
ARQUE,recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,1,9,1,9,10
ASCENCION DE GUARAYOS,recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,47,0,47,0,47
ATOCHA,recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,8,1,8,1,9
AUCAPATA,recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,1,5,1,5,6
AYATA,recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,2,3,2,3,5
AYO AYO,recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,13,9,13,9,22
AZURDUY,recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,9,3,9,3,12
BATALLAS,recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,5,2,5,2,7
BAURES,recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,2,1,2,1,3
BERMEJO,recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,35,0,35,0,35
BETANZOS,recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,17,8,17,8,25
BOLIVAR,recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,3,7,3,7,10
BOYUIBE,recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,2,0,2,0,2
BUENA VISTA,recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,4,0,4,0,4
CABEZAS,recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,18,1,18,1,19
CAIROMA,recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,3,1,3,1,4
"CAIZA ""D""",recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,3,1,3,1,4
CAJUATA,recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,15,0,15,0,15
CALACOTO,recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,0,3,0,3,3
CALAMARCA,recien nacidos en servicio y domicilio,nacidos vivos,2024-09-01,3,1,3,1,4
