,group,variable,month,19. RN CON ALOJAMIENTO CONJUNTO SERV/DOM,19. RN CON ALOJAMIENTO CONJUNTO SERV/DOM,TOTALES,TOTALES,TOTALES
PUNA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,5,0,5,0,5
PUNATA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,50,0,50,0,50
QUIABAYA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,0,1,0,1,1
QUILLACOLLO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,142,0,142,0,142
QUIME,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,4,0,4,0,4
RAQAYPAMPA(ETA),recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,3,4,3,4,7
RAVELO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,1,0,1,0,1
REYES,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,5,0,5,0,5
RIBERALTA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,183,0,183,0,183
ROBORE,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,13,0,13,0,13
RURRENABAQUE,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,22,2,22,2,24
SACABA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,199,1,199,1,200
SACABAMBA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,0,1,0,1,1
SACACA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,11,4,11,4,15
SAIPINA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,1,0,1,0,1
SALINAS DE GARCI MENDOZA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,1,0,1,0,1
SAMAIPATA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,8,0,8,0,8
SAN ANDRES DE MACHACA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,0,1,0,1,1
SAN ANTONIO DE LOMERIO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,2,0,2,0,2
SAN BENITO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,3,0,3,0,3
SAN BORJA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,52,11,52,11,63
SAN BUENA VENTURA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,4,0,4,0,4
SAN CARLOS,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,1,0,1,0,1
SAN IGNACIO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,34,0,34,0,34
SAN IGNACIO DE VELASCO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,78,0,78,0,78
SAN JAVIER(STC),recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,13,0,13,0,13
SAN JOSE DE CHIQUITOS,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,16,0,16,0,16
SAN JULIAN,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,51,0,51,0,51
SAN LORENZO(PND),recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,3,1,3,1,4
SAN LUCAS,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,25,9,25,9,34
SAN MATIAS,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,13,0,13,0,13
SAN MIGUEL DE VELASCO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,7,0,7,0,7
SAN PABLO DE LIPEZ,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,0,1,0,1,1
SAN PEDRO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,3,0,3,0,3
SAN PEDRO DE BUENA VISTA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,13,14,13,14,27
SAN PEDRO DE CURAHUARA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,0,2,0,2,2
SAN PEDRO DE MACHA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,7,6,7,6,13
SAN PEDRO DE TIQUINA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,0,1,0,1,1
SAN RAFAEL,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,3,0,3,0,3
SAN RAMON BENI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,6,0,6,0,6
SAN RAMON SCZ,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,2,0,2,0,2
SANTA ANA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,22,0,22,0,22
SANTA CRUZ DE LA SIERRA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,910,2,910,2,912
SANTA ROSA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,9,0,9,0,9
SANTA ROSA DEL SARA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,3,0,3,0,3
SANTIAGO DE CALLAPA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,0,2,0,2,2
SANTIAGO DE HUARI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,1,3,1,3,4
SANTIAGO DE HUATA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,0,3,0,3,3
SANTIAGO DE MACHACA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,1,0,1,0,1
SANTUARIO DE QUILLACAS,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,1,1,1,1,2
SAPAHAQUI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,3,3,3,3,6
SENA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,3,1,3,1,4
SHINAOTA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,39,0,39,0,39
SICA SICA (VILLA AROMA),recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,11,4,11,4,15
SICAYA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,1,0,1,0,1
SIPE SIPE,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,9,0,9,0,9
SOPACHUY,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,5,0,5,0,5
SORACACHI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,0,1,0,1,1
SORATA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,8,4,8,4,12
SUCRE,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,323,2,323,2,325
TACACOMA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,3,2,3,2,5
TACOBAMBA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,1,6,1,6,7
TACOPAYA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,1,1,1,1,2
TAPACARI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,3,2,3,2,5
TARABUCO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,15,0,15,0,15
TARACO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,1,3,1,3,4
TARATA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,6,0,6,0,6
TARIJA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,184,0,184,0,184
TARVITA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,10,0,10,0,10
TEOPONTE,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,4,1,4,1,5
TIAHUANACU,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,3,1,3,1,4
TINGUIPAYA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,2,2,2,2,4
TIPUANI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,1,0,1,0,1
TIQUIPAYA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,49,3,49,3,52
TOCO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,5,0,5,0,5
TOMAVE,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,2,0,2,0,2
TOMINA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,6,1,6,1,7
TORO TORO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,5,6,5,6,11
TOTORA(CBBA),recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,17,0,17,0,17
TRINIDAD,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,135,0,135,0,135
TUPIZA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,53,1,53,1,54
TURCO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,2,0,2,0,2
UMALA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,0,2,0,2,2
UNCIA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,17,5,17,5,22
URIONDO (A. CONCEPCION),recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,12,0,12,0,12
URUBICHA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,1,0,1,0,1
UYUNI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,27,2,27,2,29
VALLEGRANDE,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,2,0,2,0,2
VIACHA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,70,1,70,1,71
VILA VILA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,2,0,2,0,2
VILLA CHARCAS,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,8,4,8,4,12
VILLA MONTES,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,44,0,44,0,44
VILLA NUEVA (LOMA ALTA),recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,0,2,0,2,2
VILLA SERRANO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,3,1,3,1,4
VILLA TUNARI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,133,6,133,6,139
VILLA VACA GUZMAN (MUYUPAMPA),recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,4,3,4,3,7
VILLAZON,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,36,0,36,0,36
VINTO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,62,0,62,0,62
VITICHI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,2,0,2,0,2
WALDO BALLIVIAN,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,0,1,0,1,1
WARNES,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,89,0,89,0,89
YACO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,1,4,1,4,5
YACUIBA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,14,3,14,3,17
YAMPARAEZ,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,5,0,5,0,5
YANACACHI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,2,0,2,0,2
YAPACANI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,57,1,57,1,58
YOTALA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,3,0,3,0,3
YUNCHARA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,2,0,2,0,2
ZUDAÑEZ,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-08-01,6,0,6,0,6
ACACIO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,2,2,2,2,4
ACHACACHI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,34,8,34,8,42
ACHOCALLA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,12,2,12,2,14
AIQUILE,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,23,0,23,0,23
ALCALA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,2,0,2,0,2
ALTO BENI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,5,0,5,0,5
ANCORAIMES,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,0,3,0,3,3
ANZALDO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,1,0,1,0,1
ARAMPAMPA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,0,4,0,4,4
ARANI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,6,0,6,0,6
ARQUE,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,1,3,1,3,4
ASCENCION DE GUARAYOS,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,47,0,47,0,47
ATOCHA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,8,1,8,1,9
AYO AYO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,13,7,13,7,20
AZURDUY,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,9,3,9,3,12
BATALLAS,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,0,1,0,1,1
BAURES,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,2,1,2,1,3
BERMEJO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,28,0,28,0,28
BETANZOS,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,17,0,17,0,17
BOLIVAR,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,1,3,1,3,4
BOYUIBE,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,2,0,2,0,2
BUENA VISTA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,4,0,4,0,4
CABEZAS,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,15,1,15,1,16
CAIROMA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,2,1,2,1,3
"CAIZA ""D""",recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,3,1,3,1,4
CAJUATA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,6,0,6,0,6
CALACOTO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,0,1,0,1,1
CALAMARCA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,3,1,3,1,4
CAMARGO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,9,1,9,1,10
CAMIRI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,2,0,2,0,2
CAPINOTA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,8,1,8,1,9
CAQUIAVIRI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,1,4,1,4,5
CARACOLLO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,13,2,13,2,15
CARANAVI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,56,2,56,2,58
CARAPARI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,4,0,4,0,4
CARIPUYO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,1,5,1,5,6
CARMEN RIVERO TORREZ,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,3,1,3,1,4
CHALLAPATA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,35,3,35,3,38
CHAQUI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,0,3,0,3,3
CHARAGUA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,20,8,20,8,28
CHAYANTA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,9,3,9,3,12
CHIMORE,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,3,0,3,0,3
CHIPAYA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,4,0,4,0,4
CHULUMANI (V. DE LA LIBERTAD),recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,17,0,17,0,17
CHUQUIHUTA AYLLU JUCUMANI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,4,1,4,1,5
CKOCHAS,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,2,8,2,8,10
CLIZA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,33,0,33,0,33
COBIJA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,73,1,73,1,74
COCAPATA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,9,16,9,16,25
COCHABAMBA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,945,28,945,28,973
COLCAPIRHUA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,36,0,36,0,36
"COLCHA ""K""",recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,2,0,2,0,2
COLOMI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,12,0,12,0,12
COLQUECHACA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,9,13,9,13,22
COLQUENCHA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,3,2,3,2,5
COLQUIRI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,10,1,10,1,11
COMARAPA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,18,0,18,0,18
COMBAYA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,0,1,0,1,1
CONCEPCION,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,31,0,31,0,31
COPACABANA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,1,0,1,0,1
CORIPATA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,6,0,6,0,6
CORO CORO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,1,1,1,1,2
COROICO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,30,0,30,0,30
CORQUE,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,1,0,1,0,1
COTAGAITA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,6,3,6,3,9
COTOCA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,56,8,56,8,64
CUATRO CAÑADAS,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,18,0,18,0,18
CUEVO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,2,0,2,0,2
CULPINA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,7,2,7,2,9
EL ALTO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,661,12,661,12,673
EL PUENTE(STC),recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,5,0,5,0,5
EL PUENTE(TJA),recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,4,0,4,0,4
EL TORNO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,63,0,63,0,63
EL VILLAR,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,1,1,1,1,2
ENTRE RIOS TRJ,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,17,1,17,1,18
ENTRE RIOS CBBA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,17,0,17,0,17
ESCOMA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,1,0,1,0,1
EUCALIPTUS,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,0,1,0,1,1
FERNANDEZ ALONSO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,4,0,4,0,4
FILADELFIA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,2,1,2,1,3
GAIOC JATUN AYLLU YURA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,3,0,3,0,3
GUANAY,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,14,2,14,2,16
GUAQUI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,3,4,3,4,7
GUTIERREZ,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,10,1,10,1,11
HUACARAJE,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,2,0,2,0,2
HUACARETA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-09-01,4,1,4,1,5
