municipality,group,variable,month,Primer Control Post Parto,TOTAL
YANACACHI,atencion de partos en servicios,primer control post parto,2021-03-01,1,1
YOTALA,atencion de partos en servicios,primer control post parto,2021-03-01,13,13
ZUDAÑEZ,atencion de partos en servicios,primer control post parto,2021-03-01,3,3
ACACIO,atencion de partos en servicios,primer control post parto,2021-04-01,2,2
AIQUILE,atencion de partos en servicios,primer control post parto,2021-04-01,1,1
APOLO,atencion de partos en servicios,primer control post parto,2021-04-01,9,9
ARBIETO,atencion de partos en servicios,primer control post parto,2021-04-01,7,7
ASCENCION DE GUARAYOS,atencion de partos en servicios,primer control post parto,2021-04-01,76,76
ATOCHA,atencion de partos en servicios,primer control post parto,2021-04-01,6,6
AYATA,atencion de partos en servicios,primer control post parto,2021-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,primer control post parto,2021-04-01,19,19
BATALLAS,atencion de partos en servicios,primer control post parto,2021-04-01,2,2
BELEN DE URMIRI,atencion de partos en servicios,primer control post parto,2021-04-01,1,1
BERMEJO,atencion de partos en servicios,primer control post parto,2021-04-01,13,13
BOLIVAR,atencion de partos en servicios,primer control post parto,2021-04-01,1,1
BOLPEBRA,atencion de partos en servicios,primer control post parto,2021-04-01,1,1
BOYUIBE,atencion de partos en servicios,primer control post parto,2021-04-01,2,2
BUENA VISTA,atencion de partos en servicios,primer control post parto,2021-04-01,1,1
CABEZAS,atencion de partos en servicios,primer control post parto,2021-04-01,14,14
"CAIZA ""D""",atencion de partos en servicios,primer control post parto,2021-04-01,2,2
CAMIRI,atencion de partos en servicios,primer control post parto,2021-04-01,1,1
CARAPARI,atencion de partos en servicios,primer control post parto,2021-04-01,1,1
CARIPUYO,atencion de partos en servicios,primer control post parto,2021-04-01,1,1
CHALLAPATA,atencion de partos en servicios,primer control post parto,2021-04-01,1,1
CHAQUI,atencion de partos en servicios,primer control post parto,2021-04-01,3,3
CHARAGUA,atencion de partos en servicios,primer control post parto,2021-04-01,1,1
CHIPAYA,atencion de partos en servicios,primer control post parto,2021-04-01,1,1
CHOQUE COTA,atencion de partos en servicios,primer control post parto,2021-04-01,1,1
CKOCHAS,atencion de partos en servicios,primer control post parto,2021-04-01,1,1
COBIJA,atencion de partos en servicios,primer control post parto,2021-04-01,3,3
COCHABAMBA,atencion de partos en servicios,primer control post parto,2021-04-01,192,192
"COLCHA ""K""",atencion de partos en servicios,primer control post parto,2021-04-01,6,6
COLOMI,atencion de partos en servicios,primer control post parto,2021-04-01,3,3
COLPA BELGICA,atencion de partos en servicios,primer control post parto,2021-04-01,6,6
COLQUECHACA,atencion de partos en servicios,primer control post parto,2021-04-01,16,16
COLQUENCHA,atencion de partos en servicios,primer control post parto,2021-04-01,7,7
COLQUIRI,atencion de partos en servicios,primer control post parto,2021-04-01,2,2
CONCEPCION,atencion de partos en servicios,primer control post parto,2021-04-01,51,51
CORIPATA,atencion de partos en servicios,primer control post parto,2021-04-01,18,18
COROICO,atencion de partos en servicios,primer control post parto,2021-04-01,41,41
CULPINA,atencion de partos en servicios,primer control post parto,2021-04-01,20,20
CURAHUARA DE CARANGAS,atencion de partos en servicios,primer control post parto,2021-04-01,4,4
EL ALTO,atencion de partos en servicios,primer control post parto,2021-04-01,122,122
EL CHORO,atencion de partos en servicios,primer control post parto,2021-04-01,2,2
EL PUENTE(TJA),atencion de partos en servicios,primer control post parto,2021-04-01,6,6
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,primer control post parto,2021-04-01,2,2
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,primer control post parto,2021-04-01,2,2
HUANUNI,atencion de partos en servicios,primer control post parto,2021-04-01,14,14
HUMANATA,atencion de partos en servicios,primer control post parto,2021-04-01,1,1
ICLA,atencion de partos en servicios,primer control post parto,2021-04-01,4,4
INCAHUASI,atencion de partos en servicios,primer control post parto,2021-04-01,6,6
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,primer control post parto,2021-04-01,13,13
LA ASUNTA,atencion de partos en servicios,primer control post parto,2021-04-01,57,57
LA GUARDIA,atencion de partos en servicios,primer control post parto,2021-04-01,35,35
LA PAZ,atencion de partos en servicios,primer control post parto,2021-04-01,50,50
LAGUNILLAS,atencion de partos en servicios,primer control post parto,2021-04-01,1,1
LLALLAGUA,atencion de partos en servicios,primer control post parto,2021-04-01,14,14
LORETO,atencion de partos en servicios,primer control post parto,2021-04-01,1,1
MACHARETI,atencion de partos en servicios,primer control post parto,2021-04-01,1,1
MALLA,atencion de partos en servicios,primer control post parto,2021-04-01,2,2
MAPIRI,atencion de partos en servicios,primer control post parto,2021-04-01,20,20
MOCOMOCO,atencion de partos en servicios,primer control post parto,2021-04-01,1,1
MOJOCOYA,atencion de partos en servicios,primer control post parto,2021-04-01,3,3
MONTEAGUDO,atencion de partos en servicios,primer control post parto,2021-04-01,1,1
MONTERO,atencion de partos en servicios,primer control post parto,2021-04-01,3,3
MORO MORO,atencion de partos en servicios,primer control post parto,2021-04-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,primer control post parto,2021-04-01,1,1
OCURI,atencion de partos en servicios,primer control post parto,2021-04-01,12,12
ORURO,atencion de partos en servicios,primer control post parto,2021-04-01,142,142
PADILLA,atencion de partos en servicios,primer control post parto,2021-04-01,11,11
PAMPA GRANDE,atencion de partos en servicios,primer control post parto,2021-04-01,3,3
PASORAPA,atencion de partos en servicios,primer control post parto,2021-04-01,2,2
POOPO,atencion de partos en servicios,primer control post parto,2021-04-01,4,4
PORCO,atencion de partos en servicios,primer control post parto,2021-04-01,9,9
POROMA,atencion de partos en servicios,primer control post parto,2021-04-01,9,9
PORTACHUELO,atencion de partos en servicios,primer control post parto,2021-04-01,22,22
POTOSI,atencion de partos en servicios,primer control post parto,2021-04-01,61,61
PRESTO,atencion de partos en servicios,primer control post parto,2021-04-01,3,3
PUERTO CARABUCO,atencion de partos en servicios,primer control post parto,2021-04-01,1,1
PUERTO RICO,atencion de partos en servicios,primer control post parto,2021-04-01,3,3
QUILLACOLLO,atencion de partos en servicios,primer control post parto,2021-04-01,12,12
ROBORE,atencion de partos en servicios,primer control post parto,2021-04-01,2,2
RURRENABAQUE,atencion de partos en servicios,primer control post parto,2021-04-01,2,2
SABAYA,atencion de partos en servicios,primer control post parto,2021-04-01,2,2
SACABA,atencion de partos en servicios,primer control post parto,2021-04-01,39,39
SACACA,atencion de partos en servicios,primer control post parto,2021-04-01,9,9
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,primer control post parto,2021-04-01,2,2
SAN BENITO,atencion de partos en servicios,primer control post parto,2021-04-01,5,5
SAN BORJA,atencion de partos en servicios,primer control post parto,2021-04-01,1,1
SAN IGNACIO,atencion de partos en servicios,primer control post parto,2021-04-01,24,24
SAN IGNACIO DE VELASCO,atencion de partos en servicios,primer control post parto,2021-04-01,85,85
SAN JAVIER(STC),atencion de partos en servicios,primer control post parto,2021-04-01,25,25
SAN JULIAN,atencion de partos en servicios,primer control post parto,2021-04-01,2,2
SAN LORENZO(PND),atencion de partos en servicios,primer control post parto,2021-04-01,2,2
SAN LUCAS,atencion de partos en servicios,primer control post parto,2021-04-01,12,12
SAN MIGUEL DE VELASCO,atencion de partos en servicios,primer control post parto,2021-04-01,14,14
SAN PEDRO,atencion de partos en servicios,primer control post parto,2021-04-01,2,2
SAN PEDRO DE MACHA,atencion de partos en servicios,primer control post parto,2021-04-01,6,6
SAN RAFAEL,atencion de partos en servicios,primer control post parto,2021-04-01,7,7
SAN RAMON BENI,atencion de partos en servicios,primer control post parto,2021-04-01,7,7
SANTA ANA,atencion de partos en servicios,primer control post parto,2021-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,primer control post parto,2021-04-01,207,207
SANTA ROSA,atencion de partos en servicios,primer control post parto,2021-04-01,1,1
SANTA ROSA DEL SARA,atencion de partos en servicios,primer control post parto,2021-04-01,8,8
SANTIAGO DE HUARI,atencion de partos en servicios,primer control post parto,2021-04-01,3,3
SAPAHAQUI,atencion de partos en servicios,primer control post parto,2021-04-01,12,12
SIPE SIPE,atencion de partos en servicios,primer control post parto,2021-04-01,39,39
SOPACHUY,atencion de partos en servicios,primer control post parto,2021-04-01,2,2
SUCRE,atencion de partos en servicios,primer control post parto,2021-04-01,88,88
TACOBAMBA,atencion de partos en servicios,primer control post parto,2021-04-01,3,3
TAPACARI,atencion de partos en servicios,primer control post parto,2021-04-01,15,15
TARABUCO,atencion de partos en servicios,primer control post parto,2021-04-01,13,13
TARIJA,atencion de partos en servicios,primer control post parto,2021-04-01,64,64
TARVITA,atencion de partos en servicios,primer control post parto,2021-04-01,15,15
TIQUIPAYA,atencion de partos en servicios,primer control post parto,2021-04-01,2,2
TIRAQUE (CBBA),atencion de partos en servicios,primer control post parto,2021-04-01,33,33
TOLEDO,atencion de partos en servicios,primer control post parto,2021-04-01,1,1
TOMAVE,atencion de partos en servicios,primer control post parto,2021-04-01,6,6
TOTORA(ORR),atencion de partos en servicios,primer control post parto,2021-04-01,2,2
TRIGAL,atencion de partos en servicios,primer control post parto,2021-04-01,1,1
TRINIDAD,atencion de partos en servicios,primer control post parto,2021-04-01,6,6
TUPIZA,atencion de partos en servicios,primer control post parto,2021-04-01,8,8
UNCIA,atencion de partos en servicios,primer control post parto,2021-04-01,2,2
URIONDO (A. CONCEPCION),atencion de partos en servicios,primer control post parto,2021-04-01,2,2
URUBICHA,atencion de partos en servicios,primer control post parto,2021-04-01,4,4
UYUNI,atencion de partos en servicios,primer control post parto,2021-04-01,3,3
VALLEGRANDE,atencion de partos en servicios,primer control post parto,2021-04-01,16,16
VILLA MONTES,atencion de partos en servicios,primer control post parto,2021-04-01,14,14
VILLA NUEVA (LOMA ALTA),atencion de partos en servicios,primer control post parto,2021-04-01,1,1
VILLA RIVERO,atencion de partos en servicios,primer control post parto,2021-04-01,3,3
VILLA SERRANO,atencion de partos en servicios,primer control post parto,2021-04-01,6,6
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,primer control post parto,2021-04-01,3,3
VINTO,atencion de partos en servicios,primer control post parto,2021-04-01,11,11
VITICHI,atencion de partos en servicios,primer control post parto,2021-04-01,5,5
WALDO BALLIVIAN,atencion de partos en servicios,primer control post parto,2021-04-01,5,5
YACO,atencion de partos en servicios,primer control post parto,2021-04-01,3,3
YACUIBA,atencion de partos en servicios,primer control post parto,2021-04-01,20,20
YAMPARAEZ,atencion de partos en servicios,primer control post parto,2021-04-01,4,4
YANACACHI,atencion de partos en servicios,primer control post parto,2021-04-01,4,4
YAPACANI,atencion de partos en servicios,primer control post parto,2021-04-01,4,4
YOTALA,atencion de partos en servicios,primer control post parto,2021-04-01,6,6
ZUDAÑEZ,atencion de partos en servicios,primer control post parto,2021-04-01,5,5
ACACIO,atencion de partos en servicios,primer control post parto,2021-05-01,1,1
AIQUILE,atencion de partos en servicios,primer control post parto,2021-05-01,14,14
ALTO BENI,atencion de partos en servicios,primer control post parto,2021-05-01,6,6
ANDAMARCA,atencion de partos en servicios,primer control post parto,2021-05-01,3,3
ANZALDO,atencion de partos en servicios,primer control post parto,2021-05-01,1,1
APOLO,atencion de partos en servicios,primer control post parto,2021-05-01,12,12
ARAMPAMPA,atencion de partos en servicios,primer control post parto,2021-05-01,1,1
ARANI,atencion de partos en servicios,primer control post parto,2021-05-01,9,9
ARBIETO,atencion de partos en servicios,primer control post parto,2021-05-01,2,2
ARQUE,atencion de partos en servicios,primer control post parto,2021-05-01,14,14
ASCENCION DE GUARAYOS,atencion de partos en servicios,primer control post parto,2021-05-01,57,57
AYATA,atencion de partos en servicios,primer control post parto,2021-05-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,primer control post parto,2021-05-01,16,16
BAURES,atencion de partos en servicios,primer control post parto,2021-05-01,6,6
BELLA FLOR,atencion de partos en servicios,primer control post parto,2021-05-01,2,2
BERMEJO,atencion de partos en servicios,primer control post parto,2021-05-01,6,6
BETANZOS,atencion de partos en servicios,primer control post parto,2021-05-01,28,28
BOLIVAR,atencion de partos en servicios,primer control post parto,2021-05-01,1,1
BOYUIBE,atencion de partos en servicios,primer control post parto,2021-05-01,1,1
BUENA VISTA,atencion de partos en servicios,primer control post parto,2021-05-01,6,6
CABEZAS,atencion de partos en servicios,primer control post parto,2021-05-01,13,13
CAJUATA,atencion de partos en servicios,primer control post parto,2021-05-01,5,5
