municipality,group,variable,month,Primer Control Post Parto,TOTAL
SACABAMBA,atencion de partos en servicios,primer control post parto,2022-05-01,6,6
SACACA,atencion de partos en servicios,primer control post parto,2022-05-01,11,11
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,primer control post parto,2022-05-01,7,7
SAMAIPATA,atencion de partos en servicios,primer control post parto,2022-05-01,5,5
SAN AGUSTIN,atencion de partos en servicios,primer control post parto,2022-05-01,2,2
SAN ANDRES,atencion de partos en servicios,primer control post parto,2022-05-01,4,4
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,primer control post parto,2022-05-01,1,1
SAN BENITO,atencion de partos en servicios,primer control post parto,2022-05-01,12,12
SAN BORJA,atencion de partos en servicios,primer control post parto,2022-05-01,10,10
SAN BUENA VENTURA,atencion de partos en servicios,primer control post parto,2022-05-01,20,20
SAN IGNACIO,atencion de partos en servicios,primer control post parto,2022-05-01,20,20
SAN IGNACIO DE VELASCO,atencion de partos en servicios,primer control post parto,2022-05-01,61,61
SAN JAVIER(STC),atencion de partos en servicios,primer control post parto,2022-05-01,32,32
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,primer control post parto,2022-05-01,1,1
SAN JULIAN,atencion de partos en servicios,primer control post parto,2022-05-01,52,52
SAN LORENZO(PND),atencion de partos en servicios,primer control post parto,2022-05-01,3,3
SAN LORENZO(TJA),atencion de partos en servicios,primer control post parto,2022-05-01,21,21
SAN LUCAS,atencion de partos en servicios,primer control post parto,2022-05-01,6,6
SAN MATIAS,atencion de partos en servicios,primer control post parto,2022-05-01,22,22
SAN MIGUEL DE VELASCO,atencion de partos en servicios,primer control post parto,2022-05-01,10,10
SAN PEDRO,atencion de partos en servicios,primer control post parto,2022-05-01,13,13
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,primer control post parto,2022-05-01,9,9
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,primer control post parto,2022-05-01,1,1
SAN PEDRO DE MACHA,atencion de partos en servicios,primer control post parto,2022-05-01,11,11
SAN PEDRO DE TIQUINA,atencion de partos en servicios,primer control post parto,2022-05-01,5,5
SAN RAFAEL,atencion de partos en servicios,primer control post parto,2022-05-01,2,2
SAN RAMON SCZ,atencion de partos en servicios,primer control post parto,2022-05-01,21,21
SANTA ANA,atencion de partos en servicios,primer control post parto,2022-05-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,primer control post parto,2022-05-01,360,360
SANTA ROSA,atencion de partos en servicios,primer control post parto,2022-05-01,12,12
SANTA ROSA DEL SARA,atencion de partos en servicios,primer control post parto,2022-05-01,9,9
SANTIAGO DE HUARI,atencion de partos en servicios,primer control post parto,2022-05-01,1,1
SANTIAGO DE HUATA,atencion de partos en servicios,primer control post parto,2022-05-01,2,2
SENA,atencion de partos en servicios,primer control post parto,2022-05-01,11,11
SHINAOTA,atencion de partos en servicios,primer control post parto,2022-05-01,124,124
SICA SICA (VILLA AROMA),atencion de partos en servicios,primer control post parto,2022-05-01,9,9
SIPE SIPE,atencion de partos en servicios,primer control post parto,2022-05-01,28,28
SOPACHUY,atencion de partos en servicios,primer control post parto,2022-05-01,4,4
SORACACHI,atencion de partos en servicios,primer control post parto,2022-05-01,1,1
SORATA,atencion de partos en servicios,primer control post parto,2022-05-01,8,8
SUCRE,atencion de partos en servicios,primer control post parto,2022-05-01,476,476
TACACHI,atencion de partos en servicios,primer control post parto,2022-05-01,2,2
TACACOMA,atencion de partos en servicios,primer control post parto,2022-05-01,2,2
TAHUA,atencion de partos en servicios,primer control post parto,2022-05-01,1,1
TAPACARI,atencion de partos en servicios,primer control post parto,2022-05-01,2,2
TARABUCO,atencion de partos en servicios,primer control post parto,2022-05-01,17,17
TARACO,atencion de partos en servicios,primer control post parto,2022-05-01,1,1
TARATA,atencion de partos en servicios,primer control post parto,2022-05-01,6,6
TARIJA,atencion de partos en servicios,primer control post parto,2022-05-01,83,83
TARVITA,atencion de partos en servicios,primer control post parto,2022-05-01,15,15
TEOPONTE,atencion de partos en servicios,primer control post parto,2022-05-01,5,5
TIAHUANACU,atencion de partos en servicios,primer control post parto,2022-05-01,5,5
TINGUIPAYA,atencion de partos en servicios,primer control post parto,2022-05-01,2,2
TIPUANI,atencion de partos en servicios,primer control post parto,2022-05-01,4,4
TIQUIPAYA,atencion de partos en servicios,primer control post parto,2022-05-01,8,8
TIRAQUE (CBBA),atencion de partos en servicios,primer control post parto,2022-05-01,20,20
TOCO,atencion de partos en servicios,primer control post parto,2022-05-01,2,2
TOLATA,atencion de partos en servicios,primer control post parto,2022-05-01,5,5
TOLEDO,atencion de partos en servicios,primer control post parto,2022-05-01,1,1
TOMAVE,atencion de partos en servicios,primer control post parto,2022-05-01,4,4
TOMINA,atencion de partos en servicios,primer control post parto,2022-05-01,7,7
TORO TORO,atencion de partos en servicios,primer control post parto,2022-05-01,8,8
TOTORA(ORR),atencion de partos en servicios,primer control post parto,2022-05-01,8,8
TRINIDAD,atencion de partos en servicios,primer control post parto,2022-05-01,4,4
TUPIZA,atencion de partos en servicios,primer control post parto,2022-05-01,1,1
TURCO,atencion de partos en servicios,primer control post parto,2022-05-01,1,1
UMALA,atencion de partos en servicios,primer control post parto,2022-05-01,2,2
UNCIA,atencion de partos en servicios,primer control post parto,2022-05-01,3,3
URIONDO (A. CONCEPCION),atencion de partos en servicios,primer control post parto,2022-05-01,5,5
URUBICHA,atencion de partos en servicios,primer control post parto,2022-05-01,6,6
UYUNI,atencion de partos en servicios,primer control post parto,2022-05-01,9,9
VACAS,atencion de partos en servicios,primer control post parto,2022-05-01,4,4
VALLEGRANDE,atencion de partos en servicios,primer control post parto,2022-05-01,1,1
VIACHA,atencion de partos en servicios,primer control post parto,2022-05-01,22,22
VILA VILA,atencion de partos en servicios,primer control post parto,2022-05-01,11,11
VILLA CHARCAS,atencion de partos en servicios,primer control post parto,2022-05-01,2,2
VILLA MONTES,atencion de partos en servicios,primer control post parto,2022-05-01,29,29
VILLA RIVERO,atencion de partos en servicios,primer control post parto,2022-05-01,2,2
VILLA SERRANO,atencion de partos en servicios,primer control post parto,2022-05-01,2,2
VILLA TUNARI,atencion de partos en servicios,primer control post parto,2022-05-01,53,53
VILLAZON,atencion de partos en servicios,primer control post parto,2022-05-01,32,32
VINTO,atencion de partos en servicios,primer control post parto,2022-05-01,53,53
VITICHI,atencion de partos en servicios,primer control post parto,2022-05-01,2,2
WARNES,atencion de partos en servicios,primer control post parto,2022-05-01,151,151
YACO,atencion de partos en servicios,primer control post parto,2022-05-01,1,1
YACUIBA,atencion de partos en servicios,primer control post parto,2022-05-01,30,30
YAMPARAEZ,atencion de partos en servicios,primer control post parto,2022-05-01,3,3
YANACACHI,atencion de partos en servicios,primer control post parto,2022-05-01,1,1
YAPACANI,atencion de partos en servicios,primer control post parto,2022-05-01,89,89
YOTALA,atencion de partos en servicios,primer control post parto,2022-05-01,7,7
ZUDAÑEZ,atencion de partos en servicios,primer control post parto,2022-05-01,6,6
ACHACACHI,atencion de partos en servicios,primer control post parto,2022-06-01,34,34
ACHOCALLA,atencion de partos en servicios,primer control post parto,2022-06-01,12,12
AIQUILE,atencion de partos en servicios,primer control post parto,2022-06-01,26,26
ALCALA,atencion de partos en servicios,primer control post parto,2022-06-01,2,2
ANCORAIMES,atencion de partos en servicios,primer control post parto,2022-06-01,1,1
ANZALDO,atencion de partos en servicios,primer control post parto,2022-06-01,5,5
APOLO,atencion de partos en servicios,primer control post parto,2022-06-01,12,12
ARANI,atencion de partos en servicios,primer control post parto,2022-06-01,1,1
ARBIETO,atencion de partos en servicios,primer control post parto,2022-06-01,18,18
ASCENCION DE GUARAYOS,atencion de partos en servicios,primer control post parto,2022-06-01,46,46
ATOCHA,atencion de partos en servicios,primer control post parto,2022-06-01,6,6
AYATA,atencion de partos en servicios,primer control post parto,2022-06-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,primer control post parto,2022-06-01,8,8
AZURDUY,atencion de partos en servicios,primer control post parto,2022-06-01,5,5
BAURES,atencion de partos en servicios,primer control post parto,2022-06-01,2,2
BELEN DE ANDAMARCA,atencion de partos en servicios,primer control post parto,2022-06-01,1,1
BELLA FLOR,atencion de partos en servicios,primer control post parto,2022-06-01,1,1
BERMEJO,atencion de partos en servicios,primer control post parto,2022-06-01,52,52
BETANZOS,atencion de partos en servicios,primer control post parto,2022-06-01,1,1
BOLIVAR,atencion de partos en servicios,primer control post parto,2022-06-01,4,4
BUENA VISTA,atencion de partos en servicios,primer control post parto,2022-06-01,5,5
CABEZAS,atencion de partos en servicios,primer control post parto,2022-06-01,21,21
CAIROMA,atencion de partos en servicios,primer control post parto,2022-06-01,1,1
"CAIZA ""D""",atencion de partos en servicios,primer control post parto,2022-06-01,5,5
CAJUATA,atencion de partos en servicios,primer control post parto,2022-06-01,6,6
CAMARGO,atencion de partos en servicios,primer control post parto,2022-06-01,3,3
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,primer control post parto,2022-06-01,1,1
CAMIRI,atencion de partos en servicios,primer control post parto,2022-06-01,6,6
CAPINOTA,atencion de partos en servicios,primer control post parto,2022-06-01,6,6
CAQUIAVIRI,atencion de partos en servicios,primer control post parto,2022-06-01,3,3
CARACOLLO,atencion de partos en servicios,primer control post parto,2022-06-01,12,12
CARANAVI,atencion de partos en servicios,primer control post parto,2022-06-01,59,59
CARAPARI,atencion de partos en servicios,primer control post parto,2022-06-01,5,5
CARIPUYO,atencion de partos en servicios,primer control post parto,2022-06-01,4,4
CHALLAPATA,atencion de partos en servicios,primer control post parto,2022-06-01,41,41
CHAQUI,atencion de partos en servicios,primer control post parto,2022-06-01,6,6
CHARAGUA,atencion de partos en servicios,primer control post parto,2022-06-01,5,5
CHAYANTA,atencion de partos en servicios,primer control post parto,2022-06-01,5,5
CHIMORE,atencion de partos en servicios,primer control post parto,2022-06-01,21,21
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,primer control post parto,2022-06-01,16,16
CHUMA,atencion de partos en servicios,primer control post parto,2022-06-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,primer control post parto,2022-06-01,1,1
CKOCHAS,atencion de partos en servicios,primer control post parto,2022-06-01,7,7
CLIZA,atencion de partos en servicios,primer control post parto,2022-06-01,1,1
COBIJA,atencion de partos en servicios,primer control post parto,2022-06-01,5,5
COCAPATA,atencion de partos en servicios,primer control post parto,2022-06-01,2,2
COCHABAMBA,atencion de partos en servicios,primer control post parto,2022-06-01,444,444
COLCAPIRHUA,atencion de partos en servicios,primer control post parto,2022-06-01,19,19
"COLCHA ""K""",atencion de partos en servicios,primer control post parto,2022-06-01,1,1
COLLANA,atencion de partos en servicios,primer control post parto,2022-06-01,1,1
COLOMI,atencion de partos en servicios,primer control post parto,2022-06-01,19,19
COLPA BELGICA,atencion de partos en servicios,primer control post parto,2022-06-01,1,1
COLQUECHACA,atencion de partos en servicios,primer control post parto,2022-06-01,13,13
COMARAPA,atencion de partos en servicios,primer control post parto,2022-06-01,12,12
CONCEPCION,atencion de partos en servicios,primer control post parto,2022-06-01,26,26
COPACABANA,atencion de partos en servicios,primer control post parto,2022-06-01,1,1
CORIPATA,atencion de partos en servicios,primer control post parto,2022-06-01,9,9
CORO CORO,atencion de partos en servicios,primer control post parto,2022-06-01,1,1
COROICO,atencion de partos en servicios,primer control post parto,2022-06-01,24,24
CORQUE,atencion de partos en servicios,primer control post parto,2022-06-01,2,2
COTAGAITA,atencion de partos en servicios,primer control post parto,2022-06-01,1,1
CUATRO CAÑADAS,atencion de partos en servicios,primer control post parto,2022-06-01,13,13
CUEVO,atencion de partos en servicios,primer control post parto,2022-06-01,6,6
CULPINA,atencion de partos en servicios,primer control post parto,2022-06-01,14,14
DESAGUADERO,atencion de partos en servicios,primer control post parto,2022-06-01,3,3
EL ALTO,atencion de partos en servicios,primer control post parto,2022-06-01,599,599
EL CHORO,atencion de partos en servicios,primer control post parto,2022-06-01,1,1
EL PUENTE(STC),atencion de partos en servicios,primer control post parto,2022-06-01,6,6
EL PUENTE(TJA),atencion de partos en servicios,primer control post parto,2022-06-01,3,3
EL TORNO,atencion de partos en servicios,primer control post parto,2022-06-01,11,11
ENTRE RIOS TRJ,atencion de partos en servicios,primer control post parto,2022-06-01,9,9
ENTRE RIOS CBBA,atencion de partos en servicios,primer control post parto,2022-06-01,15,15
