,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,TOTALES
TORO TORO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,11,3,14
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,67,0,67
TOTORA(ORR),consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,5,2,7
TRIGAL,consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,3,1,4
TRINIDAD,consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,241,0,241
TUPIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,66,3,69
TURCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,1,0,1
UMALA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,1,4,5
UNCIA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,37,3,40
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,24,0,24
URUBICHA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,10,0,10
UYUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,40,2,42
VACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,9,3,12
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,19,6,25
VIACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,77,2,79
VILA VILA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,1,0,1
VILLA CHARCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,21,5,26
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,44,4,48
VILLA NUEVA (LOMA ALTA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,3,0,3
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,6,0,6
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,10,5,15
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,102,0,102
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,11,0,11
VILLAZON,consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,73,5,78
VINTO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,110,0,110
VITICHI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,5,2,7
WALDO BALLIVIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,1,0,1
WARNES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,166,0,166
YACO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,1,3,4
YACUIBA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,203,0,203
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,14,4,18
YANACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,9,0,9
YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,93,0,93
YOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,12,1,13
YOTALA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,6,0,6
YUNCHARA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,1,2,3
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-04-01,3,0,3
ACACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,4,1,5
ACHACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,43,1,44
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,10,4,14
AIQUILE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,28,0,28
ALALAY,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,0,2,2
ALCALA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,3,0,3
ALTO BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,8,0,8
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,6,3,9
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,4,1,5
ANTEQUERA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,5,0,5
ANZALDO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,2,3,5
APOLO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,21,2,23
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,2,0,2
ARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,6,0,6
ARBIETO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,6,4,10
ARQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,15,0,15
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,66,5,71
ATOCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,22,2,24
AUCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,2,1,3
AYATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,7,1,8
AYO AYO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,10,0,10
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,21,1,22
AZURDUY,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,11,2,13
BATALLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,10,1,11
BAURES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,7,0,7
BELEN DE URMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,0,1,1
BELLA FLOR,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,4,0,4
BERMEJO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,57,0,57
BETANZOS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,32,7,39
BOLIVAR,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,3,2,5
BOLPEBRA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,4,0,4
BOYUIBE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,8,0,8
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,8,0,8
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,23,0,23
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,7,2,9
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,15,1,16
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,15,0,15
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,18,0,18
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,23,1,24
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,5,2,7
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,61,1,62
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,25,0,25
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,4,0,4
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,23,0,23
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,96,4,100
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,19,1,20
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,7,4,11
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,28,6,34
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,7,1,8
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,55,0,55
CHARAÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,3,0,3
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,14,6,20
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,31,2,33
CHUA COCANI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,30,0,30
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,5,1,6
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,11,2,13
CKOCHAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,17,0,17
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,44,0,44
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,82,0,82
COCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,7,11,18
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,1167,0,1167
COIPASA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,1,0,1
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,95,0,95
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,9,0,9
COLLANA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,1,0,1
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,25,0,25
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,9,0,9
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,26,7,33
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,13,0,13
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,14,12,26
COMANCHE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,4,0,4
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,25,0,25
COMBAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,4,1,5
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,23,0,23
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,13,2,15
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,15,0,15
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,3,2,5
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,24,0,24
CORQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,3,3,6
COTAGAITA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,32,2,34
COTOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,71,0,71
CRUZ DE MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,0,1,1
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,22,0,22
CUEVO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,2,0,2
CULPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,24,7,31
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,7,0,7
CURVA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,1,0,1
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,4,0,4
EL ALTO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,998,4,1002
EL CHORO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,5,2,7
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,14,1,15
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,8,3,11
EL TORNO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,124,6,130
EL VILLAR,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,3,1,4
ENTRE RIOS TRJ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,16,1,17
ENTRE RIOS CBBA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,79,0,79
ESCARA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,2,0,2
ESCOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,9,1,10
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,1,0,1
EXALTACION,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,6,0,6
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,22,0,22
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,8,0,8
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,26,0,26
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,10,1,11
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,13,1,14
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,5,2,7
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,77,1,78
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,10,1,11
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,16,2,18
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,0,6,6
HUACHACALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,2,0,2
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,39,0,39
HUARACAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,4,0,4
HUARINA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,8,0,8
HUATAJATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,2,0,2
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,4,0,4
HUMANATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,1,1,2
ICHOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,0,2,2
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,11,3,14
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,11,21,32
INGAVI (HUMAITA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,1,0,1
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,5,3,8
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,10,0,10
IXIAMAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,7,1,8
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,17,0,17
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,70,0,70
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,111,0,111
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,985,0,985
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,4,2,6
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,13,0,13
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,5,1,6
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,1,0,1
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,78,0,78
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,5,0,5
LORETO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,6,0,6
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,4,1,5
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,3,0,3
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,15,2,17
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,23,0,23
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,11,0,11
MALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,0,3,3
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,24,0,24
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,14,0,14
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,21,0,21
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,26,0,26
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,8,1,9
MOJINETE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,0,1,1
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,14,1,15
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,58,3,61
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,146,0,146
MORO MORO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,4,0,4
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,9,7,16
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,2,0,2
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,18,7,25
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,36,0,36
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,17,1,18
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,493,1,494
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,26,1,27
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,13,0,13
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,14,0,14
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,12,3,15
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,46,1,47
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,3,0,3
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,10,0,10
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,2,1,3
PASORAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,1,1,2
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,36,1,37
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,5,2,7
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,5,0,5
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,11,4,15
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,19,0,19
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,18,0,18
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,7,0,7
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,20,1,21
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,8,7,15
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,10,0,10
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,31,0,31
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,6,0,6
POSTRER VALLE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,1,0,1
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,337,0,337
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,4,8,12
PUCARA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,0,1,1
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,29,1,30
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,5,8,13
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,12,4,16
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,8,0,8
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,2,1,3
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,23,0,23
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,14,0,14
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,27,0,27
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,80,0,80
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,20,5,25
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,40,0,40
QUIABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,5,0,5
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,144,0,144
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,10,0,10
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,4,8,12
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,6,12,18
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,213,10,223
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,27,0,27
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,19,0,19
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-05-01,177,1,178
