municipality,group,variable,month,Repetidas,TOTAL
GUANAY,consultas prenatales,repetidas,2006-02-01,83,83
GUAQUI,consultas prenatales,repetidas,2006-02-01,16,16
GUAYARAMERIN,consultas prenatales,repetidas,2006-02-01,360,360
GUTIERREZ,consultas prenatales,repetidas,2006-02-01,50,50
HUACARETA,consultas prenatales,repetidas,2006-02-01,85,85
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2006-02-01,11,11
HUACHACALLA,consultas prenatales,repetidas,2006-02-01,2,2
HUANUNI,consultas prenatales,repetidas,2006-02-01,154,154
HUARACAJE,consultas prenatales,repetidas,2006-02-01,36,36
HUAYLLAMARCA,consultas prenatales,repetidas,2006-02-01,4,4
ICHOCA,consultas prenatales,repetidas,2006-02-01,9,9
ICLA,consultas prenatales,repetidas,2006-02-01,70,70
INCAHUASI,consultas prenatales,repetidas,2006-02-01,100,100
INGAVI (HUMAITA),consultas prenatales,repetidas,2006-02-01,3,3
INQUISIVI,consultas prenatales,repetidas,2006-02-01,46,46
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2006-02-01,51,51
IXIAMAS,consultas prenatales,repetidas,2006-02-01,37,37
JESUS DE MACHACA,consultas prenatales,repetidas,2006-02-01,28,28
LA ASUNTA,consultas prenatales,repetidas,2006-02-01,218,218
LA GUARDIA,consultas prenatales,repetidas,2006-02-01,205,205
LA PAZ,consultas prenatales,repetidas,2006-02-01,6062,6062
LAGUNILLAS,consultas prenatales,repetidas,2006-02-01,33,33
LAJA,consultas prenatales,repetidas,2006-02-01,33,33
LAS CARRERAS,consultas prenatales,repetidas,2006-02-01,23,23
LICOMA PAMPA,consultas prenatales,repetidas,2006-02-01,1,1
LLALLAGUA,consultas prenatales,repetidas,2006-02-01,282,282
LLICA,consultas prenatales,repetidas,2006-02-01,11,11
LORETO,consultas prenatales,repetidas,2006-02-01,11,11
LURIBAY,consultas prenatales,repetidas,2006-02-01,25,25
MACHACAMARCA,consultas prenatales,repetidas,2006-02-01,4,4
MACHARETI,consultas prenatales,repetidas,2006-02-01,40,40
MAGDALENA,consultas prenatales,repetidas,2006-02-01,81,81
MAIRANA,consultas prenatales,repetidas,2006-02-01,49,49
MALLA,consultas prenatales,repetidas,2006-02-01,8,8
MAPIRI,consultas prenatales,repetidas,2006-02-01,88,88
MECAPACA,consultas prenatales,repetidas,2006-02-01,22,22
MINEROS,consultas prenatales,repetidas,2006-02-01,111,111
MIZQUE,consultas prenatales,repetidas,2006-02-01,104,104
MOCOMOCO,consultas prenatales,repetidas,2006-02-01,25,25
MOJINETE,consultas prenatales,repetidas,2006-02-01,3,3
MOJOCOYA,consultas prenatales,repetidas,2006-02-01,37,37
MONTEAGUDO,consultas prenatales,repetidas,2006-02-01,198,198
MONTERO,consultas prenatales,repetidas,2006-02-01,593,593
MORO MORO,consultas prenatales,repetidas,2006-02-01,7,7
MOROCHATA,consultas prenatales,repetidas,2006-02-01,51,51
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2006-02-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2006-02-01,2,2
OCURI,consultas prenatales,repetidas,2006-02-01,87,87
OKINAWA,consultas prenatales,repetidas,2006-02-01,105,105
OMEREQUE,consultas prenatales,repetidas,2006-02-01,16,16
ORURO,consultas prenatales,repetidas,2006-02-01,1642,1642
PADCAYA,consultas prenatales,repetidas,2006-02-01,77,77
PADILLA,consultas prenatales,repetidas,2006-02-01,70,70
PAILON,consultas prenatales,repetidas,2006-02-01,88,88
PALCA,consultas prenatales,repetidas,2006-02-01,21,21
PALOS BLANCOS,consultas prenatales,repetidas,2006-02-01,107,107
PAMPA AULLAGAS,consultas prenatales,repetidas,2006-02-01,10,10
PAMPA GRANDE,consultas prenatales,repetidas,2006-02-01,43,43
PAPEL PAMPA,consultas prenatales,repetidas,2006-02-01,8,8
PASORAPA,consultas prenatales,repetidas,2006-02-01,11,11
PATACAMAYA,consultas prenatales,repetidas,2006-02-01,93,93
PAZÑA,consultas prenatales,repetidas,2006-02-01,21,21
PELECHUCO,consultas prenatales,repetidas,2006-02-01,11,11
POCOATA,consultas prenatales,repetidas,2006-02-01,70,70
POCONA,consultas prenatales,repetidas,2006-02-01,49,49
POJO (CBBA),consultas prenatales,repetidas,2006-02-01,55,55
POOPO,consultas prenatales,repetidas,2006-02-01,27,27
PORCO,consultas prenatales,repetidas,2006-02-01,49,49
POROMA,consultas prenatales,repetidas,2006-02-01,73,73
PORONGO,consultas prenatales,repetidas,2006-02-01,43,43
PORTACHUELO,consultas prenatales,repetidas,2006-02-01,83,83
PORVENIR,consultas prenatales,repetidas,2006-02-01,26,26
POSTRER VALLE,consultas prenatales,repetidas,2006-02-01,2,2
POTOSI,consultas prenatales,repetidas,2006-02-01,1077,1077
PRESTO,consultas prenatales,repetidas,2006-02-01,34,34
PUCARA,consultas prenatales,repetidas,2006-02-01,5,5
PUCARANI,consultas prenatales,repetidas,2006-02-01,81,81
PUERTO ACOSTA,consultas prenatales,repetidas,2006-02-01,59,59
PUERTO CARABUCO,consultas prenatales,repetidas,2006-02-01,18,18
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2006-02-01,38,38
PUERTO PEREZ,consultas prenatales,repetidas,2006-02-01,11,11
PUERTO QUIJARRO,consultas prenatales,repetidas,2006-02-01,56,56
PUERTO RICO,consultas prenatales,repetidas,2006-02-01,31,31
PUERTO SILES,consultas prenatales,repetidas,2006-02-01,2,2
PUERTO SUAREZ,consultas prenatales,repetidas,2006-02-01,115,115
PUERTO VILLARROEL,consultas prenatales,repetidas,2006-02-01,193,193
PUNA,consultas prenatales,repetidas,2006-02-01,143,143
PUNATA,consultas prenatales,repetidas,2006-02-01,141,141
QUIABAYA,consultas prenatales,repetidas,2006-02-01,7,7
QUILLACOLLO,consultas prenatales,repetidas,2006-02-01,543,543
QUIME,consultas prenatales,repetidas,2006-02-01,27,27
QUIRUSILLAS,consultas prenatales,repetidas,2006-02-01,7,7
RAVELO,consultas prenatales,repetidas,2006-02-01,63,63
REYES,consultas prenatales,repetidas,2006-02-01,52,52
RIBERALTA,consultas prenatales,repetidas,2006-02-01,703,703
ROBORE,consultas prenatales,repetidas,2006-02-01,63,63
RURRENABAQUE,consultas prenatales,repetidas,2006-02-01,102,102
SABAYA,consultas prenatales,repetidas,2006-02-01,9,9
SACABA,consultas prenatales,repetidas,2006-02-01,505,505
SACABAMBA,consultas prenatales,repetidas,2006-02-01,16,16
SACACA,consultas prenatales,repetidas,2006-02-01,107,107
SAIPINA,consultas prenatales,repetidas,2006-02-01,44,44
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2006-02-01,29,29
SAMAIPATA,consultas prenatales,repetidas,2006-02-01,53,53
SAN AGUSTIN,consultas prenatales,repetidas,2006-02-01,7,7
SAN ANDRES,consultas prenatales,repetidas,2006-02-01,40,40
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2006-02-01,1,1
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2006-02-01,4,4
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2006-02-01,29,29
SAN BENITO,consultas prenatales,repetidas,2006-02-01,46,46
SAN BORJA,consultas prenatales,repetidas,2006-02-01,176,176
SAN BUENA VENTURA,consultas prenatales,repetidas,2006-02-01,47,47
SAN CARLOS,consultas prenatales,repetidas,2006-02-01,152,152
SAN IGNACIO,consultas prenatales,repetidas,2006-02-01,91,91
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2006-02-01,395,395
SAN JAVIER(BNI),consultas prenatales,repetidas,2006-02-01,3,3
SAN JAVIER(STC),consultas prenatales,repetidas,2006-02-01,80,80
SAN JOAQUIN,consultas prenatales,repetidas,2006-02-01,17,17
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2006-02-01,71,71
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2006-02-01,46,46
SAN JULIAN,consultas prenatales,repetidas,2006-02-01,268,268
SAN LORENZO(PND),consultas prenatales,repetidas,2006-02-01,28,28
SAN LORENZO(TJA),consultas prenatales,repetidas,2006-02-01,67,67
SAN LUCAS,consultas prenatales,repetidas,2006-02-01,214,214
SAN MATIAS,consultas prenatales,repetidas,2006-02-01,54,54
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2006-02-01,59,59
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2006-02-01,12,12
SAN PEDRO,consultas prenatales,repetidas,2006-02-01,141,141
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2006-02-01,58,58
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2006-02-01,11,11
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2006-02-01,2,2
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2006-02-01,4,4
SAN PEDRO(PND),consultas prenatales,repetidas,2006-02-01,3,3
SAN RAFAEL,consultas prenatales,repetidas,2006-02-01,29,29
SAN RAMON,consultas prenatales,repetidas,2006-02-01,26,26
SAN RAMON,consultas prenatales,repetidas,2006-02-01,45,45
SANTA ANA,consultas prenatales,repetidas,2006-02-01,88,88
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2006-02-01,6345,6345
SANTA ROSA,consultas prenatales,repetidas,2006-02-01,23,23
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2006-02-01,165,165
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2006-02-01,5,5
SANTIAGO DE HUARI,consultas prenatales,repetidas,2006-02-01,23,23
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2006-02-01,10,10
SANTIVAÑES,consultas prenatales,repetidas,2006-02-01,20,20
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2006-02-01,5,5
SAPAHAQUI,consultas prenatales,repetidas,2006-02-01,24,24
SENA,consultas prenatales,repetidas,2006-02-01,20,20
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2006-02-01,56,56
SICAYA,consultas prenatales,repetidas,2006-02-01,9,9
SIPE SIPE,consultas prenatales,repetidas,2006-02-01,259,259
SOPACHUY,consultas prenatales,repetidas,2006-02-01,60,60
SORACACHI,consultas prenatales,repetidas,2006-02-01,9,9
SORATA,consultas prenatales,repetidas,2006-02-01,53,53
SUCRE,consultas prenatales,repetidas,2006-02-01,1903,1903
TACACHI,consultas prenatales,repetidas,2006-02-01,3,3
TACACOMA,consultas prenatales,repetidas,2006-02-01,13,13
TACOBAMBA,consultas prenatales,repetidas,2006-02-01,16,16
TACOPAYA,consultas prenatales,repetidas,2006-02-01,47,47
TAHUA,consultas prenatales,repetidas,2006-02-01,5,5
TAPACARI,consultas prenatales,repetidas,2006-02-01,47,47
TARABUCO,consultas prenatales,repetidas,2006-02-01,153,153
TARACO,consultas prenatales,repetidas,2006-02-01,6,6
TARATA,consultas prenatales,repetidas,2006-02-01,51,51
TARIJA,consultas prenatales,repetidas,2006-02-01,955,955
TARVITA,consultas prenatales,repetidas,2006-02-01,108,108
TEOPONTE,consultas prenatales,repetidas,2006-02-01,19,19
TIAWANACU,consultas prenatales,repetidas,2006-02-01,28,28
TINGUIPAYA,consultas prenatales,repetidas,2006-02-01,80,80
TIPUANI,consultas prenatales,repetidas,2006-02-01,65,65
TIQUIPAYA,consultas prenatales,repetidas,2006-02-01,266,266
TIRAQUE (CBBA),consultas prenatales,repetidas,2006-02-01,264,264
TOCO,consultas prenatales,repetidas,2006-02-01,8,8
TOLATA,consultas prenatales,repetidas,2006-02-01,13,13
TOLEDO,consultas prenatales,repetidas,2006-02-01,12,12
TOMAVE,consultas prenatales,repetidas,2006-02-01,31,31
TOMINA,consultas prenatales,repetidas,2006-02-01,57,57
TORO TORO,consultas prenatales,repetidas,2006-02-01,41,41
TOTORA(CBBA),consultas prenatales,repetidas,2006-02-01,58,58
TOTORA(ORR),consultas prenatales,repetidas,2006-02-01,6,6
TRIGAL,consultas prenatales,repetidas,2006-02-01,5,5
TRINIDAD,consultas prenatales,repetidas,2006-02-01,838,838
TUPIZA,consultas prenatales,repetidas,2006-02-01,255,255
TURCO,consultas prenatales,repetidas,2006-02-01,10,10
UMALA,consultas prenatales,repetidas,2006-02-01,2,2
UNCIA,consultas prenatales,repetidas,2006-02-01,152,152
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2006-02-01,54,54
URUBICHA,consultas prenatales,repetidas,2006-02-01,71,71
UYUNI,consultas prenatales,repetidas,2006-02-01,87,87
VACAS,consultas prenatales,repetidas,2006-02-01,47,47
VALLEGRANDE,consultas prenatales,repetidas,2006-02-01,89,89
VIACHA,consultas prenatales,repetidas,2006-02-01,188,188
VILA VILA,consultas prenatales,repetidas,2006-02-01,11,11
VILLA MONTES,consultas prenatales,repetidas,2006-02-01,172,172
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2006-02-01,2,2
VILLA RIVERO,consultas prenatales,repetidas,2006-02-01,10,10
VILLA SERRANO,consultas prenatales,repetidas,2006-02-01,64,64
VILLA TUNARI,consultas prenatales,repetidas,2006-02-01,369,369
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2006-02-01,82,82
VILLAZON,consultas prenatales,repetidas,2006-02-01,207,207
VINTO,consultas prenatales,repetidas,2006-02-01,150,150
VITICHI,consultas prenatales,repetidas,2006-02-01,67,67
WALDO BALLIVIAN,consultas prenatales,repetidas,2006-02-01,5,5
WARNES,consultas prenatales,repetidas,2006-02-01,263,263
YACO,consultas prenatales,repetidas,2006-02-01,8,8
YACUIBA,consultas prenatales,repetidas,2006-02-01,365,365
YAMPARAEZ,consultas prenatales,repetidas,2006-02-01,45,45
YANACACHI,consultas prenatales,repetidas,2006-02-01,14,14
YAPACANI,consultas prenatales,repetidas,2006-02-01,256,256
YOCALLA,consultas prenatales,repetidas,2006-02-01,16,16
YOTALA,consultas prenatales,repetidas,2006-02-01,73,73
YUNCHARA,consultas prenatales,repetidas,2006-02-01,35,35
ZUDAÑEZ,consultas prenatales,repetidas,2006-02-01,48,48
ACACIO,consultas prenatales,repetidas,2006-03-01,27,27
ACHACACHI,consultas prenatales,repetidas,2006-03-01,187,187
ACHOCALLA,consultas prenatales,repetidas,2006-03-01,51,51
AIQUILE,consultas prenatales,repetidas,2006-03-01,216,216
ALALAY,consultas prenatales,repetidas,2006-03-01,8,8
ALCALA,consultas prenatales,repetidas,2006-03-01,28,28
ANCORAIMES,consultas prenatales,repetidas,2006-03-01,52,52
ANDAMARCA,consultas prenatales,repetidas,2006-03-01,11,11
ANTEQUERA,consultas prenatales,repetidas,2006-03-01,16,16
ANZALDO,consultas prenatales,repetidas,2006-03-01,11,11
APOLO,consultas prenatales,repetidas,2006-03-01,84,84
ARAMPAMPA,consultas prenatales,repetidas,2006-03-01,21,21
ARANI,consultas prenatales,repetidas,2006-03-01,58,58
ARBIETO,consultas prenatales,repetidas,2006-03-01,12,12
ARQUE,consultas prenatales,repetidas,2006-03-01,33,33
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2006-03-01,224,224
ATOCHA,consultas prenatales,repetidas,2006-03-01,71,71
AUCAPATA,consultas prenatales,repetidas,2006-03-01,8,8
AYATA,consultas prenatales,repetidas,2006-03-01,26,26
AYO AYO,consultas prenatales,repetidas,2006-03-01,9,9
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2006-03-01,101,101
AZURDUY,consultas prenatales,repetidas,2006-03-01,107,107
BATALLAS,consultas prenatales,repetidas,2006-03-01,46,46
BAURES,consultas prenatales,repetidas,2006-03-01,31,31
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2006-03-01,4,4
BELEN DE URMIRI,consultas prenatales,repetidas,2006-03-01,12,12
BELLA FLOR,consultas prenatales,repetidas,2006-03-01,15,15
BERMEJO,consultas prenatales,repetidas,2006-03-01,228,228
BETANZOS,consultas prenatales,repetidas,2006-03-01,182,182
BOLIVAR,consultas prenatales,repetidas,2006-03-01,16,16
BOLPEBRA,consultas prenatales,repetidas,2006-03-01,2,2
BOYUIBE,consultas prenatales,repetidas,2006-03-01,24,24
BUENA VISTA,consultas prenatales,repetidas,2006-03-01,66,66
CABEZAS,consultas prenatales,repetidas,2006-03-01,103,103
CAIROMA,consultas prenatales,repetidas,2006-03-01,52,52
"CAIZA ""D""",consultas prenatales,repetidas,2006-03-01,24,24
CAJUATA,consultas prenatales,repetidas,2006-03-01,55,55
CALACOTO,consultas prenatales,repetidas,2006-03-01,11,11
CALAMARCA,consultas prenatales,repetidas,2006-03-01,46,46
CAMARGO,consultas prenatales,repetidas,2006-03-01,121,121
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2006-03-01,30,30
CAMIRI,consultas prenatales,repetidas,2006-03-01,159,159
CAPINOTA,consultas prenatales,repetidas,2006-03-01,131,131
CAQUIAVIRI,consultas prenatales,repetidas,2006-03-01,24,24
CARACOLLO,consultas prenatales,repetidas,2006-03-01,99,99
CARANAVI,consultas prenatales,repetidas,2006-03-01,326,326
CARAPARI,consultas prenatales,repetidas,2006-03-01,26,26
CARIPUYO,consultas prenatales,repetidas,2006-03-01,39,39
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2006-03-01,20,20
CATACORA,consultas prenatales,repetidas,2006-03-01,1,1
CHACARILLA,consultas prenatales,repetidas,2006-03-01,2,2
CHALLAPATA,consultas prenatales,repetidas,2006-03-01,150,150
CHAQUI,consultas prenatales,repetidas,2006-03-01,31,31
CHARAGUA,consultas prenatales,repetidas,2006-03-01,149,149
CHARAÑA,consultas prenatales,repetidas,2006-03-01,6,6
CHAYANTA,consultas prenatales,repetidas,2006-03-01,73,73
CHIMORE,consultas prenatales,repetidas,2006-03-01,71,71
CHIPAYA,consultas prenatales,repetidas,2006-03-01,6,6
CHOQUE COTA,consultas prenatales,repetidas,2006-03-01,3,3
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2006-03-01,131,131
CHUMA,consultas prenatales,repetidas,2006-03-01,31,31
CLIZA,consultas prenatales,repetidas,2006-03-01,88,88
COBIJA,consultas prenatales,repetidas,2006-03-01,443,443
COCHABAMBA,consultas prenatales,repetidas,2006-03-01,5690,5690
COLCAPIRHUA,consultas prenatales,repetidas,2006-03-01,375,375
"COLCHA ""K""",consultas prenatales,repetidas,2006-03-01,48,48
COLLANA,consultas prenatales,repetidas,2006-03-01,8,8
COLOMI,consultas prenatales,repetidas,2006-03-01,125,125
COLPA BELGICA,consultas prenatales,repetidas,2006-03-01,41,41
COLQUECHACA,consultas prenatales,repetidas,2006-03-01,143,143
COLQUENCHA,consultas prenatales,repetidas,2006-03-01,20,20
COLQUIRI,consultas prenatales,repetidas,2006-03-01,126,126
COMANCHE,consultas prenatales,repetidas,2006-03-01,4,4
COMARAPA,consultas prenatales,repetidas,2006-03-01,153,153
COMBAYA,consultas prenatales,repetidas,2006-03-01,3,3
CONCEPCION,consultas prenatales,repetidas,2006-03-01,105,105
COPACABANA,consultas prenatales,repetidas,2006-03-01,41,41
CORIPATA,consultas prenatales,repetidas,2006-03-01,76,76
CORO CORO,consultas prenatales,repetidas,2006-03-01,20,20
COROICO,consultas prenatales,repetidas,2006-03-01,110,110
CORQUE,consultas prenatales,repetidas,2006-03-01,20,20
COTAGAITA,consultas prenatales,repetidas,2006-03-01,148,148
COTOCA,consultas prenatales,repetidas,2006-03-01,252,252
CUATRO CAÑADAS,consultas prenatales,repetidas,2006-03-01,94,94
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2006-03-01,11,11
CUEVO,consultas prenatales,repetidas,2006-03-01,21,21
CULPINA,consultas prenatales,repetidas,2006-03-01,106,106
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2006-03-01,31,31
CURVA,consultas prenatales,repetidas,2006-03-01,7,7
DESAGUADERO,consultas prenatales,repetidas,2006-03-01,35,35
EL ALTO,consultas prenatales,repetidas,2006-03-01,5335,5335
EL CHORO,consultas prenatales,repetidas,2006-03-01,15,15
EL PUENTE(STC),consultas prenatales,repetidas,2006-03-01,80,80
EL PUENTE(TJA),consultas prenatales,repetidas,2006-03-01,58,58
EL TORNO,consultas prenatales,repetidas,2006-03-01,267,267
EL VILLAR,consultas prenatales,repetidas,2006-03-01,30,30
ENTRE RIOS,consultas prenatales,repetidas,2006-03-01,146,146
ENTRE RIOS,consultas prenatales,repetidas,2006-03-01,73,73
EUCALIPTUS,consultas prenatales,repetidas,2006-03-01,38,38
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2006-03-01,14,14
EXALTACION,consultas prenatales,repetidas,2006-03-01,9,9
FERNANDEZ ALONSO,consultas prenatales,repetidas,2006-03-01,93,93
FILADELFIA,consultas prenatales,repetidas,2006-03-01,14,14
GENERAL SAAVEDRA,consultas prenatales,repetidas,2006-03-01,90,90
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2006-03-01,27,27
GUANAY,consultas prenatales,repetidas,2006-03-01,91,91
GUAQUI,consultas prenatales,repetidas,2006-03-01,32,32
GUAYARAMERIN,consultas prenatales,repetidas,2006-03-01,389,389
GUTIERREZ,consultas prenatales,repetidas,2006-03-01,51,51
HUACARETA,consultas prenatales,repetidas,2006-03-01,67,67
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2006-03-01,14,14
HUACHACALLA,consultas prenatales,repetidas,2006-03-01,3,3
HUANUNI,consultas prenatales,repetidas,2006-03-01,106,106
HUARACAJE,consultas prenatales,repetidas,2006-03-01,33,33
HUAYLLAMARCA,consultas prenatales,repetidas,2006-03-01,5,5
ICHOCA,consultas prenatales,repetidas,2006-03-01,20,20
ICLA,consultas prenatales,repetidas,2006-03-01,54,54
INCAHUASI,consultas prenatales,repetidas,2006-03-01,128,128
INGAVI (HUMAITA),consultas prenatales,repetidas,2006-03-01,2,2
INQUISIVI,consultas prenatales,repetidas,2006-03-01,43,43
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2006-03-01,74,74
IXIAMAS,consultas prenatales,repetidas,2006-03-01,44,44
JESUS DE MACHACA,consultas prenatales,repetidas,2006-03-01,23,23
LA ASUNTA,consultas prenatales,repetidas,2006-03-01,256,256
