,group,variable,month,PERSONAS CON PRE-CONSEJERIA REALIZADAS PARA ACCESO A LA PRUEBA RÁPIDA CANTIDAD,PERSONAS CON PRE-CONSEJERIA REALIZADAS PARA ACCESO A LA PRUEBA RÁPIDA CANTIDAD,TOTALES
INQUISIVI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,10,11,21
LA GUARDIA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,4,120,124
LA PAZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,216,1054,1270
LAS CARRERAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,0,5,5
LLALLAGUA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,5,106,111
LLICA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,0,14,14
MACHARETI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,0,13,13
MAIRANA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,0,32,32
MINEROS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,3,42,45
MIZQUE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,1,4,5
MOJOCOYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,32,38,70
MONTEAGUDO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,3,71,74
MONTERO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,181,361,542
NACEBE (SANTA ROSA DEL ABUNA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,4,24,28
NUEVO MANOA (NUEVA ESPERANZA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,44,11,55
ORURO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,99,399,498
PADCAYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,4,16,20
PADILLA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,2,30,32
PAILON,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,7,118,125
PAMPA GRANDE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,3,30,33
PATACAMAYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,7,58,65
POOPO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,0,13,13
POROMA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,0,15,15
PORONGO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,3,3,6
PORTACHUELO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,2,0,2
PORVENIR,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,9,35,44
POTOSI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,10,33,43
PRESTO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,0,6,6
PUERTO CARABUCO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,0,2,2
PUERTO GONZALO MORENO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,18,44,62
PUERTO QUIJARRO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,5,10,15
PUERTO RICO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,17,50,67
PUERTO SUAREZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,6,47,53
PUERTO VILLARROEL,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,20,43,63
PUNA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,0,23,23
PUNATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,17,134,151
QUIME,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,1,21,22
ROBORE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,8,38,46
RURRENABAQUE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,0,40,40
SAMAIPATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,38,46,84
SAN BENITO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,1,22,23
SAN CARLOS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,4,63,67
SAN IGNACIO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,40,45,85
SAN IGNACIO DE VELASCO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,21,125,146
SAN JAVIER(STC),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,0,32,32
SAN JOSE DE CHIQUITOS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,25,56,81
SAN JUAN DE YAPACANI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,2,27,29
SAN JULIAN,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,5,6,11
SAN LORENZO(PND),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,0,24,24
SAN LORENZO(TJA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,16,42,58
SAN LUCAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,2,53,55
SAN MIGUEL DE VELASCO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,0,11,11
SAN PEDRO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,11,42,53
SAN RAFAEL,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,1,21,22
SANTA ANA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,5,39,44
SANTA CRUZ DE LA SIERRA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,619,1393,2012
SANTA ROSA DEL SARA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,7,41,48
SANTIAGO DE MACHACA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,2,8,10
SANTIVAÑES,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,13,20,33
SENA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,0,16,16
SHINAOTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,16,54,70
SIPE SIPE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,0,3,3
SOPACHUY,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,1,6,7
SORACACHI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,0,2,2
SORATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,0,25,25
SUCRE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,90,1192,1282
TARABUCO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,1,49,50
TARIJA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,140,179,319
TARVITA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,1,16,17
TOCO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,0,5,5
TOLATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,0,9,9
TOLEDO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,0,2,2
TOTORA(CBBA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,2,57,59
TOTORA(ORR),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,0,2,2
TRINIDAD,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,84,269,353
TUPIZA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,0,8,8
TURCO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,9,16,25
UNCIA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,1,14,15
URIONDO (A. CONCEPCION),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,0,2,2
URUBICHA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,13,57,70
VALLEGRANDE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,1,41,42
VIACHA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,2,56,58
VILLA CHARCAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,1,40,41
VILLA NUEVA (LOMA ALTA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,6,23,29
VILLA SERRANO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,3,5,8
VILLA TUNARI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,16,285,301
VILLA VACA GUZMAN (MUYUPAMPA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,6,11,17
VILLAZON,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,8,137,145
WARNES,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,11,177,188
YACUIBA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,24,156,180
YAMPARAEZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,0,3,3
YUNCHARA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,0,19,19
ZUDAÑEZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-11-01,0,6,6
ACHACACHI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,2,35,37
AIQUILE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,7,14,21
ALCALA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,9,9
ANDAMARCA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,1,1,2
ARBIETO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,1,13,14
ASCENCION DE GUARAYOS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,92,249,341
AZURDUY,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,7,7
BATALLAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,16,41,57
BETANZOS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,2,2
BOLPEBRA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,17,16,33
BUENA VISTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,13,20,33
CAMARGO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,6,55,61
CAMATAQUI (C. VILLA ABECIA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,6,10,16
CAMIRI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,37,101,138
CAPINOTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,43,43
CARACOLLO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,1,27,28
CARAPARI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,1,0,1
CHALLAPATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,4,3,7
COBIJA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,176,87,263
COCAPATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,1,1
COCHABAMBA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,41,720,761
COLCAPIRHUA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,3,3
COLPA BELGICA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,9,11,20
COMARAPA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,2,29,31
COROICO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,4,32,36
CORQUE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,5,4,9
COTOCA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,3,1,4
CUATRO CAÑADAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,54,54
CUEVO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,5,5
CULPINA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,25,25
DESAGUADERO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,1,6,7
EL ALTO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,304,1850,2154
EL CHORO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,3,3
EL PUENTE(STC),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,56,108,164
EL PUENTE(TJA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,45,45
EL TORNO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,61,123,184
EL VILLAR,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,3,3
ENTRE RIOS TRJ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,4,16,20
ESCOMA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,8,27,35
EUREKA (SANTOS MERCADO),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,35,64,99
FILADELFIA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,4,5,9
GENERAL SAAVEDRA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,2,28,30
GRAL. J.J. PEREZ (CHARAZANI),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,6,16,22
GUAYARAMERIN,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,485,490,975
HUACARETA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,5,5
HUACAYA (VILLA DE HUACAYA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,9,9
HUANUNI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,2,70,72
ICLA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,1,1
INCAHUASI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,39,39
IRUPANA (VILLA DE LANZA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,2,15,17
LA ASUNTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,37,86,123
LA GUARDIA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,9,95,104
LA PAZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,78,480,558
LAGUNILLAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,3,3
LAS CARRERAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,3,3
LICOMA PAMPA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,11,11
MACHARETI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,1,8,9
MAIRANA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,2,24,26
MAPIRI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,12,12
MINEROS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,5,7,12
MIZQUE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,55,55
MOJOCOYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,4,18,22
MONTEAGUDO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,1,48,49
MONTERO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,67,302,369
NACEBE (SANTA ROSA DEL ABUNA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,7,12,19
NUEVO MANOA (NUEVA ESPERANZA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,25,39,64
ORURO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,38,498,536
PADCAYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,1,11,12
PADILLA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,1,19,20
PAILON,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,130,179,309
PAMPA GRANDE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,14,14
PATACAMAYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,2,60,62
POJO (CBBA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,3,7,10
POROMA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,5,5
PORONGO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,3,12,15
PORTACHUELO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,1,0,1
PORVENIR,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,16,16
POTOSI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,74,84,158
PRESTO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,20,20
PUERTO GONZALO MORENO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,24,28,52
PUERTO QUIJARRO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,12,5,17
PUERTO RICO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,2,41,43
PUERTO SUAREZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,1,36,37
PUERTO VILLARROEL,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,11,218,229
PUNA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,3,3
PUNATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,12,87,99
QUIME,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,3,10,13
RIBERALTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,2,26,28
ROBORE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,3,43,46
RURRENABAQUE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,1,36,37
SACABA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,5,83,88
SAMAIPATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,7,7
SAN CARLOS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,1,29,30
SAN IGNACIO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,2,36,38
SAN IGNACIO DE VELASCO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,33,126,159
SAN JAVIER(STC),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,39,39
SAN JOSE DE CHIQUITOS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,32,44,76
SAN JUAN DE YAPACANI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,34,34
SAN JULIAN,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,3,1,4
SAN LORENZO(PND),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,3,26,29
SAN LORENZO(TJA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,20,20
SAN LUCAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,3,108,111
SAN MATIAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,23,23
SAN MIGUEL DE VELASCO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,1,20,21
SAN PEDRO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,15,6,21
SAN PEDRO DE BUENA VISTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,1,1
SAN RAFAEL,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,2,26,28
SANTA ANA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,4,40,44
SANTA CRUZ DE LA SIERRA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,283,1240,1523
SANTA ROSA DEL SARA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,5,5
SANTIAGO DE MACHACA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,4,16,20
SENA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,29,43,72
SHINAOTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,3,17,20
SIPE SIPE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,4,8,12
SOPACHUY,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,2,19,21
SORATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,1,11,12
SUCRE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,130,1197,1327
TARABUCO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,27,27
TARATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,1,19,20
TARIJA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,34,156,190
TARVITA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,2,11,13
TOLATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,1,9,10
TOLEDO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,4,6,10
TOMINA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,1,1
TRINIDAD,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,103,118,221
TUPIZA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,9,9
TURCO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,18,27,45
UNCIA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,2,17,19
URIONDO (A. CONCEPCION),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,3,3
URUBICHA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,20,53,73
VALLEGRANDE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,1,50,51
VIACHA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,36,36
VILLA CHARCAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,1,29,30
VILLA NUEVA (LOMA ALTA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,8,36,44
VILLA SERRANO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,1,16,17
VILLA TUNARI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,7,336,343
VILLA VACA GUZMAN (MUYUPAMPA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,5,5
VILLAZON,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,48,172,220
WARNES,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,6,162,168
YACUIBA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,19,94,113
YAMPARAEZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,1,6,7
YANACACHI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,82,89,171
YAPACANI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,2,28,30
YOTALA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,0,10,10
YUNCHARA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2011-12-01,1,6,7
