municipality,group,variable,month,Total Días camas ocupadas otros servicios,TOTAL
SHINAOTA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,117,117
SOPACHUY,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,45,45
SORATA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,7,7
SUCRE,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,27292,27292
TACOPAYA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,9,9
TARABUCO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,219,219
TARATA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,10,10
TARIJA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,11605,11605
TARVITA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,142,142
TIAWANACU,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,13,13
TIPUANI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,11,11
TIQUIPAYA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,161,161
TIRAQUE (CBBA),internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,2,2
TOLATA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,21,21
TOMINA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,2,2
TOTORA(CBBA),internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,22,22
TRIGAL,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,5,5
TRINIDAD,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,2778,2778
TUPIZA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,2020,2020
UNCIA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,5,5
URUBICHA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,17,17
UYUNI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,344,344
VALLEGRANDE,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,296,296
VIACHA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,411,411
VILLA MONTES,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,694,694
VILLA RIVERO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,11,11
VILLA SERRANO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,35,35
VILLA TUNARI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,885,885
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,12,12
VILLAZON,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,614,614
VINTO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,234,234
WARNES,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,430,430
YACUIBA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,2065,2065
YANACACHI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,3,3
YAPACANI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,643,643
YOTALA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,56,56
ZUDAÑEZ,internaciones dias camas,total dias camas ocupadas otros servicios,2015-08-01,124,124
ACACIO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,2,2
ACHACACHI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,159,159
AIQUILE,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,142,142
ANZALDO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,82,82
APOLO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,11,11
ARAMPAMPA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,5,5
ASCENCION DE GUARAYOS,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,803,803
ATOCHA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,99,99
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,78,78
AZURDUY,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,107,107
BAURES,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,77,77
BELLA FLOR,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,4,4
BERMEJO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,888,888
BETANZOS,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,60,60
BOYUIBE,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,46,46
BUENA VISTA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,60,60
CABEZAS,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,85,85
CALAMARCA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,6,6
CAMARGO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,145,145
CAMIRI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,1280,1280
CAPINOTA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,10,10
CARACOLLO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,90,90
CARANAVI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,473,473
CARMEN RIVERO TORREZ,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,21,21
CATACORA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,1,1
CHALLAPATA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,258,258
CHARAGUA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,63,63
CHAYANTA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,73,73
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,269,269
CHUMA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,10,10
CLIZA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,114,114
COBIJA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,1479,1479
COCHABAMBA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,32004,32004
COLPA BELGICA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,69,69
COMARAPA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,168,168
CONCEPCION,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,440,440
COROICO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,178,178
COTAGAITA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,5,5
COTOCA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,375,375
CUATRO CAÑADAS,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,134,134
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,1,1
CUEVO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,10,10
CULPINA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,99,99
EL ALTO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,8670,8670
EL PUENTE(STC),internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,65,65
EL TORNO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,1076,1076
ENTRE RIOS TRJ,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,62,62
ENTRE RIOS CBBA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,8,8
ESCOMA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,17,17
EXALTACION,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,1,1
FERNANDEZ ALONSO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,4,4
GENERAL SAAVEDRA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,89,89
GUANAY,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,34,34
GUAYARAMERIN,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,1248,1248
GUTIERREZ,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,96,96
HUACARETA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,109,109
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,6,6
HUACHACALLA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,1,1
HUANUNI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,289,289
HUARACAJE,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,40,40
HUAYLLAMARCA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,24,24
INCAHUASI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,6,6
IRUPANA (VILLA DE LANZA),internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,62,62
IXIAMAS,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,84,84
JESUS DE MACHACA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,2,2
LA ASUNTA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,13,13
LA GUARDIA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,776,776
LA PAZ,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,48826,48826
LAGUNILLAS,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,11,11
LAS CARRERAS,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,2,2
LLALLAGUA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,531,531
LORETO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,1,1
LURIBAY,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,3,3
MACHARETI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,11,11
MAGDALENA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,229,229
MAIRANA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,92,92
MAPIRI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,18,18
MINEROS,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,150,150
MIZQUE,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,68,68
MOJOCOYA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,22,22
MONTEAGUDO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,527,527
MONTERO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,2320,2320
OCURI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,1,1
OMEREQUE,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,16,16
ORURO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,6643,6643
PADILLA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,211,211
PAILON,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,209,209
PALOS BLANCOS,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,75,75
PAMPA GRANDE,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,2,2
PASORAPA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,1,1
PATACAMAYA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,106,106
POJO (CBBA),internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,3,3
PORONGO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,6,6
PORTACHUELO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,406,406
PORVENIR,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,3,3
POSTRER VALLE,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,2,2
POTOSI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,7230,7230
PRESTO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,7,7
PUCARANI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,2,2
PUERTO GONZALO MORENO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,2,2
PUERTO QUIJARRO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,79,79
PUERTO RICO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,58,58
PUERTO SUAREZ,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,380,380
PUERTO VILLARROEL,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,500,500
PUNATA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,749,749
QUILLACOLLO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,300,300
QUIRUSILLAS,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,1,1
REYES,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,86,86
RIBERALTA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,2295,2295
ROBORE,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,359,359
RURRENABAQUE,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,542,542
SACABA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,663,663
SACABAMBA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,15,15
SACACA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,21,21
SAIPINA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,21,21
SAMAIPATA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,32,32
SAN ANTONIO DE LOMERIO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,7,7
SAN BORJA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,318,318
SAN BUENA VENTURA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,2,2
SAN IGNACIO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,182,182
SAN IGNACIO DE VELASCO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,1228,1228
SAN JAVIER(BNI),internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,29,29
SAN JAVIER(STC),internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,64,64
SAN JOAQUIN,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,36,36
SAN JOSE DE CHIQUITOS,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,229,229
SAN JUAN DE YAPACANI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-09-01,150,150
