municipality,group,variable,month,Controles nuevos en niños menores de 2 años NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
TAHUA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,3,3,1,4
TAPACARI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,53,53,59,112
TARABUCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,30,30,38,68
TARACO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,3,3,3,6
TARATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,10,10,8,18
TARIJA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,748,748,620,1368
TARVITA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,18,18,13,31
TEOPONTE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,6,6,12,18
TIAWANACU,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,17,17,13,30
TINGUIPAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,45,45,40,85
TIPUANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,15,15,18,33
TIQUIPAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,81,81,71,152
TIRAQUE (CBBA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,304,304,260,564
TITO YUPANQUI (PARQUIPUJIO),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,1,1,2,3
TOCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,9,9,3,12
TOLATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,30,30,27,57
TOLEDO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,8,8,8,16
TOMAVE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,24,24,15,39
TOMINA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,14,14,21,35
TORO TORO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,44,44,46,90
TOTORA(CBBA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,28,28,16,44
TOTORA(ORR),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,13,13,24,37
TRIGAL,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,1,1,3,4
TRINIDAD,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,467,467,456,923
TUPIZA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,29,29,29,58
TURCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,4,4,7,11
UMALA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,2,2,8,10
UNCIA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,33,33,34,67
URIONDO (A. CONCEPCION),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,18,18,31,49
URUBICHA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,11,11,13,24
UYUNI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,33,33,14,47
VACAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,27,27,25,52
VALLEGRANDE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,19,19,17,36
VIACHA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,95,95,100,195
VILA VILA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,3,3,6,9
VILLA MONTES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,99,99,66,165
VILLA NUEVA (LOMA ALTA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,2,2,4,6
VILLA RIVERO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,17,17,10,27
VILLA SERRANO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,13,13,10,23
VILLA TUNARI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,303,303,340,643
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,8,8,7,15
VILLAZON,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,60,60,47,107
VINTO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,171,171,154,325
VITICHI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,9,9,8,17
WALDO BALLIVIAN,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,0,0,6,6
WARNES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,178,178,163,341
YACO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,8,8,10,18
YACUIBA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,40,40,40,80
YAMPARAEZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,14,14,3,17
YANACACHI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,10,10,4,14
YAPACANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,61,61,52,113
YOCALLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,11,11,0,11
YOTALA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,6,6,11,17
YUNCHARA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,4,4,6,10
ZUDAÑEZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-08-01,13,13,7,20
ACACIO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,4,4,9,13
ACHACACHI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,79,79,89,168
ACHOCALLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,11,11,7,18
AIQUILE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,39,39,32,71
ALALAY,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,6,6,10,16
ALCALA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,2,2,1,3
ANCORAIMES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,8,8,12,20
ANDAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,1,1,1,2
ANTEQUERA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,4,4,3,7
ANZALDO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,15,15,7,22
APOLO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,37,37,50,87
ARAMPAMPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,4,4,2,6
ARANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,43,43,36,79
ARBIETO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,22,22,19,41
ARQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,21,21,17,38
ASCENCION DE GUARAYOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,2,2,4,6
ATOCHA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,11,11,6,17
AUCAPATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,4,4,8,12
AYATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,9,9,13,22
AYO AYO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,6,6,8,14
AYOPAYA (V. DE INDEPENDENCIA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,22,22,37,59
AZURDUY,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,22,22,15,37
BATALLAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,18,18,9,27
BAURES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,3,3,7,10
BELEN DE ANDAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,0,0,2,2
BELEN DE URMIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,3,3,2,5
BELLA FLOR,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,3,3,1,4
BERMEJO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,29,29,35,64
BETANZOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,36,36,26,62
BOLIVAR,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,14,14,13,27
BOLPEBRA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,3,3,4,7
BOYUIBE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,13,13,6,19
BUENA VISTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,6,6,11,17
CABEZAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,18,18,29,47
CAIROMA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,13,13,4,17
"CAIZA ""D""",nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,18,18,10,28
CAJUATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,9,9,8,17
CALACOTO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,1,1,5,6
CALAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,9,9,11,20
CAMARGO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,30,30,25,55
CAMATAQUI (C. VILLA ABECIA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,2,2,3,5
CAMIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,71,71,99,170
CAPINOTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,19,19,24,43
CAQUIAVIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,10,10,10,20
CARACOLLO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,14,14,13,27
CARANAVI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,99,99,94,193
CARANGAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,1,1,5,6
CARAPARI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,5,5,9,14
CARIPUYO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,13,13,13,26
CARMEN RIVERO TORREZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,14,14,8,22
CHACARILLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,9,9,4,13
CHALLAPATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,27,27,26,53
CHAQUI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,12,12,8,20
CHARAGUA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,39,39,34,73
CHARAÑA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,3,3,4,7
CHAYANTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,15,15,16,31
CHIMORE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,68,68,64,132
CHOQUE COTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,2,2,2,4
CHULUMANI (V. DE LA LIBERTAD),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,32,32,28,60
CHUMA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,22,22,5,27
CLIZA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,45,45,35,80
COBIJA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,110,110,104,214
COCHABAMBA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,1708,1708,1662,3370
COLCAPIRHUA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,256,256,234,490
"COLCHA ""K""",nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,14,14,9,23
COLLANA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,1,1,0,1
COLOMI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,97,97,93,190
COLPA BELGICA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,2,2,6,8
COLQUECHACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,79,79,76,155
COLQUENCHA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,3,3,7,10
COLQUIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,26,26,25,51
COMANCHE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,10,10,5,15
COMARAPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,19,19,22,41
COMBAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,2,2,4,6
CONCEPCION,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,7,7,7,14
COPACABANA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,14,14,15,29
CORIPATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,21,21,17,38
CORO CORO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,6,6,9,15
COROICO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,27,27,26,53
CORQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,9,9,4,13
COTAGAITA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,29,29,32,61
COTOCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,48,48,29,77
CUATRO CAÑADAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,86,86,66,152
CUCHUMUELA (V. G. VILLARROEL),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,4,4,2,6
CUEVO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,1,1,7,8
CULPINA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,23,23,17,40
CURAHUARA DE CARANGAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,3,3,4,7
CURVA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,5,5,0,5
DESAGUADERO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,6,6,6,12
EL ALTO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,2077,2077,2425,4502
EL CHORO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,4,4,2,6
EL PUENTE(STC),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,10,10,8,18
EL PUENTE(TJA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,9,9,6,15
EL TORNO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,45,45,42,87
EL VILLAR,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,5,5,4,9
ENTRE RIOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,21,21,28,49
ENTRE RIOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,86,86,83,169
ESCARA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,1,1,0,1
EUCALIPTUS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,5,5,5,10
EUREKA (SANTOS MERCADO),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,7,7,5,12
EXALTACION,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,5,5,2,7
FERNANDEZ ALONSO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,35,35,17,52
FILADELFIA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,9,9,4,13
GENERAL SAAVEDRA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,67,67,86,153
GRAL. J.J. PEREZ (CHARAZANI),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,19,19,24,43
GUANAY,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,17,17,21,38
GUAQUI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,5,5,7,12
GUAYARAMERIN,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,50,50,57,107
GUTIERREZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,16,16,28,44
HUACARETA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,12,12,11,23
HUACAYA (VILLA DE HUACAYA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,9,9,4,13
HUACHACALLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,1,1,0,1
HUANUNI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,40,40,32,72
HUARACAJE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,4,4,0,4
HUAYLLAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,14,14,15,29
