municipality,group,variable,month,Consultas nuevas en menores de 5 años,TOTAL
AYATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,12,12
AYO AYO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,12,12
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,28,28
AZURDUY,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,18,18
BATALLAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,37,37
BAURES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,1,1
BELEN DE URMIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,5,5
BERMEJO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,17,17
BETANZOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,52,52
BOLIVAR,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,2,2
BOLPEBRA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,37,37
BOYUIBE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,13,13
BUENA VISTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,13,13
CABEZAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,93,93
CAIROMA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,18,18
"CAIZA ""D""",atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,40,40
CAJUATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,5,5
CALACOTO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,16,16
CALAMARCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,18,18
CAMARGO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,58,58
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,11,11
CAMIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,295,295
CAPINOTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,76,76
CAQUIAVIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,30,30
CARACOLLO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,41,41
CARANAVI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,65,65
CARAPARI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,13,13
CARIPUYO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,44,44
CARMEN RIVERO TORREZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,20,20
CATACORA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,20,20
CHALLAPATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,118,118
CHAQUI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,8,8
CHARAGUA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,70,70
CHARAÑA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,5,5
CHAYANTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,62,62
CHIMORE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,57,57
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,17,17
CHUMA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,75,75
CLIZA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,106,106
COBIJA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,347,347
COCHABAMBA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,2730,2730
COLCAPIRHUA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,213,213
"COLCHA ""K""",atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,7,7
COLLANA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,2,2
COLOMI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,69,69
COLPA BELGICA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,110,110
COLQUECHACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,25,25
COLQUENCHA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,9,9
COLQUIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,56,56
COMANCHE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,3,3
COMARAPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,20,20
COMBAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,26,26
CONCEPCION,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,3,3
COPACABANA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,45,45
CORIPATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,68,68
CORO CORO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,3,3
COROICO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,23,23
CORQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,14,14
COTAGAITA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,35,35
COTOCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,39,39
CUATRO CAÑADAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,140,140
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,9,9
CUEVO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,10,10
CULPINA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,7,7
CURAHUARA DE CARANGAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,15,15
CURVA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,33,33
DESAGUADERO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,11,11
EL ALTO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,2206,2206
EL PUENTE(STC),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,26,26
EL PUENTE(TJA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,30,30
EL TORNO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,85,85
ENTRE RIOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,71,71
ENTRE RIOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,30,30
EUCALIPTUS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,17,17
EXALTACION,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,8,8
FERNANDEZ ALONSO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,46,46
FILADELFIA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,14,14
GENERAL SAAVEDRA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,173,173
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,25,25
GUANAY,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,8,8
GUAQUI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,21,21
GUAYARAMERIN,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,52,52
GUTIERREZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,56,56
HUACARETA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,13,13
HUACHACALLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,2,2
HUANUNI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,41,41
HUARACAJE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,60,60
HUAYLLAMARCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,16,16
ICLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,252,252
INCAHUASI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,89,89
INQUISIVI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,5,5
IRUPANA (VILLA DE LANZA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,34,34
IXIAMAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,15,15
JESUS DE MACHACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,48,48
LA ASUNTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,64,64
LA GUARDIA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,155,155
LA PAZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,4261,4261
LAGUNILLAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,37,37
LAJA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,16,16
LAS CARRERAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,8,8
LICOMA PAMPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,10,10
LLALLAGUA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,338,338
LLICA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,23,23
LURIBAY,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,52,52
MACHACAMARCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,11,11
MACHARETI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,21,21
MAGDALENA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,3,3
MAIRANA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,12,12
MAPIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,31,31
MECAPACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,9,9
MINEROS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,127,127
MIZQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,13,13
MOCOMOCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,1,1
MOJOCOYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,8,8
MONTEAGUDO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,125,125
MONTERO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,557,557
MORO MORO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,37,37
MOROCHATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,81,81
OCURI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,4,4
OKINAWA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,16,16
ORURO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,692,692
PADCAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,11,11
PADILLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,11,11
PAILON,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,89,89
PALCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,58,58
PALOS BLANCOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,54,54
PAMPA AULLAGAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,5,5
PAMPA GRANDE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,26,26
PAPEL PAMPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,11,11
PASORAPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,45,45
PATACAMAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,35,35
PAZÑA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,33,33
PELECHUCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,20,20
POCOATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,67,67
POCONA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,17,17
POJO (CBBA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,79,79
POOPO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,41,41
PORCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,34,34
POROMA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,29,29
PORONGO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,17,17
PORTACHUELO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,36,36
PORVENIR,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,86,86
POSTRER VALLE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,30,30
POTOSI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,797,797
PRESTO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,18,18
PUCARA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,25,25
PUCARANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,79,79
PUERTO ACOSTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,30,30
PUERTO CARABUCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,15,15
PUERTO GONZALO MORENO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,19,19
PUERTO PEREZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,16,16
PUERTO QUIJARRO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,108,108
PUERTO RICO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,11,11
PUERTO SILES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,8,8
PUERTO SUAREZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,46,46
PUERTO VILLARROEL,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,88,88
PUNA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,92,92
PUNATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,139,139
QUILLACOLLO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,406,406
QUIME,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,41,41
QUIRUSILLAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,2,2
REYES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,40,40
RIBERALTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,74,74
ROBORE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,58,58
RURRENABAQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,8,8
SABAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,9,9
SACABA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,596,596
SACABAMBA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,22,22
SACACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,8,8
SAIPINA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,16,16
SALINAS DE GARCI MENDOZA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,95,95
SAMAIPATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,22,22
SAN AGUSTIN,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,6,6
SAN ANDRES DE MACHACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,6,6
SAN ANTONIO DE LOMERIO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,16,16
SAN BENITO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,30,30
SAN BORJA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,27,27
SAN BUENA VENTURA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,23,23
SAN CARLOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,56,56
SAN IGNACIO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,26,26
SAN IGNACIO DE VELASCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,70,70
SAN JAVIER(STC),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,147,147
SAN JOAQUIN,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,1,1
SAN JOSE DE CHIQUITOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,3,3
SAN JUAN DE YAPACANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,25,25
SAN JULIAN,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,51,51
SAN LORENZO(PND),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,15,15
SAN LORENZO(TJA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,101,101
SAN LUCAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,25,25
SAN MATIAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,143,143
SAN MIGUEL DE VELASCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,39,39
SAN PEDRO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,6,6
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,86,86
SAN PEDRO DE CURAHUARA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,24,24
SAN PEDRO DE TIQUINA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,35,35
SAN RAFAEL,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,38,38
SAN RAMON,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,1,1
SAN RAMON,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-02-01,115,115
