,group,variable,month,L 22.2 N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,L 22.2 N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
SAN PEDRO DE BUENA VISTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,3,3
SAN RAFAEL,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,3,3
SANTA ANA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,44,44
SANTA CRUZ DE LA SIERRA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,729,729
SANTA ROSA DEL SARA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,13,13
SANTIVAÑES,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,2,2
SENA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,22,22
SHINAOTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,12,12
SIPE SIPE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,3,3
SOPACHUY,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,12,12
SUCRE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,554,554
TARABUCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,20,20
TARATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,12,12
TARIJA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,253,253
TARVITA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,31,31
TIAWANACU,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,9,9
TOCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,9,9
TOLATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,8,8
TOLEDO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,6,6
TOMINA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,11,11
TOTORA(CBBA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,34,34
TRINIDAD,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,56,56
TUPIZA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,357,357
TURCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,4,4
UNCIA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,17,17
URIONDO (A. CONCEPCION),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,6,6
URUBICHA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,14,14
UYUNI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,46,46
VALLEGRANDE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,49,49
VILLA CHARCAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,10,10
VILLA MONTES,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,90,90
VILLA SERRANO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,13,13
VILLA TUNARI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,239,239
VILLA VACA GUZMAN (MUYUPAMPA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,25,25
VILLAZON,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,131,131
WARNES,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,55,55
YACUIBA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,85,85
YAMPARAEZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,6,6
YOTALA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,9,9
YUNCHARA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,3,3
ZUDAÑEZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-02-01,0,15,15
ACHACACHI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,27,27
AIQUILE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,53,53
ALCALA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,5,5
APOLO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,37,37
ARANI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,1,1
ARQUE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,6,6
ASCENCION DE GUARAYOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,55,55
AYOPAYA (V. DE INDEPENDENCIA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,39,39
BERMEJO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,77,77
BETANZOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,21,21
BOLPEBRA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,2,2
BOYUIBE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,5,5
BUENA VISTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,6,6
CABEZAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,25,25
CAMARGO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,36,36
CAMATAQUI (C. VILLA ABECIA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,6,6
CAMIRI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,125,125
CAPINOTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,39,39
CARACOLLO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,16,16
CARANAVI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,121,121
CARAPARI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,3,3
CARMEN RIVERO TORREZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,8,8
CHALLAPATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,31,31
CHIMORE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,4,4
CHULUMANI (V. DE LA LIBERTAD),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,62,62
CHUMA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,4,4
CLIZA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,58,58
COBIJA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,232,232
COCHABAMBA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,834,834
COLPA BELGICA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,16,16
COMARAPA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,2,2
COROICO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,37,37
CORQUE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,2,2
COTAGAITA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,15,15
COTOCA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,12,12
CUATRO CAÑADAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,48,48
CULPINA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,35,35
DESAGUADERO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,13,13
EL ALTO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,1866,1866
EL PUENTE(STC),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,25,25
EL PUENTE(TJA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,4,4
EL TORNO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,150,150
EL VILLAR,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,1,1
ENTRE RIOS TRJ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,22,22
ENTRE RIOS CBBA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,3,3
ESCOMA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,10,10
EUCALIPTUS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,12,12
EUREKA (SANTOS MERCADO),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,6,6
FERNANDEZ ALONSO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,24,24
FILADELFIA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,8,8
GENERAL SAAVEDRA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,25,25
GRAL. J.J. PEREZ (CHARAZANI),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,10,10
GUAYARAMERIN,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,38,38
GUTIERREZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,10,10
HUACARETA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,4,4
HUACAYA (VILLA DE HUACAYA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,15,15
HUACHACALLA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,3,3
HUANUNI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,44,44
ICLA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,27,27
INCAHUASI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,9,9
INGAVI (HUMAITA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,7,7
IRUPANA (VILLA DE LANZA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,12,12
LA ASUNTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,56,56
LA GUARDIA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,79,79
LA PAZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,1387,1387
LAS CARRERAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,1,1
MACHACAMARCA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,7,7
MACHARETI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,23,23
MAPIRI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,1,1
MIZQUE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,46,46
MOJOCOYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,15,15
MONTEAGUDO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,89,89
MONTERO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,239,239
NUEVO MANOA (NUEVA ESPERANZA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,4,4
ORURO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,562,562
PADCAYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,13,13
PADILLA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,30,30
PAILON,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,15,15
PALOS BLANCOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,18,18
PAMPA GRANDE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,18,18
PATACAMAYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,19,19
POJO (CBBA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,6,6
POROMA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,14,14
PORONGO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,18,18
PORTACHUELO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,29,29
PORVENIR,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,22,22
POTOSI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,96,96
PRESTO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,13,13
PUCARANI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,14,14
PUERTO QUIJARRO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,3,3
PUERTO RICO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,24,24
PUERTO SUAREZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,29,29
PUERTO VILLARROEL,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,150,150
PUNATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,55,55
QUIABAYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,1,1
QUILLACOLLO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,3,3
QUIME,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,16,16
RIBERALTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,402,402
ROBORE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,33,33
RURRENABAQUE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,40,40
SACABA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,347,347
SAMAIPATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,11,11
SAN BENITO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,20,20
SAN CARLOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,57,57
SAN IGNACIO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,10,10
SAN IGNACIO DE VELASCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,79,79
SAN JAVIER(STC),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,25,25
SAN JOSE DE CHIQUITOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,52,52
SAN JUAN DE YAPACANI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,20,20
SAN JULIAN,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,4,4
SAN LORENZO(PND),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,38,38
SAN LORENZO(TJA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,25,25
SAN LUCAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,129,129
SAN MATIAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,21,21
SAN MIGUEL DE VELASCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,25,25
SAN PEDRO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,18,18
SAN PEDRO DE BUENA VISTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,11,11
SAN PEDRO DE TIQUINA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,1,1
SAN RAFAEL,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,3,3
SAN RAMON BENI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,1,1
SANTA ANA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,22,22
SANTA CRUZ DE LA SIERRA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,933,933
SANTA ROSA DEL SARA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,10,10
SANTIAGO DE MACHACA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,2,2
SENA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,17,17
SHINAOTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,31,31
SIPE SIPE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,4,4
SOPACHUY,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,13,13
SORATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,13,13
SUCRE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,997,997
TARABUCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,42,42
TARATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,17,17
TARIJA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,210,210
TARVITA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,24,24
TIPUANI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,14,14
TOCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,6,6
TOLATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,10,10
TOLEDO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,6,6
TOMINA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,10,10
TOTORA(CBBA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,36,36
TOTORA(ORR),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,1,1
TRINIDAD,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,60,60
TUPIZA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,21,21
UNCIA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,12,12
URIONDO (A. CONCEPCION),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,1,1
URUBICHA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,26,26
UYUNI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,47,47
VALLEGRANDE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,45,45
VILLA CHARCAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,26,26
VILLA MONTES,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,38,38
VILLA SERRANO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,11,11
VILLA TUNARI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,299,299
VILLA VACA GUZMAN (MUYUPAMPA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,31,31
VILLAZON,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,145,145
WARNES,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,124,124
YACUIBA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,48,48
YAMPARAEZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,13,13
YANACACHI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,2,2
YAPACANI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,19,19
YOTALA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,9,9
YUNCHARA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,5,5
ZUDAÑEZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-03-01,0,12,12
ACHACACHI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-04-01,0,27,27
AIQUILE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-04-01,0,17,17
ALCALA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-04-01,0,8,8
APOLO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-04-01,0,20,20
ARQUE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-04-01,0,1,1
ASCENCION DE GUARAYOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-04-01,0,21,21
AYATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-04-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-04-01,0,18,18
AZURDUY,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-04-01,0,9,9
BELLA FLOR,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-04-01,0,3,3
BERMEJO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-04-01,0,24,24
BETANZOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-04-01,0,20,20
BOLPEBRA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-04-01,0,2,2
BOYUIBE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-04-01,0,11,11
BUENA VISTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-04-01,0,8,8
CABEZAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-04-01,0,22,22
CAMARGO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-04-01,0,35,35
