,group,variable,month,L 22.1 PERSONAS CON PRE-CONSEJERIA REALIZADAS PARA ACCESO A LA PRUEBA RÁPIDA CANTIDAD,L 22.1 PERSONAS CON PRE-CONSEJERIA REALIZADAS PARA ACCESO A LA PRUEBA RÁPIDA CANTIDAD,TOTALES
SAN IGNACIO DE VELASCO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,13,78,91
SAN JAVIER(STC),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,0,42,42
SAN JOSE DE CHIQUITOS,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,26,13,39
SAN JUAN DE YAPACANI,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,2,15,17
SAN JULIAN,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,7,28,35
SAN LORENZO(PND),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,8,16,24
SAN LORENZO(TJA),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,0,22,22
SAN LUCAS,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,4,94,98
SAN MATIAS,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,0,28,28
SAN MIGUEL DE VELASCO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,0,28,28
SAN PEDRO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,4,62,66
SAN PEDRO DE BUENA VISTA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,0,2,2
SAN RAFAEL,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,0,31,31
SANTA ANA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,0,45,45
SANTA CRUZ DE LA SIERRA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,189,1375,1564
SANTA ROSA DEL SARA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,1,13,14
SENA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,0,25,25
SICA SICA (VILLA AROMA),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,0,11,11
SIPE SIPE,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,0,43,43
SOPACHUY,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,15,60,75
SORATA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,0,16,16
SUCRE,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,46,855,901
TACOPAYA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,1,3,4
TAPACARI,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,1,8,9
TARABUCO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,4,58,62
TARATA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,0,20,20
TARIJA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,60,222,282
TARVITA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,0,9,9
TIAWANACU,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,0,11,11
TIPUANI,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,5,20,25
TIQUIPAYA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,0,17,17
TOCO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,0,8,8
TOLATA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,1,5,6
TOLEDO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,0,10,10
TOMINA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,0,7,7
TOTORA(ORR),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,0,2,2
TRINIDAD,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,153,135,288
TUPIZA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,0,38,38
UNCIA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,3,25,28
URUBICHA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,130,240,370
VALLEGRANDE,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,1,61,62
VIACHA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,44,16,60
VILLA CHARCAS,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,0,19,19
VILLA SERRANO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,22,65,87
VILLA TUNARI,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,21,334,355
VILLA VACA GUZMAN (MUYUPAMPA),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,2,32,34
VILLAZON,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,10,95,105
WARNES,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,9,42,51
YACUIBA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,31,276,307
YAMPARAEZ,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,0,8,8
YANACACHI,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,7,6,13
YOTALA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,0,17,17
YUNCHARA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,3,16,19
ZUDAÑEZ,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-08-01,0,11,11
ACHACACHI,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,4,5,9
AIQUILE,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,3,8,11
ALCALA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,5,16,21
APOLO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,1,33,34
ARAMPAMPA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,0,4,4
ARBIETO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,2,16,18
ARQUE,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,0,4,4
ASCENCION DE GUARAYOS,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,42,70,112
AYOPAYA (V. DE INDEPENDENCIA),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,0,14,14
AZURDUY,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,0,14,14
BERMEJO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,0,52,52
BETANZOS,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,1,38,39
BOLIVAR,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,5,25,30
BOLPEBRA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,0,9,9
BOYUIBE,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,0,4,4
BUENA VISTA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,1,6,7
CABEZAS,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,1,6,7
CAMARGO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,100,65,165
CAMATAQUI (C. VILLA ABECIA),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,3,4,7
CAMIRI,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,177,35,212
CAPINOTA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,0,15,15
CARACOLLO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,2,26,28
CARANAVI,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,14,124,138
CARAPARI,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,0,20,20
CARMEN RIVERO TORREZ,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,0,3,3
CHALLAPATA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,3,2,5
CHARAGUA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,1,1,2
CHIMORE,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,2,6,8
CHIPAYA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,3,74,77
CHUMA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,6,7,13
CLIZA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,1,44,45
COBIJA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,23,335,358
COCHABAMBA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,55,789,844
COLPA BELGICA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,4,8,12
COLQUIRI,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,1,10,11
CORIPATA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,17,15,32
COROICO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,0,57,57
CORQUE,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,0,3,3
COTOCA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,3,2,5
CUATRO CAÑADAS,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,7,56,63
CULPINA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,0,33,33
EL ALTO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,35,1476,1511
EL PUENTE(STC),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,15,56,71
EL PUENTE(TJA),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,0,13,13
EL TORNO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,25,206,231
EL VILLAR,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,0,6,6
ENTRE RIOS TRJ,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,1,40,41
ENTRE RIOS CBBA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,1,3,4
ESCOMA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,0,10,10
EUREKA (SANTOS MERCADO),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,1,7,8
FERNANDEZ ALONSO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,8,37,45
FILADELFIA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,1,10,11
GRAL. J.J. PEREZ (CHARAZANI),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,0,13,13
GUAYARAMERIN,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,6,44,50
GUTIERREZ,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,0,3,3
HUACARETA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,2,31,33
HUACAYA (VILLA DE HUACAYA),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,14,11,25
HUACHACALLA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,0,2,2
HUANUNI,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,1,63,64
ICLA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,0,7,7
INCAHUASI,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,2,11,13
INQUISIVI,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,0,1,1
IRUPANA (VILLA DE LANZA),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,2,16,18
LA ASUNTA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,10,85,95
LA GUARDIA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,3,118,121
LA PAZ,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,122,471,593
LAS CARRERAS,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,6,17,23
LLALLAGUA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,144,2,146
MACHACAMARCA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,0,5,5
MACHARETI,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,6,15,21
MAIRANA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,1,27,28
MINEROS,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,2,86,88
MIZQUE,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,7,38,45
MOJOCOYA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,28,32,60
MONTEAGUDO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,15,82,97
MONTERO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,20,331,351
NACEBE (SANTA ROSA DEL ABUNA),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,17,8,25
NUEVO MANOA (NUEVA ESPERANZA),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,8,18,26
ORURO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,34,421,455
PADCAYA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,0,18,18
PADILLA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,4,35,39
PAMPA GRANDE,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,0,32,32
PATACAMAYA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,19,0,19
POCOATA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,1,15,16
POJO (CBBA),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,5,9,14
POROMA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,0,27,27
PORONGO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-09-01,4,16,20
