,group,variable,month,L 22.3 N° DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,L 22.3 N° DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
IRUPANA (VILLA DE LANZA),vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,15,15
LA ASUNTA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,4,1,5
LA GUARDIA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,11,68,79
LA PAZ,vih,l 22.3        n de personas con prueba rapida,2012-10-01,247,1365,1612
LLALLAGUA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,7,164,171
MACHARETI,vih,l 22.3        n de personas con prueba rapida,2012-10-01,2,9,11
MAIRANA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,1,2,3
MINEROS,vih,l 22.3        n de personas con prueba rapida,2012-10-01,4,5,9
MIZQUE,vih,l 22.3        n de personas con prueba rapida,2012-10-01,5,74,79
MOJOCOYA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,1,0,1
MONTEAGUDO,vih,l 22.3        n de personas con prueba rapida,2012-10-01,32,104,136
MONTERO,vih,l 22.3        n de personas con prueba rapida,2012-10-01,66,79,145
NACEBE (SANTA ROSA DEL ABUNA),vih,l 22.3        n de personas con prueba rapida,2012-10-01,10,35,45
NUEVO MANOA (NUEVA ESPERANZA),vih,l 22.3        n de personas con prueba rapida,2012-10-01,1,2,3
ORURO,vih,l 22.3        n de personas con prueba rapida,2012-10-01,138,619,757
PADCAYA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,20,20
PADILLA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,4,4
PAILON,vih,l 22.3        n de personas con prueba rapida,2012-10-01,1,42,43
PAMPA GRANDE,vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,1,1
PATACAMAYA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,22,32,54
PAZÑA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,23,73,96
POCOATA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,24,22,46
POOPO,vih,l 22.3        n de personas con prueba rapida,2012-10-01,1,6,7
POROMA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,4,17,21
PORONGO,vih,l 22.3        n de personas con prueba rapida,2012-10-01,3,23,26
PORVENIR,vih,l 22.3        n de personas con prueba rapida,2012-10-01,27,0,27
POTOSI,vih,l 22.3        n de personas con prueba rapida,2012-10-01,16,89,105
PRESTO,vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,8,8
PUCARANI,vih,l 22.3        n de personas con prueba rapida,2012-10-01,1,0,1
PUERTO GONZALO MORENO,vih,l 22.3        n de personas con prueba rapida,2012-10-01,52,51,103
PUERTO QUIJARRO,vih,l 22.3        n de personas con prueba rapida,2012-10-01,3,4,7
PUERTO RICO,vih,l 22.3        n de personas con prueba rapida,2012-10-01,7,21,28
PUERTO SUAREZ,vih,l 22.3        n de personas con prueba rapida,2012-10-01,4,54,58
PUERTO VILLARROEL,vih,l 22.3        n de personas con prueba rapida,2012-10-01,17,279,296
PUNATA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,93,242,335
QUIME,vih,l 22.3        n de personas con prueba rapida,2012-10-01,1,24,25
REYES,vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,19,19
RIBERALTA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,5,0,5
ROBORE,vih,l 22.3        n de personas con prueba rapida,2012-10-01,4,2,6
RURRENABAQUE,vih,l 22.3        n de personas con prueba rapida,2012-10-01,4,35,39
SACABA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,16,229,245
SAMAIPATA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,12,29,41
SAN ANTONIO DE LOMERIO,vih,l 22.3        n de personas con prueba rapida,2012-10-01,47,55,102
SAN CARLOS,vih,l 22.3        n de personas con prueba rapida,2012-10-01,2,17,19
SAN IGNACIO,vih,l 22.3        n de personas con prueba rapida,2012-10-01,10,38,48
SAN IGNACIO DE VELASCO,vih,l 22.3        n de personas con prueba rapida,2012-10-01,13,68,81
SAN JAVIER(BNI),vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,1,1
SAN JAVIER(STC),vih,l 22.3        n de personas con prueba rapida,2012-10-01,1,37,38
SAN JOSE DE CHIQUITOS,vih,l 22.3        n de personas con prueba rapida,2012-10-01,10,101,111
SAN JULIAN,vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,1,1
SAN LORENZO(PND),vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,16,16
SAN LORENZO(TJA),vih,l 22.3        n de personas con prueba rapida,2012-10-01,2,0,2
SAN LUCAS,vih,l 22.3        n de personas con prueba rapida,2012-10-01,6,1,7
SAN MATIAS,vih,l 22.3        n de personas con prueba rapida,2012-10-01,2,33,35
SAN PEDRO,vih,l 22.3        n de personas con prueba rapida,2012-10-01,1,16,17
SAN RAFAEL,vih,l 22.3        n de personas con prueba rapida,2012-10-01,2,0,2
SANTA ANA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,2,6,8
SANTA CRUZ DE LA SIERRA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,472,1316,1788
SANTA ROSA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,1,0,1
SANTIAGO DE MACHACA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,2,0,2
SENA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,30,30
SHINAOTA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,15,5,20
SICA SICA (VILLA AROMA),vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,10,10
SIPE SIPE,vih,l 22.3        n de personas con prueba rapida,2012-10-01,1,10,11
SOPACHUY,vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,13,13
SORATA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,3,0,3
SUCRE,vih,l 22.3        n de personas con prueba rapida,2012-10-01,131,152,283
TAPACARI,vih,l 22.3        n de personas con prueba rapida,2012-10-01,12,31,43
TARABUCO,vih,l 22.3        n de personas con prueba rapida,2012-10-01,1,6,7
TARIJA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,145,131,276
TARVITA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,1,3,4
TIAWANACU,vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,1,1
TOLATA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,2,10,12
TOMINA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,12,12
TOTORA(ORR),vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,3,3
TRINIDAD,vih,l 22.3        n de personas con prueba rapida,2012-10-01,93,226,319
TUPIZA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,1,7,8
UNCIA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,1,1,2
URIONDO (A. CONCEPCION),vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,1,1
URUBICHA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,33,33,66
UYUNI,vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,66,66
VALLEGRANDE,vih,l 22.3        n de personas con prueba rapida,2012-10-01,2,46,48
VIACHA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,7,18,25
VILLA CHARCAS,vih,l 22.3        n de personas con prueba rapida,2012-10-01,1,34,35
VILLA MONTES,vih,l 22.3        n de personas con prueba rapida,2012-10-01,20,15,35
VILLA SERRANO,vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,10,10
VILLA TUNARI,vih,l 22.3        n de personas con prueba rapida,2012-10-01,12,26,38
VILLA VACA GUZMAN (MUYUPAMPA),vih,l 22.3        n de personas con prueba rapida,2012-10-01,3,31,34
VILLAZON,vih,l 22.3        n de personas con prueba rapida,2012-10-01,5,7,12
WARNES,vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,10,10
YACUIBA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,52,175,227
YAPACANI,vih,l 22.3        n de personas con prueba rapida,2012-10-01,9,245,254
YOTALA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,1,17,18
YUNCHARA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,1,9,10
ACHACACHI,vih,l 22.3        n de personas con prueba rapida,2012-11-01,5,2,7
AIQUILE,vih,l 22.3        n de personas con prueba rapida,2012-11-01,0,65,65
ALCALA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,2,6,8
APOLO,vih,l 22.3        n de personas con prueba rapida,2012-11-01,0,6,6
ARBIETO,vih,l 22.3        n de personas con prueba rapida,2012-11-01,2,0,2
ARQUE,vih,l 22.3        n de personas con prueba rapida,2012-11-01,16,14,30
ASCENCION DE GUARAYOS,vih,l 22.3        n de personas con prueba rapida,2012-11-01,121,79,200
AYOPAYA (V. DE INDEPENDENCIA),vih,l 22.3        n de personas con prueba rapida,2012-11-01,1,0,1
AZURDUY,vih,l 22.3        n de personas con prueba rapida,2012-11-01,3,19,22
BERMEJO,vih,l 22.3        n de personas con prueba rapida,2012-11-01,1,0,1
BETANZOS,vih,l 22.3        n de personas con prueba rapida,2012-11-01,7,49,56
BOLIVAR,vih,l 22.3        n de personas con prueba rapida,2012-11-01,4,4,8
CABEZAS,vih,l 22.3        n de personas con prueba rapida,2012-11-01,8,17,25
"CAIZA ""D""",vih,l 22.3        n de personas con prueba rapida,2012-11-01,0,9,9
CAMARGO,vih,l 22.3        n de personas con prueba rapida,2012-11-01,3,50,53
CAMATAQUI (C. VILLA ABECIA),vih,l 22.3        n de personas con prueba rapida,2012-11-01,2,11,13
CAMIRI,vih,l 22.3        n de personas con prueba rapida,2012-11-01,13,19,32
CAPINOTA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,3,31,34
CARACOLLO,vih,l 22.3        n de personas con prueba rapida,2012-11-01,10,12,22
CARANAVI,vih,l 22.3        n de personas con prueba rapida,2012-11-01,31,9,40
CARAPARI,vih,l 22.3        n de personas con prueba rapida,2012-11-01,0,27,27
CARIPUYO,vih,l 22.3        n de personas con prueba rapida,2012-11-01,15,16,31
CHALLAPATA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,1129,0,1129
CHULUMANI (V. DE LA LIBERTAD),vih,l 22.3        n de personas con prueba rapida,2012-11-01,5,4,9
CHUMA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,9,2,11
CLIZA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,1,1,2
COBIJA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,14,49,63
COCHABAMBA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,186,389,575
COLPA BELGICA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,2,1,3
CORQUE,vih,l 22.3        n de personas con prueba rapida,2012-11-01,0,4,4
COTOCA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,8,2,10
CUATRO CAÑADAS,vih,l 22.3        n de personas con prueba rapida,2012-11-01,0,2,2
CULPINA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,1,1,2
EL ALTO,vih,l 22.3        n de personas con prueba rapida,2012-11-01,267,1377,1644
EL PUENTE(STC),vih,l 22.3        n de personas con prueba rapida,2012-11-01,60,72,132
EL PUENTE(TJA),vih,l 22.3        n de personas con prueba rapida,2012-11-01,3,8,11
EL TORNO,vih,l 22.3        n de personas con prueba rapida,2012-11-01,36,53,89
ENTRE RIOS TRJ,vih,l 22.3        n de personas con prueba rapida,2012-11-01,1,30,31
ESCOMA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,1,17,18
EUREKA (SANTOS MERCADO),vih,l 22.3        n de personas con prueba rapida,2012-11-01,0,2,2
FERNANDEZ ALONSO,vih,l 22.3        n de personas con prueba rapida,2012-11-01,11,13,24
FILADELFIA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,0,5,5
GENERAL SAAVEDRA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,4,0,4
GRAL. J.J. PEREZ (CHARAZANI),vih,l 22.3        n de personas con prueba rapida,2012-11-01,1,3,4
GUAYARAMERIN,vih,l 22.3        n de personas con prueba rapida,2012-11-01,5,78,83
GUTIERREZ,vih,l 22.3        n de personas con prueba rapida,2012-11-01,2,5,7
HUACARETA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,40,33,73
HUACAYA (VILLA DE HUACAYA),vih,l 22.3        n de personas con prueba rapida,2012-11-01,7,14,21
HUANUNI,vih,l 22.3        n de personas con prueba rapida,2012-11-01,20,66,86
HUARINA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,0,1,1
LA GUARDIA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,15,92,107
LA PAZ,vih,l 22.3        n de personas con prueba rapida,2012-11-01,650,1783,2433
LAJA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,0,1,1
LAS CARRERAS,vih,l 22.3        n de personas con prueba rapida,2012-11-01,1,0,1
LLALLAGUA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,6,156,162
MACHACAMARCA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,35,10,45
MACHARETI,vih,l 22.3        n de personas con prueba rapida,2012-11-01,222,138,360
MAIRANA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,2,2,4
MINEROS,vih,l 22.3        n de personas con prueba rapida,2012-11-01,4,73,77
MIZQUE,vih,l 22.3        n de personas con prueba rapida,2012-11-01,5,58,63
MOJOCOYA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,5,0,5
MONTEAGUDO,vih,l 22.3        n de personas con prueba rapida,2012-11-01,3,25,28
MONTERO,vih,l 22.3        n de personas con prueba rapida,2012-11-01,24,42,66
NACEBE (SANTA ROSA DEL ABUNA),vih,l 22.3        n de personas con prueba rapida,2012-11-01,16,14,30
NUEVO MANOA (NUEVA ESPERANZA),vih,l 22.3        n de personas con prueba rapida,2012-11-01,0,2,2
ORURO,vih,l 22.3        n de personas con prueba rapida,2012-11-01,189,780,969
PADCAYA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,27,20,47
PADILLA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,46,7,53
PAILON,vih,l 22.3        n de personas con prueba rapida,2012-11-01,0,9,9
PALOS BLANCOS,vih,l 22.3        n de personas con prueba rapida,2012-11-01,0,1,1
PAMPA GRANDE,vih,l 22.3        n de personas con prueba rapida,2012-11-01,1,3,4
PATACAMAYA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,60,31,91
PAZÑA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,16,44,60
POCOATA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,13,3,16
POJO (CBBA),vih,l 22.3        n de personas con prueba rapida,2012-11-01,0,3,3
POOPO,vih,l 22.3        n de personas con prueba rapida,2012-11-01,11,5,16
POROMA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,0,2,2
PORONGO,vih,l 22.3        n de personas con prueba rapida,2012-11-01,10,5,15
PORTACHUELO,vih,l 22.3        n de personas con prueba rapida,2012-11-01,5,0,5
POTOSI,vih,l 22.3        n de personas con prueba rapida,2012-11-01,41,107,148
PRESTO,vih,l 22.3        n de personas con prueba rapida,2012-11-01,7,21,28
PUCARANI,vih,l 22.3        n de personas con prueba rapida,2012-11-01,1,14,15
PUERTO GONZALO MORENO,vih,l 22.3        n de personas con prueba rapida,2012-11-01,6,34,40
PUERTO QUIJARRO,vih,l 22.3        n de personas con prueba rapida,2012-11-01,8,14,22
PUERTO RICO,vih,l 22.3        n de personas con prueba rapida,2012-11-01,1,17,18
PUERTO SUAREZ,vih,l 22.3        n de personas con prueba rapida,2012-11-01,4,42,46
PUERTO VILLARROEL,vih,l 22.3        n de personas con prueba rapida,2012-11-01,16,258,274
QUILLACOLLO,vih,l 22.3        n de personas con prueba rapida,2012-11-01,11,0,11
QUIME,vih,l 22.3        n de personas con prueba rapida,2012-11-01,3,5,8
REYES,vih,l 22.3        n de personas con prueba rapida,2012-11-01,0,12,12
RIBERALTA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,0,1,1
ROBORE,vih,l 22.3        n de personas con prueba rapida,2012-11-01,2,1,3
RURRENABAQUE,vih,l 22.3        n de personas con prueba rapida,2012-11-01,2,64,66
SACABA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,12,181,193
SAMAIPATA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,3,12,15
SAN BENITO,vih,l 22.3        n de personas con prueba rapida,2012-11-01,2,6,8
SAN BUENA VENTURA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,2,1,3
SAN CARLOS,vih,l 22.3        n de personas con prueba rapida,2012-11-01,1,15,16
SAN IGNACIO,vih,l 22.3        n de personas con prueba rapida,2012-11-01,14,33,47
SAN IGNACIO DE VELASCO,vih,l 22.3        n de personas con prueba rapida,2012-11-01,20,116,136
SAN JAVIER(BNI),vih,l 22.3        n de personas con prueba rapida,2012-11-01,1,5,6
SAN JAVIER(STC),vih,l 22.3        n de personas con prueba rapida,2012-11-01,0,22,22
SAN JOSE DE CHIQUITOS,vih,l 22.3        n de personas con prueba rapida,2012-11-01,7,52,59
SAN JUAN DE YAPACANI,vih,l 22.3        n de personas con prueba rapida,2012-11-01,0,11,11
SAN JULIAN,vih,l 22.3        n de personas con prueba rapida,2012-11-01,8,56,64
SAN LORENZO(PND),vih,l 22.3        n de personas con prueba rapida,2012-11-01,8,71,79
SAN LUCAS,vih,l 22.3        n de personas con prueba rapida,2012-11-01,4,1,5
SAN PEDRO,vih,l 22.3        n de personas con prueba rapida,2012-11-01,11,17,28
SAN RAFAEL,vih,l 22.3        n de personas con prueba rapida,2012-11-01,1,0,1
SANTA ANA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,19,24,43
SANTA CRUZ DE LA SIERRA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,267,736,1003
SANTA ROSA DEL SARA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,1,0,1
SANTIAGO DE MACHACA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,1,7,8
SENA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,0,12,12
SHINAOTA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,16,22,38
SICA SICA (VILLA AROMA),vih,l 22.3        n de personas con prueba rapida,2012-11-01,0,13,13
SIPE SIPE,vih,l 22.3        n de personas con prueba rapida,2012-11-01,4,35,39
SOPACHUY,vih,l 22.3        n de personas con prueba rapida,2012-11-01,16,44,60
SORATA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,0,1,1
SUCRE,vih,l 22.3        n de personas con prueba rapida,2012-11-01,208,330,538
TACOPAYA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,0,8,8
TAPACARI,vih,l 22.3        n de personas con prueba rapida,2012-11-01,6,27,33
TARABUCO,vih,l 22.3        n de personas con prueba rapida,2012-11-01,11,26,37
TARATA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,3,21,24
TARIJA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,145,217,362
TARVITA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,0,2,2
TEOPONTE,vih,l 22.3        n de personas con prueba rapida,2012-11-01,14,10,24
TIAWANACU,vih,l 22.3        n de personas con prueba rapida,2012-11-01,0,1,1
TIPUANI,vih,l 22.3        n de personas con prueba rapida,2012-11-01,1,2,3
TOCO,vih,l 22.3        n de personas con prueba rapida,2012-11-01,0,4,4
TOLATA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,0,5,5
TOTORA(ORR),vih,l 22.3        n de personas con prueba rapida,2012-11-01,0,2,2
TRINIDAD,vih,l 22.3        n de personas con prueba rapida,2012-11-01,106,204,310
TUPIZA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,0,7,7
UNCIA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,2,0,2
URUBICHA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,4,5,9
UYUNI,vih,l 22.3        n de personas con prueba rapida,2012-11-01,0,66,66
VALLEGRANDE,vih,l 22.3        n de personas con prueba rapida,2012-11-01,0,43,43
VIACHA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,3,114,117
VILLA CHARCAS,vih,l 22.3        n de personas con prueba rapida,2012-11-01,0,31,31
VILLA MONTES,vih,l 22.3        n de personas con prueba rapida,2012-11-01,22,58,80
VILLA TUNARI,vih,l 22.3        n de personas con prueba rapida,2012-11-01,16,21,37
VILLA VACA GUZMAN (MUYUPAMPA),vih,l 22.3        n de personas con prueba rapida,2012-11-01,7,29,36
VILLAZON,vih,l 22.3        n de personas con prueba rapida,2012-11-01,8,40,48
WARNES,vih,l 22.3        n de personas con prueba rapida,2012-11-01,13,27,40
YACUIBA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,43,130,173
YAPACANI,vih,l 22.3        n de personas con prueba rapida,2012-11-01,4,117,121
YUNCHARA,vih,l 22.3        n de personas con prueba rapida,2012-11-01,8,20,28
ZUDAÑEZ,vih,l 22.3        n de personas con prueba rapida,2012-11-01,1,15,16
ACHACACHI,vih,l 22.3        n de personas con prueba rapida,2012-12-01,1,1,2
AIQUILE,vih,l 22.3        n de personas con prueba rapida,2012-12-01,2,62,64
ALCALA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,4,12,16
APOLO,vih,l 22.3        n de personas con prueba rapida,2012-12-01,2,35,37
ARAMPAMPA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,2,2
ARBIETO,vih,l 22.3        n de personas con prueba rapida,2012-12-01,1,0,1
ARQUE,vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,3,3
ASCENCION DE GUARAYOS,vih,l 22.3        n de personas con prueba rapida,2012-12-01,53,65,118
AYOPAYA (V. DE INDEPENDENCIA),vih,l 22.3        n de personas con prueba rapida,2012-12-01,2,2,4
AZURDUY,vih,l 22.3        n de personas con prueba rapida,2012-12-01,10,17,27
BERMEJO,vih,l 22.3        n de personas con prueba rapida,2012-12-01,42,49,91
BETANZOS,vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,16,16
BOLIVAR,vih,l 22.3        n de personas con prueba rapida,2012-12-01,3,1,4
BOYUIBE,vih,l 22.3        n de personas con prueba rapida,2012-12-01,8,5,13
BUENA VISTA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,2,2
CABEZAS,vih,l 22.3        n de personas con prueba rapida,2012-12-01,8,42,50
"CAIZA ""D""",vih,l 22.3        n de personas con prueba rapida,2012-12-01,3,2,5
CAMARGO,vih,l 22.3        n de personas con prueba rapida,2012-12-01,1,0,1
CAMATAQUI (C. VILLA ABECIA),vih,l 22.3        n de personas con prueba rapida,2012-12-01,1,4,5
CAMIRI,vih,l 22.3        n de personas con prueba rapida,2012-12-01,40,52,92
CAPINOTA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,3,38,41
CARACOLLO,vih,l 22.3        n de personas con prueba rapida,2012-12-01,3,9,12
CARANAVI,vih,l 22.3        n de personas con prueba rapida,2012-12-01,69,78,147
CARAPARI,vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,12,12
CARMEN RIVERO TORREZ,vih,l 22.3        n de personas con prueba rapida,2012-12-01,2,0,2
CHALLAPATA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,2,97,99
CHIMORE,vih,l 22.3        n de personas con prueba rapida,2012-12-01,2,3,5
CHULUMANI (V. DE LA LIBERTAD),vih,l 22.3        n de personas con prueba rapida,2012-12-01,3,3,6
CLIZA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,2,2
COBIJA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,19,57,76
COCHABAMBA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,78,315,393
COLCAPIRHUA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,1,0,1
"COLCHA ""K""",vih,l 22.3        n de personas con prueba rapida,2012-12-01,1,8,9
COLPA BELGICA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,23,80,103
COMARAPA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,3,0,3
CORO CORO,vih,l 22.3        n de personas con prueba rapida,2012-12-01,3,9,12
COROICO,vih,l 22.3        n de personas con prueba rapida,2012-12-01,1,5,6
COTOCA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,2,2
CUATRO CAÑADAS,vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,5,5
CULPINA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,1,1
DESAGUADERO,vih,l 22.3        n de personas con prueba rapida,2012-12-01,7,3,10
EL ALTO,vih,l 22.3        n de personas con prueba rapida,2012-12-01,193,1108,1301
EL PUENTE(STC),vih,l 22.3        n de personas con prueba rapida,2012-12-01,23,44,67
EL PUENTE(TJA),vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,2,2
EL TORNO,vih,l 22.3        n de personas con prueba rapida,2012-12-01,73,65,138
ENTRE RIOS TRJ,vih,l 22.3        n de personas con prueba rapida,2012-12-01,14,38,52
EUREKA (SANTOS MERCADO),vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,8,8
FERNANDEZ ALONSO,vih,l 22.3        n de personas con prueba rapida,2012-12-01,3,26,29
FILADELFIA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,3,6,9
GRAL. J.J. PEREZ (CHARAZANI),vih,l 22.3        n de personas con prueba rapida,2012-12-01,22,30,52
GUANAY,vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,14,14
GUAYARAMERIN,vih,l 22.3        n de personas con prueba rapida,2012-12-01,36,449,485
GUTIERREZ,vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,1,1
HUACAYA (VILLA DE HUACAYA),vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,4,4
HUANUNI,vih,l 22.3        n de personas con prueba rapida,2012-12-01,50,78,128
ICLA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,2,4,6
IRUPANA (VILLA DE LANZA),vih,l 22.3        n de personas con prueba rapida,2012-12-01,6,0,6
LA ASUNTA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,10,24,34
LA GUARDIA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,70,138,208
LA PAZ,vih,l 22.3        n de personas con prueba rapida,2012-12-01,517,1764,2281
LLALLAGUA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,6,124,130
MACHARETI,vih,l 22.3        n de personas con prueba rapida,2012-12-01,6,11,17
MINEROS,vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,33,33
MIZQUE,vih,l 22.3        n de personas con prueba rapida,2012-12-01,2,56,58
MONTEAGUDO,vih,l 22.3        n de personas con prueba rapida,2012-12-01,25,43,68
MONTERO,vih,l 22.3        n de personas con prueba rapida,2012-12-01,200,184,384
NACEBE (SANTA ROSA DEL ABUNA),vih,l 22.3        n de personas con prueba rapida,2012-12-01,11,8,19
ORURO,vih,l 22.3        n de personas con prueba rapida,2012-12-01,155,563,718
PADCAYA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,3,36,39
PADILLA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,4,4
PAILON,vih,l 22.3        n de personas con prueba rapida,2012-12-01,3,106,109
PAMPA GRANDE,vih,l 22.3        n de personas con prueba rapida,2012-12-01,3,2,5
PATACAMAYA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,30,41,71
PAZÑA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,11,19,30
POJO (CBBA),vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,1,1
POROMA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,6,12,18
PORONGO,vih,l 22.3        n de personas con prueba rapida,2012-12-01,10,2,12
