municipality,group,variable,month,Controles repetidos en niños menores de 2 años NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
CHULUMANI (V. DE LA LIBERTAD),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,46,46,58,104
CHUMA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,98,98,83,181
CLIZA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,145,145,123,268
COBIJA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,352,352,324,676
COCHABAMBA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,1995,1995,1786,3781
COIPASA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,1,1,5,6
COLCAPIRHUA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,95,95,81,176
"COLCHA ""K""",nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,127,127,142,269
COLLANA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,22,22,14,36
COLOMI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,144,144,130,274
COLPA BELGICA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,70,70,52,122
COLQUECHACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,245,245,224,469
COLQUENCHA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,40,40,57,97
COLQUIRI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,127,127,133,260
COMANCHE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,15,15,12,27
COMARAPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,139,139,146,285
COMBAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,21,21,30,51
CONCEPCION,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,105,105,91,196
COPACABANA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,82,82,75,157
CORIPATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,112,112,94,206
CORO CORO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,75,75,72,147
COROICO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,49,49,109,158
CORQUE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,49,49,53,102
COTAGAITA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,241,241,255,496
COTOCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,286,286,246,532
CUATRO CAÑADAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,60,60,50,110
CUCHUMUELA (V. G. VILLARROEL),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,19,19,10,29
CUEVO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,40,40,76,116
CULPINA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,318,318,272,590
CURAHUARA DE CARANGAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,46,46,41,87
CURVA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,18,18,30,48
DESAGUADERO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,42,42,36,78
EL ALTO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,3321,3321,3127,6448
EL CHORO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,26,26,14,40
EL PUENTE(STC),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,156,156,147,303
EL PUENTE(TJA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,77,77,80,157
EL TORNO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,211,211,212,423
EL VILLAR,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,84,84,83,167
ENTRE RIOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,236,236,212,448
ENTRE RIOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,158,158,165,323
ESCARA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,0,0,4,4
ESMERALDA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,0,0,1,1
EUCALIPTUS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,40,40,39,79
EUREKA (SANTOS MERCADO),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,3,3,8,11
EXALTACION,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,13,13,21,34
FERNANDEZ ALONSO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,168,168,144,312
FILADELFIA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,41,41,45,86
GENERAL SAAVEDRA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,150,150,139,289
GRAL. J.J. PEREZ (CHARAZANI),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,110,110,94,204
GUANAY,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,124,124,114,238
GUAQUI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,49,49,39,88
GUAYARAMERIN,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,463,463,411,874
GUTIERREZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,154,154,153,307
HUACARETA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,155,155,152,307
HUACAYA (VILLA DE HUACAYA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,52,52,39,91
HUACHACALLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,7,7,7,14
HUANUNI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,234,234,172,406
HUARACAJE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,26,26,23,49
HUAYLLAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,44,44,38,82
ICHOCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,45,45,40,85
ICLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,202,202,213,415
INCAHUASI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,358,358,341,699
INGAVI (HUMAITA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,13,13,10,23
INQUISIVI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,160,160,132,292
IRUPANA (VILLA DE LANZA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,157,157,156,313
IXIAMAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,119,119,116,235
JESUS DE MACHACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,99,99,68,167
LA ASUNTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,189,189,158,347
LA GUARDIA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,235,235,269,504
LA PAZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,3350,3350,3063,6413
LA RIVERA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,3,3,3,6
LAGUNILLAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,98,98,111,209
LAJA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,173,173,145,318
LAS CARRERAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,57,57,55,112
LICOMA PAMPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,29,29,25,54
LLALLAGUA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,353,353,353,706
LLICA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,52,52,37,89
LORETO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,43,43,41,84
LURIBAY,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,134,134,136,270
MACHACAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,8,8,11,19
MACHARETI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,148,148,110,258
MAGDALENA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,128,128,96,224
MAIRANA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,101,101,100,201
MALLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,31,31,55,86
MAPIRI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,135,135,132,267
MECAPACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,80,80,69,149
MINEROS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,253,253,216,469
MIZQUE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,167,167,150,317
MOCOMOCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,151,151,135,286
MOJINETE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,6,6,9,15
MOJOCOYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,102,102,86,188
MONTEAGUDO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,313,313,300,613
MONTERO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,948,948,890,1838
MORO MORO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,24,24,21,45
MOROCHATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,61,61,54,115
NACEBE (SANTA ROSA DEL ABUNA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,15,15,17,32
OCURI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,251,251,231,482
OKINAWA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,96,96,97,193
OMEREQUE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,68,68,55,123
ORURO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,1411,1411,1201,2612
PADCAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,138,138,139,277
PADILLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,165,165,163,328
PAILON,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,148,148,152,300
PALCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,64,64,67,131
PALOS BLANCOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,286,286,219,505
PAMPA AULLAGAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,25,25,37,62
PAMPA GRANDE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,62,62,69,131
PAPEL PAMPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,37,37,46,83
PASORAPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,53,53,56,109
PATACAMAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,254,254,221,475
PAZÑA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,47,47,49,96
PELECHUCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,31,31,22,53
POCOATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,216,216,239,455
POCONA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,50,50,55,105
POJO (CBBA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,110,110,85,195
POOPO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,60,60,49,109
PORCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,82,82,96,178
POROMA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,202,202,214,416
PORONGO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,55,55,45,100
PORTACHUELO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,216,216,226,442
PORVENIR,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,100,100,94,194
POSTRER VALLE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,21,21,18,39
POTOSI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,1216,1216,1161,2377
PRESTO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,90,90,72,162
PUCARA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,26,26,11,37
PUCARANI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,208,208,212,420
PUERTO ACOSTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,186,186,156,342
PUERTO CARABUCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,116,116,128,244
PUERTO GONZALO MORENO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,64,64,48,112
PUERTO PEREZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,41,41,36,77
PUERTO QUIJARRO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,110,110,97,207
PUERTO RICO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,60,60,66,126
PUERTO SILES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,1,1,6,7
PUERTO SUAREZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,89,89,95,184
PUERTO VILLARROEL,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,204,204,177,381
PUNA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,290,290,261,551
PUNATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,61,61,70,131
QUIABAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,16,16,10,26
QUILLACOLLO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,261,261,257,518
QUIME,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,96,96,95,191
QUIRUSILLAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,32,32,24,56
RAVELO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,376,376,377,753
REYES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,105,105,127,232
RIBERALTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,1077,1077,980,2057
ROBORE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,112,112,115,227
RURRENABAQUE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,139,139,124,263
SABAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,22,22,17,39
SACABA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-08-01,195,195,173,368
