municipality,group,variable,month,8. Días camas ocupadas otros servicios,TOTAL
POTOSI,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,11012,11012
PRESTO,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,64,64
PUCARANI,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,16,16
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,17,17
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,439,439
PUERTO RICO,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,31,31
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,325,325
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,1044,1044
PUNATA,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,1083,1083
QUILLACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,1868,1868
RAQAYPAMPA(ETA),internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,9,9
REYES,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,80,80
RIBERALTA,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,2800,2800
ROBORE,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,353,353
RURRENABAQUE,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,255,255
SABAYA,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,8,8
SACABA,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,2117,2117
SACABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,3,3
SACACA,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,4,4
SAIPINA,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,40,40
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,7,7
SAMAIPATA,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,65,65
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,15,15
SAN BORJA,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,367,367
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,562,562
SAN CARLOS,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,28,28
SAN IGNACIO,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,233,233
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,1241,1241
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,121,121
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,17,17
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,42,42
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,84,84
SAN JULIAN,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,997,997
SAN LUCAS,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,188,188
SAN MATIAS,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,194,194
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,59,59
SAN PEDRO,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,66,66
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,5,5
SAN RAFAEL,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,74,74
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,43,43
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,79,79
SANTA ANA,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,152,152
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,38123,38123
SANTA ROSA,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,76,76
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,73,73
SHINAOTA,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,53,53
SOPACHUY,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,23,23
SORACACHI,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,4,4
SORATA,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,8,8
SUCRE,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,24997,24997
TACACOMA,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,4,4
TACOPAYA,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,1,1
TAHUA,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,2,2
TAPACARI,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,30,30
TARABUCO,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,284,284
TARATA,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,2,2
TARIJA,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,11869,11869
TARVITA,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,114,114
TEOPONTE,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,1,1
TIPUANI,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,44,44
TIQUIPAYA,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,412,412
TORO TORO,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,31,31
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,9,9
TRINIDAD,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,3013,3013
TUPIZA,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,870,870
UNCIA,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,2,2
UYUNI,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,372,372
VALLEGRANDE,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,621,621
VIACHA,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,440,440
VILA VILA,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,1,1
VILLA CHARCAS,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,7,7
VILLA MONTES,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,545,545
VILLA RIVERO,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,1,1
VILLA TUNARI,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,1872,1872
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,21,21
VILLAZON,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,635,635
VINTO,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,526,526
WARNES,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,1123,1123
YACUIBA,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,1892,1892
YAMPARAEZ,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,3,3
YANACACHI,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,4,4
YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,884,884
YOTALA,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,33,33
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas otros servicios,2024-08-01,17,17
ACHACACHI,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,61,61
AIQUILE,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,249,249
ALCALA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,4,4
ALTO BENI,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,10,10
ANTEQUERA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,1,1
ANZALDO,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,19,19
APOLO,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,8,8
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,637,637
ATOCHA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,161,161
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,21,21
AZURDUY,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,38,38
BAURES,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,40,40
BERMEJO,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,1014,1014
BETANZOS,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,9,9
BOLIVAR,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,2,2
BOYUIBE,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,121,121
BUENA VISTA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,39,39
CABEZAS,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,95,95
CAIROMA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,2,2
CAJUATA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,27,27
CAMARGO,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,245,245
CAMIRI,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,751,751
CAPINOTA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,87,87
CARACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,86,86
CARANAVI,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,454,454
CARAPARI,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,14,14
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,62,62
CHALLAPATA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,383,383
CHARAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,216,216
CHARAÑA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,2,2
CHAYANTA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,3,3
CHIMORE,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,134,134
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,206,206
CHUMA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,14,14
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,1,1
CLIZA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,166,166
COBIJA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,2213,2213
COCAPATA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,2,2
COCHABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,29693,29693
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,3934,3934
"COLCHA ""K""",internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,5,5
COLPA BELGICA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,9,9
COLQUECHACA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,3,3
COMARAPA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,144,144
CONCEPCION,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,275,275
COROICO,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,317,317
COTAGAITA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,5,5
COTOCA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,1274,1274
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,278,278
CUEVO,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,4,4
CULPINA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,41,41
EL ALTO,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,16444,16444
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,107,107
EL TORNO,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,419,419
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,81,81
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,115,115
ESCOMA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,105,105
ESMERALDA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,90,90
EXALTACION,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,3,3
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,56,56
GAIOC JATUN AYLLU YURA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,2,2
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,16,16
GUANAY,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,58,58
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,491,491
GUTIERREZ,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,79,79
HUACARAJE,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,11,11
HUACARETA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,62,62
HUANUNI,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,449,449
HUARINA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,3,3
ICLA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,9,9
INCAHUASI,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,1,1
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,23,23
IXIAMAS,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,49,49
LA ASUNTA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,70,70
LA GUARDIA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,818,818
LA PAZ,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,53045,53045
LAGUNILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,5,5
LAS CARRERAS,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,33,33
LLALLAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,669,669
LLICA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,5,5
LORETO,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,5,5
MACHARETI,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,46,46
MAGDALENA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,206,206
MAIRANA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,60,60
MAPIRI,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,8,8
MINEROS,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,158,158
MIZQUE,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,263,263
MOCOMOCO,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,4,4
MOJOCOYA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,28,28
MONTEAGUDO,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,1040,1040
MONTERO,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,4096,4096
MORO MORO,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,5,5
OKINAWA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,10,10
OMEREQUE,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,72,72
ORURO,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,11632,11632
PADILLA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,303,303
PAILON,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,236,236
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,82,82
PAMPA GRANDE,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,54,54
PASORAPA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,39,39
PATACAMAYA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,153,153
POCONA,internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,33,33
POJO (CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2024-09-01,65,65
