,group,variable,month,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,12,9,181,124,193,133,326
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,40,28,273,257,313,285,598
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,0,1,24,32,24,33,57
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,0,0,2,3,2,3,5
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,1,2,44,34,45,36,81
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,1,0,33,18,34,18,52
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,20,16,47,46,67,62,129
SAN RAMON BENI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,6,0,24,36,30,36,66
SAN RAMON SCZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,17,24,44,47,61,71,132
SANTA ANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,65,55,48,29,113,84,197
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,1421,1372,2999,2872,4420,4244,8664
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,0,0,86,95,86,95,181
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,28,37,77,72,105,109,214
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,1,4,10,13,11,17,28
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,4,1,117,91,121,92,213
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,2,5,71,76,73,81,154
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,2,0,27,15,29,15,44
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,4,2,54,61,58,63,121
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,3,4,50,36,53,40,93
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,5,5,52,51,57,56,113
SENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,12,11,32,16,44,27,71
SHINAOTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,48,36,291,259,339,295,634
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,25,17,160,172,185,189,374
SICAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,3,4,44,39,47,43,90
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,82,85,185,220,267,305,572
SOPACHUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,19,12,89,104,108,116,224
SORACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,7,1,132,107,139,108,247
SORATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,7,8,187,141,194,149,343
SUCRE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,243,275,1893,1893,2136,2168,4304
TACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,0,2,0,1,0,3,3
TACACOMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,9,12,31,30,40,42,82
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,6,5,75,54,81,59,140
TACOPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,3,7,100,92,103,99,202
TAHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,0,0,3,6,3,6,9
TAPACARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,27,18,292,232,319,250,569
TARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,15,21,238,231,253,252,505
TARACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,3,1,34,24,37,25,62
TARATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,8,4,59,56,67,60,127
TARIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,523,524,1000,1070,1523,1594,3117
TARVITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,13,14,233,236,246,250,496
TEOPONTE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,4,7,130,109,134,116,250
TIAWANACU,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,10,13,47,76,57,89,146
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,10,9,180,159,190,168,358
TIPUANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,11,8,95,78,106,86,192
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,59,59,501,472,560,531,1091
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,19,16,105,97,124,113,237
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,1,2,10,13,11,15,26
TOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,1,6,50,34,51,40,91
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,0,0,1,0,1,0,1
TOLATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,11,13,49,46,60,59,119
TOLEDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,0,0,46,24,46,24,70
TOMAVE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,3,4,82,66,85,70,155
TOMINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,9,12,192,201,201,213,414
TORO TORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,8,9,131,127,139,136,275
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,26,13,72,70,98,83,181
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,6,0,42,63,48,63,111
TRIGAL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,0,1,20,17,20,18,38
TRINIDAD,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,180,163,356,355,536,518,1054
TUPIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,39,48,296,304,335,352,687
TURCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,4,4,33,46,37,50,87
UMALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,10,11,59,38,69,49,118
UNCIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,40,33,108,89,148,122,270
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,23,14,143,132,166,146,312
URUBICHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,9,6,114,112,123,118,241
UYUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,12,7,73,77,85,84,169
VACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,8,5,57,51,65,56,121
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,13,8,90,83,103,91,194
VIACHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,48,46,303,317,351,363,714
VILA VILA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,10,9,48,50,58,59,117
VILLA CHARCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,18,26,192,198,210,224,434
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,27,24,282,292,309,316,625
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,1,4,44,73,45,77,122
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,7,10,50,46,57,56,113
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,15,9,225,230,240,239,479
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,137,161,741,737,878,898,1776
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,11,13,127,96,138,109,247
VILLAZON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,26,21,296,291,322,312,634
VINTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,94,79,120,94,214,173,387
VITICHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,2,6,107,116,109,122,231
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,0,0,11,11,11,11,22
WARNES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,70,51,503,493,573,544,1117
YACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,8,8,46,57,54,65,119
YACUIBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,329,320,333,322,662,642,1304
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,6,11,116,129,122,140,262
YANACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,11,11,80,56,91,67,158
YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,402,164,263,214,665,378,1043
YOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,9,12,82,67,91,79,170
YOTALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,10,12,132,127,142,139,281
YUNCHARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,7,6,99,81,106,87,193
YUNGUYO DE LITORAL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,0,0,1,1,1,1,2
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-10-01,5,6,97,112,102,118,220
ACACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,3,0,67,83,70,83,153
ACHACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,22,19,199,186,221,205,426
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,16,15,79,76,95,91,186
AIQUILE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,29,38,128,148,157,186,343
ALALAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,7,2,12,12,19,14,33
ALCALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,0,0,57,56,57,56,113
ALTO BENI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,10,6,81,73,91,79,170
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,9,8,72,90,81,98,179
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,2,2,81,78,83,80,163
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,2,0,23,18,25,18,43
ANZALDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,8,12,53,67,61,79,140
APOLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,9,14,179,149,188,163,351
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,2,1,48,46,50,47,97
ARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,15,20,61,64,76,84,160
ARBIETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,11,17,134,164,145,181,326
ARQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,16,13,170,143,186,156,342
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,21,25,119,122,140,147,287
ATOCHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,35,18,116,122,151,140,291
AUCAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,0,0,31,23,31,23,54
AYATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,9,6,51,49,60,55,115
AYO AYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,5,5,42,55,47,60,107
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,18,15,287,203,305,218,523
AZURDUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,6,11,194,225,200,236,436
BATALLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,11,21,117,92,128,113,241
BAURES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,4,2,47,37,51,39,90
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,3,0,18,18,21,18,39
BELEN DE URMIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,6,1,15,13,21,14,35
BELLA FLOR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,0,3,59,48,59,51,110
BERMEJO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,78,101,76,84,154,185,339
BETANZOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,30,32,349,338,379,370,749
BOLIVAR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,7,5,102,90,109,95,204
BOLPEBRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,2,0,40,40,42,40,82
BOYUIBE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,9,14,29,30,38,44,82
BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,25,13,168,160,193,173,366
CABEZAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,10,12,100,87,110,99,209
CAIROMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,1,2,73,93,74,95,169
"CAIZA ""D""",control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,3,5,81,73,84,78,162
CAJUATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,0,0,87,79,87,79,166
CALACOTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,1,2,30,35,31,37,68
CALAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,3,5,99,85,102,90,192
CAMARGO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,6,2,173,195,179,197,376
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,6,2,43,40,49,42,91
CAMIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,63,44,201,230,264,274,538
CAPINOTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,5,7,159,152,164,159,323
CAQUIAVIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,5,8,58,57,63,65,128
CARACOLLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,11,8,148,130,159,138,297
CARANAVI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,42,49,273,283,315,332,647
CARANGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,0,0,3,2,3,2,5
CARAPARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,16,9,139,137,155,146,301
CARIPUYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,4,6,67,71,71,77,148
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,4,3,20,21,24,24,48
CATACORA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,0,0,24,10,24,10,34
CHACARILLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,2,0,6,2,8,2,10
CHALLAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,22,19,249,189,271,208,479
CHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,6,1,55,65,61,66,127
CHARAGUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,17,14,224,219,241,233,474
CHARAÑA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,0,0,17,10,17,10,27
CHAYANTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,15,7,93,86,108,93,201
CHIMORE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,62,42,288,234,350,276,626
CHIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,2,2,18,10,20,12,32
CHOQUE COTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,0,0,16,16,16,16,32
CHUA COCANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,1,2,14,11,15,13,28
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,28,31,75,64,103,95,198
CHUMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,5,4,122,85,127,89,216
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,14,7,72,63,86,70,156
CKOCHAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,14,4,156,139,170,143,313
CLIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,15,6,152,125,167,131,298
COBIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,42,34,287,307,329,341,670
COCAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,19,15,190,185,209,200,409
COCHABAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,781,794,1830,1818,2611,2612,5223
COIPASA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,0,0,9,9,9,9,18
COLCAPIRHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,54,43,214,177,268,220,488
"COLCHA ""K""",control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,7,10,76,76,83,86,169
COLLANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,2,1,30,21,32,22,54
COLOMI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,13,12,140,113,153,125,278
COLPA BELGICA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,1,2,1,5,2,7,9
COLQUECHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,19,26,141,111,160,137,297
COLQUENCHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,15,7,52,49,67,56,123
COLQUIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,10,11,91,76,101,87,188
COMANCHE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,0,0,16,11,16,11,27
COMARAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,15,13,120,109,135,122,257
COMBAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,0,4,19,21,19,25,44
CONCEPCION,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,26,38,92,109,118,147,265
COPACABANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,16,13,91,74,107,87,194
CORIPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,13,9,89,96,102,105,207
CORO CORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,2,1,49,57,51,58,109
COROICO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,16,23,110,108,126,131,257
CORQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,11,8,67,48,78,56,134
COTAGAITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,10,9,187,179,197,188,385
COTOCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,72,58,127,112,199,170,369
CRUZ DE MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,0,0,0,1,0,1,1
CUATRO CAÑADAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,79,83,67,64,146,147,293
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,2,2,22,4,24,6,30
CUEVO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,3,2,44,37,47,39,86
CULPINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,18,25,213,225,231,250,481
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,2,2,45,42,47,44,91
CURVA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,1,0,50,38,51,38,89
DESAGUADERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,2,3,24,25,26,28,54
EL ALTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,771,802,3819,3612,4590,4414,9004
EL CHORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,2,2,54,62,56,64,120
EL PUENTE(STC),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,9,8,74,57,83,65,148
EL PUENTE(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,14,22,115,80,129,102,231
EL TORNO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,30,33,236,216,266,249,515
EL VILLAR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,2,0,61,57,63,57,120
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,13,9,179,168,192,177,369
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,20,22,220,232,240,254,494
ESCARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,0,0,9,4,9,4,13
ESCOMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,7,13,36,33,43,46,89
ESMERALDA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,1,0,3,2,4,2,6
EUCALIPTUS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,5,3,64,56,69,59,128
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,0,0,31,41,31,41,72
EXALTACION,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,0,0,8,10,8,10,18
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,2,5,89,79,91,84,175
FILADELFIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,5,0,57,40,62,40,102
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,6,4,123,112,129,116,245
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,2,1,60,66,62,67,129
GUANAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,3,9,119,147,122,156,278
GUAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,5,6,42,34,47,40,87
GUAYARAMERIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,19,24,287,265,306,289,595
GUTIERREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,11,15,195,192,206,207,413
HUACARETA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,3,3,151,133,154,136,290
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,4,4,58,58,62,62,124
